GEO_ID,B19082_001E,B19082_001M,B19082_002E,B19082_002M,B19082_003E,B19082_003M,B19082_004E,B19082_004M,B19082_005E,B19082_005M,B19082_006E,B19082_006M,NAME,B19082_001MA,B19082_001EA,B19082_002EA,B19082_002MA,B19082_003MA,B19082_003EA,B19082_004MA,B19082_004EA,B19082_005MA,B19082_005EA,B19082_006MA,B19082_006EA,state
0400000US23,3.69,0.12,8.95,0.19,15.03,0.26,23.32,0.32,49.01,0.71,21.05,0.89,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3.33,0.08,9.18,0.11,15.21,0.12,23.28,0.16,49.00,0.37,21.06,0.46,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2.85,0.06,8.19,0.11,14.58,0.13,23.15,0.16,51.23,0.34,22.86,0.42,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3.29,0.05,8.82,0.07,14.87,0.11,23.25,0.14,49.78,0.29,21.55,0.37,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3.64,0.06,9.36,0.10,15.44,0.10,23.30,0.15,48.26,0.33,20.99,0.44,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,3.02,0.10,8.12,0.17,14.52,0.21,23.43,0.32,50.91,0.59,21.76,0.75,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3.45,0.07,8.94,0.12,14.89,0.13,23.10,0.18,49.63,0.40,21.48,0.49,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,3.45,0.17,8.83,0.24,14.98,0.32,22.99,0.36,49.75,0.79,22.00,0.97,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,3.85,0.11,9.47,0.16,15.26,0.20,23.02,0.26,48.40,0.58,21.19,0.70,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,3.61,0.11,9.26,0.20,15.06,0.25,22.88,0.31,49.20,0.73,21.70,0.95,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,3.81,0.17,9.61,0.22,15.59,0.28,23.32,0.30,47.68,0.77,20.56,0.87,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3.01,0.05,8.34,0.08,14.48,0.11,23.01,0.14,51.16,0.29,22.63,0.35,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,3.00,0.13,8.27,0.16,14.59,0.23,23.58,0.29,50.57,0.61,21.36,0.72,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2.68,0.04,7.56,0.08,13.60,0.11,22.27,0.15,53.89,0.34,25.37,0.46,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3.29,0.06,8.57,0.08,14.33,0.12,22.61,0.16,51.19,0.34,22.96,0.45,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3.51,0.16,9.06,0.24,15.21,0.31,23.35,0.41,48.88,0.84,21.72,1.05,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3.31,0.05,8.75,0.08,14.80,0.10,23.27,0.14,49.87,0.29,21.63,0.35,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3.48,0.07,8.94,0.11,14.78,0.17,23.02,0.22,49.77,0.47,21.97,0.59,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3.43,0.10,8.91,0.15,14.94,0.18,23.33,0.23,49.38,0.55,21.61,0.65,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3.32,0.04,8.65,0.06,14.63,0.09,23.02,0.12,50.38,0.24,22.22,0.28,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,3.04,0.16,8.34,0.27,14.69,0.38,23.24,0.50,50.69,1.04,22.42,1.42,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3.17,0.07,8.71,0.12,14.77,0.16,23.56,0.20,49.80,0.43,21.30,0.53,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3.89,0.19,9.65,0.25,15.23,0.31,22.85,0.40,48.38,0.84,21.40,0.87,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3.28,0.07,8.52,0.10,14.34,0.13,22.58,0.20,51.28,0.39,23.43,0.58,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3.19,0.04,8.40,0.07,14.18,0.09,22.76,0.11,51.48,0.26,22.90,0.30,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4.08,0.11,10.09,0.17,15.85,0.19,23.24,0.24,46.74,0.52,20.06,0.61,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3.54,0.18,8.99,0.31,15.20,0.44,23.43,0.56,48.84,1.24,21.13,1.51,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3.26,0.06,8.74,0.09,14.61,0.11,23.17,0.14,50.23,0.29,21.22,0.35,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3.38,0.07,9.04,0.10,15.05,0.12,23.35,0.17,49.18,0.33,21.05,0.41,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3.30,0.12,8.59,0.17,14.84,0.24,23.58,0.35,49.69,0.71,21.10,0.86,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3.77,0.06,9.35,0.08,15.36,0.12,23.41,0.14,48.11,0.31,20.95,0.40,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4.00,0.23,9.89,0.36,16.22,0.40,24.41,0.44,45.48,1.13,18.10,1.16,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1.51,0.09,6.83,0.15,12.76,0.23,22.14,0.38,56.76,0.71,26.53,1.16,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
