B15002H_006M,B15002H_007E,B15002H_007M,B15002H_008E,B15002H_008M,B15002H_009E,B15002H_009M,B15002H_010E,B15002H_010M,B15002H_011E,B15002H_011M,B15002H_012E,B15002H_012M,B15002H_013E,B15002H_013M,B15002H_014E,B15002H_014M,B15002H_015E,B15002H_015M,B15002H_016E,B15002H_016M,B15002H_017E,B15002H_017M,B15002H_018E,B15002H_018M,B15002H_019E,B15002H_019M,GEO_ID,B15002H_001E,B15002H_001M,B15002H_002E,B15002H_002M,B15002H_003E,B15002H_003M,B15002H_004E,B15002H_004M,B15002H_005E,B15002H_005M,B15002H_006E,B15002H_006MA,B15002H_007MA,B15002H_007EA,B15002H_008EA,B15002H_008MA,B15002H_009EA,B15002H_009MA,B15002H_010EA,B15002H_010MA,B15002H_011MA,B15002H_011EA,B15002H_012EA,B15002H_012MA,B15002H_013EA,B15002H_013MA,B15002H_014EA,B15002H_014MA,B15002H_015EA,B15002H_015MA,B15002H_016MA,B15002H_016EA,B15002H_017EA,B15002H_017MA,B15002H_018EA,B15002H_018MA,B15002H_019MA,B15002H_019EA,NAME,B15002H_001MA,B15002H_001EA,B15002H_002MA,B15002H_002EA,B15002H_003EA,B15002H_003MA,B15002H_004EA,B15002H_004MA,B15002H_005EA,B15002H_005MA,B15002H_006EA,state
5809,378551,8788,124767,6828,383829,7867,221039,6939,1977111,3079,63124,3786,140220,5460,464391,8763,99183,5129,428326,9512,157979,5585,389296,8505,234592,6323,0400000US13,3825705,4902,1848594,2679,63685,3816,143697,7439,409697,9087,123329,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,13
845,31753,2610,13980,1864,35256,2616,23955,2007,112345,205,1159,512,2403,668,19917,1804,1458,484,27127,2573,11675,1564,28675,2156,19931,2027,0400000US15,247699,480,135354,419,1168,550,3324,906,22603,2203,3315,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,15
2499,118973,5709,35520,2849,84284,4457,43610,3382,455109,764,7301,1493,21708,2460,106563,4724,19226,2161,130362,5238,48664,3383,86910,4749,34375,2685,0400000US16,893397,986,438288,612,8402,1351,25741,2496,96459,4752,25299,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,16
4684,607833,11148,206396,6367,629145,9451,389952,8478,3001954,1522,70731,3615,127747,4953,740243,10758,91056,4510,645963,10122,259628,6114,660150,9308,406436,8674,0400000US17,5795444,2770,2793490,1847,61255,3437,134688,5233,651745,11127,112476,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,17
4227,364402,8097,134419,6013,275128,6566,153144,4756,1879679,1358,58362,3252,139920,5637,568467,8326,82169,4167,392804,9055,170189,5719,301255,7585,166513,5693,0400000US18,3630965,2355,1751286,1426,59216,2948,139330,6687,521538,8020,104109,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,18
2553,193291,4570,93056,4090,157060,4955,75829,3643,960593,903,20225,1859,39205,2496,273289,6285,30665,2190,209412,5153,119854,4121,189428,5090,78515,3785,0400000US19,1863871,1602,903278,1107,19539,1714,45908,2350,272902,4943,45693,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,19
2600,184059,5577,53055,3065,158616,5360,87165,3542,787973,932,15103,1560,33249,2514,176641,4438,28439,2225,198047,5432,71449,3254,172908,4918,92137,3724,0400000US20,1528520,1131,740547,627,14676,1822,36905,2814,170453,5570,35618,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,20
4263,247597,7133,74026,3892,173097,5541,108151,4975,1352555,1132,78165,4312,115419,5237,350505,7681,89671,5086,282031,7384,124096,4254,176085,6130,136583,5580,0400000US21,2603266,1919,1250711,1369,86619,4481,124626,4616,346483,8282,90112,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,21
4218,201779,6746,46653,3473,161234,5168,81512,3627,993696,1290,38577,3227,79509,4801,291456,7293,49694,2877,207697,7806,65126,3468,175323,5571,86314,4476,0400000US22,1926077,2115,932381,1519,49214,3738,82673,4361,249483,7703,59833,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,22
2544,89944,3642,37100,2357,75584,3160,41239,2702,474316,416,10856,1409,19899,1818,133255,4627,24309,2456,93461,3902,51480,2754,90720,4068,50336,3004,0400000US23,911886,470,437570,153,12948,1603,26534,2468,126745,5130,27476,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,23
2826,199202,5546,61130,3554,253485,6235,216617,5902,1184478,1122,20699,2270,60997,3524,264099,6721,30867,2739,219434,5924,88810,4661,268618,6680,230954,6377,0400000US24,2280981,1764,1096503,1425,25128,3200,61512,4613,241205,6639,38224,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,24
4017,281329,7575,114789,5107,417790,8372,314588,7866,1901442,2006,51070,3632,74574,3867,435885,9801,43180,3644,301729,8244,184177,6474,457374,7992,353453,7195,0400000US25,3621736,3355,1720294,1774,53709,4214,76113,4055,407687,9011,54289,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,25
4891,604088,9091,210313,5855,449896,9105,281322,6228,2723897,798,68519,3515,153862,6022,753711,9333,74939,3445,636406,9399,283579,7307,467604,8006,285277,7111,0400000US26,5288632,1462,2564735,1084,68212,3636,174546,5192,662313,8647,114045,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,26
3151,335928,7505,157140,4604,348400,6932,171659,4208,1604187,800,26130,2154,48002,2515,376811,5223,34226,2337,361462,6656,189501,5002,384498,6741,183557,5482,0400000US27,3136927,1389,1532740,936,26765,2072,63976,3254,374939,6223,53933,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,27
3082,134984,5586,43054,2773,88661,4134,49246,3496,612919,1989,24646,2768,52435,4208,149072,5648,35120,3102,142602,6165,61958,4335,92770,4489,54316,3312,0400000US28,1185373,2729,572454,1800,34083,3283,53323,3727,131234,5114,37869,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,28
4978,351922,8570,105508,4667,290464,7712,168492,5746,1746954,1238,53550,3482,115994,5103,466300,8044,74264,3640,396495,9206,148925,5430,313287,6958,178139,5479,0400000US29,3380144,1794,1633190,1065,53229,2862,114444,4651,458353,10816,90778,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,29
1602,78938,3188,23504,2201,60654,3355,30681,2075,313452,566,6102,1119,12452,1618,75746,3274,11282,1557,82541,3713,27094,1899,67786,2897,30449,2456,0400000US30,623247,868,309795,636,5878,951,16952,1773,79556,2945,13632,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,30
1889,119550,3961,51819,3196,104323,3915,51757,2794,532876,695,8043,921,19984,1876,127199,3678,14997,1448,136201,3970,57315,2928,113300,3688,55837,3054,0400000US31,1037741,1184,504865,910,8459,1016,21989,2123,127844,3854,19124,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,31
2491,162473,5299,43943,3321,99876,4566,56189,3323,541613,775,8469,1237,32165,2582,135429,5502,21742,2348,155415,5462,50936,3518,87596,4311,49861,3027,0400000US32,1099312,1671,557699,1185,8734,1461,33266,3035,124562,5513,28656,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,32
2084,82534,3867,34754,2831,91975,3590,49806,2849,443582,423,9994,1394,15121,1655,112421,5071,14092,1940,87115,4151,49561,3160,98132,4013,57146,3242,0400000US33,862732,801,419150,399,10571,1522,21596,2681,105977,4337,21937,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,33
3211,306763,9015,105294,4989,462909,8219,276041,7538,1942990,1886,52426,2774,83424,4259,559669,9651,39488,2931,311167,7102,147516,5189,464016,7910,285284,7882,0400000US34,3715575,3005,1772585,1583,41318,3268,79832,4883,445943,9542,54485,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,34
2290,79065,4504,22693,2507,61279,3486,56386,2726,321637,984,6617,1301,14215,1814,55088,3127,9560,1518,84008,4375,29068,2437,69208,3490,53873,3185,0400000US35,626231,1459,304594,1078,5281,1221,11356,1884,52364,3481,16170,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,35
5382,654000,12651,327780,6777,884108,11462,667601,13193,4205896,2635,113169,5402,195729,6073,1034819,12709,108101,4405,639664,10723,434434,9637,872859,12619,807121,13549,0400000US36,8090954,3979,3885058,2159,106245,4311,209559,6605,878926,13935,156839,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,36
4801,463787,9227,179771,5740,451056,10211,246965,7533,2364024,1884,66933,4639,151615,5713,517324,9758,97926,5402,523520,10042,256112,6782,495438,9555,255156,7065,0400000US37,4524330,2830,2160306,2004,79474,4671,170058,6888,452813,10919,116382,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,37
1398,47696,3357,29774,2260,41359,2731,14993,1811,209983,595,7633,986,6679,930,48410,2318,5429,903,49121,2796,30069,2083,46551,2616,16091,1514,0400000US38,424228,1140,214245,822,8214,1046,9945,1297,53375,2750,8889,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,38
5084,627620,9384,223236,7785,544087,10076,315256,6421,3382645,1323,85517,4603,225637,6633,1069541,14788,109918,5007,663673,10517,322947,8040,574443,10595,330969,7836,0400000US39,6517615,1955,3134970,1283,86483,4206,230640,7455,969352,13891,138296,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,39
2722,207492,5514,59955,2699,158332,5439,78075,3551,952457,502,24405,1822,70664,3272,260649,5578,44548,2564,231246,5829,73918,3183,167705,4584,79322,3041,0400000US40,1841108,884,888651,611,23165,1902,72501,3637,243242,5387,45889,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,40
3548,287465,6522,88224,4539,224373,7362,132816,4780,1148291,940,15114,2231,54865,3934,241729,6538,43909,3657,322203,7487,105445,4925,230267,6200,134759,4894,0400000US41,2227577,1258,1079286,598,18126,2087,59772,3573,209234,6476,59276,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,41
5121,554241,8060,262488,7240,650695,8913,402364,6247,3754331,1066,98533,4924,227400,6286,1290542,12450,119796,4658,576797,10633,333309,7517,678108,8859,429846,9559,0400000US42,7219697,2167,3465366,1589,97201,4152,219973,6949,1128821,10361,149583,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,42
1623,47644,2943,21010,2383,59694,3270,38801,2980,303135,1020,11951,1921,18621,2110,68500,3778,10807,1588,58667,3824,29881,2960,65054,3434,39654,2525,0400000US44,574136,1696,271001,904,9327,1179,19258,2235,63006,3742,12261,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,44
3311,216935,5575,89728,3850,214208,6222,116725,4821,1130773,870,39692,3515,76894,4629,270267,6678,46641,3202,250619,6793,113577,4780,209874,6389,123209,5139,0400000US45,2171868,1706,1041095,1387,38535,3142,80839,4563,229582,6473,54543,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,45
1448,48679,2401,27259,2457,45916,2389,19347,1822,245264,413,5965,891,8897,1342,64656,3159,8461,1325,56985,2968,29691,2350,51372,2847,19237,1660,0400000US46,484046,886,238782,763,7701,1106,10187,1600,68654,3120,11039,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,46
4881,341321,8429,92059,5592,279627,6543,155129,5907,1787413,1728,83691,3814,128730,5509,489289,9306,112025,5101,374311,9111,138967,6683,288641,8286,171759,5904,0400000US47,3431197,2584,1643784,1606,83557,3924,136006,5590,435096,9793,120989,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,47
6542,1010778,14342,286131,8727,983453,13032,522849,9794,4258042,3020,78270,4783,213357,6726,883139,13964,182520,5836,1082751,14810,342450,8691,1013291,14754,462264,10719,0400000US48,8308907,4760,4050865,3584,83094,4965,202058,6537,756406,14504,206096,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,48
1431,192336,4381,59817,3544,156062,4993,96358,3460,700031,479,5584,1262,25427,2422,140789,4523,19459,2239,214016,4743,79691,4007,156167,4771,58898,2954,0400000US49,1382668,923,682637,705,5959,1146,29014,2779,124455,5584,18636,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,49
1343,33275,2281,15329,1491,37891,2367,26760,1926,215505,89,5438,996,8786,1266,53782,2494,7679,1172,37165,1995,19085,1679,51225,2270,32345,1840,0400000US50,417234,170,201729,120,6750,1067,13266,1562,58339,2175,10119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,50
3922,343484,8302,111158,4739,405788,8351,322844,7471,1918843,1747,59067,3245,98127,4308,400407,7946,64225,4154,394221,8870,162146,5139,444304,7425,296346,7481,0400000US51,3728858,2617,1810015,1962,61773,3633,108718,5370,367528,9349,88722,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,51
4413,440182,10452,162398,6838,391115,7523,225648,6759,1821020,1030,23505,2443,79235,3980,364927,9055,58782,3840,488929,9270,192722,6321,398460,8852,214460,6407,0400000US53,3579785,1619,1758765,1004,26761,3014,90936,5456,337122,7776,84603,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,53
2735,101977,4965,31557,2460,66005,3526,43581,2962,627775,1063,31709,2538,60590,3585,205153,5579,38145,2875,121099,4759,51646,3854,72314,4119,47119,3312,0400000US54,1216847,1690,589072,1128,33632,2809,62290,3718,210389,5184,39641,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,54
3149,343473,7844,158482,5269,309372,7405,154078,5006,1716854,702,32843,2320,72310,3654,502048,8095,42400,2563,358484,7498,192872,5400,349682,7307,166215,5428,0400000US55,3360949,1356,1644095,928,35241,2737,90917,3410,483794,7825,68738,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,55
1530,42468,2945,17460,1974,29323,2444,16120,1887,168316,650,933,349,7840,1180,34816,2361,6389,1148,50277,2528,19835,1809,32861,2143,15365,1829,0400000US56,338028,1709,169712,1410,2167,699,7457,1538,44798,3001,9919,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,56
57,1198,605,438,350,1416,555,1832,681,8129,1472,871,452,466,364,816,485,77,124,970,451,1552,589,1932,680,1445,606,0400000US72,16047,2653,7918,1896,282,224,819,462,1899,833,34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,72
