GEO_ID,B12502_001E,B12502_001M,B12502_002E,B12502_002M,B12502_003E,B12502_003M,B12502_004E,B12502_004M,B12502_005E,B12502_005M,B12502_006E,B12502_006M,B12502_007E,B12502_007M,B12502_008E,B12502_008M,B12502_009E,B12502_009M,B12502_010E,B12502_010M,B12502_011E,B12502_011M,NAME,B12502_001MA,B12502_001EA,B12502_002MA,B12502_002EA,B12502_003EA,B12502_003MA,B12502_004MA,B12502_004EA,B12502_005EA,B12502_005MA,B12502_006MA,B12502_006EA,B12502_007MA,B12502_007EA,B12502_008EA,B12502_008MA,B12502_009MA,B12502_009EA,B12502_010EA,B12502_010MA,B12502_011EA,B12502_011MA,state
0400000US20,2290928,2574,1130809,2750,359820,6554,770989,6273,4964,1117,766025,6295,1160119,2665,296352,5813,863767,6114,11022,1622,852745,6105,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3548465,3263,1729330,3231,547527,8385,1181803,8619,7562,1637,1174241,8677,1819135,3680,445870,7171,1373265,7062,15699,1843,1357566,7305,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3691400,2556,1786865,2976,670401,10854,1116464,10200,7577,1340,1108887,10337,1904535,2462,604250,10002,1300285,10023,18111,2156,1282174,10737,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1117118,1336,541865,1725,172441,4765,369424,4808,2323,592,367101,4754,575253,1212,145948,3915,429305,3916,5672,1023,423633,3915,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4814206,1775,2306220,2592,871581,10614,1434639,10301,5200,851,1429439,10294,2507986,2513,829558,9766,1678428,9562,17837,2097,1660591,9883,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5549790,1557,2659685,1971,1044106,12897,1615579,12537,8216,1165,1607363,12797,2890105,2081,972978,10455,1917127,10702,18325,2123,1898802,10744,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8059716,2742,3916804,3315,1408176,12508,2508628,12582,15021,1694,2493607,12634,4142912,2965,1241279,10612,2901633,10427,32533,2385,2869100,11058,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4350698,2252,2145450,2883,746571,8790,1398879,9058,6769,929,1392110,9215,2205248,3106,623984,7705,1581264,7225,14720,1382,1566544,7420,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2375554,2600,1139779,3710,417902,6690,721877,7031,4892,1222,716985,7092,1235775,3486,377042,7110,858733,7110,10455,1463,848278,7498,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4880485,3218,2366221,3877,782693,9925,1583528,10219,10549,1504,1572979,10314,2514264,3213,691404,9081,1822860,8948,22598,1961,1800262,9156,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,829189,1614,412935,1795,128515,3121,284420,3271,1106,429,283314,3334,416254,1957,105843,4034,310411,3850,3700,984,306711,3986,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1478919,1630,728713,1781,235088,4390,493625,4119,2288,477,491337,4145,750206,1721,201084,4223,549122,4435,5445,863,543677,4540,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2239583,1421,1122350,1636,406698,8269,715652,8121,3715,966,711937,8203,1117233,1522,322175,7064,795058,7152,8143,1335,786915,7293,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1103721,1201,541785,1783,172825,4810,368960,4873,1457,485,367503,4853,561936,1716,149781,4948,412155,4873,2090,663,410065,4848,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7232903,1008,3492050,1876,1304207,12351,2187843,12208,12234,1614,2175609,12314,3740853,1535,1170129,10869,2570724,10859,27983,2775,2542741,11315,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1660531,2438,816904,2075,313146,6112,503758,5883,4903,1312,498855,5884,843627,2006,266305,6201,577322,6038,6897,1379,570425,6470,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,16147773,2664,7743068,3777,3198632,19874,4544436,20430,24746,2521,4519690,20261,8404705,3320,2981083,19027,5423622,18667,57144,3620,5366478,18832,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7938624,4795,3823442,5160,1326796,13435,2496646,13573,13714,1845,2482932,13506,4115182,4444,1185472,12880,2929710,12559,31221,2399,2898489,12694,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,587479,1396,299510,1908,109938,3424,189572,3474,619,279,188953,3447,287969,1484,79293,2890,208676,2717,2005,468,206671,2790,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9386353,3494,4540388,4518,1580390,12763,2959998,13576,19749,2008,2940249,13874,4845965,3750,1407273,13246,3438692,12971,37177,2118,3401515,12827,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3053500,1978,1497900,2484,470332,6443,1027568,6347,6155,1040,1021413,6361,1555600,2099,381976,6585,1173624,6322,12525,1573,1161099,6526,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3219159,2530,1581553,3138,535034,8367,1046519,7999,7377,1418,1039142,7728,1637606,2638,438915,8079,1198691,7869,13197,1483,1185494,7929,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10539705,2653,5101281,3423,1865351,12406,3235930,12024,23441,2012,3212489,12361,5438424,2901,1674861,11695,3763563,12017,46021,2511,3717542,11859,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,877192,1106,422789,1421,165025,4888,257764,4691,2153,745,255611,4665,454403,1151,149747,4276,304656,4116,3508,842,301148,4222,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3872748,2384,1862523,3071,656215,11018,1206308,10505,8524,1340,1197784,10701,2010225,3108,591979,8692,1418246,8088,17006,1920,1401240,8366,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,668811,1397,333069,1857,110545,3797,222524,3419,1270,505,221254,3450,335742,1634,88949,3473,246793,3264,2988,754,243805,3271,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5255128,3510,2537029,3895,813995,11208,1723034,11355,11148,1658,1711886,11375,2718099,3905,722679,9892,1995420,9809,23734,2332,1971686,10136,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20547265,4807,10130288,6889,3573092,23724,6557196,23208,33808,3006,6523388,23164,10416977,6724,3028462,21415,7388515,20309,67246,3748,7321269,20746,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2141536,1590,1067533,2093,343466,6568,724067,6786,3586,940,720481,6826,1074003,1989,285821,5687,788182,5857,5582,1182,782600,5915,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,525951,888,256664,1131,91909,3046,164755,3158,950,381,163805,3171,269287,1186,77217,3021,192070,2862,1411,410,190659,2817,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6707967,3871,3270177,3947,1159664,11684,2110513,11254,10468,1539,2100045,11291,3437790,3835,995498,11577,2442292,11813,24885,2202,2417407,11996,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5639983,2184,2799219,2597,980648,11546,1818571,11595,8567,1716,1810004,11706,2840764,2953,773013,10199,2067751,10290,16891,1555,2050860,10501,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1537629,1480,754927,2170,241913,5855,513014,5789,4362,1113,508652,5799,782702,2035,190819,5289,591883,5488,8186,1175,583697,5485,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4661823,2630,2300997,3208,806954,8664,1494043,8708,8433,1324,1485610,8981,2360826,2729,684026,9054,1676800,9017,17541,1701,1659259,8508,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,464301,1506,235543,2066,71168,3595,164375,3465,1098,465,163277,3544,228758,1729,53292,3649,175466,3361,1157,496,174309,3436,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2955172,931,1387905,2147,588088,10278,799817,10260,4513,1087,795304,10253,1567267,2216,548626,8482,1018641,7718,13251,1452,1005390,7927,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
