GEO_ID,C27001G_001E,C27001G_001M,C27001G_002E,C27001G_002M,C27001G_003E,C27001G_003M,C27001G_004E,C27001G_004M,C27001G_005E,C27001G_005M,C27001G_006E,C27001G_006M,C27001G_007E,C27001G_007M,C27001G_008E,C27001G_008M,C27001G_009E,C27001G_009M,C27001G_010E,C27001G_010M,NAME,C27001G_001MA,C27001G_001EA,C27001G_002MA,C27001G_002EA,C27001G_003EA,C27001G_003MA,C27001G_004EA,C27001G_004MA,C27001G_005MA,C27001G_005EA,C27001G_006EA,C27001G_006MA,C27001G_007MA,C27001G_007EA,C27001G_008MA,C27001G_008EA,C27001G_009EA,C27001G_009MA,C27001G_010EA,C27001G_010MA,state
0400000US29,149296,8393,76858,5287,71795,5293,5063,1644,65053,4977,50576,3904,14477,2491,7385,1217,7200,1178,185,197,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25479,3183,11310,2008,10503,1936,807,405,12841,1940,8022,1451,4819,1262,1328,467,1328,467,0,165,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42138,4172,22970,2716,21458,2618,1512,544,17816,2497,13275,2022,4541,1178,1352,485,1224,446,128,188,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,115779,7016,57509,4576,50464,3987,7045,2108,53390,4168,40462,3521,12928,2319,4880,1018,4841,1029,39,71,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,24385,2923,11038,2040,10592,2003,446,359,12032,1910,9031,1785,3001,939,1315,571,1315,571,0,185,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,215764,12824,97495,6827,93513,6851,3982,1198,107375,7740,76623,5305,30752,4969,10894,2004,10628,2035,266,243,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,68760,6019,30661,3901,29218,3875,1443,689,33521,3572,25958,3034,7563,1937,4578,971,4563,969,15,26,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,557813,20167,233587,9523,224041,9486,9546,2100,293186,13205,233745,11730,59441,5128,31040,2699,29945,2664,1095,640,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,230314,12004,117373,7171,111894,6700,5479,1783,105592,6551,76112,5173,29480,4035,7349,1280,7223,1260,126,119,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14464,2136,6897,1295,5928,1238,969,585,7189,1503,5201,1191,1988,992,378,191,378,191,0,149,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,291274,10271,155112,7490,146448,7661,8664,2191,126385,5684,101655,5271,24730,2924,9777,1415,9766,1417,11,17,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,279670,7822,120892,4833,107316,4775,13576,1955,140470,4541,96961,3754,43509,3254,18308,1312,18092,1303,216,157,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,163078,7265,69516,3789,67108,3816,2408,1045,84581,5340,66260,4101,18321,2697,8981,1358,8772,1322,209,287,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,258093,10499,132340,7084,127397,6874,4943,1253,116137,5941,93590,5255,22547,2473,9616,1236,9489,1256,127,120,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26410,4303,12090,2541,11989,2529,101,212,12879,2761,11480,2514,1399,723,1441,561,1441,561,0,210,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,87727,6394,47079,4242,44603,4112,2476,1142,37821,3891,28240,3326,9581,1924,2827,837,2827,837,0,204,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23695,3546,11985,2126,11025,2108,960,402,10586,1899,7329,1367,3257,1009,1124,574,1124,574,0,155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,120968,7295,62032,5195,59514,5028,2518,1438,52621,4336,41655,3749,10966,1974,6315,1337,6244,1336,71,117,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,632792,18632,299068,12070,275250,11772,23818,3192,301226,12187,219675,9710,81551,6635,32498,3160,31454,3053,1044,587,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,69842,5262,39093,3692,35396,3722,3697,1405,29202,3049,23402,2832,5800,1273,1547,579,1490,573,57,99,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,13137,1401,6921,1242,6740,1216,181,192,5223,865,4441,843,782,310,993,424,993,424,0,151,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,262072,10935,133932,7158,130081,6988,3851,1295,118607,6061,95233,4980,23374,3205,9533,1429,9390,1434,143,159,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,336748,13095,156629,8462,148150,8252,8479,2183,167734,7029,132497,6235,35237,4298,12385,1414,12212,1417,173,211,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33287,2877,15288,1744,14592,1671,696,486,15148,1729,12032,1503,3116,860,2851,841,2851,841,0,190,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,119227,6438,63164,4610,60791,4335,2373,1132,52396,3495,42773,3025,9623,1627,3667,817,3667,817,0,149,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15534,2508,8264,1741,7293,1814,971,571,6592,1548,5780,1367,812,623,678,522,678,522,0,193,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,318084,14366,82997,6089,80614,6045,2383,1140,195777,9468,176563,8497,19214,2910,39310,3400,39174,3404,136,168,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
