GEO_ID,B13002H_001E,B13002H_001M,B13002H_002E,B13002H_002M,B13002H_003E,B13002H_003M,B13002H_004E,B13002H_004M,B13002H_005E,B13002H_005M,B13002H_006E,B13002H_006M,B13002H_007E,B13002H_007M,NAME,B13002H_001EA,B13002H_001MA,B13002H_002EA,B13002H_002MA,B13002H_003MA,B13002H_003EA,B13002H_004MA,B13002H_004EA,B13002H_005MA,B13002H_005EA,B13002H_006EA,B13002H_006MA,B13002H_007MA,B13002H_007EA,state
0400000US35,162554,1658,9086,1431,6111,1144,2975,1004,153468,2089,68229,2838,85239,3082,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2560245,5405,116936,5393,92178,5268,24758,2193,2443309,7436,1055623,13161,1387686,13312,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1448919,3651,63425,3731,48571,3114,14854,2265,1385494,5000,698780,9521,686714,10321,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,142316,821,8016,1534,5421,1127,2595,914,134300,1683,65363,2258,68937,2409,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2109180,4357,99921,4554,68240,3558,31681,2965,2009259,6267,923771,12103,1085488,11525,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,585230,1669,32044,2230,22595,2018,9449,1177,553186,2827,284803,4664,268383,4424,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,681248,2857,31403,3179,21920,2542,9483,1603,649845,4407,292036,6507,357809,6192,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2215958,3857,99466,4568,69700,3473,29766,2758,2116492,6053,951052,10331,1165440,9479,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,182137,1688,7831,1688,4926,1127,2905,1156,174306,2088,70364,3229,103942,3246,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,687855,2666,33777,3065,23927,2351,9850,2253,654078,3661,323943,6487,330135,6897,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,154672,1327,10069,1469,6892,1149,3177,736,144603,2015,71275,2738,73328,2592,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1124710,3244,53670,4119,36443,3034,17227,2571,1071040,5161,542164,7782,528876,7880,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2648901,5278,137509,5323,102790,5416,34719,3193,2511392,7798,1253262,12862,1258130,14146,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,565833,1658,42540,3056,37019,2883,5521,1270,523293,3430,279214,4814,244079,4901,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,132665,854,4936,809,3616,736,1320,455,127729,1179,53019,2125,74710,2320,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1226166,3248,57822,3337,45595,3252,12227,1809,1168344,4502,575911,8533,592433,7972,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1121203,3021,49455,3688,36918,3083,12537,1790,1071748,4974,499987,8792,571761,8788,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,380411,1757,15132,1826,9230,1370,5902,1315,365279,2489,169923,4677,195356,4913,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1060863,2087,49125,3069,35768,2604,13357,1472,1011738,3710,468210,6889,543528,7419,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,110741,1626,5648,1036,4307,878,1341,539,105093,1921,53358,2972,51735,3183,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,4697,1138,102,131,25,43,77,124,4595,1151,2128,766,2467,848,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
