GEO_ID,B16009_001E,B16009_001M,B16009_002E,B16009_002M,B16009_003E,B16009_003M,B16009_004E,B16009_004M,B16009_005E,B16009_005M,B16009_006E,B16009_006M,B16009_007E,B16009_007M,B16009_008E,B16009_008M,B16009_009E,B16009_009M,B16009_010E,B16009_010M,B16009_011E,B16009_011M,B16009_012E,B16009_012M,B16009_013E,B16009_013M,B16009_014E,B16009_014M,B16009_015E,B16009_015M,B16009_016E,B16009_016M,B16009_017E,B16009_017M,B16009_018E,B16009_018M,B16009_019E,B16009_019M,B16009_020E,B16009_020M,B16009_021E,B16009_021M,B16009_022E,B16009_022M,B16009_023E,B16009_023M,B16009_024E,B16009_024M,B16009_025E,B16009_025M,B16009_026E,B16009_026M,B16009_027E,B16009_027M,NAME,B16009_001EA,B16009_001MA,B16009_002MA,B16009_002EA,B16009_003MA,B16009_003EA,B16009_004EA,B16009_004MA,B16009_005EA,B16009_005MA,B16009_006EA,B16009_006MA,B16009_007EA,B16009_007MA,B16009_008MA,B16009_008EA,B16009_009EA,B16009_009MA,B16009_010EA,B16009_010MA,B16009_011EA,B16009_011MA,B16009_012EA,B16009_012MA,B16009_013EA,B16009_013MA,B16009_014MA,B16009_014EA,B16009_015EA,B16009_015MA,B16009_016EA,B16009_016MA,B16009_017EA,B16009_017MA,B16009_018EA,B16009_018MA,B16009_019MA,B16009_019EA,B16009_020EA,B16009_020MA,B16009_021EA,B16009_021MA,B16009_022EA,B16009_022MA,B16009_023MA,B16009_023EA,B16009_024MA,B16009_024EA,B16009_025MA,B16009_025EA,B16009_026EA,B16009_026MA,B16009_027EA,B16009_027MA,state
0400000US13,9072766,5742,1646009,32521,453151,16639,354671,14575,81281,7412,5921,2794,5691,2104,5587,2328,1192858,22321,994467,19084,132764,9947,28209,4325,23963,3412,13455,3311,7426757,33285,1354955,17412,1175311,15345,114548,7984,28035,3632,28470,3622,8591,2584,6071802,23321,5316275,28236,393642,11073,170105,9475,142296,7084,49484,6597,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1278178,1183,136988,9708,28908,4341,20932,4219,364,305,215,194,7397,2126,0,185,108080,6564,78212,5019,1980,735,1399,622,26489,3685,0,185,1141190,9645,183926,4302,150099,5276,2779,1026,2262,1472,28663,3659,123,199,957264,6576,707110,10205,18584,2523,12460,2047,217177,9926,1933,925,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1472229,1930,225790,14479,59916,7373,45637,7213,11001,2733,1264,988,571,451,1443,1221,165874,9415,140066,8820,18652,2869,3239,1665,2599,953,1318,751,1246439,14172,251048,7045,225887,7708,21080,2685,2466,1057,1072,573,543,356,995391,9392,900534,10486,67879,4268,15169,2380,8164,1434,3645,1127,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11793876,4468,1670252,30157,440919,15590,302510,12031,111636,8332,9765,2349,5317,1523,11691,3742,1229333,20536,910846,15597,198016,11192,54297,4597,41323,3630,24851,4194,10123624,29569,1751166,14621,1351813,14168,268497,9577,77316,6172,36620,3498,16920,3709,8372458,21080,6537888,22816,984575,13616,517660,15296,259079,8861,73256,7200,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5953808,4095,906905,20589,236834,9667,200254,9288,29954,3874,4138,1399,1318,615,1170,853,670071,14358,586624,12780,53701,4654,11425,1988,14478,2427,3843,1330,5046903,21603,902481,10482,829378,10387,42849,4400,23628,3581,5023,1403,1603,822,4144422,15257,3850409,14587,149717,6561,93430,6703,38582,3357,12284,2527,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2801171,2998,347171,12159,83238,5753,70905,5061,7434,1978,2617,1698,1461,1033,821,563,263933,8603,234035,8248,14925,2054,5048,1456,6407,1274,3518,1695,2454000,12171,438334,5741,402691,6263,20891,2356,7922,1975,5643,942,1187,557,2015666,8976,1889562,10252,62125,3371,31515,3709,27017,2236,5447,1204,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2614376,2620,348574,14723,87676,6485,64290,4904,20809,3326,1096,977,1189,631,292,299,260898,10103,213766,8485,32382,3882,3442,947,7213,1829,4095,1780,2265802,14685,424791,6572,378395,5831,34418,3522,4541,1326,5528,1281,1909,1140,1841011,10251,1673408,9478,102544,4975,25508,3478,30627,2155,8924,1990,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4000529,2846,724143,18174,174770,9436,161479,9601,7861,1951,2550,1262,332,270,2548,1353,549373,11411,512548,10674,20326,3038,6357,1683,4061,1401,6081,2158,3276386,18395,554129,9651,524412,9444,15353,2624,8840,1858,4450,1234,1074,989,2722257,11718,2604431,11374,56513,4582,33778,3723,21013,2391,6522,1383,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4193561,2843,796890,21891,213115,10649,199484,10226,8878,2252,2854,1829,950,699,949,1207,583775,14836,525081,14555,28994,3935,20249,3346,5897,1625,3554,2888,3396671,21829,582377,10802,549453,11255,17280,2847,8780,1728,5402,1039,1462,710,2814294,14913,2574479,16065,88398,5572,107717,5738,35433,3219,8267,2518,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1231002,1477,167830,7823,32350,3398,29851,3187,385,384,265,204,174,231,1675,1128,135480,6076,123770,5549,1393,634,6248,1554,648,474,3421,1580,1063172,7928,160028,3436,153357,3640,1605,679,3723,1268,1204,511,139,136,903144,6009,848361,6637,6620,1234,40533,3309,6161,1339,1469,475,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5426842,2641,526224,16692,121004,8192,97075,7346,12572,2536,4783,1714,4767,1764,1807,758,405220,12415,322288,10440,35560,4332,21344,3402,16565,2762,9463,2360,4900618,16615,844054,8182,706388,8771,70788,4222,30219,3787,22439,2556,14220,3572,4056564,12425,3371365,16321,270981,7677,178200,10052,154598,6158,81420,8087,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6098204,2656,706929,21245,159896,8128,98430,7172,41546,3805,11378,2633,5349,1668,3193,1460,547033,15649,349615,11641,106048,7295,48898,5242,31629,3138,10843,2393,5391275,21515,852074,8537,691745,9271,66712,4057,54823,4483,28299,2600,10495,2156,4539201,15641,3592499,17458,304119,9577,415972,13720,169704,6702,56907,4710,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9109994,3602,1487665,22376,363027,9700,307599,10131,23440,2806,9286,2253,1603,587,21099,3334,1124638,16450,987180,15814,45409,4761,29773,3298,16974,2480,45302,4975,7622329,23094,1276430,10070,1164257,10859,45722,3251,29572,3156,20265,2280,16614,2741,6345899,16956,5830110,19610,144423,6637,180156,8269,98686,4787,92524,7333,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4951632,2667,540142,14462,124439,6715,88392,6247,15097,2583,2773,1051,8640,1762,9537,2733,415703,10308,338253,10378,26057,3005,9850,1880,20831,2905,20712,3174,4411490,14766,793774,7067,706496,8234,40578,3380,11994,2280,24753,2935,9953,2900,3617716,10550,3292350,12232,107856,5215,69379,5615,100660,4985,47471,4547,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2698517,3171,622762,19764,173145,7988,165497,7953,5488,1267,430,309,117,200,1613,953,449617,14533,431552,14844,11733,2222,2077,830,1968,934,2287,1014,2075755,20216,356182,8314,342935,8709,8004,1944,1633,703,3107,1207,503,549,1719573,14555,1661507,15896,29883,3020,12195,2561,11823,1661,4165,1254,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5494525,3881,837323,22073,210435,9975,187774,9524,14159,2404,5411,1650,2129,1260,962,698,626888,15197,572656,14948,23432,3081,15549,2290,10340,1913,4911,1473,4657202,22124,790847,10242,746563,10621,22034,2677,12847,2089,6027,1103,3376,1063,3866355,14996,3666613,16311,78371,4807,63261,5351,43425,3157,14685,2733,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,931239,1679,149988,8588,33157,3857,32021,3849,245,180,321,213,0,165,570,304,116831,5991,110554,5900,1321,584,2155,825,474,442,2327,921,781251,8868,126829,3872,123982,3775,995,421,1364,718,172,203,316,215,654422,6243,630819,6459,8685,1279,7757,1241,3283,945,3878,869,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1688572,1605,210523,9557,51743,4860,36260,3350,10427,2553,1408,783,319,223,3329,1905,158780,6273,128252,5691,21026,3836,3435,1041,2818,1109,3249,1207,1478049,9983,277328,5513,245465,4430,24479,2783,1871,773,4179,955,1334,726,1200721,6461,1098453,7505,64111,4725,16162,2243,16555,2032,5440,1694,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2576093,2065,389552,16306,103672,7745,58377,5989,43190,4959,678,481,898,574,529,351,285880,11190,178929,7869,80346,7944,7478,1923,15406,2463,3721,1396,2186541,16365,373736,7821,260007,6720,90873,5629,5951,1669,12706,2166,4199,1603,1812805,11077,1295779,11315,322972,10259,52739,4505,121945,4470,19370,3742,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1216494,1610,104106,8092,19733,3178,17622,3054,1261,776,774,690,64,107,12,25,84373,6211,73771,5384,3109,927,4347,1481,2738,953,408,437,1112388,8423,180825,3938,168103,4189,4772,1206,5254,1603,2299,904,397,412,931563,6368,854391,6239,19134,2109,43737,4134,11159,1626,3142,1365,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8195582,2967,896437,23817,231263,10299,138151,9291,72946,6066,8580,1921,4184,1239,7402,2286,665174,17075,375775,13185,197363,8600,50289,4160,21420,2934,20327,3395,7299145,23810,1239817,10702,917820,12710,177960,6775,79081,5245,48009,3419,16947,3104,6059328,16897,4246742,23625,848962,11213,557775,14773,317214,7505,88635,7042,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1908365,1696,402262,13088,110411,5271,63868,5066,39684,4784,35,93,329,291,6495,1240,291851,9969,150065,7895,107063,6827,3302,1212,1802,780,29619,2554,1506103,13125,255192,5291,187161,6238,55159,4259,1822,868,2875,1002,8175,1492,1250911,10298,825151,12547,340842,9224,17274,2162,13708,1668,53936,3229,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,17985619,4634,2783170,39508,677602,15174,364759,10707,183621,7981,78215,7710,25138,3286,25869,6716,2105568,32054,1182252,20608,529578,19597,211895,11311,136527,8556,45316,4776,15202449,39153,2340494,15313,1753653,18166,303186,9971,174272,7988,78649,4709,30734,5132,12861955,32267,9223740,31429,1702206,21491,1140975,23581,629802,15551,165232,10625,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8993160,4254,1549057,28162,399656,14437,306617,11727,84048,7023,2144,905,4531,1463,2316,1276,1149401,20021,976041,18266,134712,8585,14479,2441,17520,2652,6649,2047,7444103,28709,1251213,14654,1105700,13884,104984,7089,17828,2671,18261,1794,4440,1654,6192890,20744,5605475,19740,351490,11291,109521,7621,99962,4692,26442,4336,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,651460,1239,76065,4491,12737,1632,12030,1509,359,323,9,16,232,346,107,127,63328,3612,55757,3227,1248,649,3132,876,989,677,2202,1045,575395,4891,99244,1987,95943,2109,1456,635,1076,567,417,252,352,251,476151,3781,452201,3771,6398,1325,10550,2062,3891,1155,3111,878,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10569073,4654,1615673,32870,410059,15226,371611,14728,18492,2860,6723,1727,2409,1267,10824,3123,1205614,21697,1096606,21435,39631,3780,29575,3069,15749,2212,24053,5406,8953400,32604,1511080,14608,1415461,15608,33356,3381,37078,4325,16284,2410,8901,2200,7442320,22244,6986761,25340,134703,5495,182322,8949,87122,4644,51412,7136,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3479404,2211,555937,12131,152145,6319,127581,6065,21412,2558,882,311,1831,692,439,275,403792,9062,355351,8195,33217,3583,4592,1205,6789,1449,3843,968,2923467,11889,522331,6262,467483,6523,41630,3434,3213,1117,7173,1480,2832,862,2401136,9126,2186221,10735,140105,4887,23218,3003,34719,2466,16873,2011,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3629966,2991,585754,17350,125704,7581,83881,6150,31472,4218,3836,1839,2965,1076,3550,2198,460050,13931,374310,11086,54001,5006,10876,2429,15646,2731,5217,2036,3044212,17423,493584,7985,402402,8629,59929,3994,14625,2920,14259,2195,2369,929,2550628,14013,2228239,15902,174656,7173,63885,5669,70152,4424,13696,3405,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11650302,3537,1530283,34389,356268,13455,283459,11518,47370,3881,12602,2757,7990,1929,4847,1641,1174015,24625,961906,22015,115910,7347,45291,4638,36443,4297,14465,2912,10120019,34555,1606674,13376,1450312,13851,65364,4910,58116,5110,25152,2562,7730,1945,8513345,24668,7724021,26527,295915,8720,296700,11899,154147,7485,42562,5314,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,957260,1587,130640,8167,31117,3549,14714,2395,14789,2362,1051,903,152,252,411,420,99523,6353,61696,4924,27537,3753,5872,1606,2810,1171,1608,971,826620,8119,124016,3845,103890,2820,12129,2340,4571,1184,3057,945,369,340,702604,6346,573178,6061,58867,4033,50915,4528,14875,1869,4769,1304,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4341756,3425,764757,19217,196209,9381,174389,9512,19029,3648,559,367,1336,797,896,921,568548,13680,519420,12847,37118,4458,4485,1145,4941,1250,2584,1271,3576999,19804,576399,10121,537129,9836,28997,3223,6685,1792,2783,874,805,574,3000600,13441,2813585,15483,111385,6166,44606,4637,26700,3159,4324,1519,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,757357,1320,103902,5890,26187,2934,24172,2757,708,359,213,244,398,276,696,476,77715,4512,67353,4171,2116,645,2324,1060,903,335,5019,981,653455,5920,119120,2924,113030,2969,2931,729,682,379,293,322,2184,876,534335,4555,503885,4106,10204,1422,8361,1577,4214,1119,7671,1209,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5945233,3886,1003874,22356,266638,8943,231323,8299,26947,3732,2347,1078,311,282,5710,2602,737236,17957,669870,17068,44903,4734,8972,2439,4552,1129,8939,2949,4941359,22524,811367,8965,761272,8250,31881,3891,8605,1613,6709,1695,2900,1435,4129992,18008,3894975,18594,119822,5691,50545,4654,42288,3285,22362,3671,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
