GEO_ID,B25006_001E,B25006_001M,B25006_002E,B25006_002M,B25006_003E,B25006_003M,B25006_004E,B25006_004M,B25006_005E,B25006_005M,B25006_006E,B25006_006M,B25006_007E,B25006_007M,B25006_008E,B25006_008M,B25006_009E,B25006_009M,B25006_010E,B25006_010M,NAME,B25006_001EA,B25006_001MA,B25006_002EA,B25006_002MA,B25006_003EA,B25006_003MA,B25006_004EA,B25006_004MA,B25006_005EA,B25006_005MA,B25006_006EA,B25006_006MA,B25006_007MA,B25006_007EA,B25006_008MA,B25006_008EA,B25006_009MA,B25006_009EA,B25006_010MA,B25006_010EA,state
0400000US13,3546965,15286,2249924,12824,1070851,9911,8015,1250,104306,3636,1084,439,66822,4669,45963,3704,6705,1617,39258,3103,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450120,4406,152035,3024,10588,1449,608,337,179212,3616,34504,2229,4405,1012,68768,3702,2071,768,66697,3749,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,588489,5467,549927,5365,3268,1106,6028,991,8154,1113,361,288,11310,1594,9441,1709,949,463,8492,1640,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4783421,13914,3673301,12359,651217,8493,10222,1332,204495,3991,1319,529,180443,6336,62424,3548,12012,1694,50412,2961,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2498395,10688,2158026,9926,223752,4331,5464,1044,37810,2254,427,340,42319,2533,30597,2655,4466,1209,26131,2424,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1236209,7287,1159986,6871,33013,2131,2696,917,19814,1288,348,236,10082,1810,10270,1460,1155,484,9115,1418,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1113729,6143,983297,5728,63474,2570,9131,1500,23033,1330,437,271,15874,1751,18483,1995,1298,565,17185,1987,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1705623,9376,1523738,8797,132882,4193,3056,884,17174,1286,496,385,9162,1424,19115,1985,1516,606,17599,1834,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1728149,9677,1140590,8618,523713,7088,9697,1546,21796,1397,183,168,12492,1938,19678,2065,1566,539,18112,2066,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,547686,5711,528650,5464,3654,767,3363,851,4356,673,207,231,780,423,6676,976,114,111,6562,951,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2161680,8942,1327378,8664,629382,6276,5514,1040,111201,3350,924,438,49084,3502,38197,3032,4654,1129,33543,2826,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2536321,9232,2119170,10124,156729,4080,5058,1094,120895,3112,641,460,87218,4566,46610,3350,8760,1336,37850,3135,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3832466,10485,3132180,10083,514296,6022,20457,1692,79906,2797,1112,684,28159,2325,56356,3157,3777,821,52579,3124,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2119954,6871,1890613,6699,93198,2803,20101,1590,66274,2253,552,280,20976,2165,28240,2016,2245,516,25995,1943,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1091002,7807,680486,5877,385412,6551,3154,769,8783,1100,216,228,5830,1174,7121,1308,417,386,6704,1323,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2362853,9949,2009505,9286,258165,5176,9527,1333,32482,1907,1908,725,17652,1964,33614,3011,1739,674,31875,2922,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,406288,3840,376248,3861,1228,555,18328,1183,2331,571,326,371,1290,689,6537,1077,0,165,6537,1077,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,730579,4441,662838,4257,32443,1793,4147,614,11763,1004,480,360,10018,1323,8890,1357,1470,528,7420,1103,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1002571,7173,744741,6423,83429,2980,9286,1212,64978,2594,5047,852,67929,4305,27161,2417,3316,885,23845,2360,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,519246,4617,493720,4342,5525,1042,1158,643,10093,1042,106,129,2765,878,5879,1137,254,205,5625,1075,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3176139,9966,2285935,11106,425562,6420,5527,859,250515,3343,273,223,162298,6475,46029,3822,11539,1997,34490,3129,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,753507,6087,601789,6551,15565,1401,48966,2533,8832,1364,518,265,61526,4120,16311,1969,5278,1134,11033,1585,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7219356,14194,5043946,16363,1051216,9662,25128,2115,482825,5622,2876,993,477784,8817,135581,6274,36952,3236,98629,5103,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3757480,13443,2733759,13688,785956,7792,37491,2082,71758,3195,1759,737,76070,4116,50687,3459,6908,1470,43779,3017,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,298298,2835,274583,2850,3369,817,12350,1103,2877,789,122,218,1367,492,3630,904,343,268,3287,896,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4564745,13440,3841759,12580,555833,6649,8189,1290,67849,2694,942,518,28244,2554,61929,4299,4587,1073,57342,3891,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1447277,6526,1124889,6580,103239,3118,93626,3389,19942,1297,1275,509,27769,2140,76537,3053,3152,662,73385,2959,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1523799,7789,1359882,8319,23831,2053,14508,1743,49848,2380,3823,885,29854,2562,42053,3063,3587,995,38466,2741,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4938894,14403,4192523,13575,494255,6962,8052,1283,117288,3714,725,386,68564,4700,57487,3809,6329,1135,51158,3511,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,406366,4030,344478,4050,21657,1905,2350,752,10047,1055,108,141,22208,2474,5518,1228,623,301,4895,1192,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1794989,10191,1258931,8517,474145,6422,4801,806,18978,1398,347,237,18221,2410,19566,2459,2166,706,17400,2428,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,331406,2992,299148,3243,2946,809,19293,1242,2157,590,307,330,1625,681,5930,1233,269,193,5661,1219,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2490249,12758,1997194,11879,399871,6147,6233,1494,30148,2171,976,479,24735,2405,31092,2776,2553,864,28539,2490,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9110853,20640,6984710,19174,1132771,11858,40811,3427,342280,6847,5581,1259,441929,11287,162771,7656,33207,2825,129564,6377,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,899475,5032,816829,5436,8838,1221,7954,1267,18786,1562,4791,623,31048,2819,11229,1647,2136,691,9093,1580,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,253234,2792,245181,2562,1628,425,629,326,2071,465,0,151,310,191,3415,693,100,111,3315,703,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3055863,11608,2237070,10627,566864,6732,6933,1266,143154,3668,1490,616,42967,3647,57385,4161,5099,1296,52286,4032,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2644557,11069,2190021,11612,93821,3823,30989,2168,173212,4229,10410,1398,64959,4057,81145,4267,6026,1340,75119,3987,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,738653,5969,703521,5286,20489,1953,1035,454,3311,674,313,307,1222,523,8762,1546,209,174,8553,1527,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2289424,8727,2058633,7437,124417,2776,16448,1328,38146,1698,549,352,26143,2722,25088,2436,1897,569,23191,2359,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,224003,3223,209105,3564,2073,769,3443,932,2159,880,0,193,3775,1106,3448,1210,193,180,3255,1198,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1253690,9187,896346,9563,106102,4683,4971,1114,4823,1116,0,225,133295,4643,108153,4503,7683,1128,100470,4586,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
