GEO_ID,C27001D_001E,C27001D_001M,C27001D_002E,C27001D_002M,C27001D_003E,C27001D_003M,C27001D_004E,C27001D_004M,C27001D_005E,C27001D_005M,C27001D_006E,C27001D_006M,C27001D_007E,C27001D_007M,C27001D_008E,C27001D_008M,C27001D_009E,C27001D_009M,C27001D_010E,C27001D_010M,NAME,C27001D_001EA,C27001D_001MA,C27001D_002EA,C27001D_002MA,C27001D_003MA,C27001D_003EA,C27001D_004EA,C27001D_004MA,C27001D_005MA,C27001D_005EA,C27001D_006MA,C27001D_006EA,C27001D_007EA,C27001D_007MA,C27001D_008MA,C27001D_008EA,C27001D_009EA,C27001D_009MA,C27001D_010MA,C27001D_010EA,state
0400000US13,354363,5454,84249,2881,72570,3083,11679,2324,246001,3906,175068,6155,70933,6265,24113,1632,21562,1670,2551,858,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,524964,10820,79300,5254,77164,5197,2136,901,324135,6826,298504,6997,25631,2874,121529,1756,120036,1942,1493,756,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,24486,1825,5288,1264,4596,1228,692,517,16319,1439,13628,1712,2691,1001,2879,810,2879,810,0,193,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,634016,4887,137065,2870,131107,3151,5958,1751,431593,3271,355514,5669,76079,5174,65358,1286,60409,1629,4949,1254,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,116791,3671,26263,1858,21872,2040,4391,1514,83858,2849,64594,3675,19264,3384,6670,1438,6466,1439,204,178,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,63341,2329,15757,1328,14503,1187,1254,707,44659,1583,39030,1817,5629,1363,2925,620,2690,550,235,247,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,72565,3003,17346,1858,14709,1590,2637,1120,50107,1752,41956,1910,8151,1340,5112,803,4909,787,203,250,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,52636,2396,14833,1515,13759,1534,1074,399,33539,1863,24966,1971,8573,1715,4264,802,3932,865,332,347,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,74075,2621,16424,1269,14473,1246,1951,583,51709,2295,35310,2428,16399,1973,5942,843,4714,909,1228,766,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14059,1403,3394,863,2836,791,558,436,9371,990,8252,1101,1119,658,1294,436,1178,412,116,184,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,352943,4666,74714,2591,67812,2844,6902,1694,241564,3200,196704,5371,44860,5137,36665,1192,33401,1351,3264,900,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,386310,4891,80682,2851,79527,3000,1155,645,276483,3148,264277,3995,12206,2014,29145,1155,28590,1310,555,433,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,266326,4480,67038,2757,63858,3052,3180,984,178379,2691,151400,3779,26979,3000,20909,828,18581,1097,2328,785,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,233284,3639,68460,2253,64721,2347,3739,1239,152938,2294,132784,3455,20154,2792,11886,782,10939,901,947,608,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27743,2497,6596,1374,5399,1299,1197,622,18933,1667,13139,1808,5794,1461,2214,759,2062,736,152,167,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,101767,3300,21859,1651,19773,1860,2086,1040,71575,2486,58751,2543,12824,2405,8333,983,7723,1025,610,407,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6354,948,1026,397,699,360,327,292,4718,783,3800,766,918,507,610,405,528,406,82,112,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,37269,1618,9298,887,8837,1002,461,559,25774,1054,20968,1386,4806,1001,2197,572,2120,592,77,131,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,214331,4365,38845,2439,33908,2527,4937,1576,145943,2974,113892,4232,32051,3688,29543,761,27518,1254,2025,975,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,30918,1787,7690,1236,7512,1224,178,214,21484,1264,17735,1461,3749,1240,1744,755,1545,704,199,223,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,799988,6185,184600,3656,172938,4374,11662,2611,541721,4017,454738,6283,86983,5203,73667,1163,66717,1606,6950,1524,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27362,2650,5770,1640,5385,1690,385,428,18585,1667,15973,1808,2612,813,3007,560,3007,560,0,195,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1549983,9104,307098,4380,294075,4432,13023,1967,1087492,6415,881260,10924,206232,9224,155393,2169,151061,2421,4332,1076,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,236073,4518,61276,2558,54794,2618,6482,1710,159351,3635,124973,4210,34378,3440,15446,1282,14341,1328,1105,597,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,9096,1178,1518,507,1518,507,0,149,7242,970,6294,1110,948,543,336,222,336,222,0,149,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,212015,5126,48223,2963,43909,3422,4314,1794,146401,3261,120410,4010,25991,3179,17391,1128,16123,1309,1268,615,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,70492,3443,17064,1693,15797,1684,1267,529,48234,2364,37045,2366,11189,1882,5194,642,5104,641,90,112,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,151099,4430,31443,2707,29799,2593,1644,946,105944,2946,89083,3460,16861,2991,13712,916,13055,1033,657,462,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,383560,4796,88367,2813,83210,2832,5157,1351,264615,3510,208615,5741,56000,4755,30578,1424,28940,1440,1638,599,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,32991,2476,6750,1162,6162,1138,588,483,24057,1734,19618,1772,4439,1231,2184,413,2184,413,0,210,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,63879,3119,13958,1713,11430,1631,2528,964,44528,2463,33526,2998,11002,2305,5393,1211,5087,1119,306,273,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9067,1238,3136,1022,2939,1029,197,141,5562,875,4021,803,1541,697,369,283,369,283,0,155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,98240,3190,23311,1699,20126,1957,3185,1310,67798,2555,52031,3491,15767,2908,7131,1072,6118,1041,1013,688,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1086495,10341,257331,5371,229013,5851,28318,3846,742451,7422,572002,12315,170449,10362,86713,2257,78540,2712,8173,2012,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,62462,2747,13663,1663,11380,1395,2283,970,44552,2017,36180,1965,8372,2095,4247,466,4180,472,67,100,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7585,1120,1466,582,1440,575,26,46,5291,740,4459,970,832,1064,828,359,828,359,0,151,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,481399,6107,107808,3758,99388,4027,8420,1484,332375,4552,273649,5447,58726,4757,41216,1766,37807,1977,3409,899,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,533655,8283,112653,4614,104342,5145,8311,2522,364437,5093,298737,6962,65700,5615,56565,1204,54325,1376,2240,919,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10379,1527,1977,738,1908,722,69,100,7390,1178,6310,1089,1080,534,1012,409,1012,409,0,190,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,142163,3185,41835,2189,40678,2283,1157,619,93093,2545,79016,2443,14077,1891,7235,940,6701,1018,534,307,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5606,1354,443,320,324,253,119,174,4862,1242,4079,1295,783,550,301,316,301,316,0,193,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,10906,2378,2959,1340,2866,1339,93,156,6424,1524,5156,1209,1268,776,1523,777,1418,698,105,174,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
