GEO_ID,B20017D_001E,B20017D_001M,B20017D_002E,B20017D_002M,B20017D_003E,B20017D_003M,B20017D_004E,B20017D_004M,B20017D_005E,B20017D_005M,B20017D_006E,B20017D_006M,B20017D_007E,B20017D_007M,NAME,B20017D_001EA,B20017D_001MA,B20017D_002MA,B20017D_002EA,B20017D_003EA,B20017D_003MA,B20017D_004MA,B20017D_004EA,B20017D_005MA,B20017D_005EA,B20017D_006MA,B20017D_006EA,B20017D_007EA,B20017D_007MA,state
0400000US25,39395,2892,46575,5239,70256,5070,11609,898,32433,3331,52500,5593,10355,1200,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,36416,1924,49414,4392,71283,1634,11981,1385,27794,3585,46616,3417,9983,1394,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,30560,1017,35194,2670,42774,4376,8978,2641,26037,910,36120,1559,9298,1606,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,25986,2055,26800,3862,31483,17825,12385,8113,23324,4657,30705,2317,9918,2462,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,26421,1863,31053,2798,47443,4628,9398,1322,23960,3402,36314,4415,9999,1351,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24723,10857,40132,14534,60399,27756,12088,55250,22918,5821,45914,35005,9900,16430,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25054,3337,28059,6579,40536,5823,8430,2897,22128,3899,30659,1590,10401,4073,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,32300,1703,34418,3446,42955,2773,15970,1874,31432,1331,40093,3420,11882,1266,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,30292,7536,50355,19822,70055,22178,6511,2581,17797,5120,33462,9704,10338,2468,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,55097,2219,66078,1196,76962,2551,20807,1397,45746,3084,61283,1679,13224,1643,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,26226,4053,31651,16000,58548,15077,10585,3085,24394,4355,31399,15236,13869,5431,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,32965,2865,36161,1099,50695,891,11708,450,31453,837,50604,1077,11088,443,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,30805,1042,40078,3239,52423,8294,12538,4598,25265,2268,36282,3655,10642,1412,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,19778,6502,19911,5657,28205,9889,7242,6672,18871,12039,26024,1633,8405,4904,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,37631,3165,51574,2456,66202,3754,11828,2072,23824,3072,40408,3181,8655,1758,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,23329,2704,31188,3903,42172,5884,10741,1474,18334,2284,31309,1989,7281,2144,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,30667,1366,36683,6219,57259,7732,7611,1946,25919,2708,41096,1283,10360,1287,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,30700,1490,40198,3075,57740,3948,11335,888,22940,2176,39754,3592,10521,992,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,31994,3867,35110,6109,42575,8453,7862,10230,26608,6588,46000,4395,12347,3445,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,22397,1705,29382,4374,36909,5383,15738,6674,17968,3256,32122,5806,9220,1741,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,18949,2164,19572,2242,22023,6171,15561,5075,14231,12197,29347,4149,3949,1643,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31305,2492,33319,4649,40324,4396,11704,1307,28005,5021,41722,2118,9478,2113,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40310,1474,49377,2072,65042,3711,13789,1527,31261,1095,49404,2486,11428,569,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30754,2499,33519,6862,45339,6674,11562,1461,26760,4708,36407,1983,7477,3425,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,22544,5672,31563,15515,48294,16235,6837,2790,17343,7708,31215,8959,4501,907,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,42421,3227,54936,2845,70857,3188,14915,2676,32566,2414,52355,2676,12041,993,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,36768,1184,50139,2371,62464,4041,15519,1460,27269,1815,46161,1804,10888,827,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22844,15806,41967,6415,47730,10092,16387,14580,12288,10547,42011,13544,7439,4644,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26741,1360,32448,3158,41808,2621,12283,3293,22145,1185,31582,1500,7410,934,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,10725,12751,7461,5754,33406,14711,6772,1421,27150,31681,51688,40999,6347,3250,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,15644,8576,20062,10942,20771,8220,-666666666,-222222222,13588,9620,24845,32659,6896,2760,Puerto Rico,null,null,null,null,null,null,**,-,null,null,null,null,null,null,72
