B06001_046M,B06001_047E,B06001_047M,B06001_048E,B06001_048M,B06001_049E,B06001_049M,B06001_050E,B06001_050M,B06001_051E,B06001_051M,B06001_052E,B06001_052M,B06001_053E,B06001_053M,B06001_054E,B06001_054M,B06001_055E,B06001_055M,B06001_056E,B06001_056M,B06001_057E,B06001_057M,B06001_058E,B06001_058M,B06001_059E,B06001_059M,B06001_060E,B06001_060M,GEO_ID,B06001_001E,B06001_001M,B06001_002E,B06001_002M,B06001_003E,B06001_003M,B06001_004E,B06001_004M,B06001_005E,B06001_005M,B06001_006E,B06001_006M,B06001_007E,B06001_007M,B06001_008E,B06001_008M,B06001_009E,B06001_009M,B06001_010E,B06001_010M,B06001_011E,B06001_011M,B06001_012E,B06001_012M,B06001_013E,B06001_013M,B06001_014E,B06001_014M,B06001_015E,B06001_015M,B06001_016E,B06001_016M,B06001_017E,B06001_017M,B06001_018E,B06001_018M,B06001_019E,B06001_019M,B06001_020E,B06001_020M,B06001_021E,B06001_021M,B06001_022E,B06001_022M,B06001_023E,B06001_023M,B06001_024E,B06001_024M,B06001_025E,B06001_025M,B06001_026E,B06001_026M,B06001_027E,B06001_027M,B06001_028E,B06001_028M,B06001_029E,B06001_029M,B06001_030E,B06001_030M,B06001_031E,B06001_031M,B06001_032E,B06001_032M,B06001_033E,B06001_033M,B06001_034E,B06001_034M,B06001_035E,B06001_035M,B06001_036E,B06001_036M,B06001_037E,B06001_037M,B06001_038E,B06001_038M,B06001_039E,B06001_039M,B06001_040E,B06001_040M,B06001_041E,B06001_041M,B06001_042E,B06001_042M,B06001_043E,B06001_043M,B06001_044E,B06001_044M,B06001_045E,B06001_045M,B06001_046E,B06001_046MA,B06001_047MA,B06001_047EA,B06001_048MA,B06001_048EA,B06001_049EA,B06001_049MA,B06001_050EA,B06001_050MA,B06001_051EA,B06001_051MA,B06001_052MA,B06001_052EA,B06001_053EA,B06001_053MA,B06001_054MA,B06001_054EA,B06001_055EA,B06001_055MA,B06001_056EA,B06001_056MA,B06001_057EA,B06001_057MA,B06001_058MA,B06001_058EA,B06001_059MA,B06001_059EA,B06001_060EA,B06001_060MA,NAME,B06001_001MA,B06001_001EA,B06001_002EA,B06001_002MA,B06001_003EA,B06001_003MA,B06001_004MA,B06001_004EA,B06001_005EA,B06001_005MA,B06001_006EA,B06001_006MA,B06001_007EA,B06001_007MA,B06001_008EA,B06001_008MA,B06001_009EA,B06001_009MA,B06001_010EA,B06001_010MA,B06001_011EA,B06001_011MA,B06001_012EA,B06001_012MA,B06001_013EA,B06001_013MA,B06001_014MA,B06001_014EA,B06001_015EA,B06001_015MA,B06001_016EA,B06001_016MA,B06001_017EA,B06001_017MA,B06001_018MA,B06001_018EA,B06001_019EA,B06001_019MA,B06001_020MA,B06001_020EA,B06001_021EA,B06001_021MA,B06001_022EA,B06001_022MA,B06001_023MA,B06001_023EA,B06001_024EA,B06001_024MA,B06001_025MA,B06001_025EA,B06001_026MA,B06001_026EA,B06001_027MA,B06001_027EA,B06001_028EA,B06001_028MA,B06001_029MA,B06001_029EA,B06001_030MA,B06001_030EA,B06001_031MA,B06001_031EA,B06001_032MA,B06001_032EA,B06001_033EA,B06001_033MA,B06001_034EA,B06001_034MA,B06001_035EA,B06001_035MA,B06001_036MA,B06001_036EA,B06001_037EA,B06001_037MA,B06001_038MA,B06001_038EA,B06001_039EA,B06001_039MA,B06001_040EA,B06001_040MA,B06001_041MA,B06001_041EA,B06001_042MA,B06001_042EA,B06001_043EA,B06001_043MA,B06001_044MA,B06001_044EA,B06001_045EA,B06001_045MA,B06001_046EA,state
854,2845,873,2400,972,970979,19012,6673,1675,66886,5706,84495,5309,205583,7974,243958,6461,173842,6665,61618,3737,19679,2680,25557,2783,50173,3898,32515,2914,0400000US13,9992167,-555555555,657016,3801,1833365,5105,1029614,9448,1347160,10297,1391341,8057,1384531,6476,626711,9525,220340,7144,311316,9077,726904,4036,463869,3882,5510387,31050,584003,5310,1360098,12288,591311,11591,657405,11537,577278,12289,593420,10523,291494,7882,101737,5105,149787,6119,357071,7033,246783,5472,3381024,32848,62983,4026,386827,12022,336612,10809,458972,9944,547302,11753,594491,10449,264422,8411,97345,4557,133084,5541,316815,6971,182171,5832,129777,8174,3357,1015,19554,3409,17196,2427,25200,3210,22803,2729,22778,2312,9177,1691,1579,551,2888,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
503,1517,510,1309,723,246464,10113,1336,553,13415,2264,14630,1935,34800,3344,44376,3316,44796,3492,23650,2163,8709,1396,9592,1491,29029,2376,22131,1989,0400000US15,1404054,-555555555,90706,394,216520,743,136925,1144,204167,1581,177174,1235,180050,927,93804,3530,38001,2707,46599,3208,120992,715,99116,591,761114,11581,76636,1864,157329,3445,73096,2798,93175,3838,79176,3766,81988,3452,40502,2642,18021,1822,22429,1920,57747,2345,61015,2114,356936,7799,11466,1550,38331,3083,45022,2702,69025,2746,47703,2423,47358,2041,27026,1870,10114,1339,13531,1635,32699,1742,14661,1222,39540,3912,1268,589,7445,1420,4177,1137,7167,1542,5919,1302,5908,1166,2626,687,1157,471,1047,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
151,389,417,140,121,95525,5759,745,502,9236,2324,9427,1923,19738,2440,19113,2409,16572,2333,5722,1349,1943,768,2806,1019,5966,1236,4257,1043,0400000US16,1612136,-555555555,111239,1466,315615,1851,158393,2508,207643,3295,195107,2717,204069,2752,102322,4053,41273,2770,53371,3467,131115,1599,91989,1016,758529,14635,95170,2397,215191,6243,76977,4704,95350,4621,72478,4378,67427,4020,34282,3001,14178,1801,17362,1731,38275,2185,31839,2157,743471,13713,15094,1817,89875,5984,69479,4363,90346,4424,100620,4295,116170,4457,61501,2822,25068,2091,33080,2708,86485,2514,55753,2546,14611,2270,230,239,1313,619,2510,1026,2209,841,2896,975,3900,1289,817,437,84,76,123,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
1060,11236,1833,7196,1161,1807468,23442,11895,1671,91508,6362,126183,5707,343968,9423,417055,9920,329550,7063,127916,4769,48894,3259,64896,3903,143978,4497,101625,4594,0400000US17,12882135,-555555555,797089,3404,2225066,3896,1266315,3690,1779710,4018,1689992,3709,1793296,3314,860282,9232,313884,7310,416413,8087,962413,2100,777675,1863,8650783,31828,728722,5310,1886485,10261,931389,9178,1086691,12240,952554,11308,1082873,9706,533055,9119,186726,6574,245640,6290,555505,7011,461143,5828,2292823,27710,52057,3833,229052,8308,194728,7374,332917,7804,300432,8645,361072,7317,187679,6238,74079,3995,101402,4569,251694,6519,207711,4915,131061,6633,4415,1435,18021,2398,14015,2346,16134,2353,19951,2899,19801,2367,11632,1911,4185,928,4475,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
510,1858,600,986,417,314501,10231,3579,965,25083,2822,39197,3309,72644,4023,68636,4546,46420,2486,16102,2092,5485,1087,6958,1388,15898,2041,14499,2039,0400000US18,6570902,-555555555,424064,2969,1163478,3430,670468,4391,840482,5696,826166,4624,902635,3799,448355,6817,159178,4615,220243,5879,516472,2731,399361,1917,4503883,19869,380380,3701,954606,8471,449648,6408,542570,7242,516467,8180,582824,7269,285275,5806,103639,3777,142471,5582,309447,4859,236556,3646,1708502,19699,38788,3193,177924,7806,175568,6577,219009,6939,233745,7943,266110,7329,142021,5260,48880,2827,69868,3634,189269,4696,147320,4217,44016,3673,1317,553,5865,1253,6055,1500,6259,1393,7318,1449,7281,1250,4957,1088,1174,538,946,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
405,215,142,417,386,149122,7274,1630,622,14265,2319,22175,2690,33787,3053,34114,3075,21800,2426,7064,1233,2076,538,2235,602,5600,1260,4376,795,0400000US19,3090416,-555555555,193077,2384,530389,2695,318680,3128,389750,3746,363546,3055,413491,2491,211617,4103,83217,3561,107024,3859,248503,1415,231122,1180,2200639,13842,170124,2619,418829,5230,200079,4867,248648,4687,233276,4261,287535,4080,148206,4147,59354,3067,77932,2986,181320,2825,175336,2552,725043,14098,20937,2222,95388,4776,93726,4468,103601,4826,93787,3968,102086,4159,55577,3162,21374,2065,26206,2263,61368,2703,50993,2414,15612,2324,386,351,1907,785,2700,945,3714,1216,2369,799,2070,563,770,421,413,264,651,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
169,1031,544,447,343,198173,7952,2039,926,15731,2643,25868,3180,42404,3370,50305,3002,30031,2338,9630,1369,3558,848,4743,1124,9377,1380,4487,1008,0400000US20,2893957,-555555555,199304,1648,521238,2342,300970,3526,387558,3588,347137,2836,373474,2428,192109,3973,72705,3251,93237,4094,216907,1795,189318,1227,1702294,14634,171039,2771,382705,5563,175074,4709,206821,5194,161845,3322,186511,4198,101276,3771,39932,2433,49409,3105,117574,2982,110108,2624,971879,14412,25623,2571,118711,6067,97513,4237,135103,4922,131807,4193,152754,4624,79523,3109,28813,2235,38831,2714,88925,3105,74276,2647,21611,2378,603,490,4091,1026,2515,856,3230,1035,3180,912,4178,933,1680,454,402,243,254,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
260,538,402,344,220,149016,7107,1787,636,16963,2542,16542,2247,35987,2955,34007,3520,20292,2116,6554,1470,2174,738,2758,768,7222,1259,4730,826,0400000US21,4395295,-555555555,271837,2572,742748,3219,427057,3379,564634,4161,565930,3378,615725,3192,301860,5281,112383,4266,157063,4427,370654,1980,265404,1463,3080465,18515,239213,3997,587456,8019,288134,5155,368876,5641,355775,6775,390658,6095,200683,5635,76031,3625,110823,4338,261282,3909,201534,3403,1135976,17262,30192,3197,134079,7269,117713,4921,154759,5788,171036,6266,198963,5669,92179,4696,33529,2279,43118,2270,101612,4012,58796,3202,29838,3018,645,393,4250,1177,4668,1249,5012,1281,5112,1076,5812,1140,2444,823,649,381,364,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
211,827,390,674,524,182559,7574,1672,826,9686,1853,18276,3331,44008,3167,33499,2921,31723,3047,12895,1801,5257,1177,4665,882,12519,1581,8359,1558,0400000US22,4625470,-555555555,304998,1953,807676,2308,477823,5536,659092,6341,565847,4448,620965,4574,315267,5796,115967,4588,150877,4914,351389,2667,255569,2140,3604245,16573,280008,3295,696787,7862,370956,6985,496707,8100,416642,6079,462519,6298,232680,5046,84024,3899,115732,4559,259513,4452,188677,3283,808486,16124,22538,2964,97101,7154,83166,6205,112842,5422,111215,4790,121226,5427,67777,3381,26034,2654,30198,2863,78530,3902,57859,3044,30180,3353,780,340,4102,1136,5425,2008,5535,1666,4491,1238,5497,1082,1915,635,652,395,282,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
334,773,322,750,261,44687,3136,328,264,4023,1319,4165,1254,5607,1494,6573,1011,7496,1467,2236,626,1461,529,2253,762,4658,742,5887,1166,0400000US23,1328302,-555555555,64177,996,196158,1380,114005,1566,150177,2017,157792,1230,205099,1457,107438,3048,40822,2576,56650,3114,133206,728,102778,757,846378,9549,55802,1675,153150,3971,74992,2852,97967,2845,91522,3200,116689,3317,62279,3055,22405,1963,31826,2391,75525,2868,64221,2159,423303,9349,7136,1194,37683,3712,33498,2878,44733,2711,57644,3231,78526,3284,41326,2534,16613,1682,21974,1962,52250,2884,31920,1912,13934,1572,911,669,1302,595,1350,695,1870,583,2053,659,2388,553,1597,697,343,286,597,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
399,2131,615,1993,763,842250,15351,5561,1155,53662,4766,63504,4602,163712,5539,186272,5600,159984,5608,61514,3497,17891,1994,29075,2586,60382,2946,40693,2430,0400000US24,5928814,-555555555,366712,1310,977745,1684,565656,3196,815577,3281,768746,2905,889419,3261,404871,6609,148227,5162,197993,5998,455135,2218,338733,2014,2824128,21710,301292,4100,682938,7997,324509,6772,341232,7853,264384,6292,334290,6781,156211,5003,59061,3416,69284,3331,164285,4710,126642,3443,2176750,17445,57695,3779,227259,7383,168509,5630,292780,7158,306177,6379,378714,7334,180159,5089,69076,3769,98639,4086,228337,4723,169405,3814,85686,4888,2164,785,13886,2636,9134,1629,17853,2196,11913,1785,16431,2048,6987,1336,2199,769,995,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
1036,10708,1276,7674,1432,1046155,17531,6086,1535,56872,4818,84610,4522,201035,6937,213186,6450,190635,5916,77881,4748,26579,2405,33971,2873,83550,3670,71750,3353,0400000US25,6692824,-555555555,363925,1440,1029030,1655,695074,2393,909352,2774,844416,2768,995512,2492,473361,8369,163689,5947,228368,6713,538523,1745,451574,1811,4154900,25213,332096,3182,832406,8831,433970,8828,467789,6934,422437,7985,561489,7854,276029,7258,92440,4483,132727,4585,318462,5179,285055,4848,1320265,23247,22958,2437,118150,7698,156150,7766,212223,7378,181281,6453,212913,6080,107698,4859,40533,2779,55461,3473,125803,4750,87095,3954,171504,7287,2785,828,21602,2886,20344,2465,28305,2909,27512,2795,30475,2093,11753,1673,4137,1014,6209,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
607,3329,694,4300,979,616786,12746,6059,1462,47783,4221,52292,3069,101033,4322,124934,5114,106067,4771,39370,2539,14353,1671,21963,2168,56900,3719,46032,3088,0400000US26,9895622,-555555555,570303,1863,1673436,2462,1006588,4079,1180523,4046,1209103,4251,1419883,3918,730583,7910,259974,5684,358446,6154,835625,1921,651158,1926,7612435,25116,529856,3750,1473315,8388,809499,6495,906367,7382,894777,6887,1035392,9360,552090,7069,188773,5184,252025,5083,555819,6219,414522,4834,1593732,21235,30903,2846,139225,6503,135996,5937,163603,6547,178830,6112,266818,7390,133732,4566,55840,3478,82904,3256,219577,5327,186304,4873,72669,4713,3485,1177,13113,2209,8801,1292,9520,1657,10562,1697,11606,1514,5391,972,1008,433,1554,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
272,1253,417,718,344,403514,9761,4761,1189,35558,3548,44092,3706,97638,4399,93772,4522,59463,3287,20754,1840,6534,826,8124,1307,18966,1625,13852,1396,0400000US27,5420380,-555555555,346348,1826,936246,2490,508453,3049,739072,3384,669262,3507,770612,2860,377879,5987,135626,4349,182164,5453,412205,1517,342513,1114,3690625,20906,311358,3540,759156,7381,337241,5582,456479,6217,387365,6262,481694,5982,243534,5883,88229,3504,119945,4435,271404,3950,234220,3432,1287564,19666,28948,2837,133893,5932,121082,6278,180286,5951,180508,5657,223752,5008,110735,4591,40391,2968,53664,3272,120582,3854,93723,3431,38677,2852,1281,571,7639,1441,6038,1360,4669,950,7617,1469,5703,970,2856,745,472,391,431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
290,547,390,909,589,62899,5956,439,361,4813,1393,5721,1408,14520,2500,14334,2194,10949,2347,3671,895,828,355,1899,623,3966,1070,1759,708,0400000US28,2991207,-555555555,197882,1896,539258,2262,323013,4749,375578,6677,381092,5452,389310,4272,197676,5545,69778,3650,103255,5292,240503,2105,173862,2160,2143734,15349,173352,3233,430297,7020,230853,6241,255836,6625,255524,5987,250110,5171,131897,5298,48502,3322,74012,4301,166448,4226,126903,3226,764925,14457,23525,2846,101236,6662,83862,4863,101258,5276,109448,4644,123917,4963,60543,3354,20275,2020,27028,2525,69542,3645,44291,2745,19649,2995,566,659,2912,1233,2577,1030,3964,1383,1786,804,4334,1299,1565,616,173,174,316,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
373,1847,728,646,327,233261,8582,2711,940,20251,2937,25392,3084,50068,4266,47167,2884,36279,3174,14199,1752,4798,1194,6113,1195,15093,1883,11190,1365,0400000US29,6044171,-555555555,374233,2760,1024842,3553,597813,4345,796534,5132,723852,3784,839236,3829,413029,6657,157656,5090,208618,6404,507803,2038,400555,1591,4003541,20461,331980,4292,821398,7648,402179,6826,497563,7850,435135,7782,500824,6567,249264,5705,97289,4377,126006,4958,296406,5738,245497,4029,1769328,20496,38102,2907,177646,7309,165399,6397,242521,7981,234570,7402,295480,6780,147294,4623,54822,3073,75815,4345,194457,5342,143222,3869,38041,3703,1440,679,5547,1442,4843,1417,6382,1599,6980,1543,6653,1183,2272,752,747,439,684,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
235,315,209,94,122,19465,2382,82,88,1407,693,2430,1028,1901,665,2992,972,3471,811,1722,527,425,280,484,297,2810,740,1741,577,0400000US30,1015165,-555555555,61143,1548,162953,1642,101900,2081,126517,2173,114827,1587,134116,1331,79636,3000,30051,2185,38942,2808,94636,888,70444,862,552986,7960,53167,1797,118423,3539,56155,2981,69710,3135,53579,2523,62939,2249,36236,2527,12216,1318,18216,2013,40818,2102,31527,2082,434048,7860,7480,1353,42221,2997,42571,2609,53570,3403,55786,2571,67087,2254,40407,2674,17217,1592,19934,1867,50693,1934,37082,1953,8666,1621,414,343,902,327,744,471,1336,518,2470,1024,619,268,1271,658,193,161,308,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
148,386,262,220,217,123182,4739,830,400,9450,1576,15235,1552,31342,2887,28704,2371,18569,1869,5556,882,1832,624,2369,640,5706,998,3589,845,0400000US31,1868516,-555555555,128830,1130,334922,1597,189556,2470,250749,2431,224561,2275,245360,2387,121186,3735,47828,3155,60896,2624,138757,1070,125871,906,1215255,10158,112537,1579,255913,4362,117596,3354,145527,3951,124691,3292,144617,2937,74395,2940,28448,2399,37278,1828,85978,2061,88275,1868,515146,9967,14528,1471,67722,4090,54552,2950,71181,3560,68285,3378,79873,3161,40249,2387,17211,1751,21071,1833,46687,2046,33787,1930,14933,1706,935,498,1837,660,2173,668,2699,789,2881,667,2301,682,986,407,337,289,178,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
663,2574,774,1344,519,529164,10833,1610,618,25369,2794,31637,3167,98227,4365,126622,4034,104714,3631,37498,2699,12249,2086,19498,2127,45552,2361,26188,2062,0400000US32,2790136,-555555555,177287,907,484360,1131,255605,2214,397867,2567,379270,1996,378190,1483,177429,4957,64569,3630,94727,3842,236888,1172,143944,1182,717595,14224,146906,3283,295352,7635,94864,5250,78671,5207,38877,3292,32563,2385,10065,1387,2868,645,5214,1128,8427,1395,3788,760,1497407,14536,27293,3257,159106,7253,124430,5927,211722,5082,206625,4086,233369,3890,125207,4665,48209,3429,68487,3304,180335,2539,112624,2099,45970,5186,1478,794,4533,1114,4674,1093,9247,2188,7146,1326,7544,1708,4659,1792,1243,582,1528,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
215,657,337,199,155,75175,4633,342,221,4538,1289,7099,1730,11283,1849,14735,1991,12748,1892,5362,1123,2003,783,2253,636,7509,1142,7303,1201,0400000US33,1323459,-555555555,65807,1100,205368,1442,127716,1931,150082,1795,162369,1741,215908,1690,103945,3747,38450,2297,50854,3078,116885,1204,86075,931,558531,9328,52653,1991,136407,4121,61813,3313,67048,3490,55829,3029,62967,3478,28874,2148,12182,1555,15920,1808,36201,2366,28637,2001,675597,9160,12756,1850,62651,3727,57425,3356,70340,3580,89360,3336,135561,4078,68491,3407,24160,2088,32399,2496,72518,2459,49936,2144,14156,2229,56,79,1772,787,1379,610,1411,568,2445,965,4632,1044,1218,550,105,121,282,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
