C27013_006M,C27013_007E,C27013_007M,C27013_008E,C27013_008M,C27013_009E,C27013_009M,C27013_010E,C27013_010M,C27013_011E,C27013_011M,C27013_012E,C27013_012M,C27013_013E,C27013_013M,C27013_014E,C27013_014M,C27013_015E,C27013_015M,C27013_016E,C27013_016M,C27013_017E,C27013_017M,C27013_018E,C27013_018M,C27013_019E,C27013_019M,C27013_020E,C27013_020M,C27013_021E,C27013_021M,C27013_022E,C27013_022M,GEO_ID,C27013_001E,C27013_001M,C27013_002E,C27013_002M,C27013_003E,C27013_003M,C27013_004E,C27013_004M,C27013_005E,C27013_005M,C27013_006E,C27013_006MA,C27013_007EA,C27013_007MA,C27013_008EA,C27013_008MA,C27013_009EA,C27013_009MA,C27013_010MA,C27013_010EA,C27013_011EA,C27013_011MA,C27013_012EA,C27013_012MA,C27013_013MA,C27013_013EA,C27013_014EA,C27013_014MA,C27013_015MA,C27013_015EA,C27013_016MA,C27013_016EA,C27013_017MA,C27013_017EA,C27013_018EA,C27013_018MA,C27013_019MA,C27013_019EA,C27013_020MA,C27013_020EA,C27013_021EA,C27013_021MA,C27013_022EA,C27013_022MA,NAME,C27013_001EA,C27013_001MA,C27013_002MA,C27013_002EA,C27013_003EA,C27013_003MA,C27013_004EA,C27013_004MA,C27013_005MA,C27013_005EA,C27013_006EA,state
5001,75496,4481,24927,2562,1664196,24381,1539489,23937,872296,18896,667193,15088,124707,4793,81842,3995,42865,2793,2527339,22326,1590551,21428,689630,14076,900921,18375,936788,7673,537766,8638,399022,10813,0400000US13,7313808,5304,3122273,25795,3021850,26095,2445856,25293,575994,15715,100423,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,13
2168,19044,2000,3211,825,249624,7450,225199,7270,161741,5824,63458,5312,24425,2201,18489,2052,5936,972,344276,6290,175178,5996,96541,4588,78637,5323,169098,3052,114290,3781,54808,3743,0400000US15,1038320,3371,444420,7439,422165,7401,392161,7163,30004,2909,22255,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,15
1861,10746,1595,3619,915,318483,7992,292497,7542,183998,6384,108499,6640,25986,1873,18518,1674,7468,1052,376758,8086,197828,7078,97751,5311,100077,5034,178930,2636,118618,3672,60312,3552,0400000US16,1166224,1531,470983,7646,456618,7429,369990,8517,86628,5781,14365,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,16
4966,113777,4362,28188,2866,2453030,17517,2245642,16805,1434755,13924,810887,16822,207388,6585,143561,5623,63827,3232,3048724,18920,1722192,17328,786034,12647,936158,16239,1326532,8067,839300,10386,487232,9260,0400000US17,9686656,2729,4184902,21375,4042937,21785,3412644,21107,630293,13931,141965,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,17
3576,50587,3207,16414,1871,1252860,16264,1137645,15634,720817,12814,416828,11909,115215,4382,76541,3831,38674,2357,1559493,14956,863123,13274,392712,9019,470411,11636,696370,5210,463242,7930,233128,7134,0400000US18,4887536,3003,2075183,15181,2008182,14497,1708764,17357,299418,9459,67001,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,18
2206,28731,2022,7564,885,597663,9019,525757,8628,374915,7926,150842,5695,71906,2652,51301,2491,20605,1502,624415,7856,277448,6789,141321,5643,136127,5548,346967,3646,249509,4418,97458,4105,0400000US19,2324020,2105,1101942,9443,1065647,9382,947233,9701,118414,5689,36295,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,19
2261,30450,1987,6488,971,538396,9916,476050,9824,321677,7946,154373,6315,62346,3177,44876,2576,17470,1862,593696,8973,305550,8631,159725,5661,145825,5873,288146,3534,194728,4199,93418,3833,0400000US20,2117799,2796,985707,10602,948769,10135,824991,10353,123778,5504,36938,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,20
2910,36097,2639,10015,1492,768832,13084,700689,12160,432140,10475,268549,8880,68143,3119,47969,2822,20174,1624,1211225,12355,712679,12332,278149,7454,434530,11039,498546,4586,313823,5894,184723,5441,0400000US21,3299980,3152,1319923,13696,1273811,13673,1083345,14164,190466,8215,46112,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,21
2957,45289,2783,13641,1556,754935,13165,687675,13305,377208,10351,310467,11844,67260,3077,42293,2909,24967,2245,1203097,14152,742455,13641,292669,7962,449786,12800,460642,4680,254979,5390,205663,5691,0400000US22,3411933,2114,1453901,15573,1394971,14875,1111551,16792,283420,11328,58930,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,22
1541,12939,1433,3140,721,290542,6607,253990,5784,149503,4575,104487,4635,36552,2227,24106,1931,12446,1458,343978,6249,167752,5935,63569,4076,104183,5338,176226,2651,112047,4003,64179,3391,0400000US23,1054364,1396,419844,6679,403765,6287,335066,7159,68699,3755,16079,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,23
3665,75367,3330,13167,1719,1052066,14582,945688,13854,643944,12782,301744,10007,106378,3887,82551,3371,23827,2160,1261949,14297,688141,13363,372437,8354,315704,11538,573808,5463,400650,6538,173158,5024,0400000US24,4490921,2388,2176906,13489,2088372,13075,1820712,14844,267660,8995,88534,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,24
3953,79330,3772,14040,1617,1457094,17500,1313654,16306,948047,12432,365607,11518,143440,5615,108588,5169,34852,2405,1509914,16462,795078,14650,406137,10175,388941,12181,714836,6807,445499,8611,269337,6944,0400000US25,5224489,1580,2257481,19577,2164111,18596,1966788,17531,197323,8287,93370,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,25
3760,66557,3167,12172,1591,1999925,17907,1837883,16022,1183967,12975,653916,13013,162042,5219,124356,4348,37686,2855,2688760,18656,1481844,17128,713265,10650,768579,14737,1206916,6878,902641,9099,304275,6479,0400000US26,7544448,2261,2855763,18365,2777034,17876,2394809,18498,382225,10556,78729,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,26
2743,47133,2546,8195,1020,1161128,12637,1049348,11928,732293,9695,317055,7792,111780,3590,85962,3410,25818,2080,1023435,9517,465269,9009,244678,7042,220591,6866,558166,4552,402394,5736,155772,4572,0400000US27,4082445,2179,1897882,13552,1842554,13177,1639129,14800,203425,7432,55328,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,27
2645,24914,2396,9452,1400,471672,11235,429714,10783,234503,7577,195211,8591,41958,3336,26891,2696,15067,1874,860941,13101,536875,11853,184858,6736,352017,10561,324066,4469,169211,5356,154855,5374,0400000US28,2191136,1906,858523,11682,824157,11485,673450,11610,150707,6992,34366,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,28
3917,55624,3528,13903,1628,1119293,14629,1005919,14251,649287,12153,356632,11144,113374,3865,74032,3165,39342,2282,1466042,12596,778873,12742,347998,10015,430875,10148,687169,5287,430228,7539,256941,6700,0400000US29,4536089,3377,1950754,15338,1881227,14611,1625586,15320,255641,9290,69527,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,29
1218,8886,1100,3493,852,227906,6181,201492,5664,121614,4972,79878,4401,26414,2169,17191,1687,9223,1289,234884,4977,113455,3954,51920,2875,61535,3986,121429,2508,78182,3203,43247,2992,0400000US30,776347,1678,313557,6398,301178,6119,247468,5977,53710,4495,12379,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,30
2001,20114,1885,5394,911,356715,7004,310789,6830,217151,5694,93638,5019,45926,2673,31650,2237,14276,1570,341999,5533,160836,4729,82034,3681,78802,4223,181163,3059,120392,3414,60771,2940,0400000US31,1378022,1829,679308,7128,653800,7200,571887,7270,81913,4788,25508,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,31
2603,26192,2226,8772,1493,528095,10385,484541,10340,269183,8399,215358,8401,43554,2394,25308,2320,18246,2190,696997,11129,399290,10923,167963,6274,231327,10016,297707,3202,151172,4767,146535,4711,0400000US32,2096110,1477,871018,11390,836054,11514,683925,11868,152129,7593,34964,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,32
1494,14718,1362,2370,629,290445,6146,257560,5792,180874,5749,76686,4510,32885,2046,24087,1776,8798,1370,281575,6493,136412,5692,73491,3809,62921,4439,145163,2671,101942,3618,43221,3000,0400000US33,1038016,1115,465996,7783,448908,7681,395619,7825,53289,4066,17088,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,33
4609,105957,4686,23872,2710,1615434,18446,1461657,18396,976905,14332,484752,12837,153777,5168,106629,4334,47148,3392,2164269,17106,1202772,16205,625601,11470,577171,13111,961497,6422,575012,7930,386485,8237,0400000US34,6773940,1516,2994237,18463,2864408,17515,2416459,16989,447949,12501,129829,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,34
2465,18424,2024,7124,1499,361347,8721,326330,8174,158286,6139,168044,6995,35017,2451,19719,1879,15298,1682,585736,9391,344705,9188,127556,6201,217149,8238,241031,3742,131537,4677,109494,4431,0400000US35,1544949,1832,597866,9287,572318,8904,428084,9305,144234,6802,25548,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,35
7913,192623,7136,50957,3290,3616402,26491,3293625,25957,2052750,23682,1240875,22341,322777,7683,225648,6779,97129,4905,5103708,29295,2940946,27408,1321228,19298,1619718,22103,2162762,11012,1198621,13912,964141,13044,0400000US36,15169094,3079,6448984,30026,6205404,28737,5082254,28881,1123150,18874,243580,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,36
4585,76977,4342,22258,2430,1775747,20248,1611838,19026,943794,15192,668044,14650,163909,5694,110284,4504,53625,3348,2555330,19134,1453905,17781,629926,12019,823979,16073,1101425,6540,681384,10344,420041,10814,0400000US37,7364771,4921,3033694,21889,2934459,20878,2431911,22237,502548,14419,99235,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,37
1236,8054,1144,1569,564,146183,4517,128106,4475,97800,4040,30306,2395,18077,1296,14032,1263,4045,740,127624,3649,58877,3191,33968,2562,24909,2354,68747,1669,51686,1869,17061,1491,0400000US38,547751,1316,273944,5056,264321,4700,233986,4938,30335,3035,9623,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,38
4603,93867,4012,26940,2194,2216722,20934,2003836,20098,1283543,17400,720293,14502,212886,6410,139178,5742,73708,3490,2866214,18217,1518675,16153,690757,11271,827918,16642,1347539,7636,863930,10723,483609,10001,0400000US39,8753346,2912,3670410,22350,3549603,21829,3086376,20913,463227,10874,120807,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,39
2766,40789,2384,11928,1646,607805,10128,546312,10225,296331,7229,249981,7534,61493,2597,40820,2160,20673,1774,955596,9653,541419,9119,223575,6431,317844,8034,414177,4288,255483,4399,158694,3877,0400000US40,2824121,1928,1260720,11114,1208003,10553,962983,11692,245020,7508,52717,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,40
2636,30449,2428,7446,1170,887831,13103,814479,13148,488402,12111,326077,10326,73352,3408,46634,2918,26718,2470,1022038,12093,539204,11396,250847,7576,288357,10745,482834,4572,316464,6315,166370,6065,0400000US41,3034833,1629,1124964,13624,1087069,13000,907305,12775,179764,6853,37895,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,41
4901,134091,4410,26853,2209,2438597,21259,2182595,19839,1530807,15333,651788,13122,256002,6440,184920,5800,71082,3190,3285604,20978,1691534,19774,836809,14876,854725,16188,1594070,7999,1102669,8746,491401,7987,0400000US42,9860532,2434,4136331,22405,3975387,22297,3544412,21807,430975,11171,160944,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,42
1570,10625,1356,1838,721,229660,6304,207654,6328,144346,4988,63308,4593,22006,1949,14699,1527,7307,1406,260000,6741,139301,6454,64509,4335,74792,5618,120699,2123,72693,3101,48006,3288,0400000US44,823616,1256,333956,7780,321493,7481,272751,7335,48742,4192,12463,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,44
2988,39629,2852,11820,1687,835865,14354,752791,13502,438594,11919,314197,10863,83074,4277,58073,3345,25001,2302,1311636,15152,738500,13710,305519,8744,432981,13022,573136,5183,349527,7428,223609,6871,0400000US45,3601501,2877,1454000,13570,1402551,13564,1150358,14575,252193,9396,51449,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,45
1138,8763,1143,2931,541,165696,4711,142420,4580,97556,4068,44864,3166,23276,1370,16398,1367,6878,939,151825,4280,68789,3865,30822,2798,37967,2768,83036,1967,52990,2247,30046,2095,0400000US46,619775,1184,302254,5345,290560,5041,252412,4821,38148,2913,11694,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,46
3695,58949,3156,17313,1923,1142211,14519,1037278,14372,613203,11597,424075,10293,104933,4312,69597,3518,35336,2754,1724914,17346,984599,16030,428290,11060,556309,13048,740315,6414,449531,7523,290784,7664,0400000US47,4905070,3530,2037945,17030,1961683,16738,1628813,17278,332870,10583,76262,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,47
8392,225322,7486,78170,5198,4364161,34527,4018069,32977,2082851,25451,1935218,24224,346092,9113,208903,7636,137189,5445,5831311,31463,3598694,27476,1480596,19061,2118098,26967,2232617,11362,1210973,12916,1021644,13811,0400000US48,18947780,5656,8752308,36848,8448816,34671,6371991,31912,2076825,29826,303492,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,48
2071,20165,1930,5525,1146,573243,10866,535152,10519,369189,8958,165963,7062,38091,2581,22328,2066,15763,1832,541733,10556,326691,9859,193670,7508,133021,6910,215042,3228,136351,4485,78691,3807,0400000US49,1980528,1369,865552,11674,839862,11512,713103,10492,126759,6298,25690,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,49
1030,7300,924,1774,522,146190,4451,127612,4142,83798,3177,43814,3099,18578,1436,12601,1323,5977,893,139793,3549,68087,3191,28612,2153,39475,2948,71706,1805,46118,2256,25588,1947,0400000US50,497084,933,211101,4136,202027,4198,166741,4770,35286,2983,9074,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,50
3925,87682,3488,15625,2222,1483348,17642,1336013,17222,908918,14627,427095,11962,147335,4414,111560,4078,35775,2832,1865358,17979,1036390,17792,577787,12250,458603,14588,828968,6127,569024,8174,259944,6643,0400000US51,6192533,5214,2843827,20281,2740520,19720,2392836,21129,347684,13111,103307,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,51
4299,58979,3895,13553,1713,1415898,18051,1299531,17624,826027,13227,473504,13370,116367,5015,80032,4339,36335,3286,1678381,16111,936833,15055,466996,11364,469837,11946,741548,6674,484730,8920,256818,8102,0400000US53,5269646,3393,2175367,18123,2102835,17498,1797997,16928,304838,10768,72532,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,53
2086,16484,1895,3042,799,306385,7751,276825,7142,161807,5424,115018,4368,29560,2347,21838,2108,7722,1422,602471,8502,340595,7633,133888,5025,206707,7636,261876,3371,176426,4055,85450,4015,0400000US54,1443665,1382,534809,8877,515283,8469,429436,8865,85847,5674,19526,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,54
2474,38423,2352,12096,1159,1204712,12266,1086170,11123,740824,9564,345346,7876,118542,3842,82711,3228,35831,2253,1236035,11588,584714,10295,287101,6950,297613,8215,651321,4173,433121,6038,218200,5851,0400000US55,4364485,2309,1923738,13499,1873219,13233,1631588,14407,241631,7902,50519,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,55
1318,6276,1284,1897,563,119800,4762,107217,4525,74075,4303,33142,3089,12583,1360,9156,1295,3427,673,107362,4117,52725,3476,30884,2347,21841,2403,54637,1857,37472,2288,17165,1982,0400000US56,433919,1693,206757,4821,198584,4479,166734,4802,31850,2923,8173,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,56
2148,12781,1747,8874,1364,442620,10244,419741,9932,153827,6300,265914,8589,22879,1780,9184,1311,13695,1574,1607108,11531,1059486,11047,282118,9201,777368,13875,547622,2536,134616,6232,413006,6235,0400000US72,2775374,571,725646,11909,703991,11666,525679,11112,178312,8165,21655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,72
