GEO_ID,B27001I_001E,B27001I_001M,B27001I_002E,B27001I_002M,B27001I_003E,B27001I_003M,B27001I_004E,B27001I_004M,B27001I_005E,B27001I_005M,B27001I_006E,B27001I_006M,B27001I_007E,B27001I_007M,B27001I_008E,B27001I_008M,B27001I_009E,B27001I_009M,B27001I_010E,B27001I_010M,B27001I_011E,B27001I_011M,B27001I_012E,B27001I_012M,B27001I_013E,B27001I_013M,B27001I_014E,B27001I_014M,B27001I_015E,B27001I_015M,B27001I_016E,B27001I_016M,B27001I_017E,B27001I_017M,B27001I_018E,B27001I_018M,B27001I_019E,B27001I_019M,B27001I_020E,B27001I_020M,B27001I_021E,B27001I_021M,B27001I_022E,B27001I_022M,B27001I_023E,B27001I_023M,B27001I_024E,B27001I_024M,B27001I_025E,B27001I_025M,B27001I_026E,B27001I_026M,B27001I_027E,B27001I_027M,B27001I_028E,B27001I_028M,NAME,B27001I_001EA,B27001I_001MA,B27001I_002EA,B27001I_002MA,B27001I_003EA,B27001I_003MA,B27001I_004EA,B27001I_004MA,B27001I_005MA,B27001I_005EA,B27001I_006EA,B27001I_006MA,B27001I_007MA,B27001I_007EA,B27001I_008EA,B27001I_008MA,B27001I_009EA,B27001I_009MA,B27001I_010EA,B27001I_010MA,B27001I_011MA,B27001I_011EA,B27001I_012MA,B27001I_012EA,B27001I_013MA,B27001I_013EA,B27001I_014MA,B27001I_014EA,B27001I_015MA,B27001I_015EA,B27001I_016EA,B27001I_016MA,B27001I_017MA,B27001I_017EA,B27001I_018MA,B27001I_018EA,B27001I_019EA,B27001I_019MA,B27001I_020MA,B27001I_020EA,B27001I_021MA,B27001I_021EA,B27001I_022EA,B27001I_022MA,B27001I_023EA,B27001I_023MA,B27001I_024MA,B27001I_024EA,B27001I_025EA,B27001I_025MA,B27001I_026EA,B27001I_026MA,B27001I_027MA,B27001I_027EA,B27001I_028EA,B27001I_028MA,state
0400000US47,306403,2003,48588,2725,44856,2886,3732,1235,70666,2960,57814,3378,12852,2678,37344,2447,18898,2458,18446,2131,58706,2581,16885,1943,41821,2649,44816,2075,14135,1962,30681,2383,24650,2132,14079,2120,10571,1699,14535,1559,9024,1229,5511,1321,4282,1001,3886,986,396,367,2816,658,2448,607,368,350,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10014117,4376,1188773,9032,1051700,10924,137073,6965,2257543,9372,1809118,17630,448425,14666,1175603,5447,574148,13431,601455,13326,1540112,6572,744056,15632,796056,15299,1399883,6440,725035,12373,674848,12482,1101743,4965,628487,11012,473256,11098,728983,3135,475096,9047,253887,8601,382971,3169,356338,4637,26633,2969,238506,2741,228660,3180,9846,1779,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,382960,950,53374,1662,44177,2377,9197,2008,97676,1731,73322,3501,24354,3511,49924,1687,27285,2253,22639,2301,60093,1854,28700,2600,31393,2916,54136,1339,27343,2458,26793,2475,34801,1401,21502,2020,13299,1528,19414,789,14230,1370,5184,1131,8673,807,8259,862,414,309,4869,694,4610,660,259,223,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9516,295,801,386,561,326,240,295,2106,583,2106,583,0,151,1502,533,1256,512,246,189,1637,649,1201,644,436,225,1082,480,893,481,189,189,1256,514,1212,524,44,60,853,461,799,426,54,131,117,90,117,90,0,151,162,150,162,150,0,151,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,689442,3244,84993,2627,79852,2945,5141,1426,140665,2767,122639,4095,18026,3281,78031,2799,44652,3279,33379,3104,130333,4059,68134,4577,62199,4434,115768,3272,64754,4142,51014,4139,72570,2492,48255,3058,24315,2422,41968,2308,28307,2375,13661,2425,17507,1518,15188,1646,2319,855,7607,1108,7092,1221,515,426,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,819158,1937,115151,2416,109406,2655,5745,1640,206552,2447,187315,3853,19237,2956,102702,2360,55322,3514,47380,3434,135717,2520,68705,4072,67012,4612,116798,2768,58056,3373,58742,3848,72157,2634,41491,3471,30666,2706,40640,1533,26630,1872,14010,1861,18601,1444,16401,1471,2200,1013,10840,1340,10746,1328,94,135,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,25027,1567,3611,735,3551,730,60,86,5149,1000,4678,1132,471,319,4201,824,2583,539,1618,706,4829,1332,1122,595,3707,1258,1924,706,929,468,995,487,2356,615,1667,570,689,414,1458,608,949,467,509,346,842,532,842,532,0,190,657,424,657,424,0,190,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,358304,1632,49376,1979,45351,2127,4025,1514,93360,2118,81949,2879,11411,2152,40125,2092,26145,2223,13980,1712,60723,2747,34489,3071,26234,3151,54464,2352,34050,2472,20414,2267,29427,2019,21097,1800,8330,1275,19845,1120,15236,1363,4609,977,7119,932,6877,851,242,234,3865,592,3670,594,195,208,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,50202,1182,5743,860,5182,964,561,467,11961,1055,11276,1204,685,449,6833,1375,4275,1244,2558,952,7783,1364,4478,974,3305,1191,6452,1261,4187,1071,2265,799,4008,1069,3467,1051,541,357,3879,722,3468,635,411,278,2427,852,2427,852,0,193,1116,474,1116,474,0,193,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3556601,3627,240106,3344,232938,3412,7168,1687,567440,3264,547351,4400,20089,3071,377242,3046,344405,3925,32837,3245,430409,4012,378441,5584,51968,3944,463603,3280,420425,5917,43178,4531,461135,2159,424659,3820,36476,3121,428932,1280,399440,3801,29492,3351,341528,1139,339062,1367,2466,852,246206,1300,244355,1484,1851,884,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
