GEO_ID,B11009_001E,B11009_001M,B11009_002E,B11009_002M,B11009_003E,B11009_003M,B11009_004E,B11009_004M,B11009_005E,B11009_005M,B11009_006E,B11009_006M,B11009_007E,B11009_007M,NAME,B11009_001MA,B11009_001EA,B11009_002EA,B11009_002MA,B11009_003EA,B11009_003MA,B11009_004MA,B11009_004EA,B11009_005MA,B11009_005EA,B11009_006EA,B11009_006MA,B11009_007MA,B11009_007EA,state
0400000US25,2536321,9232,157365,6452,5346,1077,71086,5006,4569,966,76364,4520,2378956,9718,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3832466,10485,243558,6586,5536,1040,114121,4827,7772,1429,116129,5319,3588908,11374,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2119954,6871,142327,4739,4271,767,61990,3562,5004,941,71062,3542,1977627,8894,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1091002,7807,53085,4069,789,432,25697,2583,1138,521,25461,3116,1037917,8316,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2362853,9949,145424,4832,4116,846,66227,3872,5105,1033,69976,4353,2217429,11043,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,406288,3840,24463,2453,207,194,12940,1617,381,272,10935,1816,381825,4037,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,730579,4441,40368,2890,541,243,19061,2182,1415,492,19351,2069,690211,4329,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1002571,7173,73900,4273,1922,591,36338,3602,2864,882,32776,2571,928671,8433,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,519246,4617,43421,3452,1047,616,22804,2622,737,396,18833,2569,475825,5191,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3176139,9966,176056,7120,6112,1206,88525,6048,7413,1414,74006,3420,3000083,10780,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,753507,6087,53721,3645,2050,688,26496,3010,1971,682,23204,2254,699786,6835,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7219356,14194,430518,10928,17795,2006,198458,7155,11918,1827,202347,6935,6788838,15903,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3757480,13443,203946,7544,6372,1260,100874,5213,6486,1161,90214,5512,3553534,15294,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,298298,2835,20105,2411,467,345,10815,1854,203,178,8620,1502,278193,3059,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4564745,13440,290401,8642,8945,1378,133955,5697,9110,1298,138391,6193,4274344,15591,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1447277,6526,73171,3136,1562,426,34918,2371,1615,437,35076,2530,1374106,6648,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1523799,7789,110743,5249,3687,973,48430,3827,5723,1191,52903,4386,1413056,9127,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4938894,14403,299324,8610,8654,1218,140490,5375,9961,1345,140219,5697,4639570,16627,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,406366,4030,27428,2875,1783,632,11737,1990,1214,620,12694,1891,378938,4480,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1794989,10191,90586,4779,2609,797,44162,4078,3155,880,40660,3337,1704403,10976,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,331406,2992,20610,2188,144,161,11774,1664,396,280,8296,1175,310796,3719,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2490249,12758,134902,5889,4469,1103,61182,3840,4125,927,65126,3947,2355347,12470,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9110853,20640,501401,12154,16420,2063,229077,7596,20723,2731,235181,10422,8609452,22994,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,899475,5032,39341,3384,1273,437,19197,2384,2057,648,16814,1855,860134,5637,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,253234,2792,20796,2139,479,248,9442,1272,990,375,9885,1395,232438,2947,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3055863,11608,160576,7202,5317,973,75513,4440,5844,1026,73902,5096,2895287,13210,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2644557,11069,190314,6403,5581,960,88252,4639,7364,1262,89117,4814,2454243,12493,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,738653,5969,42588,3208,1077,466,21809,2253,1144,411,18558,2302,696065,6073,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2289424,8727,154282,5789,3767,1018,70742,3518,4576,847,75197,4211,2135142,8707,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,224003,3223,14240,1879,177,170,6873,1280,371,258,6819,1308,209763,3829,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1253690,9187,103257,5497,891,495,47222,3848,962,463,54182,3717,1150433,9968,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
