C17001_019M,GEO_ID,C17001_001E,C17001_001M,C17001_002E,C17001_002M,C17001_003E,C17001_003M,C17001_004E,C17001_004M,C17001_005E,C17001_005M,C17001_006E,C17001_006M,C17001_007E,C17001_007M,C17001_008E,C17001_008M,C17001_009E,C17001_009M,C17001_010E,C17001_010M,C17001_011E,C17001_011M,C17001_012E,C17001_012M,C17001_013E,C17001_013M,C17001_014E,C17001_014M,C17001_015E,C17001_015M,C17001_016E,C17001_016M,C17001_017E,C17001_017M,C17001_018E,C17001_018M,C17001_019E,C17001_019MA,NAME,C17001_001MA,C17001_001EA,C17001_002MA,C17001_002EA,C17001_003EA,C17001_003MA,C17001_004MA,C17001_004EA,C17001_005MA,C17001_005EA,C17001_006EA,C17001_006MA,C17001_007MA,C17001_007EA,C17001_008MA,C17001_008EA,C17001_009EA,C17001_009MA,C17001_010MA,C17001_010EA,C17001_011MA,C17001_011EA,C17001_012EA,C17001_012MA,C17001_013MA,C17001_013EA,C17001_014MA,C17001_014EA,C17001_015EA,C17001_015MA,C17001_016MA,C17001_016EA,C17001_017MA,C17001_017EA,C17001_018EA,C17001_018MA,C17001_019EA,state
4987,0400000US13,9720914,4997,1843768,35778,815981,18746,329103,12139,446372,12060,40506,2981,1027787,23083,321807,11519,621669,13756,84311,4505,7877146,36435,3891707,18528,926467,11821,2499954,12031,465286,3744,3985439,23773,878877,13368,2534747,14067,571815,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
1479,0400000US15,1367662,1488,148368,10323,68235,5877,20856,3178,41103,3342,6276,1268,80133,5946,19432,2735,51518,3894,9183,1323,1219294,10208,617723,5984,135003,3329,392434,3650,90286,1377,601571,5858,127027,2799,364511,4064,110033,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
1842,0400000US16,1582911,1262,246550,15129,118309,7803,42761,4429,68851,5329,6697,1548,128241,8920,37915,4676,79004,4882,11322,1539,1336361,15082,674843,7725,176752,4983,401660,5111,96431,1741,661518,9215,164218,4718,392469,5397,104831,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
4688,0400000US17,12576680,3928,1845393,34145,828019,17259,317906,10917,460115,10913,49998,3334,1017374,22119,298154,11873,620907,13452,98313,4440,10731287,34111,5331165,19095,1204459,11314,3446512,12631,680194,4137,5400122,21025,1154370,10982,3398372,13070,847380,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
3241,0400000US18,6367890,3100,1015127,24249,446429,12537,174037,8169,250715,8244,21677,2198,568698,15990,171019,8176,350138,9833,47541,2972,5352763,24489,2669011,14071,618880,8758,1686232,8849,363899,2910,2683752,15534,589461,8153,1648822,10364,445469,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
2340,0400000US19,2991670,1604,379127,13393,169605,7728,59279,4343,99234,5367,11092,1146,209522,7417,55915,3892,128971,4779,24636,1990,2612543,13457,1308876,8486,304465,4886,813989,5503,190422,1761,1303667,7571,292412,4250,782237,5029,229018,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
2756,0400000US20,2811722,2188,393358,17298,177208,9137,67985,5531,99059,5252,10164,1176,216150,10071,64475,5228,131103,6229,20572,1782,2418364,17061,1216299,9394,296606,6174,758773,5678,160920,1688,1202065,10606,280747,5112,725544,6819,195774,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
2966,0400000US21,4266556,2510,800635,19947,353981,10355,129329,6394,201411,6842,23241,2221,446654,12022,121933,7076,279182,7368,45539,2552,3465921,19805,1734313,10508,380899,7147,1105801,7066,247613,2441,1731608,12650,362765,7027,1072435,8519,296408,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
2858,0400000US22,4494989,2903,888019,24140,378072,12875,153752,7485,200454,8799,23866,2433,509947,15224,150492,7862,308735,9787,50720,2662,3606970,23981,1789479,13470,399163,8239,1157894,8777,232422,2755,1817491,14894,393513,7638,1144154,9832,279824,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
1969,0400000US23,1293827,1147,180639,8805,82912,4506,24368,2437,52240,3213,6304,947,97727,6009,20791,2738,62523,4012,14413,1594,1113188,8846,547672,4911,105956,2607,344478,3422,97238,1238,565516,6750,104088,3176,350526,4284,110902,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
3617,0400000US24,5788159,2967,585571,19629,252808,10554,89046,6560,141409,6523,22353,2304,332763,13008,91305,6935,202123,7947,39335,3116,5202588,19576,2542982,11957,587145,7148,1645092,7261,310745,2680,2659606,12395,558879,6819,1704440,8018,396287,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
3101,0400000US25,6456530,2610,770513,23021,337232,12236,115501,6269,193585,8480,28146,2679,433281,14480,107979,6515,269922,9444,55380,2943,5686017,22988,2793416,12287,586922,6714,1824243,8835,382251,2832,2892601,14419,559894,6861,1846838,9831,485869,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
4097,0400000US26,9669513,4111,1648436,25647,747455,14414,265127,7682,441559,10566,40769,2598,900981,16089,258671,8655,563079,12027,79231,3684,8021077,25879,3981895,15060,861680,7737,2518500,10865,601715,2473,4039182,17134,813498,9492,2499712,11764,725972,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
2634,0400000US27,5292348,2336,592422,16554,272959,9468,92648,4867,162366,6697,17945,1522,319463,9970,84071,5945,199727,5977,35665,2093,4699926,16677,2352026,10577,549181,5751,1495927,7276,306918,1959,2347900,10083,533029,5764,1450125,6263,364746,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
3075,0400000US28,2893768,2850,695915,21951,297007,10271,123532,5822,154232,7341,19243,1815,398908,15000,122766,7394,236663,9537,39479,2370,2197853,22087,1094504,10056,247630,5583,693996,7534,152878,2396,1103349,15718,230650,8268,683909,9731,188790,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
3959,0400000US29,5861009,3082,931066,25159,420110,12954,153916,8741,238966,7176,27228,1964,510956,14921,150262,6898,306358,10334,54336,3649,4929943,24927,2437350,13077,545968,8673,1533660,7859,357722,2597,2492593,15155,517620,7181,1544189,10469,430784,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1375,0400000US30,990603,976,163637,9336,75596,4492,23576,2615,46775,2826,5245,880,88041,6023,23230,2815,55253,3925,9558,1295,826966,9401,418081,5014,87407,2821,259943,3179,70731,1166,408885,6134,85137,2845,249060,4028,74688,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1784,0400000US31,1815565,1350,239433,11539,105492,6269,39188,3693,59131,3816,7173,1080,133941,7016,41465,4384,78383,3893,14093,1499,1576132,11766,792437,7198,191011,4443,495250,4081,106176,1197,783695,7135,184400,4170,474140,4549,125155,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
2021,0400000US32,2750476,2092,433576,18630,203112,10285,74185,5752,116057,6405,12870,2000,230464,10636,73511,6017,137081,6039,19872,1956,2316900,18797,1172444,10414,257764,6195,750738,6262,163942,2139,1144456,10872,246331,6273,718584,6182,179541,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
1527,0400000US33,1281181,1408,111495,9003,49727,5082,13538,2349,32459,3687,3730,809,61768,5343,13584,2420,40972,3554,7212,1328,1169686,9099,581894,5826,120221,2586,376617,4533,85056,1187,587792,5288,117902,2674,370752,3658,99138,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
3766,0400000US34,8721010,3187,998549,28143,445849,16282,174342,8768,238337,9665,33170,2627,552700,14717,159033,7710,325305,9347,68362,3644,7722461,28293,3794151,16638,845868,9056,2449710,9862,498573,3130,3928310,15522,817265,8519,2466047,9255,644998,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
2021,0400000US35,2045402,1557,448461,14432,205252,8005,78940,4564,114004,4962,12308,1619,243209,9185,77670,4623,142491,6138,23048,1933,1596941,14304,801681,8324,176740,4938,498674,5201,126267,1826,795260,8918,169290,4531,485997,5904,139973,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
7388,0400000US36,19133973,5745,3055645,41913,1357487,20888,480460,11182,771762,13954,105265,4727,1698158,26939,469617,13305,1017560,18994,210981,6897,16078328,41967,7894876,20842,1648848,11756,5191562,14596,1054466,5045,8183452,27904,1567525,13957,5257520,19373,1358407,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
4538,0400000US37,9588277,3839,1715397,30951,761677,16743,289260,10566,429480,10346,42937,2997,953720,19028,276736,9824,583308,13001,93676,3954,7872880,30909,3880516,17834,857382,10689,2468658,11534,554476,4044,3992364,19552,822608,10009,2496276,13315,673480,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
936,0400000US38,698199,719,82398,5117,38688,3039,10030,1596,25324,2177,3334,607,43710,3364,9040,1393,28906,2408,5764,835,615801,5189,317160,3523,70996,2027,205498,2636,40666,683,298641,3097,68654,1588,183304,2308,46683,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
4492,0400000US39,11248753,4641,1796942,35664,808056,17975,301499,11838,461974,10657,44583,2914,988886,22146,289829,10032,602353,14302,96704,4016,9451811,35475,4670178,18591,1027102,12161,2954556,12528,688520,3733,4781633,22535,982389,9971,2947819,15419,851425,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
2333,0400000US40,3735207,2100,626906,13621,271216,7429,111620,4350,142669,5564,16927,1481,355690,9216,111494,4985,211141,5758,33055,1972,3108301,13512,1564293,8105,365351,4568,979550,5900,219392,2155,1544008,9426,341814,5122,943226,6354,258968,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
3154,0400000US41,3852871,2320,642138,19715,299227,11292,92739,5782,187369,7940,19119,2440,342911,11087,89349,5675,219437,7817,34125,2865,3210733,19873,1602301,11733,340734,6274,1011139,8163,250428,2481,1608432,10723,319371,5744,998652,8115,290409,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
5445,0400000US42,12353256,3882,1690405,39229,752936,19692,263734,10454,434697,11824,54505,2963,937469,22675,252656,10459,568208,13987,116605,4442,10662851,39468,5254692,20914,1095249,10687,3342631,12581,816812,3628,5408159,23250,1054257,11273,3330808,13793,1023094,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1413,0400000US44,1010827,1740,144446,9182,66108,5390,24687,3043,36365,3545,5056,1191,78338,5522,20236,2747,50011,3643,8091,1221,866381,9236,428510,6002,83685,3457,283017,4060,61808,1345,437871,5456,80092,2888,277566,3769,80213,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
3551,0400000US45,4631801,2952,860380,21666,375090,11207,148596,6797,206127,8097,20367,2258,485290,14897,143236,8110,290428,9139,51626,3177,3771421,22022,1855738,12736,391760,7583,1172031,8435,291947,2882,1915683,14984,379061,8086,1192903,9375,343719,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1422,0400000US46,815049,1215,115454,6396,52278,3154,20095,2154,27839,2627,4344,740,63176,4435,17644,1910,37963,3109,7569,1299,699595,6606,356479,3564,84025,2260,222753,2956,49701,1066,343116,4270,81235,2256,205489,2952,56392,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
3336,0400000US47,6335295,3095,1126772,24666,509172,13928,204239,7297,274319,10246,30614,2454,617600,15900,185297,7574,373551,11862,58752,2856,5208523,24434,2572772,14801,548701,8167,1648154,11137,375917,2894,2635751,17087,529830,8165,1649694,12517,456227,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
6242,0400000US48,25834229,6476,4530039,65158,2022852,34883,875835,20783,1030701,19629,116316,5227,2507187,37951,864725,20832,1441954,22460,200508,6096,21304190,65326,10715902,33657,2680899,20520,6866912,19593,1168091,5596,10588288,38841,2531317,20947,6659685,22743,1397286,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
1621,0400000US49,2851587,2386,361181,15958,168386,9420,68320,5274,92929,5682,7137,1344,192795,8928,62025,4935,117831,6070,12939,1451,2490406,15750,1260923,9314,386284,5351,753138,6054,121501,1501,1229483,9610,366570,5289,725667,6352,137246,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
1110,0400000US50,602538,524,74058,5273,31641,2915,8975,1651,19802,1994,2864,792,42417,3817,9722,1634,27645,2528,5050,973,528480,5250,265075,3079,53788,1804,168452,2138,42835,922,263405,3825,49640,1772,165156,2446,48609,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
4294,0400000US51,8010544,3323,938733,25914,411670,13946,149441,7296,236119,8365,26110,2019,527063,16192,138698,7054,334976,10136,53389,3139,7071811,26579,3491943,13503,786640,7955,2255312,8826,449991,2874,3579868,17676,761185,7699,2268563,11299,550120,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
3498,0400000US53,6836262,3828,967282,26419,445126,14014,149959,7650,266873,8768,28294,2510,522156,16268,145110,7949,330101,11213,46945,3191,5868980,26625,2950127,14441,647300,8471,1906774,9050,396053,3091,2918853,16867,624267,8687,1835431,11077,459155,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
2273,0400000US54,1798266,1983,332347,12755,147616,6412,51355,3607,86585,4634,9676,1481,184731,8148,48653,4045,116407,5075,19671,1879,1465919,13165,735436,7175,138971,4085,465790,4989,130675,1695,730483,7992,131468,3823,448075,5138,150940,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
3418,0400000US55,5593197,2530,755551,17896,337284,9625,121679,6159,193037,6531,22568,1770,418267,11818,115018,5903,252033,7393,51216,2939,4837646,17472,2433727,8907,536342,6092,1551785,6026,345600,2420,2403919,12597,510491,6304,1492430,8091,400998,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
966,0400000US56,569307,563,62039,5844,28231,3081,9462,1671,16619,2124,2150,760,33808,3704,8725,1688,21529,2528,3554,822,507268,5762,261233,3798,62386,2226,165135,2593,33712,713,246035,4039,57316,1964,152742,2680,35977,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
4577,0400000US72,3581841,2112,1626879,25081,745129,13632,239667,7066,408901,8723,96561,3632,881750,14941,223215,6162,515630,10643,142905,4530,1954962,25505,960282,13957,176333,7177,624599,8770,159350,3739,994680,14737,169192,6792,632148,10619,193340,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
