GEO_ID,B18101H_001E,B18101H_001M,B18101H_002E,B18101H_002M,B18101H_003E,B18101H_003M,B18101H_004E,B18101H_004M,B18101H_005E,B18101H_005M,B18101H_006E,B18101H_006M,B18101H_007E,B18101H_007M,B18101H_008E,B18101H_008M,B18101H_009E,B18101H_009M,B18101H_010E,B18101H_010M,NAME,B18101H_001MA,B18101H_001EA,B18101H_002EA,B18101H_002MA,B18101H_003EA,B18101H_003MA,B18101H_004EA,B18101H_004MA,B18101H_005MA,B18101H_005EA,B18101H_006EA,B18101H_006MA,B18101H_007MA,B18101H_007EA,B18101H_008EA,B18101H_008MA,B18101H_009MA,B18101H_009EA,B18101H_010MA,B18101H_010EA,state
0400000US41,3015882,2099,556023,1035,25462,3088,530561,3149,1910745,1354,247542,7596,1663203,7567,549114,854,207026,4489,342088,4495,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9874118,5141,1880090,1815,85776,4459,1794314,5035,6193811,4051,643605,13515,5550206,13746,1800217,2021,605571,7375,1194646,7438,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,771840,2897,130725,1249,6369,1603,124356,2011,501279,1795,48872,3488,452407,3533,139836,659,48130,2676,91706,2603,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2999558,2603,591942,760,27566,3135,564376,3249,1857367,2396,224744,7828,1632623,7867,550249,918,198336,5506,351913,5487,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,692212,1387,153960,492,5369,1367,148591,1500,426129,1297,45312,3324,380817,3641,112123,394,38665,2085,73458,1999,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4796591,2659,992214,1180,46141,3756,946073,3764,2998264,2345,419495,11053,2578769,11492,806113,1059,318930,6599,487183,6558,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11417866,6204,2303570,2217,89933,5912,2213637,5933,7218709,5233,754593,14818,6464116,14874,1895587,2799,706304,10237,1189283,9996,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2287394,3014,668046,1941,20634,2477,647412,2603,1363008,1809,122454,5252,1240554,5544,256340,560,91813,3548,164527,3513,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,583493,396,110900,215,5406,904,105494,955,375919,325,42781,3200,333138,3275,96674,212,32995,1849,63679,1842,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5129854,3969,1029542,1321,35436,2655,994106,3331,3258123,3585,311665,9462,2946458,9671,842189,1478,283434,6311,558755,6305,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4869065,3420,935483,992,39104,3241,896379,3548,3126403,3349,366882,10617,2759521,10836,807179,934,296554,6119,510625,6189,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1696893,1555,341568,875,20415,2775,321153,3065,1056866,1324,191722,6029,865144,5925,298459,626,135775,4059,162684,4018,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4685690,2268,944374,1107,37388,3018,906986,3176,2969100,2015,283399,6440,2685701,6435,772216,1046,250759,4914,521457,5018,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,487242,2243,108598,781,4705,1075,103893,1416,308468,1874,30899,2514,277569,3300,70176,309,23435,1947,46741,2014,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,21449,3084,4112,1403,150,182,3962,1383,13810,2500,2865,925,10945,2510,3527,963,971,388,2556,781,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
