GEO_ID,B10059_001E,B10059_001M,B10059_002E,B10059_002M,B10059_003E,B10059_003M,B10059_004E,B10059_004M,B10059_005E,B10059_005M,B10059_006E,B10059_006M,B10059_007E,B10059_007M,B10059_008E,B10059_008M,B10059_009E,B10059_009M,B10059_010E,B10059_010M,B10059_011E,B10059_011M,NAME,B10059_001EA,B10059_001MA,B10059_002EA,B10059_002MA,B10059_003MA,B10059_003EA,B10059_004EA,B10059_004MA,B10059_005MA,B10059_005EA,B10059_006MA,B10059_006EA,B10059_007EA,B10059_007MA,B10059_008EA,B10059_008MA,B10059_009MA,B10059_009EA,B10059_010MA,B10059_010EA,B10059_011MA,B10059_011EA,state
0400000US16,26093,3318,3729,1140,1918,726,1170,578,748,372,1811,836,22364,3168,8804,1918,4574,1389,4230,1334,13560,2453,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,280388,9963,44782,3853,21572,2409,13611,1792,7961,1363,23210,2539,235606,9191,76574,4865,46033,3687,30541,3313,159032,8001,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,125802,6897,21572,2902,11923,2105,8402,1641,3521,1092,9649,1798,104230,5990,48706,4578,33007,4114,15699,2021,55524,4300,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39846,3580,5148,1076,2623,758,1912,660,711,392,2525,689,34698,3373,13463,1772,8027,1332,5436,1147,21235,2484,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,47662,3875,7030,1657,4690,1452,2669,1219,2021,765,2340,903,40632,3660,18086,2244,10273,1814,7813,1501,22546,2641,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,102182,6348,22180,2643,14835,2320,10564,2074,4271,1120,7345,1460,80002,5956,40419,3628,24276,2536,16143,2272,39583,4189,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,121490,6557,28355,3463,19223,3123,11919,2440,7304,1619,9132,1484,93135,5795,47436,4558,29569,3063,17867,2823,45699,3940,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19196,2273,1547,520,797,360,659,354,138,126,750,351,17649,2189,5944,1023,3176,877,2768,819,11705,1944,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,143000,6535,14025,2068,7444,1553,5268,1289,2176,821,6581,1478,128975,6040,39095,3216,24236,2714,14859,2088,89880,5296,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,125145,6993,14106,2363,6389,1652,3561,1309,2828,1228,7717,1709,111039,6791,29619,3461,17135,2915,12484,1670,81420,5827,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,176089,6901,32626,3010,14257,1948,10415,1638,3842,938,18369,2810,143463,6788,48609,3851,28308,3144,20301,2212,94854,5599,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67482,3620,8056,1415,4262,1014,3140,909,1122,405,3794,852,59426,3782,21284,2407,13602,2077,7682,1246,38142,3156,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,90331,5971,23986,2962,14599,2127,9333,1845,5266,1072,9387,1649,66345,5207,36095,3401,25564,3050,10531,1639,30250,3956,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,118355,6255,21035,2933,11588,2310,7768,1863,3820,981,9447,1813,97320,5461,45298,3744,26752,3061,18546,2135,52022,4446,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16691,2381,1679,535,1033,377,624,264,409,175,646,323,15012,2398,6780,1688,4068,1316,2712,792,8232,1853,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25961,2788,4596,1091,1764,608,1247,536,517,256,2832,940,21365,2466,8570,1500,5585,1269,2985,670,12795,2025,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,74960,5487,8576,2012,3982,1274,2155,760,1827,849,4594,1529,66384,4869,21704,2783,13378,2595,8326,1296,44680,3678,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21165,2644,1505,894,852,691,828,690,24,40,653,517,19660,2619,7379,1589,4418,1233,2961,923,12281,2126,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,201647,6480,22881,3160,7962,1577,5276,1399,2686,788,14919,2949,178766,6299,45070,4308,24014,2931,21056,2686,133696,5713,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,59243,4556,12204,2056,6262,1372,3626,973,2636,950,5942,1463,47039,3975,21070,3080,12187,2298,8883,1728,25969,2833,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,438605,12376,68786,5724,28453,3067,18829,2471,9624,1776,40333,4853,369819,10470,98450,4943,56782,4062,41668,3175,271369,8785,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,202473,7806,45007,4039,25112,2943,17630,2426,7482,1532,19895,2813,157466,6623,66695,4735,39418,3897,27277,2984,90771,5213,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8694,1714,1074,510,729,435,586,407,143,133,345,244,7620,1650,2837,896,1739,632,1098,539,4783,1382,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,219979,8358,38214,3536,21067,2580,16369,2226,4698,971,17147,2457,181765,7258,77910,5486,50520,4222,27390,2853,103855,5272,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,90496,5188,16369,1755,9202,1243,6929,1197,2273,503,7167,1331,74127,4863,35188,2929,22567,2613,12621,1399,38939,3459,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,68037,5479,9880,2163,4162,1154,2944,1079,1218,545,5718,1742,58157,5314,18093,2609,10766,2354,7327,1569,40064,4120,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,241967,9826,36943,3079,18410,2262,14492,1988,3918,854,18533,2351,205024,8591,74554,5133,46014,4394,28540,2890,130470,6187,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20705,2429,1995,887,530,466,450,442,80,92,1465,786,18710,2340,4936,1552,3914,1483,1022,496,13774,1827,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,118108,6829,24671,3251,14989,2537,10481,2062,4508,1180,9682,1832,93437,6455,43281,4223,26419,3494,16862,2327,50156,4528,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13842,1550,3749,829,2651,669,2005,619,646,299,1098,477,10093,1266,5153,980,3501,917,1652,469,4940,1092,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,155459,6580,28525,2954,15141,2129,10670,1852,4471,988,13384,2267,126934,6235,60772,4230,36729,3506,24043,2716,66162,4185,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,760334,17940,143218,8332,74637,5371,50571,4546,24066,2967,68581,6127,617116,16740,233746,10913,155657,8715,78089,5288,383370,12703,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60612,4724,5271,1244,2395,768,1286,512,1109,586,2876,1012,55341,4537,15746,2416,8109,1617,7637,1521,39595,3630,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7887,1494,848,500,353,329,81,90,272,315,495,374,7039,1331,2463,709,1597,644,866,337,4576,1010,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,185641,7504,19316,2706,10201,1739,7366,1526,2835,876,9115,1862,166325,7490,55524,4530,33142,3515,22382,2488,110801,6248,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,124091,7179,17382,2630,5555,1507,4120,1313,1435,826,11827,2275,106709,6606,37559,3753,24674,2858,12885,2101,69150,5196,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,38607,3553,8096,1746,4493,1336,3436,1191,1057,434,3603,1175,30511,3249,16936,2375,10789,1850,6147,1547,13575,2067,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,72819,4602,9767,1585,5281,1097,4233,1020,1048,443,4486,1128,63052,4275,22131,2588,15145,2276,6986,1158,40921,3072,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8562,1700,505,378,402,363,337,350,65,93,103,95,8057,1608,4165,1161,2776,980,1389,631,3892,1105,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,111750,6747,60073,4950,29731,3496,19023,2811,10708,1892,30342,3770,51677,4289,21165,3087,9513,1900,11652,2150,30512,3184,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
