GEO_ID,C17013_001E,C17013_001M,C17013_002E,C17013_002M,C17013_003E,C17013_003M,C17013_004E,C17013_004M,C17013_005E,C17013_005M,C17013_006E,C17013_006M,C17013_007E,C17013_007M,C17013_008E,C17013_008M,C17013_009E,C17013_009M,C17013_010E,C17013_010M,C17013_011E,C17013_011M,NAME,C17013_001EA,C17013_001MA,C17013_002MA,C17013_002EA,C17013_003MA,C17013_003EA,C17013_004EA,C17013_004MA,C17013_005MA,C17013_005EA,C17013_006MA,C17013_006EA,C17013_007EA,C17013_007MA,C17013_008MA,C17013_008EA,C17013_009MA,C17013_009EA,C17013_010EA,C17013_010MA,C17013_011MA,C17013_011EA,state
0400000US13,2389803,16893,346652,9098,121213,5743,147676,6896,62881,3785,14882,2163,2043151,17369,948670,11165,854557,13330,212981,8447,26943,2986,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311203,4720,22104,2150,9039,1499,8295,1384,3401,848,1369,480,289099,4979,118862,4265,118284,4792,38398,3054,13555,2015,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,410061,6537,42621,3508,15518,2336,17047,2469,7512,1411,2544,1205,367440,6439,177215,5040,137617,5716,44871,3451,7737,1237,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3128369,16865,336300,8797,114473,4991,140656,6154,65612,4393,15559,1914,2792069,16410,1267653,14652,1151428,14086,325587,8875,47401,3304,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1647941,12570,195995,6985,73206,4263,84538,4948,30819,2891,7432,1441,1451946,12889,726423,10933,558503,10780,149250,4752,17770,2063,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793749,7802,64097,3688,25091,2405,26782,2496,10274,1361,1950,545,729652,7685,384687,6670,264894,5502,70518,2969,9553,1376,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,735596,7493,70937,4162,23963,2579,31692,2912,11769,1550,3513,953,664659,8088,331097,5461,248706,7081,75719,3514,9137,1251,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1139596,10907,165026,5325,68707,3956,72019,3844,20128,2726,4172,1062,974570,10050,499318,8447,381718,9140,84504,4384,9030,1315,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129437,12269,173115,5872,69029,4246,74211,4663,25217,2703,4658,1015,956322,11629,460977,8111,391288,8461,91923,5778,12134,1645,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,338609,6098,32477,2997,15868,2041,13288,1771,2839,750,482,209,306132,5500,175949,5469,107286,3829,20961,2446,1936,630,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1443796,11656,101919,5268,36561,2917,46262,3830,16271,2401,2825,988,1341877,11651,591978,10101,578976,9812,150219,5464,20704,2095,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1620802,11444,138598,5776,53187,3401,65410,4398,16918,2181,3083,1082,1482204,12602,669071,9852,649813,10282,149610,6192,13710,1933,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2484558,15688,305163,6944,115902,4542,130522,4991,47791,3252,10948,1482,2179395,15204,1100740,11368,836415,11006,216045,5824,26195,2518,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1372189,10600,99247,3669,40989,2791,38525,2702,15791,2090,3942,807,1272942,10831,635320,8174,487790,8109,131427,4403,18405,1728,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,745079,9844,141333,6145,49275,3736,63989,4591,23112,2164,4957,1391,603746,9725,303152,7567,238050,6980,56107,3630,6437,1375,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1523085,12213,175804,7497,71855,3860,71218,4757,26835,2765,5896,1115,1347281,11142,688496,9897,521667,9931,120665,5009,16453,2103,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,256091,4820,28884,2866,13426,2113,11142,1624,3388,1040,928,430,227207,4879,127425,3619,76319,3208,20358,1817,3105,916,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,475000,5447,41593,2653,15336,1465,14715,1673,8836,1821,2706,850,433407,5681,222059,4988,156356,5073,48664,2663,6328,1119,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,639825,9575,74004,4340,25298,2402,31237,2677,13329,2169,4140,962,565821,9522,269111,6301,219505,6668,67311,3828,9894,1527,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,347272,6740,17721,2286,7730,1431,7689,1495,1727,716,575,484,329551,6516,165192,4921,134451,5145,27498,2743,2410,810,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2207108,15690,191576,8242,66070,4412,87553,4893,30583,3036,7370,1373,2015532,14743,828941,11905,924877,11447,229669,5938,32045,2616,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482570,8454,78772,4187,27120,2608,32955,2904,14819,2372,3878,966,403798,6847,203194,5731,152049,5429,43000,2805,5555,1178,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4584095,23648,555715,11514,189060,7290,244125,9114,94292,4971,28238,2640,4028380,22401,1772371,17660,1731854,16763,445819,9979,78336,4798,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2474802,16886,323394,8533,118868,5809,141975,6129,52916,4374,9635,1693,2151408,15990,1117857,11572,838255,12903,174945,6385,20351,2174,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,180213,4276,12577,1557,5496,1208,4435,913,2279,697,367,209,167636,4086,87896,3419,61590,3148,16681,1775,1469,473,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2923404,17892,339646,9215,131116,5704,147150,5598,50535,4591,10845,1431,2583758,18414,1313139,14174,1003808,13642,238165,7305,28646,2746,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,956517,8198,119549,4250,43122,2685,53528,3009,18367,1664,4532,1012,836968,7115,428900,5730,313565,7206,83622,3627,10881,1329,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,961197,8560,108668,5173,44009,3577,43803,3495,16284,2360,4572,1382,852529,8622,441373,7385,318577,7961,81149,4459,11430,1915,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3152234,16466,293368,8876,114600,5719,124224,6176,44942,3187,9602,1750,2858866,18184,1413631,13173,1143755,10790,265315,6770,36165,2796,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,259863,5566,27696,2537,9900,1704,13784,1610,3570,1041,442,409,232167,5994,112928,4517,99203,4268,17835,1945,2201,776,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1195104,11860,168466,6140,62300,4465,77588,4489,23004,2728,5574,1583,1026638,11110,533306,9973,400822,9686,84710,4790,7800,1281,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,213838,4685,19632,1935,7109,1123,7976,1373,3425,804,1122,303,194206,4218,102901,3412,66766,3184,22155,1978,2384,677,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1658071,14416,220449,7821,81273,4816,96774,5222,33964,2270,8438,1199,1437622,14381,737723,11491,558183,10858,125484,5658,16232,2097,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6322542,26601,860114,17817,249964,10945,371887,11468,189464,8865,48799,4388,5462428,27260,2368654,20550,2271920,22888,709738,13638,112116,6721,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,677332,6098,63176,4036,17665,2042,25259,2717,15286,2142,4966,1147,614156,6429,235402,5846,229741,6226,120867,4598,28146,2653,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,155933,3601,12219,1569,6117,1184,5395,1119,669,271,38,41,143714,3508,81223,3102,51435,2559,9909,1368,1147,380,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2049184,16114,172062,6900,65620,4124,76734,4945,25432,2583,4276,1061,1877122,15824,888849,10938,771831,10933,195197,6457,21245,2423,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1705112,13920,162515,6352,61458,3970,66071,3896,27113,2865,7873,1585,1542597,13775,776215,11018,587546,10700,155155,5809,23681,2513,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,479389,7296,64863,3957,26245,2321,29617,2720,8274,1447,727,398,414526,7241,231753,5015,148700,5392,31747,2390,2326,673,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1458482,10630,133902,5057,56829,3488,51248,3598,21910,2356,3915,791,1324580,10607,699146,8935,491341,8119,120163,4544,13930,1539,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,148556,4206,12405,1756,5804,1119,5208,1349,1327,614,66,57,136151,3857,71365,3299,49616,2605,13810,1537,1360,531,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,895080,9229,371967,7912,147141,5126,173079,6236,44542,3323,7205,1585,523113,8900,234368,6638,244954,7648,40488,3304,3303,940,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
