GEO_ID,B18101G_001E,B18101G_001M,B18101G_002E,B18101G_002M,B18101G_003E,B18101G_003M,B18101G_004E,B18101G_004M,B18101G_005E,B18101G_005M,B18101G_006E,B18101G_006M,B18101G_007E,B18101G_007M,B18101G_008E,B18101G_008M,B18101G_009E,B18101G_009M,B18101G_010E,B18101G_010M,NAME,B18101G_001EA,B18101G_001MA,B18101G_002EA,B18101G_002MA,B18101G_003EA,B18101G_003MA,B18101G_004MA,B18101G_004EA,B18101G_005MA,B18101G_005EA,B18101G_006MA,B18101G_006EA,B18101G_007EA,B18101G_007MA,B18101G_008EA,B18101G_008MA,B18101G_009EA,B18101G_009MA,B18101G_010MA,B18101G_010EA,state
0400000US40,279670,7822,120892,4833,7265,1248,113627,4485,140470,4541,23098,2037,117372,4599,18308,1312,9768,1076,8540,978,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,163078,7265,69516,3789,2983,1157,66533,3615,84581,5340,14768,2133,69813,5165,8981,1358,3960,1063,5021,914,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,258093,10499,132340,7084,10471,1955,121869,6903,116137,5941,19729,2405,96408,5378,9616,1236,4801,854,4815,982,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26410,4303,12090,2541,641,516,11449,2431,12879,2761,1870,810,11009,2431,1441,561,1080,528,361,211,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,87727,6394,47079,4242,1640,554,45439,4227,37821,3891,7369,1600,30452,3287,2827,837,1253,470,1574,627,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23695,3546,11985,2126,441,293,11544,2035,10586,1899,2608,991,7978,1505,1124,574,639,475,485,311,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,120968,7295,62032,5195,3213,1179,58819,4874,52621,4336,10269,1656,42352,4216,6315,1337,3202,1040,3113,728,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,632792,18632,299068,12070,15863,2527,283205,11752,301226,12187,41250,3530,259976,10837,32498,3160,14051,1827,18447,2548,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,69842,5262,39093,3692,1810,817,37283,3634,29202,3049,3356,836,25846,2870,1547,579,852,425,695,353,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,13137,1401,6921,1242,509,310,6412,1122,5223,865,1470,584,3753,731,993,424,526,341,467,289,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,262072,10935,133932,7158,6258,1406,127674,7062,118607,6061,11928,1944,106679,5781,9533,1429,3749,900,5784,1009,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,336748,13095,156629,8462,8326,1811,148303,8358,167734,7029,27661,2906,140073,6990,12385,1414,6035,1208,6350,1127,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33287,2877,15288,1744,1237,485,14051,1681,15148,1729,4656,1027,10492,1632,2851,841,1458,532,1393,602,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,119227,6438,63164,4610,4508,1102,58656,4460,52396,3495,8157,1072,44239,3298,3667,817,1734,551,1933,569,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15534,2508,8264,1741,188,225,8076,1677,6592,1548,1130,703,5462,1475,678,522,435,470,243,219,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,318084,14366,82997,6089,8530,1629,74467,5965,195777,9468,43353,3595,152424,7942,39310,3400,25128,2535,14182,1997,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
