GEO_ID,B20017H_001E,B20017H_001M,B20017H_002E,B20017H_002M,B20017H_003E,B20017H_003M,B20017H_004E,B20017H_004M,B20017H_005E,B20017H_005M,B20017H_006E,B20017H_006M,B20017H_007E,B20017H_007M,NAME,B20017H_001EA,B20017H_001MA,B20017H_002EA,B20017H_002MA,B20017H_003EA,B20017H_003MA,B20017H_004EA,B20017H_004MA,B20017H_005EA,B20017H_005MA,B20017H_006EA,B20017H_006MA,B20017H_007EA,B20017H_007MA,state
0400000US28,30551,285,36125,590,44507,1835,10281,668,24073,922,34837,1763,8569,567,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,30006,272,35109,440,46049,519,10600,292,24282,473,35587,339,9336,338,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,26016,488,31553,557,43991,2139,10564,486,21652,519,31657,724,10043,675,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,30696,300,37618,875,47374,777,8517,608,24318,661,35492,455,9529,474,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,34300,1091,40927,704,53884,2070,13871,1004,28887,1214,41085,661,12226,518,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,35216,622,41743,670,54137,1953,10942,414,29200,1389,41975,670,11407,422,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,45106,681,55161,790,71094,612,13100,702,35356,494,52226,448,12415,207,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,32274,754,40188,1903,52200,1555,10620,838,26120,936,41423,1047,10123,726,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,39576,536,46343,373,60930,277,12121,259,31878,206,48596,804,11778,137,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,31471,175,37245,363,48342,729,10779,275,26404,301,37423,411,10501,237,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,32347,556,41041,654,50489,645,10825,765,26044,638,35386,817,10507,557,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,30713,152,37472,398,49724,621,10173,201,24221,396,37270,358,9951,164,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,30774,212,37408,660,47633,910,10884,339,24206,465,32821,808,9181,424,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,29818,644,35590,597,50754,548,11584,376,24941,627,40385,491,11067,306,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,32267,133,40698,180,51383,199,10855,198,26238,236,39927,456,10164,135,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,36183,718,42204,1409,57127,2395,11538,684,30357,797,45684,1174,11777,610,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,30880,274,36413,557,47241,780,9725,528,25574,527,36244,507,9732,400,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,28537,978,35669,576,42389,1159,10045,1036,22620,751,31339,469,9270,613,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,29690,521,34999,783,45216,599,10251,322,24421,555,35588,376,9338,326,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,38448,633,47696,732,60353,304,11556,238,30380,239,42717,641,9999,213,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,29995,611,40389,492,52798,1239,10090,574,20220,482,36534,501,8265,348,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,30191,703,32860,1784,46378,1082,10259,685,25940,759,38681,1914,11240,451,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37480,458,45971,476,60057,798,11214,352,30370,345,44754,673,10861,183,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,36233,309,44405,1208,57506,1004,12526,557,29990,623,44207,1031,11938,187,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,27246,517,35129,1162,45652,1109,9177,719,21727,388,31283,580,8416,485,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,31281,174,37967,620,49330,642,10402,250,25612,290,38380,665,10564,171,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,31906,576,41442,1457,54392,3168,11668,727,25156,1004,36337,1820,9440,1210,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,25353,9750,30912,15169,48245,21546,15867,7267,17177,7791,28962,20508,9583,3117,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
