GEO_ID,C15002I_001E,C15002I_001M,C15002I_002E,C15002I_002M,C15002I_003E,C15002I_003M,C15002I_004E,C15002I_004M,C15002I_005E,C15002I_005M,C15002I_006E,C15002I_006M,C15002I_007E,C15002I_007M,C15002I_008E,C15002I_008M,C15002I_009E,C15002I_009M,C15002I_010E,C15002I_010M,C15002I_011E,C15002I_011M,NAME,C15002I_001MA,C15002I_001EA,C15002I_002MA,C15002I_002EA,C15002I_003EA,C15002I_003MA,C15002I_004MA,C15002I_004EA,C15002I_005MA,C15002I_005EA,C15002I_006EA,C15002I_006MA,C15002I_007MA,C15002I_007EA,C15002I_008MA,C15002I_008EA,C15002I_009EA,C15002I_009MA,C15002I_010EA,C15002I_010MA,C15002I_011MA,C15002I_011EA,state
0400000US15,68778,1081,35410,738,4221,920,12754,1714,11607,1402,6828,1264,33368,936,2803,741,10452,1399,13310,1740,6803,1169,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,88914,2023,46944,1453,21324,1933,12989,1902,8508,1460,4123,1184,41970,1220,16597,2065,10262,1826,9964,1955,5147,1273,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1135230,2492,586950,1952,226637,6210,181073,7397,111553,5361,67687,4546,548280,1924,204826,6195,145418,6066,122708,4658,75328,4046,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,204758,2620,106339,2100,38375,3070,36398,2709,21261,2433,10305,1872,98419,1990,34832,2442,26906,2508,23866,2251,12815,1564,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,76130,2175,41130,1923,17370,1589,11761,1831,8067,1548,3932,989,35000,1636,13557,1514,9875,1412,6552,1152,5016,1519,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,153425,2359,80248,2086,32400,2724,21267,1956,16616,2081,9965,1679,73177,1425,28225,2275,17984,2128,19206,2418,7762,1282,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,69296,2726,40858,2068,14068,1975,11356,1771,8904,1828,6530,1614,28438,1507,8727,1408,7568,1300,7394,1205,4749,1123,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,127435,3109,71936,2352,21475,2369,23473,2666,16463,2237,10525,1459,55499,2010,12733,1886,15060,2188,14441,2132,13265,1658,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,9336,1005,4706,1186,1156,494,1070,449,1242,644,1238,785,4630,951,824,598,869,465,1765,709,1172,543,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,301820,2159,158911,1679,58982,3159,40333,2973,29867,3137,29729,3066,142909,1474,47092,3300,31177,3022,29973,2647,34667,2768,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,378756,1357,182267,1348,60419,3559,55892,4091,35562,3736,30394,2980,196489,773,56481,3435,53226,3847,49587,3422,37195,3006,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,228656,2240,115052,1870,36403,2833,30599,2469,31183,2260,16867,2029,113604,1548,32121,2102,28800,2102,32922,2337,19761,2238,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,126091,1941,66679,1584,26403,2491,17990,1883,12404,1748,9882,1465,59412,1445,18770,1994,15208,1806,13875,1620,11559,1656,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,43344,2996,25454,2218,9559,1712,7476,1683,5725,1301,2694,913,17890,2178,5876,1816,3791,916,5274,1146,2949,840,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,112167,2621,57844,1817,18683,2018,15183,2374,13165,2069,10813,1656,54323,1766,15033,1614,14354,1634,15453,1691,9483,1498,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,15003,1464,7719,1165,1270,463,2473,789,2954,972,1022,508,7284,1086,845,427,2108,643,3110,980,1221,455,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,86855,1742,46367,1593,25859,1767,9072,1328,7460,1310,3976,865,40488,1208,21163,1908,7803,1338,7110,1071,4412,993,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,408442,1394,207600,1074,78364,3958,66084,4163,46812,3537,16340,2140,200842,1145,72050,4241,61942,3491,48082,3625,18768,2598,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21702,1140,11413,1114,2766,1110,4482,1206,2182,690,1983,844,10289,808,2217,759,2870,872,2500,780,2702,780,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1001392,1101,496132,770,154024,6689,167328,6185,102105,6532,72675,4358,505260,806,135886,4984,151284,5848,123277,5115,94813,4316,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,570685,1801,279928,1316,75615,4104,97026,4546,69676,3955,37611,3048,290757,1244,74466,3913,83112,3918,85232,4181,47947,3419,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2169191,2256,1046069,1947,360864,9700,303834,8842,227055,6941,154316,6439,1123122,1515,353335,9012,287357,8278,265755,9060,216675,7869,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,425173,4535,227503,4418,108795,5020,54803,3982,38385,3355,25520,2822,197670,3018,83138,5120,44335,4244,41473,3270,28724,3052,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7716,1215,4313,882,1292,517,1814,693,761,491,446,291,3403,797,765,300,1185,570,497,272,956,538,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,191651,2630,98179,2069,31322,2754,32372,2751,20247,2355,14238,2336,93472,1941,24600,2822,28523,2542,23652,2221,16697,1853,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,175051,1640,93640,1571,42422,2566,27861,2535,16291,1889,7066,1165,81411,1269,31908,2144,24784,2092,15785,1410,8934,1339,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,237680,2056,125390,1617,52063,3279,31251,2861,26577,2433,15499,2272,112290,1592,44130,2991,23778,2292,28003,2509,16379,2122,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,415987,2629,211896,2384,68685,3464,73003,4198,41788,3429,28420,2864,204091,1854,60506,3780,62975,3829,46101,3044,34509,3114,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,74323,1177,36798,974,13276,1876,10829,1958,7920,1721,4773,1152,37525,581,13882,1804,9567,1491,9731,1372,4345,1010,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,132778,3100,73844,2431,30683,3108,20806,2427,14367,2217,7988,1427,58934,2121,20820,2056,14685,1915,13385,1971,10044,1541,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12114,1137,6138,832,1635,604,2172,515,1816,468,515,332,5976,629,1377,577,1868,617,1833,583,898,450,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,152133,3131,85194,2569,37946,3063,21216,2657,15588,2594,10444,1847,66939,1952,28569,2399,16405,1949,13350,2016,8615,1582,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5498994,4689,2738511,3386,1063442,14042,766833,14878,587863,12731,320373,10870,2760483,3416,1029874,15040,713756,13439,650003,11328,366850,10035,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,184783,1555,95485,1178,31921,2342,26405,2578,26374,2415,10785,1794,89298,1083,29567,2629,25945,2311,21400,2136,12386,1835,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5131,613,2570,608,371,234,911,515,352,221,936,455,2561,428,262,200,354,292,839,330,1106,400,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,396219,4510,208650,3293,61029,4635,55017,4572,50250,4046,42354,3862,187569,2812,46777,3810,46876,2894,48503,3748,45413,3636,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,403198,2448,211893,1769,83761,3647,53473,4292,47294,3518,27365,3281,191305,1695,66685,3570,46630,3729,48519,3692,29471,2738,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,13533,1443,7846,1192,2220,554,2949,873,1735,678,942,431,5687,832,1258,574,1737,635,1245,462,1447,547,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,178328,2409,95498,1932,35063,2907,31554,2827,20247,1779,8634,1332,82830,1547,23874,2119,23828,2225,23700,2244,11428,1647,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,26573,1437,13907,1273,3171,949,5073,910,4309,998,1354,505,12666,1103,1985,743,4022,857,5258,1082,1401,606,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2393544,3923,1103811,2571,327466,7734,324657,8135,235291,7391,216397,7372,1289733,2732,321804,6587,324318,8091,283337,9217,360274,9176,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
