B08524_039E,B08524_039M,B08524_040E,B08524_040M,B08524_041E,B08524_041M,B08524_042E,B08524_042M,B08524_043E,B08524_043M,B08524_044E,B08524_044M,B08524_045E,B08524_045M,B08524_046E,B08524_046M,B08524_047E,B08524_047M,B08524_048E,B08524_048M,B08524_049E,B08524_049M,GEO_ID,B08524_001E,B08524_001M,B08524_002E,B08524_002M,B08524_003E,B08524_003M,B08524_004E,B08524_004M,B08524_005E,B08524_005M,B08524_006E,B08524_006M,B08524_007E,B08524_007M,B08524_008E,B08524_008M,B08524_009E,B08524_009M,B08524_010E,B08524_010M,B08524_011E,B08524_011M,B08524_012E,B08524_012M,B08524_013E,B08524_013M,B08524_014E,B08524_014M,B08524_015E,B08524_015M,B08524_016E,B08524_016M,B08524_017E,B08524_017M,B08524_018E,B08524_018M,B08524_019E,B08524_019M,B08524_020E,B08524_020M,B08524_021E,B08524_021M,B08524_022E,B08524_022M,B08524_023E,B08524_023M,B08524_024E,B08524_024M,B08524_025E,B08524_025M,B08524_026E,B08524_026M,B08524_027E,B08524_027M,B08524_028E,B08524_028M,B08524_029E,B08524_029M,B08524_030E,B08524_030M,B08524_031E,B08524_031M,B08524_032E,B08524_032M,B08524_033E,B08524_033M,B08524_034E,B08524_034M,B08524_035E,B08524_035M,B08524_036E,B08524_036M,B08524_037E,B08524_037M,B08524_038E,B08524_038M,B08524_039EA,B08524_039MA,B08524_040MA,B08524_040EA,B08524_041EA,B08524_041MA,B08524_042EA,B08524_042MA,B08524_043MA,B08524_043EA,B08524_044EA,B08524_044MA,B08524_045EA,B08524_045MA,B08524_046EA,B08524_046MA,B08524_047EA,B08524_047MA,B08524_048EA,B08524_048MA,B08524_049MA,B08524_049EA,NAME,B08524_001MA,B08524_001EA,B08524_002EA,B08524_002MA,B08524_003EA,B08524_003MA,B08524_004MA,B08524_004EA,B08524_005MA,B08524_005EA,B08524_006MA,B08524_006EA,B08524_007MA,B08524_007EA,B08524_008EA,B08524_008MA,B08524_009EA,B08524_009MA,B08524_010MA,B08524_010EA,B08524_011EA,B08524_011MA,B08524_012MA,B08524_012EA,B08524_013EA,B08524_013MA,B08524_014EA,B08524_014MA,B08524_015EA,B08524_015MA,B08524_016MA,B08524_016EA,B08524_017EA,B08524_017MA,B08524_018MA,B08524_018EA,B08524_019EA,B08524_019MA,B08524_020EA,B08524_020MA,B08524_021MA,B08524_021EA,B08524_022MA,B08524_022EA,B08524_023MA,B08524_023EA,B08524_024EA,B08524_024MA,B08524_025EA,B08524_025MA,B08524_026MA,B08524_026EA,B08524_027EA,B08524_027MA,B08524_028MA,B08524_028EA,B08524_029MA,B08524_029EA,B08524_030EA,B08524_030MA,B08524_031MA,B08524_031EA,B08524_032EA,B08524_032MA,B08524_033EA,B08524_033MA,B08524_034MA,B08524_034EA,B08524_035EA,B08524_035MA,B08524_036MA,B08524_036EA,B08524_037MA,B08524_037EA,B08524_038EA,B08524_038MA,state
11057,1966,8599,1531,16112,2346,549,314,208445,8238,104243,5153,21927,2508,53466,4075,11522,2309,11456,2213,5831,1577,0400000US13,4286025,25812,1519648,17541,750079,16633,1052049,15737,375267,14169,558052,12741,30930,2890,3418991,24013,1250335,15948,569684,12551,864442,15046,274700,11672,442052,11228,17778,2581,436504,14774,112231,5670,91913,6775,87697,5949,71615,6459,71635,5564,1413,889,88821,6025,23925,2794,28413,3117,21068,2709,4679,1591,9691,1996,1045,395,64066,5098,14200,1876,19975,4038,14319,2035,4152,1224,7106,1472,4314,1007,69198,5365,14714,2271,18167,3074,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
5381,1274,2258,749,4112,1358,1929,687,29619,3070,15374,2361,3388,764,7130,1435,1448,559,1965,829,314,272,0400000US15,673305,7037,225965,7347,141953,5464,160094,7069,64439,3829,57864,3653,22990,2452,455034,8127,153629,6113,88765,4163,106756,5973,49420,3408,41389,3220,15075,1966,90318,5317,33244,2894,19280,2511,21677,2584,8383,1383,5040,1015,2694,849,41119,3576,7447,1136,15439,2288,13456,1637,1159,472,3618,1082,0,185,28121,2532,6664,1182,9274,1618,5694,1236,1771,621,1740,746,2978,928,29094,3201,9607,1866,5807,1101,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
3589,1120,2033,949,1439,442,0,193,38378,3045,17240,2061,5158,1224,10948,1595,2862,997,2170,828,0,193,0400000US16,673949,9425,222894,7717,118041,5295,168761,6786,79214,5145,83649,5127,1390,581,531908,9894,173972,6532,90711,4975,136091,6325,62182,4375,67775,4686,1177,544,63044,4879,17164,2343,12641,1973,13408,2509,10054,1765,9564,1818,213,185,4529,1104,1814,676,725,399,886,399,319,262,785,578,0,193,21149,2288,8204,1610,5426,1259,3839,920,1764,573,1916,659,0,193,14941,2041,4500,947,3380,903,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
18816,2010,5143,1236,19059,2424,340,282,250948,8615,121808,5795,41051,3861,63640,4427,10916,1632,11040,1615,2493,693,0400000US17,5960853,22997,2179758,18781,1030954,16276,1473029,18067,423716,9542,841848,18664,11548,1883,4384980,27860,1583509,17589,716042,13278,1099311,15644,340476,8839,642225,15519,3417,1028,493886,11657,130453,5182,99410,5347,105521,5417,46973,3695,111395,6280,134,111,547271,13985,245093,7563,107174,6020,141662,7034,11961,2052,41381,3967,0,185,185702,8401,65359,4668,46105,3870,44079,3792,8247,1327,16748,2440,5164,1128,98066,4733,33536,3211,21172,2601,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
6812,1616,5295,1319,14694,2216,0,190,98636,5088,41790,3323,16354,2468,25162,2531,8329,1746,7001,1509,0,190,0400000US18,2913661,17619,932400,13771,507127,12287,674204,10965,251979,8601,546515,11546,1436,611,2418842,18155,789201,13964,403064,10919,578433,9504,202417,7768,444551,9725,1176,614,260079,8370,65524,3495,49820,3599,45647,3266,32405,2725,66683,4435,0,190,29600,2776,7675,1281,9849,1777,5651,1189,718,410,5650,1253,57,92,58939,4231,18023,2151,17463,1989,12499,1667,2815,573,7936,1630,203,182,47565,4184,10187,1556,10577,1908,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
4001,990,2839,843,7328,1315,0,157,64401,3558,30681,2417,13107,1683,13909,1693,3395,782,3309,606,0,157,0400000US19,1549841,9644,524619,9964,268486,6468,356873,8214,142437,5187,257117,6611,309,244,1251692,11586,425871,9503,203255,6284,300579,7621,114995,4414,206776,6541,216,223,134958,5054,36212,2498,25315,2209,24180,2194,18193,1903,31003,2586,55,64,17172,2248,7235,1590,4219,1073,2954,863,363,280,2401,654,0,157,57029,3354,19416,2030,17373,1642,11250,1382,2652,657,6300,1183,38,65,24589,2667,5204,877,5217,1335,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
3197,860,2637,902,5038,1164,313,301,55406,3290,27370,2561,9989,1575,12755,1660,2284,640,2571,794,437,426,0400000US20,1404005,10889,509456,9350,226784,6546,327552,7262,138301,6067,193270,6019,8642,1592,1156572,11285,427062,8593,181788,5899,275894,6979,109313,5537,156301,5743,6214,1373,130342,5373,36076,2736,20941,2643,26228,2337,20618,2652,25064,2238,1415,481,6744,1264,1648,514,1756,583,1794,696,219,186,1195,517,132,169,34350,2706,11189,1450,9015,1331,7684,1272,3230,1083,3101,674,131,112,20591,2079,6111,1225,3295,651,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
3268,1004,2591,910,5431,1270,331,324,59761,4269,28327,2369,8474,1478,14151,2104,5278,1698,3531,1148,0,189,0400000US21,1893943,15108,611618,10493,312531,9417,453413,10252,180772,5908,321654,9578,13955,1829,1573114,16406,515020,9574,250314,8320,390401,9593,139767,5390,267808,8933,9804,1585,179046,6707,48909,3424,32310,3086,31431,2955,28628,2914,36719,3400,1049,440,18267,2316,4349,1231,6167,1443,4272,1045,421,361,3058,790,0,189,42430,3650,10163,1810,10412,1559,9890,1682,4087,1696,5107,1160,2771,734,21325,2231,4850,1098,4854,1143,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
5717,1318,8746,1687,8530,1518,286,205,47373,4325,23029,2822,7645,1492,9771,1590,3577,984,3151,1166,200,237,0400000US22,1994143,15690,637661,13147,382942,11496,470445,9797,245492,8978,251060,9177,6543,1166,1644426,14104,542396,12477,296334,9629,405461,9195,189342,7077,205643,8351,5250,969,194837,9158,49142,3528,42268,4303,37191,3402,38407,3999,27264,3017,565,359,26900,3207,3809,901,11563,2115,4888,1208,2615,1299,4025,911,0,203,34099,3054,9831,1429,11357,1906,7417,1520,2805,907,2447,663,242,257,46508,3734,9454,1629,13775,2422,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
1543,574,929,460,1459,576,0,165,35944,3056,16495,1974,4871,1059,7870,1299,3105,844,3603,1130,0,165,0400000US23,612969,7120,210131,6959,117689,5820,144497,5264,67671,3263,72240,4168,741,389,474333,7462,165079,5758,87388,4916,115733,4654,50033,2986,55483,3842,617,352,64912,4152,19390,2208,12597,1599,12781,1941,11390,2058,8649,1269,105,195,3782,945,987,321,1111,514,955,418,242,219,487,283,0,165,24463,2499,5540,997,8758,1566,5615,1138,1972,846,2559,716,19,31,9535,1467,2640,804,2964,956,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
6436,1269,3013,868,3823,870,195,208,124944,5322,70326,3830,18656,2188,23106,1905,5773,1262,3102,935,3981,740,0400000US24,2674212,19448,1162433,16487,455827,11437,611901,12203,217552,7811,210094,8049,16405,1960,2045419,18957,916111,15762,318965,9495,472768,12070,164437,6480,164986,7040,8152,1775,247036,8425,89035,5256,47579,3881,52392,3922,34557,3565,22486,2289,987,900,153181,7093,50403,3802,41776,4088,41325,3350,7022,1416,12469,2352,186,167,69307,4876,24890,2512,19661,2599,15874,2259,2750,940,3228,936,2904,597,34325,3435,11668,1702,9190,1770,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
10202,1529,4114,1117,6623,1575,167,235,147491,6136,83519,4557,19266,2613,30908,2874,7834,1613,5831,1249,133,171,0400000US25,3399334,22899,1493133,18340,603453,13629,761880,12994,231081,8603,308331,9824,1456,423,2451965,23319,1065818,16391,410781,11584,557112,11321,178570,6927,238758,7925,926,454,253291,10179,83891,5130,61165,5063,48928,4003,27407,2793,31702,3384,198,195,332387,7900,171544,6444,64462,4661,72126,5307,8271,1678,15952,2513,32,57,157824,6637,64736,3889,36134,3211,42604,4159,4885,1182,9465,1578,0,203,56376,3994,23625,2128,11645,1987,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
