GEO_ID,B10058_001E,B10058_001M,B10058_002E,B10058_002M,B10058_003E,B10058_003M,B10058_004E,B10058_004M,B10058_005E,B10058_005M,B10058_006E,B10058_006M,B10058_007E,B10058_007M,B10058_008E,B10058_008M,B10058_009E,B10058_009M,B10058_010E,B10058_010M,B10058_011E,B10058_011M,NAME,B10058_001MA,B10058_001EA,B10058_002EA,B10058_002MA,B10058_003MA,B10058_003EA,B10058_004MA,B10058_004EA,B10058_005MA,B10058_005EA,B10058_006MA,B10058_006EA,B10058_007EA,B10058_007MA,B10058_008EA,B10058_008MA,B10058_009MA,B10058_009EA,B10058_010MA,B10058_010EA,B10058_011MA,B10058_011EA,state
0400000US13,253127,11483,117413,7010,62005,5052,50479,4829,11526,1675,55408,4848,135714,8051,48511,4678,21638,3266,26873,3043,87203,5917,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,56434,4533,27673,2888,6763,1401,4783,1099,1980,735,20910,2521,28761,3073,4929,1098,1013,432,3916,1114,23832,2849,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26093,3318,14393,2414,6036,1642,4172,1193,1864,892,8357,1796,11700,1951,4686,1061,1572,676,3114,900,7014,1602,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,280388,9963,141485,7476,58164,3491,44692,2959,13472,2021,83321,6492,138903,6877,39982,3560,14952,2079,25030,2823,98921,5341,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,125802,6897,68491,5300,38031,4245,31253,4076,6778,1094,30460,3002,57311,4124,22598,2317,10156,1477,12442,1804,34713,3340,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39846,3580,24342,2691,10079,1565,7549,1261,2530,756,14263,2074,15504,2161,6007,1190,2390,657,3617,1057,9497,1462,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,47662,3875,27282,2978,14026,2015,10236,2065,3790,1053,13256,1904,20380,2252,8750,1463,2706,950,6044,1173,11630,1760,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,102198,6351,47174,4048,26917,2825,20802,2433,6115,1306,20257,2780,55024,3867,28353,2868,14054,2112,14299,1855,26671,2733,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,121490,6557,59093,4759,36682,4182,28416,3248,8266,1843,22411,2367,62397,4370,29977,3195,13072,1945,16905,2297,32420,3523,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19196,2273,10642,1873,4015,855,2980,800,1035,358,6627,1610,8554,1411,2726,819,855,337,1871,741,5828,1235,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,143000,6535,78495,5574,28884,2722,22196,2424,6688,1278,49611,4806,64505,4352,17655,2500,7308,1409,10347,1826,46850,3988,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,125145,6993,61137,4959,21124,2833,15454,2493,5670,1089,40013,4299,64008,4607,14884,2190,5242,1412,9642,1764,49124,4339,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,176089,6901,79958,4795,33288,3238,26587,3025,6701,1158,46670,3915,96131,4515,29578,2262,12136,1566,17442,1838,66553,3892,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67482,3620,38894,2966,17241,2047,12805,1926,4436,958,21653,2188,28588,2364,8305,1258,3937,920,4368,1039,20283,2194,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,90331,5971,44858,3782,27942,2984,23715,2907,4227,807,16916,2712,45473,3751,22752,2336,11182,1915,11570,1647,22721,2856,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,118355,6255,61391,4228,33020,3355,25078,2997,7942,1384,28371,3320,56964,4036,23866,2623,9442,1633,14424,1800,33098,3161,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16691,2381,8779,1303,4631,949,3154,818,1477,499,4148,965,7912,1741,3182,1164,1538,795,1644,648,4730,1369,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25961,2788,15093,1985,7649,1465,5593,1315,2056,545,7444,1349,10868,1672,2685,657,1239,464,1446,429,8183,1622,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,74960,5487,36253,3748,16046,2499,12065,2256,3981,1054,20207,2625,38707,3459,9640,1642,3468,1034,6172,1304,29067,2938,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21165,2644,12193,2002,4921,1288,3780,1165,1141,538,7272,1676,8972,1345,3310,965,1466,696,1844,715,5662,1178,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,201647,6480,95637,4830,33575,3733,22242,2778,11333,2058,62062,3752,106010,4938,19457,2273,7048,1444,12409,1853,86553,4754,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,59243,4556,30153,3364,15218,2299,10825,2037,4393,1106,14935,2120,29090,3011,12114,1883,4988,1188,7126,1424,16976,2582,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,438605,12376,194348,7327,73619,4640,54048,4570,19571,1896,120729,6531,244257,9897,53284,4120,21563,2692,31721,3104,190973,8218,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,202473,7806,101646,5837,54182,4373,43088,4016,11094,1735,47464,3807,100827,5372,37625,3155,13960,1701,23665,2690,63202,4422,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8694,1714,5435,1442,2235,737,1507,559,728,424,3200,1251,3259,864,1331,594,818,493,513,247,1928,636,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,219979,8358,112257,6002,55609,4217,44351,3786,11258,1703,56648,4281,107722,5663,43368,3473,22538,2705,20830,2163,64354,4292,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,90496,5188,45900,3424,23969,2272,18866,2116,5103,894,21931,2301,44596,3123,20421,2102,10630,1555,9791,1176,24175,2583,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,68037,5479,34239,3812,12453,2090,9302,2096,3151,825,21786,2997,33798,3711,9802,1921,4408,1323,5394,1383,23996,3182,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,241967,9826,119116,5651,51937,3903,41117,3659,10820,1683,67179,4635,122851,6522,41027,3400,19389,2361,21638,2173,81824,5089,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20705,2429,10351,1632,3615,1212,3080,1193,535,307,6736,1342,10354,1976,1851,842,1284,777,567,338,8503,1724,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,118108,6829,55947,4440,32496,3163,25593,3078,6903,1111,23451,2882,62161,4795,25774,3341,11307,2029,14467,2327,36387,3501,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13842,1550,8235,1283,4607,923,3792,870,815,354,3628,955,5607,985,3197,760,1714,615,1483,412,2410,679,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,155459,6580,78830,5296,43066,3431,31764,3122,11302,1417,35764,3280,76629,4716,32847,3026,15635,1856,17212,2330,43782,3746,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,760334,17940,403179,13281,191201,9287,150692,7892,40509,3788,211978,9166,357155,9953,117182,6110,55536,4173,61646,4323,239973,8800,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60612,4724,34287,3570,11134,2002,7238,1534,3896,957,23153,2935,26325,2823,7007,1201,2157,578,4850,1136,19318,2361,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7887,1494,4858,1026,1478,403,1050,366,428,220,3380,923,3029,869,1338,611,628,490,710,383,1691,560,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,185895,7443,92947,6098,39196,3818,30153,3375,9043,1581,53751,4536,92948,5476,26529,2265,10355,1340,16174,1841,66419,4794,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,124091,7179,60289,4126,27463,2589,21858,2244,5605,1303,32826,3202,63802,5132,15651,2337,6936,1686,8715,1481,48151,4239,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,38607,3553,18819,2557,11621,1928,9368,1699,2253,789,7198,1710,19788,2435,9808,1723,4857,1082,4951,1335,9980,1564,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,72819,4602,39931,3395,17020,2062,13660,1757,3360,806,22911,2459,32888,2877,10392,1581,5718,1306,4674,836,22496,2330,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8562,1700,4852,1290,2974,939,2561,934,413,269,1878,790,3710,943,1593,638,552,281,1041,581,2117,692,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,111750,6747,29518,3353,15685,2208,12130,1929,3555,962,13833,2498,82232,5018,35211,3764,16406,2520,18805,2594,47021,3886,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
