GEO_ID,C15002D_001E,C15002D_001M,C15002D_002E,C15002D_002M,C15002D_003E,C15002D_003M,C15002D_004E,C15002D_004M,C15002D_005E,C15002D_005M,C15002D_006E,C15002D_006M,C15002D_007E,C15002D_007M,C15002D_008E,C15002D_008M,C15002D_009E,C15002D_009M,C15002D_010E,C15002D_010M,C15002D_011E,C15002D_011M,NAME,C15002D_001EA,C15002D_001MA,C15002D_002EA,C15002D_002MA,C15002D_003EA,C15002D_003MA,C15002D_004EA,C15002D_004MA,C15002D_005EA,C15002D_005MA,C15002D_006MA,C15002D_006EA,C15002D_007MA,C15002D_007EA,C15002D_008EA,C15002D_008MA,C15002D_009MA,C15002D_009EA,C15002D_010MA,C15002D_010EA,C15002D_011EA,C15002D_011MA,state
0400000US24,248930,2903,113319,1829,10594,1813,12292,1881,18008,2206,72425,3139,135611,2049,15416,1795,19442,2101,21182,1852,79571,3061,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,256749,2797,121078,1655,14748,1574,20064,2469,12355,1809,73911,3051,135671,2040,20256,2064,20013,2495,16070,2102,79332,3324,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,167246,2450,80146,1590,7405,1358,8291,1391,11127,1551,53323,2428,87100,1652,12223,1490,11038,1376,13468,2074,50371,2164,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,134728,1969,62607,1400,8702,1143,10506,1326,14427,1674,28972,1922,72121,1380,15926,1770,11647,1708,14741,1758,29807,2452,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18130,1568,8790,1222,1303,568,1786,778,2167,878,3534,802,9340,901,1605,573,2190,865,2319,731,3226,816,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,66504,2274,29362,1463,3140,735,4470,1289,3397,950,18355,1536,37142,1685,5026,870,6060,1069,6392,1369,19664,1389,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4196,878,1621,505,165,188,385,239,324,234,747,398,2575,691,240,198,908,433,428,281,999,471,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,23073,1079,11197,776,2286,636,2148,654,1774,580,4989,913,11876,698,2795,702,2364,593,1946,765,4771,663,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,157488,2820,67999,1988,7303,1454,13640,2027,22219,1999,24837,1968,89489,1597,12960,1689,17472,1948,27504,2424,31553,2347,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,19816,1382,9083,939,415,275,1211,702,1147,542,6310,862,10733,923,1667,536,1486,581,2368,884,5212,1001,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,557498,3593,267306,2043,15100,1810,25443,3077,34555,2976,192208,4102,290192,2450,27011,2512,33433,3065,34492,3159,195256,5019,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,19355,1477,7861,998,1304,564,888,521,1232,591,4437,1027,11494,1082,1255,539,2116,687,2826,873,5297,970,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1083650,5661,507234,3834,101456,4650,86774,4609,80781,4353,238223,6164,576416,3531,134539,5719,99385,4087,83553,4850,258939,6257,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,152196,3215,69579,2000,8563,1244,9581,1647,10840,1885,40595,2625,82617,2191,14434,1565,12074,1530,15917,2162,40192,2327,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5804,1226,2741,958,366,293,1043,604,481,449,851,441,3063,686,799,352,487,329,378,309,1399,543,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,139547,2907,67006,2095,7383,1338,7042,1294,8020,1366,44561,2618,72541,1829,11061,1690,12177,1911,8916,1285,40387,2467,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,44502,1703,19916,1120,3652,872,3938,947,3405,822,8921,1046,24586,1246,5910,951,5394,888,4201,888,9081,1034,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,104247,2744,45918,1799,6990,1038,6497,1410,10506,1841,21925,1841,58329,1733,10277,1326,8595,1533,15428,1566,24029,1872,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,251636,3479,117825,2338,18338,2393,17777,2224,14521,1972,67189,2661,133811,2232,26069,2272,24580,2789,17117,2024,66045,3063,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20563,1681,9605,832,1700,636,1072,612,1885,742,4948,884,10958,1128,2455,594,2178,614,2174,726,4151,831,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,42016,2412,18188,1737,2123,820,2688,837,4643,1125,8734,1301,23828,1476,3631,786,6011,1056,5332,1195,8854,1387,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4728,792,1860,546,312,266,332,242,330,206,886,411,2868,580,602,319,834,441,545,335,887,402,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,67542,2424,30920,1495,3353,920,3851,1318,6201,1199,17515,1962,36622,1672,6127,1207,6004,1156,6807,1279,17684,2144,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,730288,6783,345405,4132,33431,2858,41188,3748,58562,4585,212224,5744,384883,4082,53341,3143,58939,4565,66183,4469,206420,5559,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,40756,1745,18055,1122,1832,655,2822,728,4026,889,9375,982,22701,1187,3530,1051,4123,777,4579,1073,10469,1523,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4337,756,1858,474,286,227,154,169,245,173,1173,507,2479,544,395,290,246,211,724,373,1114,421,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,329810,3977,150494,2628,11512,1826,17886,2341,25955,2591,95141,3890,179316,2725,23058,2184,26101,2766,33263,2617,96894,3741,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,370554,4791,162948,2898,19662,2145,23513,2716,36665,2815,83108,3794,207606,3005,34395,3128,36518,3734,45005,3141,91688,3669,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,6403,1074,2808,684,48,92,198,169,623,430,1939,527,3595,696,466,287,617,365,592,364,1920,445,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,78595,1721,36500,1358,5585,1083,6416,1186,6862,1124,17637,1478,42095,1394,8048,1166,7954,1082,7342,1513,18751,1716,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4626,1181,2202,1032,0,193,263,207,472,496,1467,960,2424,583,281,282,801,347,448,312,894,488,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,7422,1625,1759,819,816,518,372,326,322,415,249,325,5663,1266,2056,802,1208,530,1169,584,1230,607,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
