GEO_ID,C24010G_001E,C24010G_001M,C24010G_002E,C24010G_002M,C24010G_003E,C24010G_003M,C24010G_004E,C24010G_004M,C24010G_005E,C24010G_005M,C24010G_006E,C24010G_006M,C24010G_007E,C24010G_007M,C24010G_008E,C24010G_008M,C24010G_009E,C24010G_009M,C24010G_010E,C24010G_010M,C24010G_011E,C24010G_011M,C24010G_012E,C24010G_012M,C24010G_013E,C24010G_013M,NAME,C24010G_001EA,C24010G_001MA,C24010G_002EA,C24010G_002MA,C24010G_003EA,C24010G_003MA,C24010G_004EA,C24010G_004MA,C24010G_005MA,C24010G_005EA,C24010G_006EA,C24010G_006MA,C24010G_007EA,C24010G_007MA,C24010G_008MA,C24010G_008EA,C24010G_009MA,C24010G_009EA,C24010G_010MA,C24010G_010EA,C24010G_011MA,C24010G_011EA,C24010G_012EA,C24010G_012MA,C24010G_013MA,C24010G_013EA,state
0400000US19,15995,2064,8252,1407,2344,762,1207,425,1238,474,1640,592,1823,668,7743,1696,2753,1048,2442,749,2156,894,14,35,378,232,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,30778,2543,15999,1936,4668,989,2572,722,3305,1162,2320,894,3134,961,14779,1766,4908,988,3790,1009,4772,1233,161,189,1148,494,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,24302,2393,11751,1667,2727,808,1867,799,2700,944,1190,604,3267,998,12551,1830,5135,1201,2939,1039,3384,955,58,76,1035,585,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,21736,2721,11222,1993,3243,936,1715,717,1586,661,2006,759,2672,826,10514,1939,3498,894,3592,1021,2928,1046,142,235,354,231,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,8908,1398,4588,1000,1068,462,923,704,737,395,1113,519,747,336,4320,917,1747,714,1295,413,1013,413,0,165,265,209,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,57582,5118,28315,3136,11558,1671,4794,1271,5260,1323,3433,906,3270,1020,29267,3248,13132,2186,5145,1217,9616,1300,122,124,1252,751,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,76360,5031,41439,3962,11673,1741,12946,2228,5861,1416,4563,1139,6396,1345,34921,2742,12564,1992,11151,1772,9201,1383,33,57,1972,856,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,77492,3891,35610,2698,10009,1380,8234,1663,5862,1106,3999,1005,7506,1261,41882,2830,11132,1133,12192,1792,15130,1897,198,193,3230,852,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,43450,3454,21837,2472,6627,1239,5176,1292,4302,970,1841,595,3891,909,21613,2175,8104,1237,6356,1233,6092,1009,140,120,921,418,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,6196,1486,3533,927,1392,566,347,297,506,444,594,296,694,386,2663,926,772,421,779,390,997,550,50,86,65,70,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,46165,4283,23237,2807,5908,1106,4587,1259,4752,1162,3377,1027,4613,1360,22928,2677,8239,1455,6269,1203,6848,1285,270,197,1302,578,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8432,1632,3861,954,1071,490,683,455,682,479,909,409,516,299,4571,1203,1154,541,1389,515,1522,819,205,182,301,265,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,14808,2186,6227,1510,1181,777,1283,623,1218,607,1465,444,1080,586,8581,1449,2125,658,2976,994,3085,831,5,11,390,267,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,38079,3531,17836,2488,4915,1084,4364,1322,3810,1136,2371,744,2376,673,20243,2287,5039,1183,6568,1401,7602,1487,87,145,947,544,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,8874,1708,4837,1258,1225,601,770,372,823,523,554,542,1465,759,4037,943,1495,679,974,544,1407,485,0,185,161,153,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,74713,6101,39818,4045,9906,1489,8780,2046,9444,1706,3270,1165,8418,1494,34895,3401,13083,1808,7256,1608,12475,1923,175,239,1906,630,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22931,2968,11313,1878,3534,911,2940,1063,2060,771,1591,521,1188,641,11618,1764,5198,1091,2697,916,3433,1032,0,195,290,240,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,198805,9900,101378,6538,31511,3147,24481,2734,18394,2045,11886,1878,15106,2418,97427,6775,35945,4021,23908,2433,31342,2894,491,296,5741,1743,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,68072,4687,32255,3234,8914,1698,6231,1382,5393,1229,6203,1997,5514,1286,35817,3600,12314,1873,10885,1767,10239,1721,130,156,2249,909,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5459,1245,2809,804,476,328,772,559,137,119,906,687,518,339,2650,993,734,500,619,227,1195,746,0,149,102,95,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,83033,4384,39982,3241,10920,1901,8206,1670,7458,1501,4712,1452,8686,1636,43051,2777,15246,2107,11689,1801,13392,1933,146,203,2578,838,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,98051,4137,50727,2624,11411,1360,8980,1180,8625,1121,11525,1318,10186,1113,47324,2860,17072,1689,11000,1261,16530,1695,315,147,2407,606,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,54803,3842,23892,2438,7640,1361,4430,1210,4620,1226,3180,796,4022,1063,30911,2721,10910,1728,8089,1677,9750,1681,419,384,1743,838,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,74161,3842,37754,2973,10157,1344,6586,1339,7499,1450,4204,990,9308,1560,36407,2696,13702,1482,9118,1294,11225,1396,412,363,1950,637,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,8104,2035,3468,1064,1649,832,696,362,752,442,197,212,174,129,4636,1441,1927,728,981,697,1557,738,0,210,171,177,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,25377,2822,13067,2008,3545,1002,2340,942,2158,803,1818,596,3206,1293,12310,1706,3851,1027,2875,1072,4464,1286,277,209,843,591,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7076,1451,3908,1005,956,434,501,296,629,389,739,424,1083,585,3168,941,1144,464,771,449,1027,549,10,18,216,177,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,35518,3820,19252,2463,5172,1159,2728,861,4152,1338,2926,1023,4274,1051,16266,2555,6095,1594,2439,922,5978,1361,176,151,1578,889,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,218742,9235,110043,6986,35175,2968,18285,2431,20029,2752,15961,2335,20593,2898,108699,5802,41974,4010,26149,2844,36804,3514,959,673,2813,689,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22042,2372,12081,1739,4098,1146,1746,566,2263,674,1621,612,2353,849,9961,1565,3242,903,2306,757,3441,1010,194,187,778,439,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3520,828,1471,489,272,237,463,297,205,218,234,186,297,209,2049,706,811,410,815,465,349,181,0,151,74,124,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,87529,5700,44999,3795,18119,2322,7476,1471,8255,1849,6355,1688,4794,1014,42530,3606,17891,2291,11018,1883,10885,1776,182,181,2554,1089,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,113241,5575,56395,3812,17960,2014,9981,1889,9276,1452,9235,1731,9943,1578,56846,3920,21395,2586,14115,2059,18100,2197,813,620,2423,852,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8393,1275,3947,899,1058,478,873,306,536,334,725,318,755,476,4446,1056,1735,713,1111,528,1502,567,40,65,58,73,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,37459,2830,18579,1914,3974,909,4126,1191,4215,1199,2087,618,4177,899,18880,1951,5502,1049,6444,1151,5452,1162,415,379,1067,396,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5052,1422,2221,941,1056,707,305,315,291,260,238,274,331,255,2831,995,1481,557,466,378,831,598,41,98,12,27,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,104521,6878,53830,4421,12420,2476,13353,1876,9779,1926,10077,1669,8201,1516,50691,3534,19742,2259,11607,2141,16712,1843,721,544,1909,684,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
