B08513_005E,B08513_005M,B08513_006E,B08513_006M,B08513_007E,B08513_007M,B08513_008E,B08513_008M,B08513_009E,B08513_009M,B08513_010E,B08513_010M,B08513_011E,B08513_011M,B08513_012E,B08513_012M,B08513_013E,B08513_013M,B08513_014E,B08513_014M,B08513_015E,B08513_015M,B08513_016E,B08513_016M,B08513_017E,B08513_017M,B08513_018E,B08513_018M,B08513_019E,B08513_019M,B08513_020E,B08513_020M,B08513_021E,B08513_021M,B08513_022E,B08513_022M,B08513_023E,B08513_023M,B08513_024E,B08513_024M,B08513_025E,B08513_025M,B08513_026E,B08513_026M,B08513_027E,B08513_027M,B08513_028E,B08513_028M,B08513_029E,B08513_029M,B08513_030E,B08513_030M,B08513_031E,B08513_031M,B08513_032E,B08513_032M,B08513_033E,B08513_033M,B08513_034E,B08513_034M,B08513_035E,B08513_035M,B08513_036E,B08513_036M,B08513_037E,B08513_037M,B08513_038E,B08513_038M,B08513_039E,B08513_039M,B08513_040E,B08513_040M,B08513_041E,B08513_041M,B08513_042E,B08513_042M,B08513_043E,B08513_043M,B08513_044E,B08513_044M,B08513_045E,B08513_045M,B08513_046E,B08513_046M,B08513_047E,B08513_047M,B08513_048E,B08513_048M,B08513_049E,B08513_049M,B08513_050E,B08513_050M,B08513_051E,B08513_051M,B08513_052E,B08513_052M,B08513_053E,B08513_053M,B08513_054E,B08513_054M,B08513_055E,B08513_055M,B08513_056E,B08513_056M,GEO_ID,B08513_001E,B08513_001M,B08513_002E,B08513_002M,B08513_003E,B08513_003M,B08513_004E,B08513_004M,B08513_005EA,B08513_005MA,B08513_006MA,B08513_006EA,B08513_007MA,B08513_007EA,B08513_008EA,B08513_008MA,B08513_009MA,B08513_009EA,B08513_010EA,B08513_010MA,B08513_011EA,B08513_011MA,B08513_012MA,B08513_012EA,B08513_013MA,B08513_013EA,B08513_014EA,B08513_014MA,B08513_015MA,B08513_015EA,B08513_016MA,B08513_016EA,B08513_017MA,B08513_017EA,B08513_018MA,B08513_018EA,B08513_019EA,B08513_019MA,B08513_020EA,B08513_020MA,B08513_021EA,B08513_021MA,B08513_022MA,B08513_022EA,B08513_023MA,B08513_023EA,B08513_024EA,B08513_024MA,B08513_025EA,B08513_025MA,B08513_026MA,B08513_026EA,B08513_027EA,B08513_027MA,B08513_028MA,B08513_028EA,B08513_029EA,B08513_029MA,B08513_030EA,B08513_030MA,B08513_031EA,B08513_031MA,B08513_032EA,B08513_032MA,B08513_033EA,B08513_033MA,B08513_034MA,B08513_034EA,B08513_035EA,B08513_035MA,B08513_036EA,B08513_036MA,B08513_037EA,B08513_037MA,B08513_038MA,B08513_038EA,B08513_039EA,B08513_039MA,B08513_040EA,B08513_040MA,B08513_041MA,B08513_041EA,B08513_042EA,B08513_042MA,B08513_043EA,B08513_043MA,B08513_044EA,B08513_044MA,B08513_045MA,B08513_045EA,B08513_046EA,B08513_046MA,B08513_047EA,B08513_047MA,B08513_048MA,B08513_048EA,B08513_049EA,B08513_049MA,B08513_050MA,B08513_050EA,B08513_051MA,B08513_051EA,B08513_052EA,B08513_052MA,B08513_053EA,B08513_053MA,B08513_054MA,B08513_054EA,B08513_055MA,B08513_055EA,B08513_056MA,B08513_056EA,NAME,B08513_001EA,B08513_001MA,B08513_002EA,B08513_002MA,B08513_003EA,B08513_003MA,B08513_004EA,B08513_004MA,state
199151,9262,259397,8994,170671,7562,88726,5264,3418991,24013,3004833,22737,222157,8636,113860,7878,108297,6959,192001,8195,130763,6765,61238,4824,436504,14774,314304,11905,87593,7770,28801,3411,58792,6016,34607,3801,15823,1984,18784,2852,88821,6025,65638,5004,13848,2608,4254,1295,9594,2192,9335,2392,6201,2116,3134,1035,64066,5098,47338,3284,10772,3734,3215,1471,7557,2817,5956,1379,3697,1086,2259,877,69198,5365,50962,4265,13999,3031,2596,1005,11403,3078,4237,1293,2949,952,1288,825,208445,8238,183419,7487,11765,2246,8257,1799,3508,1311,13261,2114,11238,2037,2023,769,0400000US13,4286025,25812,3666494,25321,360134,8943,160983,8351,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,13
5137,1594,154945,7405,74344,5367,80601,5648,455034,8127,358817,8849,10200,1839,6360,1277,3840,1443,86017,5248,48102,4115,37915,3205,90318,5317,61514,4062,1683,655,1210,541,473,309,27121,3150,12139,1891,14982,2443,41119,3576,21242,2178,343,317,318,309,25,48,19534,2623,5392,1349,14142,2095,28121,2532,18228,2435,1186,606,750,458,436,326,8707,1849,2924,858,5783,1542,29094,3201,20559,2822,640,443,374,363,266,260,7895,1490,3294,987,4601,1275,29619,3070,23289,2854,659,446,562,416,97,167,5671,1259,2493,781,3178,1073,0400000US15,673305,7037,503649,8908,14711,2140,9574,1548,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,15
25357,2776,17781,2419,13038,1934,4743,1176,531908,9894,473200,9973,44832,3256,27084,2500,17748,2377,13876,2324,10278,1842,3598,1082,63044,4879,52163,4346,9264,2125,4233,1295,5031,1487,1617,626,1091,461,526,373,4529,1104,4093,1067,170,189,13,22,157,187,266,196,67,118,199,195,21149,2288,18743,2228,1684,725,782,571,902,388,722,423,463,292,259,272,14941,2041,13245,1686,1444,768,894,668,550,429,252,225,171,204,81,127,38378,3045,35252,3109,2078,798,1109,620,969,534,1048,548,968,527,80,133,0400000US16,673949,9425,596696,9918,59472,3268,34115,2835,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,16
370780,10893,596206,11897,383796,10316,212410,8767,4384980,27860,3448661,26813,524863,10010,293949,10564,230914,8427,411456,9956,267686,8200,143770,7369,493886,11657,309016,8630,122053,6567,47096,3741,74957,5615,62817,4444,35410,3386,27407,3196,547271,13985,404607,12236,80281,5624,43953,4004,36328,3409,62383,4364,41831,3741,20552,3534,185702,8401,134633,6753,28103,3266,13910,1762,14193,2528,22966,2872,15457,2278,7509,1836,98066,4733,73020,4135,15267,2308,7327,1538,7940,1589,9779,2032,6057,1335,3722,1200,250948,8615,206920,7656,17223,2645,10775,1908,6448,1585,26805,3275,17355,2328,9450,2029,0400000US17,5960853,22997,4576857,25198,787790,11636,417010,11953,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,17
62692,5136,102596,6312,71485,5141,31111,3208,2418842,18155,2258752,17678,92680,4747,52440,3809,40240,3823,67410,5528,47277,4419,20133,2695,260079,8370,215705,7187,27098,3310,9968,2281,17130,2778,17276,2234,11144,1708,6132,1402,29600,2776,24429,2664,2082,804,974,537,1108,481,3089,734,2095,634,994,457,58939,4231,51656,4059,3456,813,2114,776,1342,540,3827,1020,2594,882,1233,493,47565,4184,38542,3627,3264,1173,1211,512,2053,1008,5759,1137,4513,1002,1246,565,98636,5088,90951,4564,2450,1121,1631,1066,819,387,5235,1369,3862,1169,1373,616,0400000US18,2913661,17619,2680035,17321,131030,5653,68338,5005,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,18
30700,3148,50425,3946,31016,2927,19409,2349,1251692,11586,1175411,11548,41552,3384,21133,2730,20419,2915,34729,3026,22443,2308,12286,1676,134958,5054,114864,4833,12119,2128,4673,1180,7446,1483,7975,1619,3802,1049,4173,1144,17172,2248,14064,2139,610,350,204,184,406,323,2498,824,966,443,1532,786,57029,3354,51418,3154,2968,883,1629,718,1339,542,2643,896,2038,787,605,369,24589,2667,21910,2576,1567,569,538,344,1029,466,1112,431,590,305,522,250,64401,3558,62105,3446,828,466,767,466,61,63,1468,671,1177,602,291,316,0400000US19,1549841,9644,1439772,10185,59644,3660,28944,3059,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,19
43676,2930,48988,3686,33438,3061,15550,2077,1156572,11285,1050852,10848,67022,4423,37752,3628,29270,2618,38698,3038,26584,2627,12114,1738,130342,5373,105785,5050,18325,2005,7344,1327,10981,1682,6232,1322,4197,1133,2035,676,6744,1264,5634,1093,532,474,143,192,389,419,578,446,242,225,336,390,34350,2706,30378,2588,2418,678,1057,380,1361,594,1554,690,1274,627,280,313,20591,2079,17482,1857,2407,945,1154,600,1253,843,702,321,259,174,443,307,55406,3290,52934,3298,1248,565,826,502,422,255,1224,450,882,375,342,258,0400000US20,1404005,10889,1263065,10931,91952,4436,48276,3896,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,20
28726,3626,49246,3515,31818,2819,17428,2679,1573114,16406,1498373,15766,37985,3842,21902,2700,16083,2445,36756,3414,24658,2805,12098,2393,179046,6707,158623,6755,14408,2578,4031,1012,10377,2425,6015,1409,3175,754,2840,1136,18267,2316,16434,2186,435,437,369,382,66,121,1398,589,541,348,857,506,42430,3650,38775,3448,1816,790,1278,547,538,541,1839,527,1092,361,747,361,21325,2231,18867,2007,998,570,622,365,376,384,1460,625,990,482,470,362,59761,4269,56044,3780,1939,1328,653,375,1286,1245,1778,762,1362,639,416,284,0400000US21,1893943,15108,1787116,14564,57581,4604,28855,2803,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,21
45456,4009,88870,4783,67684,4627,21186,2341,1644426,14104,1519676,14396,56329,4451,32808,3674,23521,3272,68421,4228,53091,4030,15330,1953,194837,9158,163281,7508,19925,3264,5576,1627,14349,3017,11631,2382,7982,1840,3649,1334,26900,3207,23922,2742,2189,1471,370,272,1819,1456,789,318,669,284,120,149,34099,3054,28033,2662,3066,1157,1121,498,1945,972,3000,801,1969,712,1031,476,46508,3734,39069,3577,5141,1782,1824,894,3317,1546,2298,783,1630,720,668,336,47373,4325,43620,4230,1022,473,517,294,505,378,2731,970,2343,938,388,253,0400000US22,1994143,15690,1817601,16429,87672,4908,42216,3966,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,22
1090,611,28780,2451,22966,2441,5814,1234,474333,7462,449586,7258,3380,1040,2883,850,497,383,21367,2251,16815,2100,4552,1257,64912,4152,61674,4119,801,471,369,278,432,415,2437,766,1852,624,585,416,3782,945,3574,938,0,165,0,165,0,165,208,204,144,169,64,106,24463,2499,22507,2452,564,291,533,289,31,45,1392,485,1224,435,168,157,9535,1467,8141,1378,235,149,126,113,109,103,1159,672,863,573,296,327,35944,3056,33348,2743,379,366,358,362,21,45,2217,854,2068,885,149,147,0400000US23,612969,7120,578830,7222,5359,1105,4269,911,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,23
97861,5694,269787,8181,190371,7913,79416,4715,2045419,18957,1726037,17871,126622,6465,72493,5011,54129,4584,192760,7646,140335,7469,52425,3424,247036,8425,178695,7532,36895,3765,13697,2175,23198,3169,31446,2850,19405,2240,12041,1709,153181,7093,114160,5474,19463,3202,5964,1322,13499,2960,19558,1957,13141,1652,6417,1283,69307,4876,55122,4489,5439,1158,2154,682,3285,1029,8746,1853,5379,1268,3367,1368,34325,3435,28071,2784,3298,1352,1482,616,1816,1175,2956,923,2021,726,935,517,124944,5322,104639,4493,5984,1264,4050,1104,1934,797,14321,1722,10090,1369,4231,1073,0400000US24,2674212,19448,2206724,17402,197701,6860,99840,5795,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,24
113215,7108,471349,10558,306680,9522,164669,6137,2451965,23319,1996874,21130,151915,6863,99652,5124,52263,4480,303176,9427,204605,8001,98571,5105,253291,10179,167724,6924,31970,3533,13497,2235,18473,2445,53597,4773,27696,3408,25901,3062,332387,7900,220276,7572,46272,3784,20203,2539,26069,3273,65839,4390,41980,3775,23859,2771,157824,6637,115633,5879,17708,3165,9600,2147,8108,2020,24483,2398,16117,1752,8366,1805,56376,3994,39596,3462,8782,1897,3797,1002,4985,1482,7998,1477,5142,1075,2856,1010,147491,6136,123837,5315,7398,1581,4081,1094,3317,1066,16256,2268,11140,1727,5116,1346,0400000US25,3399334,22899,2663940,22810,264045,8574,150830,6001,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,25
43811,4109,254670,7838,171922,6188,82748,4503,3493387,21069,3208953,20350,84706,4824,57731,3773,26975,2971,199728,7043,136944,5376,62784,4398,371014,9661,319162,8915,21663,3125,10609,1587,11054,2330,30189,3639,16974,2158,13215,2442,63869,4769,57174,4779,2300,753,1483,617,817,457,4395,1166,2960,878,1435,662,91809,4774,80989,4670,4279,1243,1548,563,2731,1089,6541,1287,4610,948,1931,816,56020,3901,48150,3528,3020,1180,1369,517,1651,1057,4850,960,3283,792,1567,592,164515,6370,152868,5824,2680,800,2097,717,583,334,8967,1938,7151,1863,1816,608,0400000US26,4240614,19102,3867296,17703,118648,5455,74837,4154,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,26
49113,3764,172546,6228,113392,5193,59154,3403,2189446,12683,1997717,12038,68263,4027,37944,3684,30319,2605,123466,4852,81051,4364,42415,2845,238756,7828,199392,6729,16161,2566,5522,1141,10639,2427,23203,3269,14146,2504,9057,1648,99302,4167,83320,4244,6409,1506,2948,887,3461,1171,9573,1481,6323,1182,3250,1004,80977,4748,69664,4310,5119,1298,2155,676,2964,1059,6194,1385,4695,1191,1499,666,46266,3582,40968,3388,1876,691,825,330,1051,563,3422,873,2241,694,1181,558,135427,4577,126456,4401,2283,943,1604,783,679,387,6688,991,4936,875,1752,603,0400000US27,2790174,13036,2517517,13522,100111,4556,50998,3969,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,27
11749,1826,21414,2551,15030,2125,6384,1223,951366,13242,916706,13340,18778,2650,11363,1796,7415,1812,15882,2329,11332,1956,4550,1099,119796,6844,109340,6215,5983,1512,2339,960,3644,1099,4473,1377,3054,1094,1419,782,5056,1334,4046,1151,863,553,601,514,262,315,147,212,147,212,0,208,18185,2215,17643,2161,190,198,190,198,0,208,352,271,236,221,116,160,18236,2627,17309,2554,482,641,54,88,428,639,445,317,159,194,286,251,22785,2576,22361,2507,309,280,309,280,0,208,115,125,102,118,13,23,0400000US28,1135424,13277,1087405,13461,26605,2915,14856,2353,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,28
31321,3704,99605,5963,66396,4881,33209,3135,2299416,17448,2172924,18411,53841,4337,32948,3196,20893,3289,72651,4902,49144,3777,23507,2553,256151,8751,229938,7995,11454,1945,5006,1300,6448,1515,14759,2112,8622,1443,6137,1544,49276,3670,45927,3514,1053,498,474,316,579,341,2296,847,1058,669,1238,570,56269,4066,51571,3900,999,478,522,275,477,357,3699,853,2723,799,976,398,38212,3476,34328,3394,1715,798,769,413,946,579,2169,717,1679,656,490,286,114179,4710,106110,4843,4038,1089,2060,665,1978,880,4031,1008,3170,895,861,489,0400000US29,2813503,17093,2640798,17791,73100,5010,41779,3696,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,29
1543,568,11021,1567,9155,1469,1866,577,354929,7078,342637,6867,4654,907,3651,872,1003,458,7638,1228,6066,1099,1572,557,48207,3400,45936,3372,943,429,612,333,331,300,1328,556,1266,547,62,64,3111,886,3111,886,0,165,0,165,0,165,0,165,0,165,0,165,25084,2507,23989,2401,210,194,210,194,0,165,885,456,773,424,112,121,12291,1935,11830,1925,300,240,200,199,100,122,161,189,113,179,48,67,28478,2805,27012,2739,457,262,348,228,109,180,1009,401,937,411,72,78,0400000US30,472100,6676,454515,6596,6564,1006,5021,971,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,30
30521,2670,33385,2511,20152,1868,13233,2082,792843,7895,725957,8467,43112,3244,21198,2647,21914,2564,23774,2411,15524,1864,8250,1738,90098,5141,74115,4675,10534,1841,4261,1360,6273,1322,5449,1229,2519,818,2930,876,7284,1343,5792,1075,678,469,311,342,367,347,814,466,192,158,622,439,26217,2084,23024,1854,1331,645,364,237,967,595,1862,695,931,446,931,541,14103,1636,12757,1504,847,418,495,403,352,232,499,282,160,139,339,228,41789,2560,39484,2420,1318,648,670,372,648,418,987,380,826,336,161,196,0400000US31,972334,6986,881129,8174,57820,3743,27299,3284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,31
125138,7072,124669,5943,84019,4746,40650,3612,981286,13420,680723,10108,203562,7087,113788,6425,89774,5754,97001,5793,69048,4829,27953,2814,131358,5947,79071,4932,37343,3793,16214,2531,21129,2813,14944,2270,8337,1801,6607,1337,42186,3920,25389,2730,11537,2313,4305,1223,7232,1784,5260,1512,2036,772,3224,1403,27145,3183,19558,2473,5400,1228,3251,1042,2149,945,2187,767,968,450,1219,615,23879,2649,15160,2091,6850,1579,3168,1132,3682,1057,1869,772,1110,616,759,499,44378,3747,38384,3710,2586,789,1414,687,1172,479,3408,1145,2520,978,888,652,0400000US32,1250232,13247,858285,11039,267278,8139,142140,7085,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,32
5983,1227,35750,2944,26182,2700,9568,1582,517055,10432,477751,9320,12205,1595,8229,1392,3976,1086,27099,2607,20614,2407,6485,1266,52394,3893,45815,3776,2659,982,1231,542,1428,830,3920,1092,1486,439,2434,950,4295,1265,3487,1153,0,185,0,185,0,185,808,795,730,782,78,133,20588,2564,17603,2138,1195,757,757,506,438,430,1790,785,1708,786,82,84,7256,1549,6862,1450,169,193,169,193,0,185,225,195,225,195,0,185,36720,3085,34551,3060,261,181,120,100,141,154,1908,654,1419,522,489,438,0400000US33,638308,10110,586069,9233,16489,1696,10506,1608,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,33
320116,9902,565504,13889,372982,10908,192522,8814,2970924,24017,2191496,17505,374401,11182,228063,9292,146338,6860,405027,11798,281994,8717,123033,7126,322269,9134,161824,6941,94341,5788,31197,3411,63144,4934,66104,4450,32859,3176,33245,3190,220659,7687,103111,5432,78280,5541,30332,3374,47948,4688,39268,2941,24025,2279,15243,2362,120747,6196,59354,3728,42584,4389,13337,2374,29247,3447,18809,2925,10182,2003,8627,1699,83302,6036,34506,3214,38765,4807,11211,2310,27554,4120,10031,1856,5695,1405,4336,1047,166363,6258,125347,5625,14751,2035,8866,1677,5885,1141,26265,2956,18227,2534,8038,1490,0400000US34,3884264,26647,2675638,20708,643122,10963,323006,10536,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,34
69633,5400,60037,3430,48252,3199,11785,2165,681554,10800,446671,11281,191261,8344,138104,7609,53157,5154,43622,2954,35961,2833,7661,1834,92550,6095,56650,4246,28460,3753,18832,2908,9628,1919,7440,1517,5206,1099,2234,784,9193,1388,6154,1160,2245,826,1752,678,493,347,794,457,609,382,185,181,19135,2259,12107,1916,4366,1116,3266,942,1100,474,2662,820,2041,741,621,473,23315,2270,15921,2081,5996,1329,3831,1159,2165,787,1398,508,934,382,464,350,37815,3287,25051,2535,8643,1712,5553,1345,3090,960,4121,845,3501,746,620,370,0400000US35,863562,10736,562554,11302,240971,8562,171338,8273,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,35
