GEO_ID,B13002A_001E,B13002A_001M,B13002A_002E,B13002A_002M,B13002A_003E,B13002A_003M,B13002A_004E,B13002A_004M,B13002A_005E,B13002A_005M,B13002A_006E,B13002A_006M,B13002A_007E,B13002A_007M,NAME,B13002A_001MA,B13002A_001EA,B13002A_002MA,B13002A_002EA,B13002A_003MA,B13002A_003EA,B13002A_004MA,B13002A_004EA,B13002A_005EA,B13002A_005MA,B13002A_006EA,B13002A_006MA,B13002A_007EA,B13002A_007MA,state
0400000US13,1420689,6878,68896,5125,50859,4563,18037,2673,1351793,8351,669212,9010,682581,10468,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,74226,1796,4393,1045,3872,1026,521,355,69833,2084,35890,2605,33943,2391,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,332931,2770,19674,2361,15271,1889,4403,1324,313257,3287,156355,5218,156902,4966,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2201220,7829,107041,5055,75441,3944,31600,3617,2094179,8773,967765,9656,1126414,11508,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1287662,4948,65188,3984,42766,3302,22422,2519,1222474,6487,571453,8972,651021,9654,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,637636,3541,34052,2989,24230,2300,9822,1697,603584,4434,291186,5910,312398,5699,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,560011,3065,35398,2648,25317,2379,10081,1818,524613,3816,258484,5293,266129,5207,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,898239,3612,44739,3406,30874,2987,13865,1805,853500,4906,423169,6981,430331,7497,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,676222,3708,39423,3315,26194,2720,13229,1798,636799,5143,307399,8150,329400,8819,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,277127,1584,12581,1603,7845,1356,4736,1038,264546,2332,111409,3624,153137,4089,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,788888,5281,39346,3097,29438,2739,9908,1705,749542,5366,354213,7369,395329,6840,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1266538,5350,54830,3634,40845,3186,13985,2045,1211708,6079,491984,7843,719724,8936,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1766015,4424,89947,4801,58161,3575,31786,3531,1676068,6436,764327,8316,911741,9926,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1049937,3349,54673,3934,39935,3021,14738,2161,995264,4969,474351,6936,520913,7719,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,396344,2735,21103,2521,15071,2226,6032,1291,375241,3657,193568,4840,181673,5155,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1141729,4070,62198,3889,42646,3242,19552,2482,1079531,5371,521818,7481,557713,8293,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,196568,1883,10442,1595,7092,1244,3350,924,186126,2503,86734,3436,99392,3914,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,376995,2469,22417,2339,16888,1993,5529,1093,354578,3200,171481,4272,183097,3905,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,429928,5445,21883,2156,15100,1751,6783,1737,408045,5696,186339,5681,221706,6769,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,284520,2060,14673,2088,9524,1557,5149,1480,269847,2876,118588,4803,151259,5048,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1362372,8147,57079,3680,43746,3278,13333,1888,1305293,8935,599840,8929,705453,9334,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,350598,5583,21161,2409,12545,1965,8616,1608,329437,5822,140630,5099,188807,5309,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2950533,10971,136982,5910,104506,5771,32476,2653,2813551,11620,1194451,14164,1619100,15037,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1573449,6239,74216,4528,55772,3842,18444,2557,1499233,6926,756035,10388,743198,11107,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,145089,1314,8125,1519,5530,1115,2595,914,136964,1970,66505,2397,70459,2528,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2174047,5694,104078,4929,70833,3812,33245,3027,2069969,7183,948283,12549,1121686,11957,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,641831,2564,36853,2647,25744,2170,11109,1415,604978,3715,312055,4982,292923,5265,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,767029,4563,37665,3810,26505,3013,11160,1895,729364,5308,328844,7384,400520,7009,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2330872,7092,106402,4758,72768,3537,33634,3215,2224470,7974,992096,10666,1232374,10083,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,199464,2480,9151,1826,5509,1209,3642,1212,190313,2812,76043,3447,114270,3785,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,729036,4025,36005,3194,25315,2509,10690,2353,693031,4415,344651,7337,348380,7250,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,158433,1718,10355,1478,7098,1152,3257,754,148078,2167,73176,2809,74902,2619,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1173317,5056,56926,4092,38851,2968,18075,2542,1116391,6191,566963,8054,549428,8157,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4798180,16137,287222,8344,197616,7561,89606,5909,4510958,16185,2194325,19203,2316633,21231,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,626087,4440,45654,3068,39215,2797,6439,1362,580433,5420,307797,5490,272636,5544,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,134616,1024,4936,809,3616,736,1320,455,129680,1288,53566,2184,76114,2391,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1357361,5236,66013,3249,49942,3335,16071,2313,1291348,5903,635294,8474,656054,9390,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1248114,5719,59511,4253,43612,3605,15899,2057,1188603,6435,552695,9572,635908,9413,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,384932,2043,15383,1790,9392,1347,5991,1315,369549,2663,171212,4698,198337,4969,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1120873,3687,53293,3501,38832,2957,14461,1611,1067580,4765,492116,7274,575464,8298,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,119151,2097,6291,1105,4671,960,1620,579,112860,2285,56667,3184,56193,3368,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,622089,8625,22904,2389,10051,1621,12853,1870,599185,8849,200126,7090,399059,8565,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
