B14006_003E,B14006_003M,B14006_004E,B14006_004M,B14006_005E,B14006_005M,B14006_006E,B14006_006M,B14006_007E,B14006_007M,B14006_008E,B14006_008M,B14006_009E,B14006_009M,B14006_010E,B14006_010M,B14006_011E,B14006_011M,B14006_012E,B14006_012M,B14006_013E,B14006_013M,B14006_014E,B14006_014M,B14006_015E,B14006_015M,B14006_016E,B14006_016M,B14006_017E,B14006_017M,B14006_018E,B14006_018M,B14006_019E,B14006_019M,B14006_020E,B14006_020M,B14006_021E,B14006_021M,GEO_ID,B14006_001E,B14006_001M,B14006_002E,B14006_002M,B14006_003MA,B14006_003EA,B14006_004MA,B14006_004EA,B14006_005EA,B14006_005MA,B14006_006MA,B14006_006EA,B14006_007MA,B14006_007EA,B14006_008MA,B14006_008EA,B14006_009MA,B14006_009EA,B14006_010MA,B14006_010EA,B14006_011MA,B14006_011EA,B14006_012EA,B14006_012MA,B14006_013MA,B14006_013EA,B14006_014MA,B14006_014EA,B14006_015MA,B14006_015EA,B14006_016EA,B14006_016MA,B14006_017MA,B14006_017EA,B14006_018EA,B14006_018MA,B14006_019MA,B14006_019EA,B14006_020MA,B14006_020EA,B14006_021EA,B14006_021MA,NAME,B14006_001MA,B14006_001EA,B14006_002EA,B14006_002MA,state
664507,19028,41762,3852,43952,4592,146676,7622,137591,8920,124594,7319,144507,7885,25425,3949,1059651,22501,7624413,35165,2007670,25631,137936,6089,97897,5814,401847,10818,432447,10624,441752,8246,395888,12211,99903,4786,5616743,24287,0400000US13,9348571,8644,1724158,33792,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,13
47099,5717,1879,766,3155,931,9035,1959,7690,1744,8918,1957,14117,2599,2305,747,95182,6864,1173127,10078,279532,7043,17533,1933,15994,1881,54044,3335,55965,3013,56607,2569,64248,3952,15141,2121,893595,7552,0400000US15,1315408,2435,142281,10009,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,15
96334,8228,3167,793,6254,1869,17072,2370,17164,3111,17236,2379,32805,3376,2636,685,136516,9050,1287449,14818,326051,8670,17800,2126,16767,2143,78313,4688,77853,4646,74274,3572,47768,4143,13276,1685,961398,9539,0400000US16,1520299,3510,232850,14717,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,16
682003,18431,43925,3545,38456,3289,141518,7479,136577,7670,129976,5573,153194,7660,38357,3703,1064607,19880,10378597,31809,2622745,22204,175438,6324,129763,6331,519087,10618,543947,8315,579840,8795,523496,10726,151174,6715,7755852,26815,0400000US17,12125207,6968,1746610,32766,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,17
360833,12358,19921,2716,20413,1846,81764,5116,69368,4617,62076,3970,93602,5432,13689,2126,591862,15698,5177697,22573,1262473,16798,79226,4869,61481,4216,269862,7312,283017,7171,285660,6554,231119,7062,52108,3352,3915224,15686,0400000US18,6130392,5283,952695,22109,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,18
151487,7948,7547,1407,8435,1446,26076,2701,23354,2785,25197,2477,52909,4266,7969,1530,208669,7596,2521312,13014,608297,8096,47500,3142,36111,2687,132465,4094,131002,4057,135710,3940,94723,4798,30786,2613,1913015,9790,0400000US19,2881468,3302,360156,12724,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,19
152347,9438,8931,1848,9883,1328,29787,2884,23749,3069,25701,2709,47329,4401,6967,1861,213573,8595,2326645,15548,607446,10106,37646,2810,34935,2709,130232,4611,127471,4986,136647,4211,106763,5674,33752,3074,1719199,11305,0400000US20,2692565,4007,365920,15962,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,20
259324,11177,14052,1752,17630,2728,57134,4611,55305,4509,44512,3833,62418,4391,8273,1624,495970,11394,3357083,19447,791875,11685,46967,3138,38503,2892,163682,5766,175408,6372,177788,5132,149018,6974,40509,3354,2565208,14361,0400000US21,4112377,5210,755294,18746,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,21
300835,12782,23625,2931,20000,2632,72923,5130,64762,5319,49640,4564,58766,4497,11119,1969,532594,15895,3483256,22884,826629,14616,56926,3832,45451,3337,184170,6781,181136,6777,177279,6067,149507,7211,32160,2776,2656627,15156,0400000US22,4316685,5375,833429,23125,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,22
50716,4761,2118,680,2343,824,10528,1637,9033,1567,11748,2006,12879,2064,2067,658,122262,5615,1084319,8639,227767,5709,12439,1670,11381,1702,45851,3098,51696,3289,53277,2173,41482,2774,11641,1548,856552,6257,0400000US23,1257297,2366,172978,8221,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,23
190141,9948,12264,2270,11840,1875,37853,4209,35052,3706,36607,3232,46661,4700,9864,1695,361461,12437,5026888,18149,1302007,14671,79047,3854,68124,3488,245415,5987,253845,7036,271814,5888,284886,7965,98876,5809,3724881,15655,0400000US24,5578490,5616,551602,18565,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,24
273506,12046,15538,2480,14006,2062,46048,4001,50191,4136,53902,4203,68478,6175,25343,3120,458758,13838,5513804,22575,1316671,16772,95296,4671,64654,3909,250467,7055,264096,7403,285192,5924,251466,7978,105500,5423,4197133,14804,0400000US25,6246068,6157,732264,22124,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,25
579184,14956,29402,2967,31644,2693,115476,4998,110710,4809,109722,6066,158599,6943,23631,2548,972929,16059,7791295,24469,1898678,14636,108668,3919,93046,4936,365967,7701,395698,6632,430412,7141,402564,9151,102323,4053,5892617,17351,0400000US26,9343408,6171,1552113,24554,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,26
219349,8529,10526,1661,11893,1728,43130,3472,35666,2866,34863,3341,73392,5154,9879,1808,340436,9919,4531622,15966,1119414,11209,77523,3980,58443,3550,236012,5973,244014,5968,255670,4329,190216,5418,57536,3877,3412208,12732,0400000US27,5091407,4642,559785,15511,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,27
249402,10692,19576,2420,18593,2144,58029,4463,49838,3853,45542,3247,52293,4781,5531,1367,407133,14693,2131972,21184,521224,12156,31172,2849,28173,3184,108944,5002,110612,5236,114186,5089,103886,5452,24251,2360,1610748,15205,0400000US28,2788507,5403,656535,21105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,28
322392,13249,20254,2404,18887,2362,68315,5097,61091,4383,55111,3864,78308,6132,20426,2353,554694,14001,4771604,23583,1143158,15788,79570,3961,59138,3679,231510,7765,248984,6912,246893,5252,215027,7256,62036,4049,3628446,15201,0400000US29,5648690,5995,877086,23685,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,29
55185,5634,2814,1069,4168,1071,9760,1509,9162,1795,8271,1587,19847,2921,1163,588,100285,5605,799502,9102,171793,5474,9448,1377,10516,1516,37182,2336,38809,2792,39730,2237,27630,2986,8478,1562,627709,6979,0400000US30,954972,1981,155470,9039,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,30
91527,5952,5104,1118,5349,1223,17259,2517,13236,1883,15015,1970,30841,3104,4723,1120,129907,6427,1520310,10721,396964,7581,26437,1975,21025,1718,84655,3822,86436,3796,84979,2909,70243,3645,23189,2217,1123346,7837,0400000US31,1741744,2507,221434,10208,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,31
141981,9182,6161,1681,7655,1300,34987,3587,31297,3880,30201,3435,27680,3618,4000,1189,265355,11131,2242932,17172,527506,10778,23487,2516,27903,3031,117135,5871,110053,4570,120742,4494,105806,5044,22380,2524,1715426,12017,0400000US32,2650268,3599,407336,17175,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,32
33329,4445,1642,717,1731,600,6052,1516,5209,1166,7012,1662,9535,2254,2148,879,73399,5910,1137776,9440,257865,6556,16994,2150,12330,1669,55116,3051,55023,3553,60707,2788,41806,3704,15889,1973,879911,7504,0400000US33,1244504,2615,106728,8368,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,33
327962,12088,27767,2973,23890,3382,73670,4885,66937,4575,66969,4603,55653,4584,13076,2021,610069,17216,7480648,26322,1857575,17106,137204,4957,94492,4683,355496,7525,393079,8886,409660,7993,365333,8897,102311,5245,5623073,18894,0400000US34,8418679,6364,938031,25709,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,34
159502,7915,7608,1493,11475,2072,39090,3442,30832,2774,30591,3138,35394,3816,4512,1160,260305,9296,1545359,13662,391726,8816,21075,2320,18025,2242,77578,4075,79603,4351,85860,3770,85769,5431,23816,2812,1153633,12214,0400000US35,1965166,3569,419807,13533,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,35
1030418,22033,59093,4339,57649,4853,222288,7945,208248,8270,209018,8009,217825,10433,56297,5017,1866049,28021,15557637,40151,3645647,26606,231112,6879,174247,6345,686839,12117,727320,11579,783775,9765,793057,14532,249297,7550,11911990,32446,0400000US36,18454104,9185,2896467,40569,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,36
601621,18071,31232,3214,36973,3608,130693,6961,115479,7027,115809,6384,150944,7243,20491,2670,1016405,19638,7626205,30256,1835904,19680,111971,5750,99477,4945,371282,8109,389651,9794,396888,7661,369101,10563,97534,4658,5790301,25062,0400000US37,9244231,7295,1618026,29061,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,37
31887,3227,1882,1042,1200,457,4006,733,4109,995,2407,732,16671,2328,1612,692,46654,3309,591919,5278,135115,3698,9767,1472,8315,1203,29920,2372,29326,2681,28438,1363,23143,2170,6206,1342,456804,4915,0400000US38,670460,1601,78541,4827,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,38
624868,18721,34630,3417,36434,3283,136131,7598,126640,7527,113656,6552,151190,6651,26187,2695,1061785,21120,9165458,33444,2167322,20166,146364,5811,105810,5042,434108,8301,470556,9537,497040,8319,399905,9972,113539,5099,6998136,22833,0400000US39,10852111,8624,1686653,34041,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,39
216537,7708,16724,1791,15855,1667,50884,3145,43434,2534,39164,2831,43257,3325,7219,1366,369132,8825,2998900,12536,734591,9567,48469,2998,43628,2433,161623,4247,161023,4709,157866,3822,131487,4977,30495,2668,2264309,9215,0400000US40,3584569,4151,585669,12946,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,40
223137,10061,10052,2198,14075,2362,37934,3662,36636,3617,35560,3379,77255,4796,11625,2374,385178,13603,3113705,19187,698747,11327,41655,3526,33901,2992,144201,5371,151093,5656,156922,4030,137288,7056,33687,2969,2414958,15593,0400000US41,3722020,4571,608315,18564,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,41
549045,17542,31098,3290,33978,3485,110636,6312,100340,5306,109043,5270,134178,7465,29772,3217,1046034,23406,10345842,36688,2282391,21863,151841,6045,109342,4847,472433,8233,496178,9479,526908,6913,393037,9503,132652,5578,8063451,26126,0400000US42,11940921,6991,1595079,35859,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,42
48233,4442,1843,728,2187,805,10396,1784,8325,1741,10157,2114,12323,2062,3002,1080,86703,6257,844378,8683,187734,5834,10945,1527,8114,1464,34294,2707,38842,2550,41912,2615,39925,3252,13702,2035,656644,7539,0400000US44,979314,2381,134936,8515,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,44
289955,11204,17037,2239,20968,2636,70429,5908,53294,4053,54834,4203,64211,4900,9182,1905,514968,13716,3661203,21071,854450,13298,45630,3725,50172,3656,175427,6361,175580,6916,188894,6259,170045,6216,48702,4287,2806753,15375,0400000US45,4466126,4958,804923,19751,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,45
41173,4003,2383,675,2759,577,8487,1308,6637,1343,7904,1488,11723,2143,1280,668,68046,4094,670188,6413,163579,4698,10270,1500,10691,1195,36882,2202,35697,2146,35497,1662,25562,2416,8980,1396,506609,4948,0400000US46,779407,1977,109219,6201,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,46
366646,11354,20693,2509,23927,2737,86723,4989,78729,4989,70704,4772,71936,5364,13934,2404,687427,17583,5051281,22993,1156605,16172,64657,4040,61274,4268,239403,8410,252026,7525,263450,6169,216887,9304,58908,4527,3894676,18427,0400000US47,6105354,5709,1054073,23952,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,47
1703707,31423,111560,6309,109866,6471,413960,11531,374115,11342,316093,12329,327473,10641,50640,4871,2529943,38785,20508244,59914,5502417,42787,339003,10775,309443,10634,1184605,15775,1188529,19438,1181131,16497,1060143,20691,239563,9434,15005827,39200,0400000US48,24741894,13128,4233650,60811,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,48
149847,8494,5854,1099,7955,1477,29281,2770,23396,2847,26865,2930,51655,4674,4841,1113,186913,10458,2366870,15708,765475,10943,51291,3243,44421,3104,168664,5180,164195,5243,158826,3755,148942,6494,29136,2579,1601395,10223,0400000US49,2703630,4232,336760,15154,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,49
22909,2870,1490,557,1080,497,3524,981,3631,763,4961,1003,7012,1601,1211,690,48520,3822,514000,4802,105111,3149,5902,895,6661,1065,23679,1649,22601,1484,26338,1196,14794,2017,5136,964,408889,4478,0400000US50,585429,1270,71429,5144,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,50
327858,13626,16484,1972,19985,2762,62201,4412,59258,4271,57633,4061,91586,6681,20711,3277,557677,14969,6827473,25422,1711577,16939,104120,5526,88972,4665,345464,7192,348837,8728,361746,6146,345465,9105,116973,4971,5115896,20177,0400000US51,7713008,5587,885535,24260,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,51
342495,13326,15987,2451,13543,1803,68336,4697,64323,4764,68361,4723,98969,6865,12976,2616,575850,16944,5669306,25152,1318350,15105,78131,4216,70005,4328,277251,6624,284486,7232,293399,6074,252153,8002,62925,4801,4350956,19584,0400000US53,6587651,6014,918345,24848,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,53
98361,5823,5574,1244,5053,1063,22310,2652,20378,2168,18488,2123,22934,3006,3624,1225,214506,7892,1427594,12302,288958,6832,14627,1958,14929,1896,59434,3346,64368,3329,67908,2892,51355,4002,16337,2226,1138636,9655,0400000US54,1740461,2940,312867,11408,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,54
284850,10529,10931,1491,19760,2184,53541,4542,48521,3745,48745,3317,91223,5370,12129,1969,429061,9896,4686853,16183,1121425,12758,62264,2962,68127,3777,229212,5814,243123,5435,254497,4648,214685,6798,49517,3354,3565428,12188,0400000US55,5400764,4654,713911,16444,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,55
23125,3591,1993,613,1537,603,3786,1250,3356,965,2726,958,8644,1673,1083,744,35347,3934,488820,5808,121126,4152,7976,1410,6437,1026,28219,2224,26349,2419,24373,1902,20757,2598,7015,1538,367694,4989,0400000US56,547292,1673,58472,5490,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,56
480514,12242,31862,2900,24839,2371,96837,5457,113120,6198,107140,4765,100271,6010,6445,1963,1074938,16495,1914991,24249,453627,13014,23487,2850,16973,2257,74182,5788,89464,4845,90506,5403,130317,6522,28698,3184,1461364,16922,0400000US72,3470443,3814,1555452,24060,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,72
