B17001H_048E,B17001H_048M,B17001H_049E,B17001H_049M,B17001H_050E,B17001H_050M,B17001H_051E,B17001H_051M,B17001H_052E,B17001H_052M,B17001H_053E,B17001H_053M,B17001H_054E,B17001H_054M,B17001H_055E,B17001H_055M,B17001H_056E,B17001H_056M,B17001H_057E,B17001H_057M,B17001H_058E,GEO_ID,B17001H_001E,B17001H_001M,B17001H_002E,B17001H_002M,B17001H_003E,B17001H_003M,B17001H_004E,B17001H_004M,B17001H_005E,B17001H_005M,B17001H_006E,B17001H_006M,B17001H_007E,B17001H_007M,B17001H_008E,B17001H_008M,B17001H_009E,B17001H_009M,B17001H_010E,B17001H_010M,B17001H_011E,B17001H_011M,B17001H_012E,B17001H_012M,B17001H_013E,B17001H_013M,B17001H_014E,B17001H_014M,B17001H_015E,B17001H_015M,B17001H_016E,B17001H_016M,B17001H_017E,B17001H_017M,B17001H_018E,B17001H_018M,B17001H_019E,B17001H_019M,B17001H_020E,B17001H_020M,B17001H_021E,B17001H_021M,B17001H_022E,B17001H_022M,B17001H_023E,B17001H_023M,B17001H_024E,B17001H_024M,B17001H_025E,B17001H_025M,B17001H_026E,B17001H_026M,B17001H_027E,B17001H_027M,B17001H_028E,B17001H_028M,B17001H_029E,B17001H_029M,B17001H_030E,B17001H_030M,B17001H_031E,B17001H_031M,B17001H_032E,B17001H_032M,B17001H_033E,B17001H_033M,B17001H_034E,B17001H_034M,B17001H_035E,B17001H_035M,B17001H_036E,B17001H_036M,B17001H_037E,B17001H_037M,B17001H_038E,B17001H_038M,B17001H_039E,B17001H_039M,B17001H_040E,B17001H_040M,B17001H_041E,B17001H_041M,B17001H_042E,B17001H_042M,B17001H_043E,B17001H_043M,B17001H_044E,B17001H_044M,B17001H_045E,B17001H_045M,B17001H_046E,B17001H_046M,B17001H_047E,B17001H_047M,B17001H_058M,B17001H_059E,B17001H_059M,B17001H_048EA,B17001H_048MA,B17001H_049EA,B17001H_049MA,B17001H_050EA,B17001H_050MA,B17001H_051EA,B17001H_051MA,B17001H_052EA,B17001H_052MA,B17001H_053MA,B17001H_053EA,B17001H_054MA,B17001H_054EA,B17001H_055EA,B17001H_055MA,B17001H_056MA,B17001H_056EA,B17001H_057EA,B17001H_057MA,B17001H_058MA,B17001H_058EA,NAME,B17001H_001EA,B17001H_001MA,B17001H_002MA,B17001H_002EA,B17001H_003MA,B17001H_003EA,B17001H_004EA,B17001H_004MA,B17001H_005MA,B17001H_005EA,B17001H_006EA,B17001H_006MA,B17001H_007EA,B17001H_007MA,B17001H_008MA,B17001H_008EA,B17001H_009MA,B17001H_009EA,B17001H_010EA,B17001H_010MA,B17001H_011MA,B17001H_011EA,B17001H_012EA,B17001H_012MA,B17001H_013EA,B17001H_013MA,B17001H_014EA,B17001H_014MA,B17001H_015EA,B17001H_015MA,B17001H_016EA,B17001H_016MA,B17001H_017EA,B17001H_017MA,B17001H_018EA,B17001H_018MA,B17001H_019EA,B17001H_019MA,B17001H_020EA,B17001H_020MA,B17001H_021EA,B17001H_021MA,B17001H_022EA,B17001H_022MA,B17001H_023EA,B17001H_023MA,B17001H_024EA,B17001H_024MA,B17001H_025EA,B17001H_025MA,B17001H_026EA,B17001H_026MA,B17001H_027EA,B17001H_027MA,B17001H_028MA,B17001H_028EA,B17001H_029MA,B17001H_029EA,B17001H_030EA,B17001H_030MA,B17001H_031MA,B17001H_031EA,B17001H_032MA,B17001H_032EA,B17001H_033EA,B17001H_033MA,B17001H_034MA,B17001H_034EA,B17001H_035EA,B17001H_035MA,B17001H_036MA,B17001H_036EA,B17001H_037MA,B17001H_037EA,B17001H_038EA,B17001H_038MA,B17001H_039MA,B17001H_039EA,B17001H_040EA,B17001H_040MA,B17001H_041EA,B17001H_041MA,B17001H_042MA,B17001H_042EA,B17001H_043EA,B17001H_043MA,B17001H_044EA,B17001H_044MA,B17001H_045EA,B17001H_045MA,B17001H_046MA,B17001H_046EA,B17001H_047MA,B17001H_047EA,B17001H_059MA,B17001H_059EA,state
22370,2718,159096,5416,85383,4774,26954,2670,52774,2973,159028,4542,279269,3932,313951,3685,360200,3096,338836,3777,252660,0400000US13,5335500,6524,670864,17796,299067,8988,24949,2585,5367,1463,25570,2869,13179,2084,3892,1015,8283,1610,50228,3920,36629,3899,32753,2974,40237,3113,35512,2800,14327,1892,8141,1407,371797,11709,21157,2415,4354,1330,28512,3066,11751,1810,5296,1391,10675,1808,56190,3737,53140,3534,44546,3431,47094,2714,44565,3743,23057,2596,21460,1742,4664636,18806,2320748,9729,117776,3070,26691,2772,170641,4560,89559,4136,30473,2357,59960,2900,176956,4210,284302,4475,319981,3474,360918,3181,321585,3107,233247,2315,128659,1623,2343888,12655,116672,2985,2633,176695,2138,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
1285,495,5248,696,3085,748,974,367,1571,416,7746,1102,19613,768,14781,757,16908,703,21753,848,15417,0400000US15,309525,1432,34108,3341,17111,2418,184,131,185,180,977,582,171,222,538,339,399,326,2737,1056,2156,936,1760,698,2747,796,3387,676,1297,732,573,350,16997,2068,560,344,192,165,429,276,121,151,150,136,103,94,2227,932,3037,753,2112,755,2362,695,3231,815,1279,414,1194,536,275417,3415,151657,2642,6905,712,1402,588,6407,1052,2710,718,517,332,1528,351,10670,1216,29291,955,21363,746,20293,814,24180,685,17853,722,8538,420,123760,2464,6079,737,432,9300,677,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
8455,1563,42882,3067,24262,2735,7213,1034,14731,1419,37464,1975,68358,2511,70898,1803,78845,1452,81602,1497,56778,0400000US16,1318883,1633,183342,13749,88627,7010,7384,1325,2349,951,8700,2566,4824,1220,2521,1093,2106,861,18832,2120,11061,1988,9636,2491,8431,1433,7172,1089,3528,1182,2083,713,94715,8018,6095,1379,1367,547,8345,2261,3832,1254,1125,545,2640,969,18766,2008,14637,2407,10012,1769,8582,1434,9022,1486,5165,1286,5127,1096,1135541,13680,568685,7164,35997,1470,6899,1346,48559,3116,23226,2484,9627,1447,13704,1563,39921,2194,70596,2207,71536,2524,76892,1561,79978,1051,56335,1273,35415,818,566856,7870,33473,1473,1376,41895,1207,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
31125,2695,223885,5479,122816,5089,40932,2535,85265,2634,238672,3491,457949,3726,446473,3498,569209,2797,545528,2913,358559,0400000US17,7903192,6076,748920,18021,336125,11250,24642,2409,4674,1153,29544,2907,16744,2106,5693,1204,10020,1479,55269,3697,41512,3360,35715,2642,45142,3270,38952,2641,15023,1505,13195,1934,412795,11150,24974,2328,6466,1557,27160,3265,12545,1747,4816,913,8375,1235,70691,3574,59629,3528,48146,3294,46105,2880,44240,3137,26882,2372,32766,2401,7154272,19559,3546990,12590,181733,2693,36539,3314,236098,4848,123634,4471,45449,2306,85445,2615,268928,4817,474151,4113,462508,2846,556312,3574,525337,2682,326814,1845,224042,2442,3607282,11210,168795,2587,2714,318074,3012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
24589,2403,151071,4279,85962,3804,28299,2131,57461,2491,158374,3361,266555,3944,285052,3257,341546,3029,335655,2709,224295,0400000US18,5141055,5154,642529,19093,280385,10200,28013,2910,5024,938,31898,3319,14669,2224,4911,1194,7680,1228,42309,3803,38492,3083,29791,2637,32377,2925,28696,2204,9369,1535,7156,1077,362144,12298,26169,3035,5272,1278,29955,3330,12581,2050,4471,957,10848,1482,59876,3352,56965,3710,41481,3100,43102,2962,33674,2718,17787,1958,19963,1738,4498526,19676,2242591,10707,122310,3112,24659,2563,167787,4496,81184,4029,31709,2329,58374,2159,181729,4678,276556,3126,293471,2947,343701,3040,325020,2197,205681,1916,130410,1286,2255935,12705,113877,3145,2124,183199,2090,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
12927,1643,83134,2785,40601,2272,15593,1192,27752,1502,73899,2966,138453,1945,139363,1736,175445,1622,177021,1546,115267,0400000US19,2623109,3142,281838,11129,121958,6447,8507,1317,2308,735,12907,1981,5364,986,2445,766,3373,616,27654,2643,13350,1730,11236,1778,13073,1609,11811,1236,5795,913,4135,657,159880,6290,10279,1385,2679,753,12004,1900,5212,1003,1111,463,4579,1018,34813,2600,23400,1897,15544,1658,13923,1584,13041,1476,8896,1100,14399,1426,2341271,11858,1170947,7219,68166,1533,15541,1560,82995,2943,44211,2360,15091,1233,29180,1425,86922,3009,149588,2085,144477,1924,173662,1757,175902,1250,106612,1117,78600,1027,1170324,6694,63749,1534,1321,107120,1786,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
11466,1483,67737,3047,35985,2277,11340,1386,24393,1483,64713,2805,117064,2001,119519,1541,142702,1509,143383,1622,93010,0400000US20,2173394,2265,235704,11458,104779,6128,11049,2122,2507,727,10365,1456,3306,715,2150,917,2239,579,21466,2548,12723,1974,8369,1140,11237,1537,10794,1458,4234,829,4340,726,130925,7178,9299,1533,2420,762,9394,1471,3454,765,1515,434,2569,744,27168,2749,20737,1766,11066,1359,12454,1510,13507,1549,6897,998,10445,1260,1937690,11552,969563,5960,56121,2181,12415,1376,72127,2791,37428,2633,13833,1298,25100,1371,76138,2442,130010,1950,119458,1294,138639,1733,140505,1522,87300,1069,60489,1050,968127,7522,53272,1595,1159,83543,1615,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
15555,1909,99538,3391,54620,3368,18822,1722,33757,2133,106344,3240,180763,3209,198280,2828,233172,2465,225445,2795,161386,0400000US21,3669566,2670,634039,17592,280221,9493,31586,2687,4969,1098,31892,3160,14530,1786,3606,943,7430,1356,37379,3294,34982,3324,32109,2381,31468,2440,29690,2635,12716,1536,7864,1130,353818,10220,23661,2550,6918,1498,28721,2606,14009,1859,5014,1204,8836,1438,49017,3090,51503,3182,43355,2852,43644,2412,39404,2764,18294,1429,21442,1809,3035527,17924,1514416,9828,76180,2816,15559,1731,103634,3709,60068,3345,19499,1955,41433,2028,123564,3755,188118,3406,203382,2282,233408,2484,218037,2606,147201,1558,84333,1611,1521111,10609,78055,2614,1592,115374,2160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
13322,1814,80357,3452,41623,2997,12890,1706,26905,1842,82053,3250,157944,3080,145524,3037,176274,2357,171505,2429,120872,0400000US22,2693750,3515,319318,13655,133067,6091,10210,1661,1977,682,12546,1993,5434,1352,2651,840,4349,1102,24428,2844,17971,2669,9375,1479,15170,2258,15280,2233,7901,1395,5775,1002,186251,9715,10957,2267,2246,959,13846,2321,5740,1166,1711,607,4189,1220,31575,3120,27229,2782,22046,2530,19615,2325,21507,2377,11429,1356,14161,1335,2374432,14323,1190435,6626,67294,1893,15944,2204,83181,3521,44244,3068,15687,1826,27974,2023,93482,3120,164543,3318,156906,2083,174419,2366,168410,2167,110728,1557,67623,1254,1183997,9805,63566,2259,1496,91162,1730,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
4032,944,33439,2287,17159,1750,5395,1159,12380,1226,34216,1415,56582,1967,63353,1849,88169,1470,91993,1247,59551,0400000US23,1217515,1927,160366,8364,72835,4290,5191,1054,1286,534,6753,1208,3093,874,1803,669,1710,628,8959,1496,9155,1334,9682,1444,9747,1478,9484,1137,3398,713,2574,569,87531,5648,5099,1309,412,262,5533,1161,2760,936,1421,624,1974,667,9228,1354,13188,1907,12208,1849,12119,1474,9659,1243,7158,1123,6772,910,1057149,8719,519247,4704,22913,1093,5266,1069,30870,2065,18300,1753,6254,941,12465,1047,35458,1699,58680,1395,62533,1529,85839,1489,85808,1149,58902,831,35959,807,537902,6165,22865,1372,1252,48768,1129,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
14930,1535,90409,2447,46045,2737,14712,1349,34757,1737,96172,2182,179240,2333,176190,1706,236224,1874,223649,1800,150336,0400000US24,3083846,4153,212040,10168,93396,6273,5940,1342,1129,344,7829,1641,3890,1055,1636,691,2336,835,15940,2830,10687,1452,8277,1619,12707,1773,11824,1658,6163,1174,5038,1003,118644,6193,6349,1257,1361,661,5881,1152,2947,851,1521,508,2398,667,17528,2164,16293,2100,11300,1707,17798,1804,13827,1737,8153,1246,13288,2058,2871806,10403,1418554,7217,71467,1544,14623,1627,93134,3481,50828,2980,16569,1569,35633,1821,107201,2994,183138,1823,174089,1815,230808,1914,215061,1773,136582,1557,89421,1349,1453252,5979,67192,1321,1295,123396,2392,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
20070,2105,132095,4268,73161,3851,22307,1903,52540,1818,145909,4212,276631,3127,278911,3353,375065,3136,353552,2279,233753,0400000US25,4833986,6233,400486,16573,173189,8986,10145,1700,2061,777,14467,2678,7726,1767,2665,722,5107,1262,27989,3063,20477,2679,15341,2096,20740,2369,26128,2736,11323,1790,9020,1538,227297,10736,10905,2077,2039,858,11451,2021,6993,1572,2429,953,6106,1483,34753,3915,33427,2877,25503,3193,28798,3022,23577,2143,15140,1734,26176,2149,4433500,17464,2170054,8902,101470,1897,23307,2424,137379,4428,74701,3655,23468,2184,55855,2610,161343,3569,284029,2968,277212,2264,364663,2282,324483,2952,202657,1948,139487,1608,2263446,11745,96311,2092,1769,203141,2715,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
31966,2819,202737,4921,107982,3720,39060,1861,77182,2668,221250,4861,346407,4867,383752,3284,514027,2964,513589,2994,339488,0400000US26,7365591,4116,960154,21604,434558,11549,39486,3129,7426,1262,41761,3663,19910,1907,7114,1218,14025,1724,75121,4311,54625,3768,45285,3040,52992,2982,47917,2646,17471,1502,11425,1366,525596,13356,37954,3148,7770,1780,40175,2847,18774,1965,7713,1279,14323,1695,90990,4879,80971,4836,58513,3195,57268,2977,52123,2958,28561,2109,30461,2215,6405437,21885,3196826,11545,148511,3307,35913,2985,212690,4901,114196,4219,41549,2356,84089,2374,254801,4479,375964,4040,396265,3006,507792,3173,495983,2644,319075,1602,209998,1572,3208611,14523,140977,3299,2120,290194,2555,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
22242,1714,132621,3454,72602,3142,24053,1802,48660,1857,121784,3522,253165,2499,244118,2387,321317,1445,299326,1879,187402,0400000US27,4340242,3123,356884,13380,159808,7321,10039,1449,1930,612,14672,2030,5911,1141,1619,541,4106,992,32632,3044,21590,1927,13595,1756,18967,1860,19085,1881,8055,1036,7607,1013,197076,8060,9793,1500,1602,476,13149,2090,4258,930,2266,684,3213,921,44468,3406,29289,2404,20305,2428,17277,1387,19446,1841,10447,1052,21563,1745,3983358,13777,1990771,7775,112620,1617,20559,2057,140690,3184,73509,2905,24374,1622,52309,1917,142089,3151,267206,2123,253600,1847,315719,1992,295071,1902,174517,1241,118508,1261,1992587,8247,107013,1633,1289,158284,2334,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
6370,1488,45939,2474,25160,2838,10102,1607,14637,1605,52136,2749,77593,3219,86724,2669,103013,2378,104285,2127,81886,0400000US28,1667689,3449,245787,15249,103435,7034,9984,1665,2550,1018,10754,2055,4338,1139,1599,656,3555,1005,17588,2571,11360,1646,9666,1541,11172,1760,11694,1735,4555,834,4620,982,142352,9581,9286,2002,1469,686,11744,2095,5745,1724,1468,617,2925,820,21997,2350,18686,2710,17687,2167,16324,2138,15024,1990,9276,1466,10721,1335,1421902,15205,717591,6701,39394,1646,6571,1419,53369,2590,25819,2475,9819,1434,17726,1850,57467,3168,83175,2836,94903,2066,106380,2207,101144,1841,77458,1163,44366,1239,704311,10417,34375,2493,1410,62091,1621,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
22600,2323,134422,4279,70598,3812,28567,1976,43986,2199,147894,4346,251394,4312,254096,2994,311622,2880,310823,2654,213850,0400000US29,4728222,4163,626291,21827,282818,10749,26609,2889,5830,1276,26819,3121,14511,1937,5207,1086,9068,1681,44320,3068,36661,2983,26288,2350,34024,2671,31737,2191,13336,1584,8408,1173,343473,12766,27046,2772,6657,1131,28462,2770,11702,1693,4781,1052,8388,1319,52009,3764,52391,4339,35843,3034,38778,2817,31666,2506,20233,2136,25517,2182,4101931,22167,2039235,11574,111084,3086,21893,2212,145053,4703,75979,3644,25120,1833,53207,2518,156621,3281,268538,2994,259680,2617,306918,3059,289122,2172,196604,1771,129416,1645,2062696,13204,101051,3167,2375,171793,2314,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
4483,948,23701,1715,10662,1345,4467,937,8304,1112,22930,1668,44522,1332,42388,1323,54161,1059,60397,1710,39712,0400000US30,865133,1064,122536,8118,57111,3936,4704,1077,1995,840,4057,838,2254,778,434,287,1332,614,13656,1822,6290,1265,4786,1075,6178,1214,6833,1211,2618,767,1974,535,65425,5319,3892,977,981,475,5665,1327,2096,868,1014,610,1403,535,12585,1777,7582,1251,6499,1321,6405,1018,8841,1691,3816,966,4646,921,742597,8147,377026,4194,18936,1101,4460,895,24100,1602,13206,1369,4755,833,8602,1051,25717,1934,47593,1428,46422,1223,53318,1256,61496,1219,42335,774,26086,673,365571,5332,18990,1167,993,30854,942,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
7776,1245,49506,2198,22948,1614,7109,824,16153,995,42487,2065,83861,1573,80908,1380,96927,1202,98005,1255,62327,0400000US31,1470175,1888,143244,6751,61287,3795,6201,1295,1484,547,4789,1021,2034,679,865,444,1661,388,14145,1952,7442,1124,4803,969,6569,931,5144,1094,3104,673,3046,636,81957,4616,5822,904,744,367,4838,1184,2521,582,996,467,2445,694,18991,1755,10896,1357,7852,1224,7154,1148,7478,1219,4205,727,8015,1174,1326931,6890,665338,4475,38299,1527,8063,1189,51920,2020,24980,1839,8606,980,16689,1076,49080,2360,89891,1512,84298,1133,95899,1040,97045,1128,57918,721,42650,806,661593,4784,38250,1103,748,55336,1319,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
5215,989,35277,2101,17829,2035,5981,1090,12217,1215,39295,1819,78350,1745,77282,1507,94567,1535,101800,1611,79961,0400000US32,1435809,2801,153761,7641,74311,5111,4304,1136,1005,506,5663,1190,2409,752,283,211,2462,863,10106,1766,10228,1747,7516,1305,10894,1865,11212,1756,6114,1388,2115,813,79450,4701,4036,1149,561,440,5178,1329,2747,940,827,647,1979,568,9846,1581,11621,1760,10265,1532,10064,1497,10975,1562,6024,1065,5327,1088,1282048,8160,655645,5299,29017,1380,6043,1316,35943,2218,19897,1938,5010,941,15114,1201,41940,1771,83790,2180,87590,1357,101039,1937,102340,1785,80864,1390,47058,940,626403,5196,26145,1428,1130,52484,1136,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
4297,965,35246,2279,17937,1746,5832,1153,13845,1162,36009,1606,58459,1508,67886,1224,94991,1407,86679,1335,54492,0400000US33,1173042,2422,94260,7442,40941,4490,2995,988,686,377,3498,876,1380,590,886,576,1506,564,6984,1393,4527,989,4536,1219,6185,1640,4203,963,1821,489,1734,588,53319,4348,2570,738,864,486,3146,981,2200,760,912,744,1611,675,8454,1454,7607,1419,5747,1194,7301,1394,6443,1317,2871,732,3593,832,1078782,7943,537049,4757,23946,1313,5488,1282,34326,2006,20367,1928,6894,933,14168,1134,40356,1676,62206,1036,66306,1274,92974,1688,87053,977,52223,648,30742,789,541733,4785,24616,948,857,41444,998,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
