GEO_ID,C27001I_001E,C27001I_001M,C27001I_002E,C27001I_002M,C27001I_003E,C27001I_003M,C27001I_004E,C27001I_004M,C27001I_005E,C27001I_005M,C27001I_006E,C27001I_006M,C27001I_007E,C27001I_007M,C27001I_008E,C27001I_008M,C27001I_009E,C27001I_009M,C27001I_010E,C27001I_010M,NAME,C27001I_001EA,C27001I_001MA,C27001I_002EA,C27001I_002MA,C27001I_003MA,C27001I_003EA,C27001I_004EA,C27001I_004MA,C27001I_005EA,C27001I_005MA,C27001I_006EA,C27001I_006MA,C27001I_007EA,C27001I_007MA,C27001I_008EA,C27001I_008MA,C27001I_009MA,C27001I_009EA,C27001I_010MA,C27001I_010EA,state
0400000US13,888042,2770,335782,2759,271293,7343,64489,6316,527802,3794,216698,9504,311104,10212,24458,2124,21119,2427,3339,1177,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,129250,1428,50698,63,49388,850,1310,851,71439,1517,64940,1885,6499,1801,7113,479,6920,496,193,159,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,187101,593,76359,573,66396,2553,9963,2486,103925,1300,58156,3623,45769,3664,6817,954,6381,917,436,314,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2102742,1644,727139,1225,689766,4536,37373,4310,1277790,1780,785401,14466,492389,14396,97813,1240,89152,2095,8661,1370,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,417632,2044,162743,1740,143803,3417,18940,2887,238976,2464,144799,5787,94177,5586,15913,1609,15254,1527,659,411,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,165367,1846,65803,1337,61054,2020,4749,1322,94893,1622,65172,2948,29721,2742,4671,962,4555,965,116,110,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,316499,1107,127573,1295,115193,2671,12380,2406,176643,1876,101374,5093,75269,4772,12283,1048,11909,1049,374,260,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,138836,3168,56179,2489,50202,2514,5977,1752,78805,3023,40272,3935,38533,3895,3852,830,3486,813,366,352,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,210556,2931,62235,1509,54076,2374,8159,2216,135246,2447,65112,4315,70134,4630,13075,1145,12277,1307,798,527,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18395,512,6658,967,6246,1014,412,328,10278,1031,7446,1169,2832,932,1459,650,1459,650,0,165,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,527002,1022,170561,745,156922,2677,13639,2518,336563,1651,199221,6296,137342,6224,19878,1019,17653,1136,2225,666,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,694131,1078,227392,642,224519,1090,2873,968,431862,1456,384035,5086,47827,4798,34877,878,33855,1110,1022,592,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,460772,1232,176244,1140,166369,2288,9875,1831,261871,1622,184181,4755,77690,4388,22657,1215,21896,1236,761,448,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,264730,1025,107254,1051,92847,2560,14407,2682,150817,1430,88511,4280,62306,4254,6659,963,6267,904,392,313,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,74266,3285,27172,2264,22514,2392,4658,1164,43117,2392,21836,2663,21281,2235,3977,1325,3977,1325,0,208,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,225805,2033,86196,1794,76924,2788,9272,2112,129739,2228,77636,4404,52103,4260,9870,1050,9547,1106,323,242,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,32451,807,11975,867,10406,1080,1569,813,19058,912,12103,1492,6955,1305,1418,584,1418,584,0,165,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,181468,841,73399,719,68431,1455,4968,1343,102202,1283,60409,3518,41793,3341,5867,846,5027,879,840,456,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,760494,822,265850,135,212708,5768,53142,5749,458454,1074,268731,9209,189723,9240,36190,878,31692,1717,4498,1438,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,41293,481,14259,853,13710,1002,549,478,24848,1156,17882,1653,6966,1367,2186,814,2186,814,0,185,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1668947,1419,493370,194,444940,4731,48430,4714,1065232,1370,641664,10674,423568,10692,110345,1104,104704,1772,5641,1611,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,969435,1162,299266,243,274404,3434,24862,3481,574605,1451,383694,8046,190911,7927,95564,1022,92540,1474,3024,973,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3566398,2403,999710,1309,952627,5529,47083,5601,2287056,2065,1629407,16321,657649,16063,279632,1854,271576,2804,8056,1962,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,847769,2985,335265,2030,293463,4966,41802,4623,490923,3107,202196,9189,288727,9525,21581,2069,18776,2294,2805,1143,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,17000,918,5751,737,5042,805,709,516,10920,1082,8231,1018,2689,764,329,257,329,257,0,149,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,376577,2582,141923,1806,131058,2771,10865,2379,217558,2486,146732,4960,70826,4029,17096,1333,16541,1210,555,438,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,361174,1161,146331,307,125872,2220,20459,2172,204278,1417,102036,3729,102242,3592,10565,837,9316,920,1249,635,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,478528,789,184511,200,167666,3194,16845,3186,280015,1157,158119,6000,121896,5927,14002,1094,13195,1255,807,528,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,789130,1597,282961,1005,262418,3534,20543,3310,469671,2132,329325,8019,140346,7726,36498,1632,35876,1661,622,304,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,141739,426,47316,684,43456,1408,3860,1345,87987,847,52621,3323,35366,3481,6436,340,6218,352,218,183,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,244527,1596,88969,1424,75888,2277,13081,2007,148102,2262,65204,4432,82898,4562,7456,1382,6927,1352,529,412,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,26049,859,10334,729,9112,1065,1222,695,15214,1100,9197,1181,6017,1371,501,285,501,285,0,155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,306403,2003,119254,1924,102670,3490,16584,3258,180051,2359,73021,4445,107030,3699,7098,1168,6334,1187,764,606,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10014117,4376,3446316,1402,2860818,17690,585498,17661,5946324,5126,3146822,31290,2799502,30952,621477,3099,584998,5023,36479,3618,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,382960,950,151050,556,117499,4626,33551,4591,218368,1383,119060,6142,99308,5945,13542,700,12869,857,673,471,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9516,295,2907,485,2667,612,240,295,6330,455,5361,543,969,361,279,184,279,184,0,151,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,689442,3244,225658,2436,202491,4517,23167,3741,438670,3446,254102,9625,184568,9421,25114,1714,22280,1923,2834,946,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,819158,1937,321703,370,296721,3592,24982,3585,468014,2608,250204,7835,217810,7612,29441,1678,27147,1770,2294,1012,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,25027,1567,8760,1048,8229,1144,531,337,14768,1505,7250,1063,7518,1599,1499,717,1499,717,0,190,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,358304,1632,142736,1237,127300,3132,15436,3071,204584,1895,131017,5163,73567,4934,10984,982,10547,917,437,317,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,50202,1182,17704,795,16458,1239,1246,792,28955,1530,19875,2208,9080,1713,3543,874,3543,874,0,193,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3556601,3627,807546,1776,780289,4031,27257,3753,2161321,3276,1967370,9925,193951,9266,587734,1442,583417,1765,4317,1254,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
