GEO_ID,C08105G_001E,C08105G_001M,C08105G_002E,C08105G_002M,C08105G_003E,C08105G_003M,C08105G_004E,C08105G_004M,C08105G_005E,C08105G_005M,C08105G_006E,C08105G_006M,NAME,C08105G_001EA,C08105G_001MA,C08105G_002MA,C08105G_002EA,C08105G_003EA,C08105G_003MA,C08105G_004EA,C08105G_004MA,C08105G_005EA,C08105G_005MA,C08105G_006EA,C08105G_006MA,state
0400000US35,23097,3076,17586,2622,1784,697,447,396,1754,880,1526,702,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,193840,9452,75814,5890,20966,3474,67868,4654,21508,2508,7684,1691,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,69018,4726,51705,4178,9578,1750,1736,728,3479,1002,2520,922,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5701,1286,4209,1278,1180,694,29,53,260,177,23,37,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,81420,4350,61930,3557,9127,1821,2124,635,5860,1746,2379,604,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,96585,4185,80672,3827,8961,1253,540,303,3506,737,2906,677,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,52986,3954,34366,3137,6319,1544,3644,990,6070,1303,2587,789,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,71832,3744,47855,3569,9569,1468,5766,1283,6675,1420,1967,538,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,7875,2000,6552,1868,334,276,143,155,788,335,58,75,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,25717,2842,17648,2790,3238,1163,700,442,2147,593,1984,887,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7125,1444,5091,1161,1091,501,0,155,536,375,407,247,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,34913,3592,27281,3384,4612,1620,1216,1075,1058,413,746,416,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,217704,9231,159808,7742,26794,2530,6679,1236,11706,1724,12717,2534,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,21704,2338,15641,1869,3016,976,681,312,1572,585,794,411,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3423,801,2496,673,450,256,117,187,273,180,87,92,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,89079,5852,66030,4393,8974,1714,4864,1210,5806,1336,3405,1028,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,112474,5794,75388,4916,13560,2191,10285,1855,7295,1385,5946,1377,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8116,1260,5716,1136,1007,439,527,371,351,247,515,367,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,36289,2900,24847,2540,4175,1183,1775,709,4298,1250,1194,440,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5199,1439,3850,1073,510,456,0,193,724,463,115,136,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,99216,6797,73308,5498,13099,2018,3580,1090,6200,1610,3029,878,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
