C27004_013M,C27004_014E,C27004_014M,C27004_015E,C27004_015M,C27004_016E,C27004_016M,C27004_017E,C27004_017M,C27004_018E,C27004_018M,C27004_019E,C27004_019M,C27004_020E,C27004_020M,C27004_021E,C27004_021M,GEO_ID,C27004_001E,C27004_001M,C27004_002E,C27004_002M,C27004_003E,C27004_003M,C27004_004E,C27004_004M,C27004_005E,C27004_005M,C27004_006E,C27004_006M,C27004_007E,C27004_007M,C27004_008E,C27004_008M,C27004_009E,C27004_009M,C27004_010E,C27004_010M,C27004_011E,C27004_011M,C27004_012E,C27004_012M,C27004_013E,C27004_013MA,C27004_014MA,C27004_014EA,C27004_015MA,C27004_015EA,C27004_016EA,C27004_016MA,C27004_017MA,C27004_017EA,C27004_018MA,C27004_018EA,C27004_019MA,C27004_019EA,C27004_020MA,C27004_020EA,C27004_021EA,C27004_021MA,NAME,C27004_001MA,C27004_001EA,C27004_002EA,C27004_002MA,C27004_003MA,C27004_003EA,C27004_004EA,C27004_004MA,C27004_005EA,C27004_005MA,C27004_006EA,C27004_006MA,C27004_007MA,C27004_007EA,C27004_008EA,C27004_008MA,C27004_009EA,C27004_009MA,C27004_010EA,C27004_010MA,C27004_011EA,C27004_011MA,C27004_012EA,C27004_012MA,C27004_013EA,state
6673,553010,12700,665019,13856,3198904,4639,1814599,16617,1384305,16861,656126,2761,220406,5764,435720,6542,0400000US13,9800887,3675,4727828,8687,1269050,6733,576186,11227,692864,12504,2952986,6612,1639436,16372,1313550,17045,505792,2817,194809,5885,310983,6069,5073059,7882,1218029,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
1187,78928,3663,69475,3975,416197,1526,276684,4696,139513,4614,119216,740,58359,2458,60857,2595,0400000US15,1345168,3281,661352,3290,158445,1211,84194,4353,74251,4253,406345,3039,281210,5216,125135,5208,96562,764,51714,2158,44848,2106,683816,2110,148403,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
2104,105532,5248,98648,5280,474872,1821,271410,6047,203462,6090,116153,1047,31984,2510,84169,2721,0400000US16,1592172,685,796967,2603,221768,2389,112829,5200,108939,5619,472071,2045,265708,6896,206363,7295,103128,1063,30484,2036,72644,2015,795205,2627,204180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
3833,775362,12209,700679,12727,4066089,3904,2548750,17019,1517339,17496,945693,2495,319320,6553,626373,6867,0400000US17,12704616,1398,6216793,5500,1541919,3308,820412,14088,721507,13503,3944682,4452,2488357,15495,1456325,15646,730192,1870,289022,5835,441170,6033,6487823,5356,1476041,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
4146,429493,8027,346072,8590,2037163,3120,1278814,12787,758349,12320,493010,2060,159073,4080,333937,4731,0400000US18,6471551,786,3165813,4997,808450,3634,451598,8994,356852,9020,1971787,3603,1256457,12520,715330,12239,385576,2103,146227,4595,239349,4728,3305738,5074,775565,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
3173,214281,5177,138370,4760,934645,2397,640393,6726,294252,7049,253654,1437,67068,2697,186586,2963,0400000US19,3045284,750,1504334,3691,368613,3010,218860,5898,149753,5300,934207,2350,632220,6403,301987,6541,201514,1379,60759,2678,140755,2657,1540950,3674,352651,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
2730,191055,5543,159430,6566,869547,2618,560147,7200,309400,7024,216346,1852,52276,3119,164070,3172,0400000US20,2836733,1635,1400355,3591,368449,2713,203635,6226,164814,5639,860822,2848,553195,5685,307627,6336,171084,1296,48453,2453,122631,2780,1436378,3551,350485,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
3346,247627,5808,245518,6649,1371368,3652,809932,9405,561436,9293,341947,2192,122777,3570,219170,3523,0400000US21,4312100,1403,2105640,4175,518975,3660,263647,6047,255328,6081,1315811,3308,779801,10103,536010,10093,270854,1649,104968,3363,165886,3168,2206460,4106,493145,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
4471,234848,8101,315938,9072,1465433,2823,794875,12291,670558,12000,330544,1809,108820,3953,221724,4149,0400000US22,4522910,1435,2176147,4812,560191,4134,242000,8282,318191,8449,1359668,3039,744890,12371,614778,12842,256288,2011,90409,3100,165879,3508,2346763,4938,550786,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
1536,68143,3539,58725,3565,420703,1445,250794,5302,169909,5284,125315,939,39484,2420,85831,2422,0400000US23,1314191,575,641305,2085,132959,1581,70387,3428,62572,3555,404804,1749,232853,5082,171951,5066,103542,903,36307,2156,67235,2178,672886,2064,126868,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
2167,386290,7219,272147,7127,1931264,2835,1324097,12609,607167,12478,435622,1752,207999,4687,227623,4734,0400000US24,5834039,2085,2808716,3898,684681,2328,403611,8532,281070,8316,1790937,3081,1195946,11123,594991,11507,333098,1601,180700,3879,152398,4219,3025323,3574,658437,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
1689,434712,9339,242712,9208,2195447,1966,1519099,11070,676348,11323,541249,1493,212601,5443,328648,5245,0400000US25,6613654,1154,3199534,2499,711741,1820,465931,8197,245810,8073,2077396,2161,1456047,12223,621349,12136,410397,1522,186980,4379,223417,4539,3414120,2292,677424,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
2761,614125,8719,478761,8743,3103460,3883,1952637,13593,1150823,13702,805203,1958,383560,5986,421643,5991,0400000US26,9784451,851,4782902,4723,1147117,2539,653397,10195,493720,10290,2993301,3793,1875544,14185,1117757,13866,642484,2055,336179,4986,306305,5143,5001549,4686,1092886,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
3131,408121,7101,219026,7507,1677519,2746,1148381,9439,529138,9800,400411,1589,107497,3830,292914,3870,0400000US27,5362681,492,2657604,4203,653089,3350,424757,6022,228332,6392,1679652,2650,1148588,9967,531064,9511,324863,1570,102122,3264,222741,3465,2705077,4152,627147,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
4847,134020,5720,225143,6432,935839,3223,493004,10500,442835,10530,228269,1667,51513,3313,176756,3354,0400000US28,2925211,1208,1401940,6050,374912,4448,138273,5603,236639,6978,854907,3621,453230,7097,401677,7450,172121,1842,46672,2723,125449,3045,1523271,5966,359163,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
3807,368008,6965,313989,8196,1877767,2891,1180267,11333,697500,11266,485120,2001,140616,4164,344504,4350,0400000US29,5930677,1536,2885793,5048,712591,4282,389208,8580,323383,8897,1788252,3811,1108961,10130,679291,10474,384950,1563,139570,4376,245380,4462,3044884,4865,681997,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1669,53304,3055,57121,3334,308049,2003,176755,4519,131294,4449,84246,1001,21589,1695,62657,1812,0400000US30,999390,857,496670,2242,112618,1259,49248,2782,63370,2867,308076,1859,170371,4290,137705,4338,75976,747,20890,1658,55086,1744,502720,2261,110425,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1956,131112,4195,97872,4592,563004,1468,368276,5766,194728,5556,139248,1189,33367,1920,105881,2336,0400000US31,1840659,988,909423,2444,233653,1863,136079,3946,97574,3943,562421,1713,366070,5202,196351,5472,113349,910,30659,1787,82690,1898,931236,2120,228984,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
1893,172755,6609,151835,6637,856891,1547,502207,8435,354684,8333,199413,1101,56600,2819,142813,3098,0400000US32,2757207,1123,1376313,2556,336507,1713,180280,6834,156227,7085,862994,2075,499699,9011,363295,9043,176812,807,59919,2729,116893,2673,1380894,2325,324590,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
1291,86964,3241,46722,3231,423763,1890,297608,4652,126155,4356,106350,1216,42862,2250,63488,2296,0400000US33,1308658,377,644859,2213,136956,1301,86765,3220,50191,3283,419117,1905,287703,5828,131414,5453,88786,986,39163,2000,49623,1983,663799,2133,133686,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
2293,606408,8707,380566,8399,2819281,1844,1884203,12557,935078,12273,713360,1967,267136,5561,446224,5219,0400000US34,8791652,1201,4272037,3641,1030738,2142,632907,9322,397831,9485,2709556,2147,1799039,13551,910517,13419,531743,1580,244111,5335,287632,5707,4519615,3370,986974,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
2225,92147,4846,156934,5385,631571,1549,308440,6629,323131,6592,163021,1077,52225,2761,110796,2812,0400000US35,2051900,1154,1008227,2950,257870,2579,95164,4591,162706,4497,611782,1831,293885,7522,317897,7376,138575,1130,52048,2342,86527,2238,1043673,2686,249081,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
3488,1080721,14492,986392,14474,6391044,3547,3962363,22851,2428681,23274,1569388,2475,588106,8476,981282,8587,0400000US36,19400069,2026,9372524,5325,2163862,3485,1151459,13498,1012403,13662,6048931,4143,3656740,22215,2392191,21578,1159731,2726,515567,6769,644164,7336,10027545,5101,2067113,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
6731,484035,11450,632067,12848,3121078,4214,1755071,13181,1366007,13349,767156,2297,248744,5374,518412,5424,0400000US37,9645320,3881,4640984,8103,1164447,6175,499120,10374,665327,11853,2879124,5487,1589090,12520,1290034,13395,597413,2776,210076,5316,387337,5928,5004336,7224,1116102,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
1564,49518,2414,28895,2180,217423,1290,147047,3328,70376,3410,52447,509,13688,1272,38759,1350,0400000US38,708181,783,359898,2199,82017,1592,51576,2394,30441,2454,233881,1813,157626,3581,76255,3866,44000,544,13261,1351,30739,1406,348283,2069,78413,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
3169,747890,12133,545441,12141,3607019,3668,2326481,15482,1280538,15414,948129,2723,375850,6647,572279,6910,0400000US39,11398298,1524,5549819,4462,1351621,3390,781561,12405,570060,12653,3465095,3632,2255637,16176,1209458,15427,733103,2243,318804,6026,414299,5953,5848479,4420,1293331,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
2511,195463,5611,265599,6082,1168390,2823,643778,7440,524612,7161,292068,1505,88438,2935,203630,2992,0400000US40,3770254,1443,1848734,4134,485071,2668,205190,5799,279881,6675,1127344,3140,635415,7334,491929,7136,236319,1653,81265,2457,155054,2319,1921520,4017,461062,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
3122,223193,6185,193824,6425,1233316,2213,723335,11111,509981,10314,324534,1643,92296,3146,232238,3449,0400000US41,3893092,601,1918225,3306,441242,3039,230991,7211,210251,7262,1207436,2441,696124,10191,511312,10207,269547,1342,88033,3725,181514,3848,1974867,3282,417017,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
3465,775090,10761,550317,11196,3995607,3027,2666810,16789,1328797,16931,1139699,2675,371949,6911,767750,6757,0400000US42,12569375,1134,6108662,4941,1383436,3287,805643,10973,577793,10658,3853909,3598,2596018,15188,1257891,15887,871317,2501,334397,5713,536920,6446,6460713,4826,1325407,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1154,58850,2897,42854,2859,341377,1161,215453,4599,125924,4508,88304,885,26417,2116,61887,2152,0400000US44,1036046,798,504661,1669,110726,1223,61366,2861,49360,2871,327071,1517,210409,4463,116662,4334,66864,941,23947,1578,42917,1605,531385,1618,101704,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
3623,239075,6475,290623,7360,1507042,2670,865834,11317,641208,11301,395345,1782,124387,4885,270958,4873,0400000US45,4678122,1962,2246037,4871,546923,3646,249599,7712,297324,7721,1386800,3194,780634,9717,606166,9493,312314,1521,110959,4064,201355,4015,2432085,4421,529698,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1652,54523,2546,46660,2650,248701,1417,153865,3263,94836,3331,63961,644,11209,1302,52752,1374,0400000US46,827039,886,413194,2009,106081,1514,55431,2521,50650,2919,253068,1506,154953,3628,98115,3255,54045,801,11998,1226,42047,1302,413845,1983,101183,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
4407,342893,8296,381873,8500,2051225,3307,1192262,12058,858963,12129,514979,2121,147328,4697,367651,4413,0400000US47,6394644,1872,3103674,5207,764808,4717,363486,8354,401322,8739,1932335,3991,1102915,12073,829420,13064,406531,2135,132427,4167,274104,4459,3290970,5173,724766,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
7912,1449013,19313,1985563,21211,8161504,5415,4442493,28125,3719011,28410,1597794,3660,494549,8353,1103245,8199,0400000US48,25976562,4689,12782688,9932,3594206,8019,1540235,21287,2053971,23042,7904075,7323,4280358,27620,3623717,27388,1284407,3334,457412,7989,826995,8480,13193874,8674,3434576,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
2152,281901,5021,152388,5246,851815,1748,557745,7257,294070,7153,150185,936,53174,2415,97011,2494,0400000US49,2874213,958,1437924,2688,459396,2185,299397,5672,159999,5394,849890,1929,557620,7494,292270,7265,128638,892,52825,2246,75813,2139,1436289,2563,434289,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
1124,31791,1654,28213,1760,201367,950,128436,3165,72931,3187,53659,586,17887,1145,35772,1142,0400000US50,620896,121,305866,1471,63808,1079,32318,2262,31490,2429,196359,1108,119295,3863,77064,3795,45699,541,17284,1097,28415,1116,315030,1448,60004,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
4539,521233,9755,392061,10482,2641465,4175,1691273,14898,950192,15014,603509,2952,224080,4674,379429,5285,0400000US51,8054191,4117,3895923,7044,948364,4650,540396,10943,407968,10354,2471458,5727,1577890,14939,893568,15776,476101,2235,205071,5343,271030,5464,4158268,6203,913294,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
3139,416608,8878,367152,8737,2180146,3036,1334969,13722,845177,13716,506100,1765,164450,4947,341650,4844,0400000US53,6864149,3132,3394143,4633,810743,3116,419882,8906,390861,8442,2159053,4250,1315909,13943,843144,13375,424347,2133,159674,4942,264673,4972,3470006,3595,783760,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
1998,89837,4361,95040,4555,571641,1874,333852,5963,237789,5666,170611,1305,75936,3174,94675,3287,0400000US54,1824821,505,897692,2815,196279,2184,101623,4773,94656,4907,561062,1961,332816,6789,228246,6478,140351,1024,66539,2709,73812,2716,927129,2771,184877,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
2552,389829,7038,245251,7105,1774110,2069,1190601,8872,583509,8743,452214,1583,132649,3670,319565,3878,0400000US55,5669266,705,2807862,3553,669701,2876,409887,6963,259814,7382,1769993,3074,1193388,9504,576605,9558,368168,1508,124112,3534,244056,3516,2861404,3419,635080,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
1638,42402,2451,24216,2305,176119,1653,116233,3936,59886,3618,39531,827,12960,1400,26571,1657,0400000US56,573210,764,290942,2365,72673,1779,46248,2391,26425,2216,182407,1715,121407,3620,61000,3731,35862,799,13549,1258,22313,1401,282268,2342,66618,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
3433,113212,5661,281591,6292,1148896,1138,372833,8957,776063,8857,336245,1130,44023,2948,292222,3030,0400000US72,3588641,531,1708697,3711,418464,3386,115976,6619,302488,6472,1034322,1076,326977,8651,707345,8781,255911,994,37766,3018,218145,3235,1879944,3695,394803,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
