GEO_ID,C15002H_001E,C15002H_001M,C15002H_002E,C15002H_002M,C15002H_003E,C15002H_003M,C15002H_004E,C15002H_004M,C15002H_005E,C15002H_005M,C15002H_006E,C15002H_006M,C15002H_007E,C15002H_007M,C15002H_008E,C15002H_008M,C15002H_009E,C15002H_009M,C15002H_010E,C15002H_010M,C15002H_011E,C15002H_011M,NAME,C15002H_001EA,C15002H_001MA,C15002H_002MA,C15002H_002EA,C15002H_003EA,C15002H_003MA,C15002H_004EA,C15002H_004MA,C15002H_005EA,C15002H_005MA,C15002H_006EA,C15002H_006MA,C15002H_007EA,C15002H_007MA,C15002H_008EA,C15002H_008MA,C15002H_009MA,C15002H_009EA,C15002H_010MA,C15002H_010EA,C15002H_011EA,C15002H_011MA,state
0400000US16,893397,986,438288,612,34143,2848,121758,5133,154493,5962,127894,5338,455109,764,29009,2540,125789,5381,179026,5364,121285,4760,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5795444,2770,2793490,1847,195943,6158,764221,10379,814229,11914,1019097,12134,3001954,1522,198478,6167,831299,10685,905591,10823,1066586,10490,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3630965,2355,1751286,1426,198546,7030,625647,8213,498821,8183,428272,7448,1879679,1358,198282,6701,650636,8143,562993,10360,467768,8843,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1863871,1602,903278,1107,65447,2554,318595,5208,286347,6016,232889,5828,960593,903,59430,3254,303954,6522,329266,6075,267943,5955,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1528520,1131,740547,627,51581,3438,206071,5715,237114,6207,245781,5433,787973,932,48352,2792,205080,5226,269496,6299,265045,5430,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2603266,1919,1250711,1369,211245,6075,436595,8129,321623,7939,281248,6946,1352555,1132,193584,6654,440176,8315,406127,8055,312668,8306,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1926077,2115,932381,1519,131887,5115,309316,8912,248432,7709,242746,5786,993696,1290,118086,5605,341150,7440,272823,8008,261637,6441,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,911886,470,437570,153,39482,2538,154221,5443,127044,3946,116823,3599,474316,416,30755,2106,157564,4761,144941,4596,141056,4135,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2280981,1764,1096503,1425,86640,5440,279429,6658,260332,6741,470102,6711,1184478,1122,81696,4455,294966,7047,308244,7381,499572,8317,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3621736,3355,1720294,1774,129822,5216,461976,9477,396118,9098,732378,10526,1901442,2006,125644,5725,479065,10095,485906,10128,810827,9023,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5288632,1462,2564735,1084,242758,6580,776358,9542,814401,9631,731218,10311,2723897,798,222381,7125,828650,9464,919985,10101,752881,10508,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3136927,1389,1532740,936,90741,3733,428872,6596,493068,8137,520059,6777,1604187,800,74132,3592,411037,5528,550963,8224,568055,7924,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1185373,2729,572454,1800,87406,4442,169103,5015,178038,5989,137907,4831,612919,1989,77081,5088,184192,5925,204560,7538,147086,5810,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3380144,1794,1633190,1065,167673,5163,549131,11125,457430,9722,458956,8561,1746954,1238,169544,5873,540564,8904,545420,9166,491426,7200,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,623247,868,309795,636,22830,2061,93188,3229,102442,3176,91335,3766,313452,566,18554,1994,87028,3423,109635,3688,98235,3600,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1037741,1184,504865,910,30448,2433,146968,4133,171369,4400,156080,4992,532876,695,28027,1967,142196,3758,193516,4590,169137,4465,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1099312,1671,557699,1185,42000,3219,153218,5675,206416,5921,156065,5473,541613,775,40634,2866,157171,6202,206351,5908,137457,5332,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,862732,801,419150,399,32167,3090,127914,4464,117288,4513,141781,3912,443582,423,25115,2144,126513,5194,136676,4487,155278,4860,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3715575,3005,1772585,1583,121150,5864,500428,9562,412057,8986,738950,9129,1942990,1886,135850,4394,599157,9577,458683,9063,749300,8921,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,626231,1459,304594,1078,16637,2247,68534,3755,101758,4709,117665,4088,321637,984,20832,2262,64648,3206,113076,4502,123081,4192,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8090954,3979,3885058,2159,315804,7558,1035765,14476,981780,14079,1551709,15395,4205896,2635,308898,7330,1142920,13161,1074098,12988,1679980,15116,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4524330,2830,2160306,2004,249532,8401,569195,11177,643558,10382,698021,10849,2364024,1884,218548,7814,615250,10364,779632,10511,750594,10050,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,424228,1140,214245,822,18159,1481,62264,3104,77470,3681,56352,3121,209983,595,14312,1257,53839,2366,79190,2729,62642,2748,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6517615,1955,3134970,1283,317123,7622,1107648,13893,850856,13115,859343,12192,3382645,1323,311154,8185,1179459,16230,986620,12238,905412,12530,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1841108,884,888651,611,95666,4358,289131,5823,267447,6098,236407,5957,952457,502,95069,3366,305197,5672,305164,6344,247027,5182,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2227577,1258,1079286,598,77898,4057,268510,6608,375689,6158,357189,6747,1148291,940,69979,4583,285638,6861,427648,7651,365026,7556,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7219697,2167,3465366,1589,317174,8309,1278404,10451,816729,10394,1053059,10965,3754331,1066,325933,7071,1410338,13003,910106,11373,1107954,11348,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,574136,1696,271001,904,28585,2260,75267,3801,68654,3256,98495,4066,303135,1020,30572,2818,79307,3739,88548,4060,104708,3573,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2171868,1706,1041095,1387,119374,5674,284125,6795,306663,6414,330933,6941,1130773,870,116586,5579,316908,7481,364196,7492,333083,7484,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,484046,886,238782,763,17888,1877,79693,3063,75938,3280,65263,2764,245264,413,14862,1565,73117,3024,86676,3022,70609,2814,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3431197,2584,1643784,1606,219563,6244,556085,10818,433380,8986,434756,7872,1787413,1728,212421,7146,601314,9083,513278,9919,460400,9713,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8308907,4760,4050865,3584,285152,7514,962502,14286,1296909,15739,1506302,14786,4258042,3020,291627,7406,1065659,14766,1425201,16124,1475555,17731,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1382668,923,682637,705,34973,2905,143091,5488,252153,5547,252420,5179,700031,479,31011,2653,160248,4803,293707,5919,215065,5533,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,417234,170,201729,120,20016,1861,68458,2625,48604,2569,64651,2792,215505,89,14224,1492,61461,2346,56250,2289,83570,2464,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3728858,2617,1810015,1962,170491,6100,456250,9604,454642,8392,728632,9421,1918843,1747,157194,5277,464632,8020,556367,9445,740650,9764,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3579785,1619,1758765,1004,117697,5834,421725,9193,602580,12463,616763,9200,1821020,1030,102740,4744,423709,9523,681651,10059,612920,8255,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1216847,1690,589072,1128,95922,3948,250030,5861,133534,5429,109586,4482,627775,1063,92299,4342,243298,5722,172745,5421,119433,4798,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3360949,1356,1644095,928,126158,4093,552532,8555,501955,9266,463450,8213,1716854,702,105153,3914,544448,8462,551356,9283,515897,7299,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,338028,1709,169712,1410,9624,1675,54717,3169,59928,3310,45443,2872,168316,650,8773,1307,41205,2679,70112,2775,48226,2619,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16047,2653,7918,1896,1101,524,1933,837,1636,683,3248,837,8129,1472,1337,569,893,509,2522,693,3377,989,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
