GEO_ID,B28009H_001E,B28009H_001M,B28009H_002E,B28009H_002M,B28009H_003E,B28009H_003M,B28009H_004E,B28009H_004M,B28009H_005E,B28009H_005M,B28009H_006E,B28009H_006M,NAME,B28009H_001MA,B28009H_001EA,B28009H_002MA,B28009H_002EA,B28009H_003MA,B28009H_003EA,B28009H_004EA,B28009H_004MA,B28009H_005EA,B28009H_005MA,B28009H_006MA,B28009H_006EA,state
0400000US24,3082848,3530,2843441,11206,31495,4987,2652640,14072,159306,11265,239407,10799,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4826118,6141,4436332,14361,26627,3245,4170853,18242,238852,14689,389786,13369,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7365314,3687,6618286,16997,86842,5536,5807760,23731,723684,20234,747028,16407,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4334294,3165,3975093,9283,51536,3532,3609674,15223,313883,10738,359201,9091,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1671697,2570,1410233,11784,20438,3729,1158779,15431,231016,11085,261464,11750,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4737223,3368,4196593,12625,55996,5085,3652146,19846,488451,16457,540630,12343,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,860256,822,768910,5755,13008,2774,677231,8751,78671,6618,91346,5687,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1470941,1565,1325222,5640,15677,2110,1192751,8710,116794,7178,145719,5522,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1436375,2675,1315463,7756,10973,2340,1192339,13173,112151,10383,120912,7563,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1174050,2315,1094394,5669,10199,2557,1001949,9605,82246,8530,79656,5648,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5004011,5288,4617518,14116,33253,4330,4333864,18681,250401,12463,386493,12914,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,804542,1476,723405,5290,10484,2346,643506,7985,69415,5985,81137,5183,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10868498,9868,9747750,23740,77448,5476,8930885,28364,739417,19335,1120748,21320,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6186464,5086,5476566,20513,55923,5823,4911518,28971,509125,17741,709898,18874,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,608918,731,549483,3227,5236,1137,492021,5780,52226,4487,59435,3122,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9074566,5245,8025335,22370,104268,6770,7153535,28110,767532,22420,1049231,21477,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2528989,1937,2205036,9700,24786,2677,1857302,13311,322948,11835,323953,9482,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2980073,2711,2756098,8869,32952,4154,2492103,13869,231043,11485,223975,8489,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9705717,5411,8522362,20789,115271,6253,7795950,28073,611141,19066,1183355,20230,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,753255,2870,679984,6039,2687,955,640147,6423,37150,3809,73271,5344,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2973176,2763,2637958,11118,25058,3306,2321304,17232,291596,14518,335218,11770,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,679025,1886,610000,4397,11017,2357,535819,7349,63164,5777,69025,3905,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4761525,2550,4086323,15361,49049,5434,3573337,23103,463937,19341,675202,14976,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11365748,6000,10473229,23191,104182,9169,9433612,36923,935435,26694,892519,22468,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2271380,3161,2179172,5746,16790,3086,1950890,14683,211492,13574,92208,5403,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,566208,546,511105,3538,7810,1744,454118,5269,49177,5164,55103,3583,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5112084,4138,4639158,17813,55346,4343,4215769,25191,368043,14398,472926,17355,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4846584,3494,4516602,12761,49538,5390,4123322,20343,343742,14336,329982,12257,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1681305,1628,1388075,11031,20981,4630,1202641,15963,164453,11608,293230,11016,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4625092,2597,4135731,12871,59618,4722,3743136,17552,332977,12504,489361,12550,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,483252,2216,448150,3978,4127,1474,395254,6817,48769,5505,35102,3417,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,21540,3150,16389,3092,235,301,13615,2865,2539,878,5151,1306,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
