GEO_ID,B18101A_001E,B18101A_001M,B18101A_002E,B18101A_002M,B18101A_003E,B18101A_003M,B18101A_004E,B18101A_004M,B18101A_005E,B18101A_005M,B18101A_006E,B18101A_006M,B18101A_007E,B18101A_007M,B18101A_008E,B18101A_008M,B18101A_009E,B18101A_009M,B18101A_010E,B18101A_010M,NAME,B18101A_001EA,B18101A_001MA,B18101A_002EA,B18101A_002MA,B18101A_003MA,B18101A_003EA,B18101A_004MA,B18101A_004EA,B18101A_005MA,B18101A_005EA,B18101A_006EA,B18101A_006MA,B18101A_007EA,B18101A_007MA,B18101A_008MA,B18101A_008EA,B18101A_009MA,B18101A_009EA,B18101A_010MA,B18101A_010EA,state
0400000US13,5942191,18805,1349939,9008,52268,4294,1297671,9774,3715051,12267,395423,10458,3319628,17277,877201,2814,324367,7035,552834,7153,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,324634,5043,52383,2689,2023,844,50360,2692,214650,3340,17971,1941,196679,3883,57601,750,18805,1965,38796,1983,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1458744,6295,377909,3467,14336,2015,363573,3827,869962,3466,95155,5885,774807,6470,210873,942,81384,3734,129489,3848,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9252796,22922,2010587,11011,64157,4339,1946430,11233,5861226,15418,500003,11648,5361223,17775,1380983,3472,475998,8116,904985,8546,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5457368,10279,1240679,5654,57613,4326,1183066,5965,3407500,6690,409553,10321,2997947,11973,809189,2164,305370,6636,503819,6972,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2784885,6634,624955,3658,22475,1867,602480,3892,1715055,3820,165521,5704,1549534,7218,444875,1317,145347,3424,299528,3421,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2432711,7246,585606,3973,23173,2268,562433,4352,1487694,4513,149210,5589,1338484,6989,359411,1399,130529,3779,228882,3871,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3792529,4849,845426,3245,44049,3716,801377,4877,2375443,3502,375461,8655,1999982,9232,571660,1458,239597,4827,332063,4974,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2858720,7579,618203,3274,38954,3667,579249,4731,1800499,5640,217922,8302,1582577,9335,440018,1511,174787,4508,265231,4465,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1247632,1936,237165,1412,14688,2291,222477,2390,786524,1392,110868,4743,675656,4854,223943,692,79109,3176,144834,3118,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3366520,14295,680807,5715,22690,3004,658117,6445,2141448,9882,188617,6555,1952831,11127,544265,2161,177721,5099,366544,4959,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5272398,13770,1013195,6516,46820,3193,966375,6966,3399429,9185,306257,10073,3093172,11745,859774,2201,286525,6585,573249,6474,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7761272,8083,1639559,4799,76914,3890,1562645,5773,4858393,5385,563621,10910,4294772,10532,1263320,1819,450656,7729,812664,7410,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4550754,7353,978672,4105,32580,2773,946092,5258,2881250,4477,235698,6853,2645552,8340,690832,1289,216584,4771,474248,4959,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1732298,5028,379143,2394,17211,2373,361932,3344,1055634,3521,152402,6391,903232,7199,297521,1325,129454,4737,168067,5069,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4921843,7177,1081676,4086,49074,4108,1032602,5678,3053370,5124,375913,8967,2677457,9521,786797,1567,289193,6336,497604,6642,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,892921,2652,183817,1402,6652,1263,177165,1835,556064,1809,64892,3960,491172,4308,153040,544,54062,2364,98978,2397,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1627211,5829,386671,3166,13509,1638,373162,3765,999919,3486,88044,4216,911875,5427,240621,949,83607,2915,157014,2977,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1887549,16694,406844,7923,15456,2457,391388,7728,1177556,10421,134296,6677,1043260,12219,303149,2298,109593,4294,193556,4812,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1223852,3489,243371,1843,11599,1651,231772,2340,790231,2456,81501,4649,708730,5098,190250,746,64949,3089,125301,3136,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6007236,24411,1265350,9752,41755,3212,1223595,10855,3731255,17027,292301,9113,3438954,20081,1010631,3294,331963,7031,678668,7520,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1545917,13135,355638,6155,14500,1986,341138,6484,931916,8571,124228,6061,807688,9349,258363,2130,104676,3983,153687,3958,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12550812,29212,2469494,12704,89065,5295,2380429,12412,7982240,19403,692493,13679,7289747,23752,2099078,5893,702293,8987,1396785,9873,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6683398,16196,1408584,7847,65347,3865,1343237,8296,4164654,10849,466719,10375,3697935,15140,1110160,2638,410778,6947,699382,7085,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,630385,1536,133874,821,3247,791,130627,1093,402905,1273,33408,2406,369497,2907,93606,430,31237,1585,62369,1647,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9422130,8400,2031020,4512,89174,4666,1941846,6631,5885288,5762,669254,13104,5216034,13770,1505822,2534,522079,8870,983743,9118,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2762552,6510,601980,3773,29343,2166,572637,3947,1706081,4220,233122,6956,1472959,6939,454491,1247,191601,4695,262890,4567,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3343285,10968,685787,5997,30898,3599,654889,6414,2098789,6089,263887,8141,1834902,9233,558709,1497,210664,4828,348045,4534,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10298842,15393,2027186,7674,96273,4814,1930913,9524,6447535,9032,674899,13564,5772636,16525,1824121,2880,615348,7629,1208773,7690,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,833164,6678,152029,3229,7853,1762,144176,3565,538385,4208,53107,3650,485278,4455,142750,1114,49181,2698,93569,2681,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3157127,7369,649543,3716,29274,3509,620269,5238,1951639,4567,229452,8064,1722187,8819,555945,1396,199374,5492,356571,5638,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,705806,2481,159211,1194,5698,1382,153513,1885,434161,1873,45917,3280,388244,3891,112434,448,38819,2094,73615,2019,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4992777,9752,1069309,4819,49800,3980,1019509,6080,3112060,6601,426338,11246,2685722,12961,811408,1619,321262,6464,490146,6672,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19520064,43655,5113510,21425,207030,9598,4906480,20492,11985150,29750,1173511,19437,10811639,34940,2421404,6574,953127,12618,1468277,12522,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2512888,11674,753900,6290,22955,2501,730945,6581,1492926,6392,131514,5694,1361412,9095,266062,1102,95043,3710,171019,3769,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,589794,677,112509,452,5667,924,106842,999,380344,620,43422,3200,336922,3275,96941,277,33110,1849,63831,1866,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5599741,11379,1179218,5238,39275,2936,1139943,5859,3559188,8751,323569,9571,3235619,13407,861335,2265,289995,6488,571340,6261,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5359426,17213,1131102,8835,46374,3532,1084728,9203,3399975,9832,385566,11071,3014409,12492,828349,1776,306102,6263,522247,6451,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1716458,2326,348792,1338,20963,2792,327829,3180,1067724,2041,192620,5992,875104,6116,299942,998,136227,4055,163715,3961,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4920489,8570,1037095,4614,41090,3171,996005,5779,3104163,4944,297149,6817,2807014,8223,779231,1302,253701,4739,525530,5199,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,521025,4054,119915,1986,5118,1077,114797,2380,328268,2449,32827,2593,295441,3562,72842,891,25083,1889,47759,2053,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2581960,21419,572692,9648,41399,4185,531293,9936,1552032,14820,267241,10233,1284791,17039,457236,5076,217944,5731,239292,5959,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
