B07001_089M,B07001_090E,B07001_090M,B07001_091E,B07001_091M,B07001_092E,B07001_092M,B07001_093E,B07001_093M,B07001_094E,B07001_094M,B07001_095E,B07001_095M,B07001_096E,B07001_096M,GEO_ID,B07001_001E,B07001_001M,B07001_002E,B07001_002M,B07001_003E,B07001_003M,B07001_004E,B07001_004M,B07001_005E,B07001_005M,B07001_006E,B07001_006M,B07001_007E,B07001_007M,B07001_008E,B07001_008M,B07001_009E,B07001_009M,B07001_010E,B07001_010M,B07001_011E,B07001_011M,B07001_012E,B07001_012M,B07001_013E,B07001_013M,B07001_014E,B07001_014M,B07001_015E,B07001_015M,B07001_016E,B07001_016M,B07001_017E,B07001_017M,B07001_018E,B07001_018M,B07001_019E,B07001_019M,B07001_020E,B07001_020M,B07001_021E,B07001_021M,B07001_022E,B07001_022M,B07001_023E,B07001_023M,B07001_024E,B07001_024M,B07001_025E,B07001_025M,B07001_026E,B07001_026M,B07001_027E,B07001_027M,B07001_028E,B07001_028M,B07001_029E,B07001_029M,B07001_030E,B07001_030M,B07001_031E,B07001_031M,B07001_032E,B07001_032M,B07001_033E,B07001_033M,B07001_034E,B07001_034M,B07001_035E,B07001_035M,B07001_036E,B07001_036M,B07001_037E,B07001_037M,B07001_038E,B07001_038M,B07001_039E,B07001_039M,B07001_040E,B07001_040M,B07001_041E,B07001_041M,B07001_042E,B07001_042M,B07001_043E,B07001_043M,B07001_044E,B07001_044M,B07001_045E,B07001_045M,B07001_046E,B07001_046M,B07001_047E,B07001_047M,B07001_048E,B07001_048M,B07001_049E,B07001_049M,B07001_050E,B07001_050M,B07001_051E,B07001_051M,B07001_052E,B07001_052M,B07001_053E,B07001_053M,B07001_054E,B07001_054M,B07001_055E,B07001_055M,B07001_056E,B07001_056M,B07001_057E,B07001_057M,B07001_058E,B07001_058M,B07001_059E,B07001_059M,B07001_060E,B07001_060M,B07001_061E,B07001_061M,B07001_062E,B07001_062M,B07001_063E,B07001_063M,B07001_064E,B07001_064M,B07001_065E,B07001_065M,B07001_066E,B07001_066M,B07001_067E,B07001_067M,B07001_068E,B07001_068M,B07001_069E,B07001_069M,B07001_070E,B07001_070M,B07001_071E,B07001_071M,B07001_072E,B07001_072M,B07001_073E,B07001_073M,B07001_074E,B07001_074M,B07001_075E,B07001_075M,B07001_076E,B07001_076M,B07001_077E,B07001_077M,B07001_078E,B07001_078M,B07001_079E,B07001_079M,B07001_080E,B07001_080M,B07001_081E,B07001_081M,B07001_082E,B07001_082M,B07001_083E,B07001_083M,B07001_084E,B07001_084M,B07001_085E,B07001_085M,B07001_086E,B07001_086M,B07001_087E,B07001_087M,B07001_088E,B07001_088M,B07001_089E,B07001_089MA,B07001_090MA,B07001_090EA,B07001_091MA,B07001_091EA,B07001_092EA,B07001_092MA,B07001_093MA,B07001_093EA,B07001_094MA,B07001_094EA,B07001_095MA,B07001_095EA,B07001_096EA,B07001_096MA,NAME,B07001_001MA,B07001_001EA,B07001_002EA,B07001_002MA,B07001_003EA,B07001_003MA,B07001_004EA,B07001_004MA,B07001_005MA,B07001_005EA,B07001_006EA,B07001_006MA,B07001_007MA,B07001_007EA,B07001_008EA,B07001_008MA,B07001_009EA,B07001_009MA,B07001_010EA,B07001_010MA,B07001_011MA,B07001_011EA,B07001_012EA,B07001_012MA,B07001_013MA,B07001_013EA,B07001_014EA,B07001_014MA,B07001_015EA,B07001_015MA,B07001_016MA,B07001_016EA,B07001_017MA,B07001_017EA,B07001_018EA,B07001_018MA,B07001_019EA,B07001_019MA,B07001_020MA,B07001_020EA,B07001_021EA,B07001_021MA,B07001_022EA,B07001_022MA,B07001_023MA,B07001_023EA,B07001_024EA,B07001_024MA,B07001_025EA,B07001_025MA,B07001_026EA,B07001_026MA,B07001_027MA,B07001_027EA,B07001_028EA,B07001_028MA,B07001_029MA,B07001_029EA,B07001_030EA,B07001_030MA,B07001_031EA,B07001_031MA,B07001_032MA,B07001_032EA,B07001_033MA,B07001_033EA,B07001_034MA,B07001_034EA,B07001_035EA,B07001_035MA,B07001_036MA,B07001_036EA,B07001_037EA,B07001_037MA,B07001_038MA,B07001_038EA,B07001_039MA,B07001_039EA,B07001_040MA,B07001_040EA,B07001_041EA,B07001_041MA,B07001_042MA,B07001_042EA,B07001_043EA,B07001_043MA,B07001_044MA,B07001_044EA,B07001_045MA,B07001_045EA,B07001_046MA,B07001_046EA,B07001_047EA,B07001_047MA,B07001_048EA,B07001_048MA,B07001_049MA,B07001_049EA,B07001_050EA,B07001_050MA,B07001_051EA,B07001_051MA,B07001_052EA,B07001_052MA,B07001_053EA,B07001_053MA,B07001_054EA,B07001_054MA,B07001_055MA,B07001_055EA,B07001_056MA,B07001_056EA,B07001_057EA,B07001_057MA,B07001_058MA,B07001_058EA,B07001_059EA,B07001_059MA,B07001_060MA,B07001_060EA,B07001_061MA,B07001_061EA,B07001_062EA,B07001_062MA,B07001_063EA,B07001_063MA,B07001_064EA,B07001_064MA,B07001_065EA,B07001_065MA,B07001_066MA,B07001_066EA,B07001_067MA,B07001_067EA,B07001_068EA,B07001_068MA,B07001_069MA,B07001_069EA,B07001_070EA,B07001_070MA,B07001_071MA,B07001_071EA,B07001_072MA,B07001_072EA,B07001_073MA,B07001_073EA,B07001_074EA,B07001_074MA,B07001_075MA,B07001_075EA,B07001_076EA,B07001_076MA,B07001_077EA,B07001_077MA,B07001_078MA,B07001_078EA,B07001_079EA,B07001_079MA,B07001_080EA,B07001_080MA,B07001_081EA,B07001_081MA,B07001_082MA,B07001_082EA,B07001_083EA,B07001_083MA,B07001_084MA,B07001_084EA,B07001_085EA,B07001_085MA,B07001_086EA,B07001_086MA,B07001_087EA,B07001_087MA,B07001_088MA,B07001_088EA,B07001_089EA,state
1612,7494,1431,5190,1283,6721,1834,3335,780,3996,848,2292,730,4287,948,0400000US36,19431954,5997,951252,5842,3068837,2849,551429,4258,1441126,5638,1440831,3367,1355164,2910,1228108,17290,1289254,17665,1377643,3327,1439776,3482,1322977,13004,1135714,13497,894927,9619,646672,9437,1288244,2054,17297785,33907,820645,7905,2802618,11823,430772,5595,1128395,10637,1125772,10090,1122826,9065,1077260,15735,1163115,16616,1266811,6793,1347514,6403,1244689,12647,1079218,13335,855928,9232,616546,8980,1215676,4712,1227281,29455,87544,4424,171518,8963,37533,3132,157114,8309,174204,8049,137552,7080,87858,5207,76668,4823,68503,5425,57477,4390,47978,3515,32559,3011,22954,2354,18988,2192,48831,3030,487877,15671,25004,2763,49047,7011,47608,2993,81498,5778,69446,5258,52005,3469,34367,3278,28306,2946,23581,3421,21385,2562,15840,2225,13591,1966,7707,1474,5850,1218,12642,1637,272066,11081,11437,1924,25908,3747,27273,2615,49163,3592,48979,4491,29394,3322,18150,2855,13392,2400,11254,2110,8210,1563,7749,1450,7011,1558,4342,1108,2996,941,6808,1426,146945,8788,6622,1195,19746,2826,8243,1469,24956,3144,22430,3227,13387,2278,10473,1843,7773,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
1178,2791,849,1995,666,1458,526,1156,546,1507,633,497,254,1506,742,0400000US37,9737365,5593,496787,6014,1676686,3723,277797,5342,717985,6843,629332,6017,640181,6404,633616,12381,686601,13150,670229,5228,683385,4073,649713,10258,570335,10736,488476,7260,337581,6526,578661,3015,8233641,32920,388110,8240,1441726,12890,196401,4558,483044,9946,441630,8371,496229,9263,523190,11852,600109,13000,599445,6510,619894,5695,594077,10309,530209,10076,458524,7542,322400,6478,538653,4009,818089,25908,69540,5576,154469,10498,26506,2435,114276,7138,94304,5354,82341,6235,64975,5025,47280,4116,37644,3470,33704,3320,29006,2548,19922,2820,14400,2078,7743,1621,21979,1801,358262,15234,20280,2936,41041,5524,35335,2964,65664,4837,45790,3127,31318,3337,23637,2881,20560,2959,17313,2245,16206,2060,12941,1692,9285,1567,6035,1236,3357,985,9500,1749,275922,11861,17005,2173,32639,4067,17634,1903,45033,4345,39004,3471,24438,3004,18518,2697,16418,2470,13036,2314,11586,2150,12231,1849,9763,1774,8010,1501,3584,868,7023,1511,51451,5768,1852,730,6811,1633,1921,739,9968,2390,8604,1539,5855,1356,3296,1004,2234,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
245,61,102,212,205,251,185,196,176,150,140,26,40,122,127,0400000US38,714804,1226,38886,1491,113218,1344,23589,1895,71296,2362,52954,1685,48708,1450,42344,2546,38963,2534,40606,925,50386,836,51194,2105,40110,2093,29560,1305,21755,1331,51235,414,593677,6918,33386,1579,99825,2431,9852,1339,39517,2612,36887,2239,39426,1796,37186,2404,34535,2405,36108,1191,46598,1214,47459,1914,38146,2075,27842,1462,20248,1217,46662,1076,54895,5306,2720,802,6585,1615,2961,730,15700,2365,7738,1725,5027,1428,1920,582,2661,822,2147,462,1449,466,1753,659,562,324,601,294,279,140,2792,828,24049,2814,726,304,2454,826,2811,578,6403,1386,3167,1074,1224,439,1245,633,854,366,262,183,1212,474,458,246,664,366,647,412,703,473,1219,592,38908,4434,1973,885,4175,1497,7811,1363,8741,1862,4905,1567,2731,1030,1898,955,657,313,2028,727,915,402,1273,651,542,290,320,203,499,391,440,274,3275,1041,81,96,179,153,154,142,935,621,257,187,300,248,95,96,256,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
956,2352,910,1787,720,1299,502,1779,740,1036,481,962,527,1544,554,0400000US39,11439593,5197,560448,5473,1957123,3363,322153,4031,794615,4868,730326,3252,715904,3562,664851,10487,751618,10858,776361,3141,857778,2622,840943,8286,715510,8339,558617,6410,409419,6570,783927,1947,9748676,32878,439488,7287,1697139,11985,213202,5450,519261,8943,513688,7572,568519,7459,562401,10352,652317,10468,699698,5582,783663,4988,780603,8001,671076,8408,530099,6371,389758,6844,727764,4533,1078734,27832,86202,5413,185830,10677,43355,3483,170663,7103,130044,5903,92169,5945,67673,4622,64246,4651,50233,4263,49119,3721,39761,3190,28150,2916,17453,1999,13902,2003,39934,3406,379771,14978,21792,2700,44096,5456,44524,2994,71177,4665,53519,3865,33092,3406,19586,2521,21373,2389,15757,2340,14518,2217,11893,1833,9125,1436,5999,1101,3141,647,10179,1809,185749,11791,10160,2032,23675,4803,17530,1939,26624,2815,25841,3382,18368,2571,12455,2030,11125,2984,8321,1753,8691,1780,7387,1518,5380,1358,4030,963,1656,555,4506,1032,46663,5344,2806,1277,6383,1579,3542,905,6890,1501,7234,1974,3756,1136,2736,997,2557,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
215,603,374,506,319,858,408,162,151,427,350,189,167,367,244,0400000US40,3801521,2431,213640,2775,685145,1743,112844,3606,283455,3146,261010,2982,261602,2613,227625,5152,244971,5535,231862,2174,262120,2075,256019,4991,213301,4709,177594,3771,136060,3325,234273,1456,3131192,15909,161907,3602,568527,6590,76524,3401,176988,4597,178050,4292,201188,4043,185870,4774,205849,5645,202896,3405,232724,3061,231801,4619,197465,4848,165418,3586,129257,3350,216728,2289,376765,14678,32078,2446,68402,4578,15516,1795,60684,4215,44174,2977,34615,2943,22759,2837,22203,2442,17330,2010,16800,1955,13245,1934,7880,1153,6631,1010,4415,937,10033,1263,168781,8950,10789,1626,29747,3513,10905,1284,23653,2340,22441,2534,15657,1769,10944,1479,9397,1439,6441,1154,7991,1329,6767,1239,4125,776,3072,848,1273,408,5579,1247,109255,7388,8052,1530,15576,2008,9036,1324,18937,2049,14339,1868,8949,1532,6919,1664,7201,1214,4592,1106,4099,866,3348,737,3669,1233,2046,735,926,369,1566,581,15528,2852,814,384,2893,1164,863,389,3193,959,2006,831,1193,620,1133,622,321,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
549,903,623,320,230,987,532,515,378,388,259,604,373,516,334,0400000US41,3888216,3139,186554,3797,631125,2360,102358,3162,264136,4407,261364,3282,273486,3024,249754,7296,265212,6958,244794,2715,267939,2811,274340,6330,262558,6047,202738,4022,149020,3930,252838,1826,3154813,21706,140271,4553,529216,6937,64875,2781,149870,6957,166622,6324,198423,5094,193900,7045,223263,6529,209116,4144,237252,3383,241859,5329,240473,5972,189674,4072,137692,4278,232307,2946,417300,17381,29182,3055,61732,5262,15095,2360,67336,5572,51009,4817,43448,4607,32253,3005,23040,2365,20088,2737,18519,2078,18409,2714,12085,2102,5977,1249,6516,1581,12611,1813,154172,10004,7888,1680,19619,4097,12296,1642,25740,2865,20543,3166,14753,2039,9755,2068,9148,1638,7722,1512,6063,1625,6194,1531,5485,1318,3473,1175,1691,620,3802,971,143841,11050,8258,2158,18036,3167,8889,1455,18572,2440,20370,2769,14473,2076,13333,2584,8924,1941,6965,1617,5785,1186,6891,1604,4000,822,3226,862,2517,1008,3602,1097,18090,2679,955,556,2522,891,1203,488,2618,869,2820,969,2389,887,513,329,837,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
1378,2276,668,2085,631,1676,642,1562,665,2413,838,672,357,2041,599,0400000US42,12639493,5012,580260,5380,2001685,2391,371527,3294,876511,4853,824978,3143,775351,3254,730287,11685,806204,12121,878857,3460,961792,2485,932831,9753,809238,10057,637961,7898,471473,7563,980538,2419,11113742,26981,487260,6787,1789887,10308,262679,5240,638301,9591,617567,8209,633824,7079,633076,11790,722214,11203,804330,5107,892718,4710,883635,9995,767440,9918,609725,8005,451935,7410,919151,4176,916182,22735,65582,4612,143885,8827,35020,2738,139084,6955,121952,6272,82478,4761,58564,4268,51952,4526,48027,3816,43763,3893,30857,2818,24343,2491,16600,1912,12270,1491,41805,2773,324391,10410,13748,1847,33216,3213,43193,3029,57124,3657,44280,3205,31461,2896,19714,2338,17609,2357,13498,1965,12653,1327,9229,1555,8806,1489,5179,1259,3348,813,11333,1568,224280,10969,9981,1831,24178,3706,27479,2278,32918,3539,33210,3600,21514,2906,15210,2447,10470,1594,10726,2099,10573,1967,7434,1586,7087,1162,4044,958,3248,884,6208,1185,60898,5797,3689,1195,10519,2669,3156,817,9084,1538,7969,1590,6074,1568,3723,1316,3959,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
404,328,303,223,257,220,208,536,389,21,38,149,204,142,165,0400000US44,1040986,1700,43676,1744,158646,1070,35343,1052,83365,1653,69962,1123,64914,966,60658,3485,66325,3283,75340,865,79734,876,75212,3094,64947,3053,50435,2444,35737,2207,76692,664,905093,9118,35700,2337,142227,3126,24464,1369,61701,3105,51232,2677,53616,1775,52839,3531,57602,3183,68064,1431,74341,1635,70173,3289,60637,3058,47987,2518,34104,2283,70406,1432,75924,7155,5232,1282,11637,2532,2717,835,10478,2394,10714,1890,5968,1302,5479,1496,5787,1387,3972,1022,3408,998,2310,706,1832,628,1191,479,1367,549,3832,831,18205,2827,628,399,1613,777,1483,616,1930,713,2654,733,2113,1063,799,408,985,717,1320,626,1099,875,956,563,1157,828,638,418,54,65,776,420,34108,3955,1558,788,2820,1226,6069,989,7024,1567,4565,1411,2317,690,1377,515,1524,701,1656,787,663,344,1553,986,785,593,598,309,63,106,1536,716,7656,1818,558,401,349,382,610,319,2232,968,797,430,900,568,164,154,427,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
690,881,450,433,355,568,353,687,434,1051,567,380,229,428,282,0400000US45,4720602,3292,239406,3676,785677,2800,146011,5122,350692,5750,306870,3152,300974,4452,285298,7845,309557,7890,316336,3489,334807,2716,322072,6638,297795,6323,254111,5353,184982,5131,286014,2057,4000306,23018,186937,5337,677351,8695,97985,4946,234868,7279,220453,5711,241043,6336,241872,7156,266539,7747,280603,5055,303066,4351,293802,7030,278815,5951,237158,5711,175063,5236,264751,3037,393038,18900,31746,3811,70208,7473,14613,2379,67884,5373,43504,3682,33296,3807,23430,2811,23938,2855,19687,2748,18240,2242,14500,2024,8700,1518,7140,1310,4883,1224,11269,1365,144024,8798,10288,2511,18088,2994,13736,1566,24377,3126,22039,2857,11561,2050,9166,1580,6720,1643,6481,1400,5586,1394,4084,945,3194,883,2844,864,2164,599,3696,849,166047,11725,9314,1905,18024,2808,18762,2222,22131,3056,18456,2627,12849,2469,9472,1977,11076,2451,8684,1659,7482,1730,9118,1857,6399,1219,5918,1224,2492,1043,5870,1348,17187,3089,1121,595,2006,855,915,501,1432,501,2418,787,2225,862,1358,708,1284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
77,11,43,61,82,298,212,112,173,54,74,10,18,37,48,0400000US46,832703,1252,46443,1470,149864,1106,24167,1577,61270,2221,55771,1535,54946,1431,51041,2425,45719,2524,50027,1415,59250,820,56513,2957,53189,2955,36173,1961,28493,1933,59837,627,691659,7143,36474,1693,128682,2958,14344,1574,33942,2496,38424,2238,44294,1683,42706,2461,39791,2539,43830,1638,53940,1166,50816,2876,48807,2626,33985,1988,26849,1926,54775,1236,72038,4994,6109,1062,12433,2321,2265,702,14688,1957,7764,1482,5535,1032,4922,1372,3140,1161,2696,807,2759,858,2733,948,1697,633,1244,518,950,508,3103,699,36675,4130,1775,557,5127,1409,4118,997,7498,1445,5128,1056,2259,843,2216,668,1482,605,1423,836,1218,465,1285,831,1188,533,283,198,423,294,1252,572,30042,3368,1983,683,3324,1046,3327,702,5024,1181,4350,1231,2212,709,929,337,1250,521,2067,814,1272,563,1381,623,1385,839,607,346,261,158,670,543,2289,740,102,123,298,234,113,144,118,107,105,112,646,506,268,229,56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
1026,1793,835,393,292,1139,648,831,364,405,285,415,237,622,316,0400000US47,6419226,4130,320456,5056,1094873,3826,174661,4418,459201,5352,419890,3833,423044,3697,403881,8640,443058,8545,435267,3056,460302,3156,438358,8523,396045,8722,326046,6736,235435,6302,388709,2260,5429144,23649,246483,5741,929220,9934,130529,4435,318151,8021,295031,5994,328822,5238,334040,7921,385436,9014,383309,4192,415647,4658,398724,7940,369931,8647,310572,6744,221762,6488,361487,3567,588373,18076,46952,4417,110137,7634,18711,2286,80842,5943,71474,4196,56175,3873,41245,3716,32627,4040,33188,2813,28596,2355,22658,3110,14729,2401,8503,1436,7406,1481,15130,2123,190956,9934,12943,2165,26851,3923,13599,1993,31643,3372,24507,2992,15720,2521,12551,2185,12179,1937,8658,1579,7818,1800,7762,1599,5676,1438,2415,648,2862,983,5772,1227,186525,10529,12675,1938,24900,3873,11144,2108,26303,3049,25706,3316,18931,3033,13998,2764,10909,1936,8319,1694,7848,1597,8075,1539,4878,1145,4151,1090,2990,1349,5698,1155,24228,3633,1403,741,3765,1287,678,379,2262,801,3172,998,3396,1214,2047,834,1907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
