B07001_089M,B07001_090E,B07001_090M,B07001_091E,B07001_091M,B07001_092E,B07001_092M,B07001_093E,B07001_093M,B07001_094E,B07001_094M,B07001_095E,B07001_095M,B07001_096E,B07001_096M,GEO_ID,B07001_001E,B07001_001M,B07001_002E,B07001_002M,B07001_003E,B07001_003M,B07001_004E,B07001_004M,B07001_005E,B07001_005M,B07001_006E,B07001_006M,B07001_007E,B07001_007M,B07001_008E,B07001_008M,B07001_009E,B07001_009M,B07001_010E,B07001_010M,B07001_011E,B07001_011M,B07001_012E,B07001_012M,B07001_013E,B07001_013M,B07001_014E,B07001_014M,B07001_015E,B07001_015M,B07001_016E,B07001_016M,B07001_017E,B07001_017M,B07001_018E,B07001_018M,B07001_019E,B07001_019M,B07001_020E,B07001_020M,B07001_021E,B07001_021M,B07001_022E,B07001_022M,B07001_023E,B07001_023M,B07001_024E,B07001_024M,B07001_025E,B07001_025M,B07001_026E,B07001_026M,B07001_027E,B07001_027M,B07001_028E,B07001_028M,B07001_029E,B07001_029M,B07001_030E,B07001_030M,B07001_031E,B07001_031M,B07001_032E,B07001_032M,B07001_033E,B07001_033M,B07001_034E,B07001_034M,B07001_035E,B07001_035M,B07001_036E,B07001_036M,B07001_037E,B07001_037M,B07001_038E,B07001_038M,B07001_039E,B07001_039M,B07001_040E,B07001_040M,B07001_041E,B07001_041M,B07001_042E,B07001_042M,B07001_043E,B07001_043M,B07001_044E,B07001_044M,B07001_045E,B07001_045M,B07001_046E,B07001_046M,B07001_047E,B07001_047M,B07001_048E,B07001_048M,B07001_049E,B07001_049M,B07001_050E,B07001_050M,B07001_051E,B07001_051M,B07001_052E,B07001_052M,B07001_053E,B07001_053M,B07001_054E,B07001_054M,B07001_055E,B07001_055M,B07001_056E,B07001_056M,B07001_057E,B07001_057M,B07001_058E,B07001_058M,B07001_059E,B07001_059M,B07001_060E,B07001_060M,B07001_061E,B07001_061M,B07001_062E,B07001_062M,B07001_063E,B07001_063M,B07001_064E,B07001_064M,B07001_065E,B07001_065M,B07001_066E,B07001_066M,B07001_067E,B07001_067M,B07001_068E,B07001_068M,B07001_069E,B07001_069M,B07001_070E,B07001_070M,B07001_071E,B07001_071M,B07001_072E,B07001_072M,B07001_073E,B07001_073M,B07001_074E,B07001_074M,B07001_075E,B07001_075M,B07001_076E,B07001_076M,B07001_077E,B07001_077M,B07001_078E,B07001_078M,B07001_079E,B07001_079M,B07001_080E,B07001_080M,B07001_081E,B07001_081M,B07001_082E,B07001_082M,B07001_083E,B07001_083M,B07001_084E,B07001_084M,B07001_085E,B07001_085M,B07001_086E,B07001_086M,B07001_087E,B07001_087M,B07001_088E,B07001_088M,B07001_089E,B07001_089MA,B07001_090MA,B07001_090EA,B07001_091MA,B07001_091EA,B07001_092EA,B07001_092MA,B07001_093MA,B07001_093EA,B07001_094MA,B07001_094EA,B07001_095MA,B07001_095EA,B07001_096EA,B07001_096MA,NAME,B07001_001MA,B07001_001EA,B07001_002EA,B07001_002MA,B07001_003EA,B07001_003MA,B07001_004EA,B07001_004MA,B07001_005MA,B07001_005EA,B07001_006EA,B07001_006MA,B07001_007MA,B07001_007EA,B07001_008EA,B07001_008MA,B07001_009EA,B07001_009MA,B07001_010EA,B07001_010MA,B07001_011MA,B07001_011EA,B07001_012EA,B07001_012MA,B07001_013MA,B07001_013EA,B07001_014EA,B07001_014MA,B07001_015EA,B07001_015MA,B07001_016MA,B07001_016EA,B07001_017MA,B07001_017EA,B07001_018EA,B07001_018MA,B07001_019EA,B07001_019MA,B07001_020MA,B07001_020EA,B07001_021EA,B07001_021MA,B07001_022EA,B07001_022MA,B07001_023MA,B07001_023EA,B07001_024EA,B07001_024MA,B07001_025EA,B07001_025MA,B07001_026EA,B07001_026MA,B07001_027MA,B07001_027EA,B07001_028EA,B07001_028MA,B07001_029MA,B07001_029EA,B07001_030EA,B07001_030MA,B07001_031EA,B07001_031MA,B07001_032MA,B07001_032EA,B07001_033MA,B07001_033EA,B07001_034MA,B07001_034EA,B07001_035EA,B07001_035MA,B07001_036MA,B07001_036EA,B07001_037EA,B07001_037MA,B07001_038MA,B07001_038EA,B07001_039MA,B07001_039EA,B07001_040MA,B07001_040EA,B07001_041EA,B07001_041MA,B07001_042MA,B07001_042EA,B07001_043EA,B07001_043MA,B07001_044MA,B07001_044EA,B07001_045MA,B07001_045EA,B07001_046MA,B07001_046EA,B07001_047EA,B07001_047MA,B07001_048EA,B07001_048MA,B07001_049MA,B07001_049EA,B07001_050EA,B07001_050MA,B07001_051EA,B07001_051MA,B07001_052EA,B07001_052MA,B07001_053EA,B07001_053MA,B07001_054EA,B07001_054MA,B07001_055MA,B07001_055EA,B07001_056MA,B07001_056EA,B07001_057EA,B07001_057MA,B07001_058MA,B07001_058EA,B07001_059EA,B07001_059MA,B07001_060MA,B07001_060EA,B07001_061MA,B07001_061EA,B07001_062EA,B07001_062MA,B07001_063EA,B07001_063MA,B07001_064EA,B07001_064MA,B07001_065EA,B07001_065MA,B07001_066MA,B07001_066EA,B07001_067MA,B07001_067EA,B07001_068EA,B07001_068MA,B07001_069MA,B07001_069EA,B07001_070EA,B07001_070MA,B07001_071MA,B07001_071EA,B07001_072MA,B07001_072EA,B07001_073MA,B07001_073EA,B07001_074EA,B07001_074MA,B07001_075MA,B07001_075EA,B07001_076EA,B07001_076MA,B07001_077EA,B07001_077MA,B07001_078MA,B07001_078EA,B07001_079EA,B07001_079MA,B07001_080EA,B07001_080MA,B07001_081EA,B07001_081MA,B07001_082MA,B07001_082EA,B07001_083EA,B07001_083MA,B07001_084MA,B07001_084EA,B07001_085EA,B07001_085MA,B07001_086EA,B07001_086MA,B07001_087EA,B07001_087MA,B07001_088MA,B07001_088EA,B07001_089EA,state
1208,2029,890,2741,1061,2212,744,2075,951,1082,578,1549,1039,1167,575,0400000US13,9870319,5843,535168,6056,1833365,5105,303962,6452,725652,8862,670162,7787,676998,7354,667369,13288,723972,12327,697370,6560,687161,5075,626711,9525,531656,9488,426246,7528,300658,7185,463869,3882,8256209,33041,408418,8016,1557481,12336,214441,7544,495137,11530,476325,9086,521663,8824,551155,12429,621035,11972,624807,7363,612482,7391,569085,9101,491139,9515,397335,7796,282884,7408,432822,4191,860579,30933,74514,6839,170131,9850,34138,3548,123263,7216,93964,6290,80305,5835,58909,5326,57522,5040,42025,3945,40784,4040,29321,3397,20249,2212,13297,1940,8370,1479,13787,1564,419022,15753,29104,3707,54946,5423,34959,3304,62849,4753,60987,5112,40183,4593,31500,3521,25397,3117,17650,2253,16547,2107,15621,2512,10872,2136,7310,1444,3784,1025,7313,1247,278972,14820,19800,3007,41756,4832,16643,1969,38493,3314,32022,3651,29332,3314,20892,3109,16702,2951,10859,1947,14607,2570,10472,2112,7321,1572,7222,1652,4071,1265,8780,2006,55537,7076,3332,1437,9051,2395,3781,1058,5910,1371,6864,1732,5515,1335,4913,1453,3316,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
540,928,525,674,448,435,309,350,310,185,160,572,323,546,405,0400000US15,1387361,1759,74013,1851,216520,743,31799,1561,105126,1858,106886,1101,97281,1288,85441,3446,91733,3212,87030,1062,93020,879,93804,3530,84600,3332,69779,2742,51213,2740,99116,591,1177733,11169,58798,2437,187693,3780,24052,1629,73965,2998,74116,3306,74386,2503,67762,3371,80462,3376,77039,2006,85257,1660,87749,3503,79146,3521,65882,2779,48666,2698,92760,1706,129316,10267,10235,1838,18220,3670,3592,1060,16085,2496,17650,2289,13317,1908,13015,2598,7390,1608,6883,1542,5439,1078,4329,1015,3863,1050,2880,806,1293,542,5125,1452,6544,1801,442,374,907,609,299,205,1293,624,804,438,381,324,61,76,845,627,529,374,353,453,49,79,222,186,56,93,203,232,100,118,58083,6288,3957,1087,7741,1932,3350,1026,11617,1551,12250,1948,6736,1672,3377,752,2006,676,1651,640,1297,589,1242,500,1019,470,776,421,479,322,585,295,15685,2833,581,349,1959,1208,506,270,2166,795,2066,822,2461,846,1226,575,1030,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
660,613,649,270,278,238,219,260,330,251,216,363,285,411,264,0400000US16,1592596,2295,91699,2681,315615,1851,43961,2281,114432,2708,102508,2183,105135,2496,94983,5011,100124,4981,96067,2241,108002,1770,102322,4053,94644,4060,74872,3316,56243,3370,91989,1016,1317235,16033,74903,3412,267240,7025,27680,2450,61265,3942,72520,3721,83571,3633,81829,4840,82810,4721,83898,2743,96707,2517,92042,4197,86992,3817,69513,3201,53141,3272,83124,1981,149555,12432,9561,2060,29795,5583,6823,1408,28876,3800,16820,2750,11756,2895,8589,2068,9785,1951,6858,1638,5656,1335,4115,965,3001,999,1832,630,1647,620,4441,1277,55863,6254,3537,1210,8217,2204,4075,802,10155,1781,6556,1397,4506,1141,1612,656,3790,1086,2905,1194,2386,821,2962,1250,1654,762,1651,767,422,313,1435,669,61592,6754,3544,1084,9429,3206,5198,1074,11631,2158,5600,1289,4808,1483,2939,792,3092,1198,1793,576,2983,1170,2965,904,2737,841,1625,852,670,395,2578,1193,8351,1735,154,214,934,400,185,202,2505,742,1012,527,494,361,14,27,647,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
880,4165,1305,2499,1005,2116,801,2547,785,1153,513,1167,458,2916,929,0400000US17,12740816,5630,655770,5954,2225066,3896,356979,3407,909336,4039,882488,3261,897222,3261,830314,11262,859678,11269,867367,2568,925929,2603,860282,9232,730297,9374,549156,7218,413257,7571,777675,1863,11036387,35854,538238,7701,1970746,13619,270183,4777,652090,7074,642236,8680,726510,7503,703509,11625,767060,11045,780285,5759,853318,4603,801822,9064,685842,8668,522978,7103,392969,7154,728601,3937,1097843,32595,80907,5976,184711,11762,36203,2838,153697,5991,150598,6647,108290,6058,83390,5300,61250,4861,58703,4760,49560,3751,40153,3899,28348,2730,17106,2038,12108,1716,32819,2640,314016,12664,19560,2748,33950,3962,30399,2415,55570,4123,42155,3437,31909,3522,22019,2707,17763,2334,12733,1864,12247,1604,9988,1483,8775,1769,4741,1217,4097,1393,8110,1294,223605,12110,12920,2515,25647,3448,17729,1756,37876,3796,37205,3841,23938,3518,15449,2287,10744,1635,11481,2237,8305,1502,6203,1196,4785,1089,3178,823,2916,798,5229,1170,68965,5972,4145,1172,10012,1910,2465,882,10103,1654,10294,1776,6575,1499,5947,1680,2861,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
583,1132,570,1235,757,1337,567,864,504,1365,762,665,405,787,383,0400000US18,6492306,4236,345468,4716,1163478,3430,187013,3619,483455,5026,416457,4369,424025,3716,401221,8386,424945,8399,431436,2878,471199,2672,448355,6817,379421,7133,303252,6591,213220,6635,399361,1917,5499346,22908,272306,5267,1003022,9154,129043,3717,311986,6300,294158,5618,337210,5532,333371,8497,375306,7957,385848,4719,432818,3819,411110,7079,353747,6786,286482,6400,202167,6532,370772,3302,600170,21012,47526,3941,109491,8582,21509,2316,102788,5699,71942,4629,52240,4029,42407,3676,31767,3240,28724,3181,21375,2454,21665,2808,15075,1920,9114,1276,6789,1310,17758,2086,235519,11582,15287,2564,29628,3780,22161,2122,46413,4225,29965,3380,19197,2630,15385,2101,10611,1846,10091,1855,10028,1671,8198,1661,5719,1460,3259,781,2373,637,7204,1403,133508,10617,8735,1567,18032,3823,12135,1754,18564,2359,18729,2705,13424,2161,9107,1945,6239,1335,5641,1426,5743,1676,6045,1477,4016,1026,3032,1192,1226,418,2840,913,23763,2905,1614,767,3305,798,2165,724,3704,1376,1663,640,1954,660,951,570,1022,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
526,497,308,186,164,640,444,318,222,392,271,229,166,364,211,0400000US19,3053635,2290,156296,3146,530389,2695,92084,3186,226596,3082,189663,2486,200087,2796,179583,4922,183963,4969,193459,1900,220032,1832,211617,4103,190241,4126,142780,2953,105723,2949,231122,1180,2585189,13974,125950,3646,467275,5892,56682,3151,128752,4171,129735,3256,159911,3579,153048,4719,163021,5621,172630,2561,203617,2428,196245,3881,179651,4084,135232,3176,100436,2914,213004,2069,268489,11785,19657,2562,39181,3601,12683,1998,57037,3856,33396,3083,23503,2618,15595,2214,12412,1546,12480,1998,9821,1495,8122,1271,6124,1029,3933,917,3022,690,11523,1550,111781,7092,5474,1103,12202,2120,12294,1774,25412,2295,15343,1943,8582,1539,5770,1233,4870,1371,4712,1038,3640,987,4142,1123,2617,624,2006,625,834,337,3883,1128,75650,5854,4453,1338,9598,1744,9785,1332,12762,2161,9679,1949,7316,1541,4492,1117,2891,907,3140,745,2768,865,2468,660,1531,418,1217,751,1202,621,2348,851,12526,2778,762,403,2133,1068,640,340,2633,1075,1510,753,775,452,678,407,769,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
327,514,258,432,274,334,221,211,187,212,208,109,116,382,268,0400000US20,2854869,2630,160216,3036,521238,2342,88449,4075,212521,4291,192155,2738,195403,2521,177178,5751,169959,5645,172378,1878,201096,2086,192109,3973,165942,4295,120338,3512,96569,2971,189318,1227,2386028,13627,123250,3996,444938,6441,59014,3318,132069,5417,135660,3890,152956,3503,146605,5570,145032,5368,153643,2258,182509,2814,177741,3993,154568,4243,114733,3401,90371,2827,172939,2068,272447,13153,24462,2904,52056,6204,11639,2452,42800,3909,31447,3341,23267,2280,18496,2361,14867,2241,10472,1429,10322,1660,9303,1420,6410,1271,2674,616,3707,1083,10525,1343,91459,6932,5626,1205,10844,2459,10507,1149,19400,2379,10805,1625,7811,1573,5089,1250,3880,757,3525,976,3808,934,2090,525,2898,1001,1384,624,1352,579,2440,625,89735,7639,6197,1453,11201,1913,6283,1088,14834,2360,12293,2086,9432,1680,5856,1117,5497,1560,4224,1213,4025,957,2641,640,1855,583,1335,531,1030,396,3032,977,15200,2576,681,494,2199,836,1006,391,3418,980,1950,830,1937,757,1132,567,683,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
283,954,705,705,345,897,636,331,199,605,393,646,404,407,312,0400000US21,4345186,3568,221728,3889,742748,3219,121823,3894,305234,4383,280126,3716,284508,3333,275244,6322,290686,6280,296981,2403,318744,1989,301860,5281,269446,5190,215206,5260,155448,5429,265404,1463,3665604,20740,168921,4556,629933,7230,87571,3396,198126,5689,193964,5218,227082,4055,227391,6204,250967,6904,263675,3769,289484,2973,276265,5559,252867,5526,203250,5346,146210,5119,249898,2337,385884,15780,32477,3396,65834,5619,12358,1829,59291,4582,45554,4148,31580,2919,28668,3103,24029,2638,17830,2233,18390,2216,16459,2226,10544,1588,6614,1418,5596,1247,10660,1587,172528,11598,11625,1778,26338,4088,13666,1551,30114,3094,24159,2723,15207,2404,11607,1987,9048,1849,8332,1476,6364,1228,5078,1132,3108,942,2848,1074,1977,715,3057,796,103207,7831,7486,1517,18754,2409,7108,956,15071,1878,13178,2184,9322,1848,6250,1404,6000,1590,6190,1373,3801,974,3161,881,2596,877,1889,645,1019,439,1382,509,17963,2935,1219,620,1889,735,1120,591,2632,973,3271,881,1317,570,1328,664,642,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
439,924,419,1090,621,943,608,411,245,426,215,296,272,432,268,0400000US22,4568320,3499,247848,4166,807676,2308,126624,5086,351199,6270,332889,4523,326203,4266,280405,7783,285442,7498,293627,3563,327338,3307,315267,5796,266844,5568,202952,4922,148437,4605,255569,2140,3941211,19715,200340,5056,701899,7903,96126,5134,259567,7439,251745,5906,260184,4907,238151,7391,251800,7889,263894,4323,299562,4287,291817,6114,249298,5368,193159,4929,142843,4312,240826,2388,358152,14042,29274,3255,68698,6216,12677,2153,48943,4662,42778,3156,39069,3811,23836,3118,17021,2201,18242,2457,14025,2111,13917,1982,9387,1627,6009,1373,4011,1170,10265,1446,160858,11567,11228,2371,24009,4379,10049,1601,24549,3317,22475,2674,15593,2346,11788,1883,9873,2087,6712,1550,8787,1362,5825,1287,3872,872,2528,1214,913,461,2657,748,91889,7792,6552,1734,11524,2270,6673,1287,14893,2727,13705,2201,10114,1795,5648,1473,5817,1665,3855,1266,3874,1181,2765,835,3876,1347,830,421,374,276,1389,582,16210,2847,454,390,1546,748,1099,669,3247,1224,2186,889,1243,560,982,564,931,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
336,72,96,109,99,57,68,8,13,18,30,0,165,173,195,0400000US23,1315753,1637,51628,1774,196158,1380,33821,1215,80184,1715,76932,1513,73245,1090,73131,3402,84661,3446,96221,1022,108878,956,107438,3048,97472,2899,77458,2764,55748,2810,102778,757,1128262,10088,39773,2240,172238,3502,23213,1680,53678,2948,53280,2291,56592,2367,60413,3311,72839,3469,84057,1971,99298,1921,99767,3347,92512,2960,74100,2673,52169,2773,94333,1676,111190,5812,7792,1507,14331,2349,4060,1107,15551,1901,14850,2052,9452,1902,8360,1531,6485,1537,7452,1426,5491,1191,4242,1112,2821,776,2076,687,2548,865,5679,1436,35144,4186,1400,535,3900,1548,3340,652,6345,1310,4758,1187,2969,981,1512,697,2714,1016,1777,833,1953,713,1972,726,671,330,500,253,306,242,1027,575,36780,5886,2198,863,4862,2230,2882,616,3926,1131,3474,944,3757,1337,2604,1266,2272,1179,2863,1147,2027,881,1400,570,1460,481,764,395,725,301,1566,536,4377,1354,465,323,827,506,326,208,684,314,570,339,475,336,242,215,351,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
971,2001,776,1883,781,1371,498,1795,832,868,449,805,375,1665,804,0400000US24,5857213,3983,295111,4032,977745,1684,161106,3054,404550,3373,412668,3046,402909,2846,371565,8317,397181,8424,434757,2148,454662,2838,404871,6609,346220,6881,265398,4324,189737,4116,338733,2014,5078020,22291,241589,5478,857294,8183,128266,3737,308673,6380,298694,6888,322746,5648,310806,8639,349006,8915,392412,4099,418403,3987,378390,7080,323653,6453,252711,4222,181148,4601,314229,2677,420181,18457,31989,3622,75661,6508,11473,1814,44343,3565,54231,5141,43745,3705,34747,3432,25392,3192,23532,2880,22333,2742,14926,2260,12021,1684,7270,1487,4325,1171,14193,1752,151950,8883,8325,1785,16755,3162,10898,1422,24484,2918,26896,3107,15077,2383,8721,1830,8331,1344,9287,1985,6432,1313,5120,1144,3145,869,2344,942,1884,691,4251,1190,161525,8927,10581,1778,19012,2965,8845,1470,22448,2609,26024,3241,17100,2589,13922,2175,11612,2321,7525,1603,5611,1230,5064,1142,5606,1231,2205,682,1575,609,4395,1119,45537,5911,2627,1070,9023,2046,1624,665,4602,1006,6823,1531,4241,1306,3369,1496,2840,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
