B15012_001E,B15012_001M,B15012_002E,B15012_002M,B15012_003E,B15012_003M,B15012_004E,B15012_004M,B15012_005E,B15012_005M,B15012_006E,B15012_006M,B15012_007E,B15012_007M,B15012_008E,B15012_008M,B15012_009E,B15012_009M,B15012_010E,B15012_010M,B15012_011E,B15012_011M,B15012_012E,B15012_012M,B15012_013E,B15012_013M,B15012_014E,B15012_014M,B15012_015E,B15012_015M,B15012_016E,B15012_016M,B15012_001M,B15012_001EA,B15012_001MA,B15012_002M,B15012_002EA,B15012_002MA,B15012_003M,B15012_003EA,B15012_003MA,B15012_004M,B15012_004EA,B15012_004MA,B15012_005M,B15012_005EA,B15012_005MA,B15012_006M,B15012_006EA,B15012_006MA,B15012_007M,B15012_007EA,B15012_007MA,B15012_008M,B15012_008EA,B15012_008MA,B15012_009M,B15012_009EA,B15012_009MA,B15012_010M,B15012_010EA,B15012_010MA,B15012_011M,B15012_011EA,B15012_011MA,B15012_012M,B15012_012EA,B15012_012MA,B15012_013M,B15012_013EA,B15012_013MA,B15012_014M,B15012_014EA,B15012_014MA,B15012_015M,B15012_015EA,B15012_015MA,B15012_016M,B15012_016EA,B15012_016MA,state
1748524,16759,119851,5328,120795,4955,63547,3686,89166,4866,181297,5845,132662,5518,14430,1573,153380,6073,307645,8688,162786,6075,87820,3704,88790,3907,65456,4624,61819,2973,99080,5028,16759,null,null,5328,null,null,4955,null,null,3686,null,null,4866,null,null,5845,null,null,5518,null,null,1573,null,null,6073,null,null,8688,null,null,6075,null,null,3704,null,null,3907,null,null,4624,null,null,2973,null,null,5028,null,null,24
2185358,17628,112432,5346,140930,5317,82443,3834,136733,5712,222131,6180,184717,6779,13845,2017,181355,6758,377859,10837,188477,6614,144214,5343,117807,4682,101448,4828,73652,4260,107315,5022,17628,null,null,5346,null,null,5317,null,null,3834,null,null,5712,null,null,6180,null,null,6779,null,null,2017,null,null,6758,null,null,10837,null,null,6614,null,null,5343,null,null,4682,null,null,4828,null,null,4260,null,null,5022,null,null,25
2070599,21388,79735,4392,113812,4465,67346,3668,91282,4446,125771,4818,201568,5914,11357,1494,223366,5854,424896,9758,284437,5906,81996,3738,88669,3609,62429,3444,78076,4398,135859,5093,21388,null,null,4392,null,null,4465,null,null,3668,null,null,4446,null,null,4818,null,null,5914,null,null,1494,null,null,5854,null,null,9758,null,null,5906,null,null,3738,null,null,3609,null,null,3444,null,null,4398,null,null,5093,null,null,26
1434288,15229,63153,3631,93316,3922,42305,3036,69789,3605,122880,4806,86822,3893,9688,1442,139665,4354,267931,7315,186674,6106,66385,3364,64053,3438,61441,3071,65445,3547,94741,4088,15229,null,null,3631,null,null,3922,null,null,3036,null,null,3605,null,null,4806,null,null,3893,null,null,1442,null,null,4354,null,null,7315,null,null,6106,null,null,3364,null,null,3438,null,null,3071,null,null,3547,null,null,4088,null,null,27
451775,11589,15435,2352,31603,2675,13610,2291,19540,2248,19155,2640,20096,2582,2534,775,54951,3569,92487,4997,92824,5750,13888,1635,20715,2815,10192,1791,12151,1773,32594,3056,11589,null,null,2352,null,null,2675,null,null,2291,null,null,2248,null,null,2640,null,null,2582,null,null,775,null,null,3569,null,null,4997,null,null,5750,null,null,1635,null,null,2815,null,null,1791,null,null,1773,null,null,3056,null,null,28
1265460,16685,52602,3672,84382,4720,40786,3139,61886,3578,71875,3506,68766,4027,7940,1239,124518,5531,267440,6149,202499,6940,43737,2754,57264,3775,47958,3423,52462,3242,81345,4396,16685,null,null,3672,null,null,4720,null,null,3139,null,null,3578,null,null,3506,null,null,4027,null,null,1239,null,null,5531,null,null,6149,null,null,6940,null,null,2754,null,null,3775,null,null,3423,null,null,3242,null,null,4396,null,null,29
242260,7041,6674,1040,26961,2516,9601,1322,9146,1352,18494,1981,14328,1664,1224,512,30623,2931,35409,3092,38977,2870,10052,1300,12951,1716,8196,1623,7640,1211,11984,1740,7041,null,null,1040,null,null,2516,null,null,1322,null,null,1352,null,null,1981,null,null,1664,null,null,512,null,null,2931,null,null,3092,null,null,2870,null,null,1300,null,null,1716,null,null,1623,null,null,1211,null,null,1740,null,null,30
427953,8523,13712,1541,33926,2597,12061,1645,20276,2060,22475,2113,18149,2009,3137,824,49324,2773,86732,3340,78228,3349,13301,1571,16801,1682,11940,1367,16730,1776,31161,2499,8523,null,null,1541,null,null,2597,null,null,1645,null,null,2060,null,null,2113,null,null,2009,null,null,824,null,null,2773,null,null,3340,null,null,3349,null,null,1571,null,null,1682,null,null,1367,null,null,1776,null,null,2499,null,null,31
502513,12563,18906,2671,26822,2657,17082,2234,22537,2091,37762,2740,31933,2771,4779,1147,53463,3977,112969,6042,62034,3981,20072,2415,20471,2074,20936,2370,17758,1951,34989,2904,12563,null,null,2671,null,null,2657,null,null,2234,null,null,2091,null,null,2740,null,null,2771,null,null,1147,null,null,3977,null,null,6042,null,null,3981,null,null,2415,null,null,2074,null,null,2370,null,null,1951,null,null,2904,null,null,32
372084,7988,16892,2111,25945,2255,11297,1425,21041,2122,30116,2628,28640,2298,2739,835,32610,2899,67560,3722,42448,2838,25876,2370,20643,2258,15240,2017,11641,1667,19396,2055,7988,null,null,2111,null,null,2255,null,null,1425,null,null,2122,null,null,2628,null,null,2298,null,null,835,null,null,2899,null,null,3722,null,null,2838,null,null,2370,null,null,2258,null,null,2017,null,null,1667,null,null,2055,null,null,33
2543652,22366,153468,6241,130771,5721,93757,4857,126534,5447,221768,8350,212508,7584,14274,1956,219122,7290,531131,10786,290808,8603,118109,5198,112039,5132,102244,5084,105213,4642,111906,5272,22366,null,null,6241,null,null,5721,null,null,4857,null,null,5447,null,null,8350,null,null,7584,null,null,1956,null,null,7290,null,null,10786,null,null,8603,null,null,5198,null,null,5132,null,null,5084,null,null,4642,null,null,5272,null,null,34
407966,10347,13478,2120,29414,2582,19377,2176,19012,2304,33851,2963,32730,2499,2432,638,39110,3160,58236,3885,62109,3910,19719,2519,21753,2299,20862,2355,11824,1450,24059,2279,10347,null,null,2120,null,null,2582,null,null,2176,null,null,2304,null,null,2963,null,null,2499,null,null,638,null,null,3160,null,null,3885,null,null,3910,null,null,2519,null,null,2299,null,null,2355,null,null,1450,null,null,2279,null,null,35
5244162,36288,232869,8099,254630,9052,159808,6733,307553,9945,529584,9716,281939,7252,41855,3401,465480,10391,952817,16571,563120,10827,318353,7710,310621,9080,358044,11304,220290,7831,247199,8181,36288,null,null,8099,null,null,9052,null,null,6733,null,null,9945,null,null,9716,null,null,7252,null,null,3401,null,null,10391,null,null,16571,null,null,10827,null,null,7710,null,null,9080,null,null,11304,null,null,7831,null,null,8181,null,null,36
2258465,23200,103723,5539,143059,5805,70909,4582,111297,5065,178858,6019,146611,5554,17460,2356,224622,7492,440120,10244,289813,7948,96963,5547,116769,5858,80200,4421,85703,4493,152358,6020,23200,null,null,5539,null,null,5805,null,null,4582,null,null,5065,null,null,6019,null,null,5554,null,null,2356,null,null,7492,null,null,10244,null,null,7948,null,null,5547,null,null,5858,null,null,4421,null,null,4493,null,null,6020,null,null,37
159012,5702,6020,1329,12522,1426,3360,791,5800,1298,7345,1262,7671,1955,993,493,21396,1814,29724,2366,31923,2695,4133,1066,5440,1287,4118,1026,5319,1229,13248,1532,5702,null,null,1329,null,null,1426,null,null,791,null,null,1298,null,null,1262,null,null,1955,null,null,493,null,null,1814,null,null,2366,null,null,2695,null,null,1066,null,null,1287,null,null,1026,null,null,1229,null,null,1532,null,null,38
2341425,23243,87316,3986,131550,5480,74556,4044,101762,5123,143427,5584,168255,7132,13969,1472,267533,8370,485785,9606,364392,8261,85473,4184,103202,4614,82106,4489,100807,4515,131292,4833,23243,null,null,3986,null,null,5480,null,null,4044,null,null,5123,null,null,5584,null,null,7132,null,null,1472,null,null,8370,null,null,9606,null,null,8261,null,null,4184,null,null,4614,null,null,4489,null,null,4515,null,null,4833,null,null,39
694436,12268,23608,2286,44575,2657,23225,2115,29315,2267,37799,2247,38310,2532,5389,1000,75082,3458,149887,5236,122173,4642,20684,2039,29933,2103,19809,1985,28272,2650,46375,2633,12268,null,null,2286,null,null,2657,null,null,2115,null,null,2267,null,null,2247,null,null,2532,null,null,1000,null,null,3458,null,null,5236,null,null,4642,null,null,2039,null,null,2103,null,null,1985,null,null,2650,null,null,2633,null,null,40
1023766,14858,34988,2651,84215,4480,38986,2783,60751,3484,105753,5555,70200,4311,10415,1684,90625,4157,142548,5792,103767,5529,63004,3411,67778,4121,61797,4259,40886,3475,48053,3310,14858,null,null,2651,null,null,4480,null,null,2783,null,null,3484,null,null,5555,null,null,4311,null,null,1684,null,null,4157,null,null,5792,null,null,5529,null,null,3411,null,null,4121,null,null,4259,null,null,3475,null,null,3310,null,null,41
2954182,24246,131177,5707,177260,7128,100049,4279,149396,5732,211587,6660,200485,6718,20429,2472,316981,8079,554561,10301,424667,8962,127795,5484,144438,5351,106082,5412,124512,5878,164763,6155,24246,null,null,5707,null,null,7128,null,null,4279,null,null,5732,null,null,6660,null,null,6718,null,null,2472,null,null,8079,null,null,10301,null,null,8962,null,null,5484,null,null,5351,null,null,5412,null,null,5878,null,null,6155,null,null,42
272885,8612,12631,2065,14793,1752,8556,1367,17831,1777,24304,2604,17942,1972,2348,777,27200,2419,42580,3586,32192,2484,17102,1861,15238,2117,12688,1721,8975,1476,18505,2556,8612,null,null,2065,null,null,1752,null,null,1367,null,null,1777,null,null,2604,null,null,1972,null,null,777,null,null,2419,null,null,3586,null,null,2484,null,null,1861,null,null,2117,null,null,1721,null,null,1476,null,null,2556,null,null,44
983019,17374,35138,2915,56382,4362,34252,3374,49004,4003,62046,3932,65623,4151,5131,1141,89477,4665,218428,7388,153483,6117,40430,2667,51609,3316,30044,3083,32629,2983,59343,4233,17374,null,null,2915,null,null,4362,null,null,3374,null,null,4003,null,null,3932,null,null,4151,null,null,1141,null,null,4665,null,null,7388,null,null,6117,null,null,2667,null,null,3316,null,null,3083,null,null,2983,null,null,4233,null,null,45
179119,6192,5032,942,17288,1949,4842,935,7824,1273,11447,1752,7342,1373,767,318,22197,2085,31316,2584,35283,2823,6041,1179,7309,1174,4306,999,5774,1204,12351,1477,6192,null,null,942,null,null,1949,null,null,935,null,null,1273,null,null,1752,null,null,1373,null,null,318,null,null,2085,null,null,2584,null,null,2823,null,null,1179,null,null,1174,null,null,999,null,null,1204,null,null,1477,null,null,46
1271830,17805,43565,3393,82593,4615,41331,3110,58539,4220,74455,4121,79213,5012,9745,1517,137907,6455,275485,7694,173793,5958,52749,4012,66128,4304,48084,4023,51262,3307,76981,4301,17805,null,null,3393,null,null,4615,null,null,3110,null,null,4220,null,null,4121,null,null,5012,null,null,1517,null,null,6455,null,null,7694,null,null,5958,null,null,4012,null,null,4304,null,null,4023,null,null,3307,null,null,4301,null,null,47
5471408,40316,264942,8620,321669,10549,205831,9083,226169,6585,327658,9760,505529,14389,55703,4188,489228,12671,1242721,17585,674306,13974,197403,7249,243566,8256,180031,7889,219600,8645,317052,10127,40316,null,null,8620,null,null,10549,null,null,9083,null,null,6585,null,null,9760,null,null,14389,null,null,4188,null,null,12671,null,null,17585,null,null,13974,null,null,7249,null,null,8256,null,null,7889,null,null,8645,null,null,10127,null,null,48
625288,10974,28961,2324,35751,2949,19359,1735,28644,2070,47352,3883,41698,3060,6273,1212,64486,3873,114995,5370,86018,4418,33377,3002,22059,2198,24765,2084,24868,2315,46682,2946,10974,null,null,2324,null,null,2949,null,null,1735,null,null,2070,null,null,3883,null,null,3060,null,null,1212,null,null,3873,null,null,5370,null,null,4418,null,null,3002,null,null,2198,null,null,2084,null,null,2315,null,null,2946,null,null,49
175247,5715,5317,1042,15814,1739,5689,990,11286,1302,18853,1670,10166,1451,1924,555,13524,1278,23561,1898,21158,2273,14083,1538,11498,1216,9269,1183,4784,916,8321,1163,5715,null,null,1042,null,null,1739,null,null,990,null,null,1302,null,null,1670,null,null,1451,null,null,555,null,null,1278,null,null,1898,null,null,2273,null,null,1538,null,null,1216,null,null,1183,null,null,916,null,null,1163,null,null,50
2359674,25266,149387,5791,133250,5459,80774,4398,123100,4920,257320,7882,189074,6703,22789,2086,185418,6634,422825,10270,224963,6867,125658,5412,141453,5359,86290,4775,79452,4342,137921,5508,25266,null,null,5791,null,null,5459,null,null,4398,null,null,4920,null,null,7882,null,null,6703,null,null,2086,null,null,6634,null,null,10270,null,null,6867,null,null,5412,null,null,5359,null,null,4775,null,null,4342,null,null,5508,null,null,51
1919132,18311,113103,5088,136342,5310,65932,4302,94959,5140,178846,5973,177769,5816,19190,2027,169873,5667,301804,8567,198562,6546,98198,5370,111571,4953,88357,4428,68935,4047,95691,4278,18311,null,null,5088,null,null,5310,null,null,4302,null,null,5140,null,null,5973,null,null,5816,null,null,2027,null,null,5667,null,null,8567,null,null,6546,null,null,5370,null,null,4953,null,null,4428,null,null,4047,null,null,4278,null,null,53
289755,10030,8346,1597,18752,2319,8709,1429,15962,1717,13465,1811,15951,1880,1638,595,37948,2966,53732,3572,59063,4251,8095,1359,13299,1709,8040,1289,6952,1260,19803,2055,10030,null,null,1597,null,null,2319,null,null,1429,null,null,1717,null,null,1811,null,null,1880,null,null,595,null,null,2966,null,null,3572,null,null,4251,null,null,1359,null,null,1709,null,null,1289,null,null,1260,null,null,2055,null,null,54
1274044,15516,48952,2899,98756,3934,39964,2951,58630,2862,87162,3753,76531,3477,6452,872,142521,4807,230310,7522,201384,6237,51058,3138,49651,2735,49212,3018,55963,3587,77498,3775,15516,null,null,2899,null,null,3934,null,null,2951,null,null,2862,null,null,3753,null,null,3477,null,null,872,null,null,4807,null,null,7522,null,null,6237,null,null,3138,null,null,2735,null,null,3018,null,null,3587,null,null,3775,null,null,55
115243,5588,3113,1002,12118,1468,6074,1299,3702,917,7683,1692,7440,1188,42,66,15351,2451,15575,2466,21037,2261,4456,1049,4623,1179,2987,1017,3760,1232,7282,1458,5588,null,null,1002,null,null,1468,null,null,1299,null,null,917,null,null,1692,null,null,1188,null,null,66,null,null,2451,null,null,2466,null,null,2261,null,null,1049,null,null,1179,null,null,1017,null,null,1232,null,null,1458,null,null,56
613996,14771,17969,2141,35726,3268,27255,2790,23772,2789,25622,2427,28894,3022,1931,595,62222,3831,189777,7345,114051,5308,5509,1153,17216,2290,11875,1713,12894,2309,39283,3457,14771,null,null,2141,null,null,3268,null,null,2790,null,null,2789,null,null,2427,null,null,3022,null,null,595,null,null,3831,null,null,7345,null,null,5308,null,null,1153,null,null,2290,null,null,1713,null,null,2309,null,null,3457,null,null,72
871275,16214,36137,3056,48493,3716,24869,2911,35286,3212,43162,3178,66326,4535,4303,878,91694,5085,199892,7892,141911,6460,26595,2459,39621,3165,25500,2660,26426,2651,61060,3471,16214,null,null,3056,null,null,3716,null,null,2911,null,null,3212,null,null,3178,null,null,4535,null,null,878,null,null,5085,null,null,7892,null,null,6460,null,null,2459,null,null,3165,null,null,2660,null,null,2651,null,null,3471,null,null,01
155251,6126,4599,963,16302,2155,7444,1389,7610,1214,12510,1873,10268,1532,1016,433,16066,1906,21937,2279,19955,1964,6927,1142,9938,1676,5470,1155,4429,1255,10780,1499,6126,null,null,963,null,null,2155,null,null,1389,null,null,1214,null,null,1873,null,null,1532,null,null,433,null,null,1906,null,null,2279,null,null,1964,null,null,1142,null,null,1676,null,null,1155,null,null,1255,null,null,1499,null,null,02
1434208,18486,58937,3869,79560,4204,45929,3221,71145,3907,103561,4937,110521,5023,11155,1434,148272,5729,298040,7870,201430,7587,53530,3712,60395,4028,50804,3175,56172,3805,84757,5254,18486,null,null,3869,null,null,4204,null,null,3221,null,null,3907,null,null,4937,null,null,5023,null,null,1434,null,null,5729,null,null,7870,null,null,7587,null,null,3712,null,null,4028,null,null,3175,null,null,3805,null,null,5254,null,null,04
476581,11871,18998,2268,31304,2794,13799,1724,20449,2434,27212,2538,22441,2332,2957,980,53864,3789,93378,5058,96974,4731,14380,2075,24529,2533,10725,1913,17681,2431,27890,2889,11871,null,null,2268,null,null,2794,null,null,1724,null,null,2434,null,null,2538,null,null,2332,null,null,980,null,null,3789,null,null,5058,null,null,4731,null,null,2075,null,null,2533,null,null,1913,null,null,2431,null,null,2889,null,null,05
9252514,39353,506871,10832,606628,12329,302179,7770,488055,12465,946187,14300,897081,14946,72982,4211,742422,13394,1642921,17763,604343,11683,489545,11638,531625,11559,540863,11262,411452,11593,469360,10375,39353,null,null,10832,null,null,12329,null,null,7770,null,null,12465,null,null,14300,null,null,14946,null,null,4211,null,null,13394,null,null,17763,null,null,11683,null,null,11638,null,null,11559,null,null,11262,null,null,11593,null,null,10375,null,null,06
1631115,16920,80628,4153,123946,5680,65905,3928,89881,4650,133921,5346,127418,5991,17087,1947,129089,4960,307912,8954,163235,5759,76367,3713,79748,4015,69927,3505,74537,3764,91514,4266,16920,null,null,4153,null,null,5680,null,null,3928,null,null,4650,null,null,5346,null,null,5991,null,null,1947,null,null,4960,null,null,8954,null,null,5759,null,null,3713,null,null,4015,null,null,3505,null,null,3764,null,null,4266,null,null,08
1024940,12274,44688,3627,57313,3439,31994,2693,62057,3279,106539,4647,74519,3896,5571,1167,84762,4391,198296,6352,109315,4334,60335,3020,59750,3700,46670,3241,37675,2843,45456,3324,12274,null,null,3627,null,null,3439,null,null,2693,null,null,3279,null,null,4647,null,null,3896,null,null,1167,null,null,4391,null,null,6352,null,null,4334,null,null,3020,null,null,3700,null,null,3241,null,null,2843,null,null,3324,null,null,09
218596,7594,9211,1307,12205,1874,10893,1751,9027,1696,16910,2156,18316,2006,2024,775,21373,2584,45298,3271,31104,2505,8267,1338,10364,1645,5848,1138,4680,966,13076,1761,7594,null,null,1307,null,null,1874,null,null,1751,null,null,1696,null,null,2156,null,null,2006,null,null,775,null,null,2584,null,null,3271,null,null,2505,null,null,1338,null,null,1645,null,null,1138,null,null,966,null,null,1761,null,null,10
308775,6835,13575,1719,13690,1743,7967,1305,14360,1533,77677,3989,12933,1399,3878,835,11913,1944,40884,2999,12466,1486,26735,2147,26464,2367,13855,2128,18327,1945,14051,2235,6835,null,null,1719,null,null,1743,null,null,1305,null,null,1533,null,null,3989,null,null,1399,null,null,835,null,null,1944,null,null,2999,null,null,1486,null,null,2147,null,null,2367,null,null,2128,null,null,1945,null,null,2235,null,null,11
