B10051A_001E,B10051A_001M,B10051A_002E,B10051A_002M,B10051A_003E,B10051A_003M,B10051A_004E,B10051A_004M,B10051A_005E,B10051A_005M,B10051A_006E,B10051A_006M,B10051A_007E,B10051A_007M,B10051A_001M,B10051A_001EA,B10051A_001MA,B10051A_002M,B10051A_002EA,B10051A_002MA,B10051A_003M,B10051A_003EA,B10051A_003MA,B10051A_004M,B10051A_004EA,B10051A_004MA,B10051A_005M,B10051A_005EA,B10051A_005MA,B10051A_006M,B10051A_006EA,B10051A_006MA,B10051A_007M,B10051A_007EA,B10051A_007MA,state
10173,1646,4442,1104,2074,737,2368,755,5731,1230,1874,654,3857,957,1646,null,null,1104,null,null,737,null,null,755,null,null,1230,null,null,654,null,null,957,null,null,30
22110,2600,7162,1540,3930,1239,3232,936,14948,2057,8900,1724,6048,1023,2600,null,null,1540,null,null,1239,null,null,936,null,null,2057,null,null,1724,null,null,1023,null,null,31
39773,4043,14623,2387,6476,1458,8147,1697,25150,3078,10345,2204,14805,2371,4043,null,null,2387,null,null,1458,null,null,1697,null,null,3078,null,null,2204,null,null,2371,null,null,32
21714,2915,7793,1698,5008,1401,2785,1055,13921,2207,6163,1666,7758,1380,2915,null,null,1698,null,null,1401,null,null,1055,null,null,2207,null,null,1666,null,null,1380,null,null,33
105176,6274,24220,2984,12132,2171,12088,1917,80956,5575,24705,2581,56251,4466,6274,null,null,2984,null,null,2171,null,null,1917,null,null,5575,null,null,2581,null,null,4466,null,null,34
35691,3610,15540,2716,9267,2104,6273,1580,20151,2695,9647,2162,10504,1626,3610,null,null,2716,null,null,2104,null,null,1580,null,null,2695,null,null,2162,null,null,1626,null,null,35
200004,8883,60608,4772,31799,3301,28809,3154,139396,7393,48772,4437,90624,5175,8883,null,null,4772,null,null,3301,null,null,3154,null,null,7393,null,null,4437,null,null,5175,null,null,36
122478,7309,54305,4773,32284,3765,22021,2778,68173,5092,29266,3297,38907,3645,7309,null,null,4773,null,null,3765,null,null,2778,null,null,5092,null,null,3297,null,null,3645,null,null,37
4385,1062,2005,758,1247,609,758,406,2380,728,1266,594,1114,483,1062,null,null,758,null,null,609,null,null,406,null,null,728,null,null,594,null,null,483,null,null,38
165963,6320,71253,4703,43234,3223,28019,2809,94710,4806,43726,3804,50984,3922,6320,null,null,4703,null,null,3223,null,null,2809,null,null,4806,null,null,3804,null,null,3922,null,null,39
62828,3751,32765,2647,19081,2035,13684,1584,30063,2300,14910,1885,15153,1669,3751,null,null,2647,null,null,2035,null,null,1584,null,null,2300,null,null,1885,null,null,1669,null,null,40
58358,5016,18095,2752,8514,1698,9581,2217,40263,3926,18532,2930,21731,2932,5016,null,null,2752,null,null,1698,null,null,2217,null,null,3926,null,null,2930,null,null,2932,null,null,41
171380,7236,60234,3454,35907,2902,24327,2001,111146,6110,46780,3886,64366,3941,7236,null,null,3454,null,null,2902,null,null,2001,null,null,6110,null,null,3886,null,null,3941,null,null,42
15718,2164,5546,1601,3053,1107,2493,1063,10172,1682,4390,1287,5782,1359,2164,null,null,1601,null,null,1107,null,null,1063,null,null,1682,null,null,1287,null,null,1359,null,null,44
71035,6004,29591,3533,15396,2492,14195,2020,41444,5174,19970,3311,21474,3736,6004,null,null,3533,null,null,2492,null,null,2020,null,null,5174,null,null,3311,null,null,3736,null,null,45
5776,1068,2820,781,1738,616,1082,426,2956,780,1645,656,1311,536,1068,null,null,781,null,null,616,null,null,426,null,null,780,null,null,656,null,null,536,null,null,46
113656,6884,55577,4998,32139,3648,23438,2926,58079,4628,23478,2738,34601,3139,6884,null,null,4998,null,null,3648,null,null,2926,null,null,4628,null,null,2738,null,null,3139,null,null,47
548898,15888,206363,9618,131954,7639,74409,5259,342535,13079,166382,10264,176153,9047,15888,null,null,9618,null,null,7639,null,null,5259,null,null,13079,null,null,10264,null,null,9047,null,null,48
52290,4241,16822,2599,8993,1982,7829,1617,35468,3440,16075,2565,19393,2422,4241,null,null,2599,null,null,1982,null,null,1617,null,null,3440,null,null,2565,null,null,2422,null,null,49
8853,1508,2792,883,1659,679,1133,435,6061,1225,3012,861,3049,826,1508,null,null,883,null,null,679,null,null,435,null,null,1225,null,null,861,null,null,826,null,null,50
114267,6136,45890,4195,24038,2973,21852,2852,68377,4499,29388,3457,38989,3571,6136,null,null,4195,null,null,2973,null,null,2852,null,null,4499,null,null,3457,null,null,3571,null,null,51
87477,5426,31717,3027,17839,2514,13878,2092,55760,4189,23538,2803,32222,3054,5426,null,null,3027,null,null,2514,null,null,2092,null,null,4189,null,null,2803,null,null,3054,null,null,53
43153,4336,22970,2944,13373,2260,9597,1893,20183,3226,9730,2651,10453,1683,4336,null,null,2944,null,null,2260,null,null,1893,null,null,3226,null,null,2651,null,null,1683,null,null,54
54367,4227,17095,1923,10939,1716,6156,1149,37272,3385,18523,2511,18749,1763,4227,null,null,1923,null,null,1716,null,null,1149,null,null,3385,null,null,2511,null,null,1763,null,null,55
9225,2363,3950,1452,2471,1160,1479,642,5275,1608,1377,599,3898,1367,2363,null,null,1452,null,null,1160,null,null,642,null,null,1608,null,null,599,null,null,1367,null,null,56
65504,4794,24431,2760,11867,1962,12564,2100,41073,4256,17292,2978,23781,3204,4794,null,null,2760,null,null,1962,null,null,2100,null,null,4256,null,null,2978,null,null,3204,null,null,72
73298,5423,35653,4022,22009,3185,13644,1878,37645,3486,16478,2516,21167,2263,5423,null,null,4022,null,null,3185,null,null,1878,null,null,3486,null,null,2516,null,null,2263,null,null,01
7486,1602,2409,790,1484,683,925,425,5077,1508,2207,1106,2870,911,1602,null,null,790,null,null,683,null,null,425,null,null,1508,null,null,1106,null,null,911,null,null,02
121606,7637,47727,5031,27780,3383,19947,2962,73879,4979,30638,3611,43241,4250,7637,null,null,5031,null,null,3383,null,null,2962,null,null,4979,null,null,3611,null,null,4250,null,null,04
55505,4327,29919,2833,18994,2644,10925,1436,25586,3363,13185,2574,12401,2108,4327,null,null,2833,null,null,2644,null,null,1436,null,null,3363,null,null,2574,null,null,2108,null,null,05
590339,14784,142222,6949,78460,5339,63762,4400,448117,12257,196161,8513,251956,8921,14784,null,null,6949,null,null,5339,null,null,4400,null,null,12257,null,null,8513,null,null,8921,null,null,06
81330,5647,27917,2883,16677,2250,11240,1720,53413,4596,21987,2545,31426,3683,5647,null,null,2883,null,null,2250,null,null,1720,null,null,4596,null,null,2545,null,null,3683,null,null,08
36911,3706,10425,2185,6263,1692,4162,1153,26486,2772,9175,1784,17311,2009,3706,null,null,2185,null,null,1692,null,null,1153,null,null,2772,null,null,1784,null,null,2009,null,null,09
12060,2413,4027,1304,2275,1051,1752,712,8033,1784,2302,915,5731,1519,2413,null,null,1304,null,null,1051,null,null,712,null,null,1784,null,null,915,null,null,1519,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
