B19081_001E,B19081_001M,B19081_002E,B19081_002M,B19081_003E,B19081_003M,B19081_004E,B19081_004M,B19081_005E,B19081_005M,B19081_006E,B19081_006M,B19081_001M,B19081_001EA,B19081_001MA,B19081_002M,B19081_002EA,B19081_002MA,B19081_003M,B19081_003EA,B19081_003MA,B19081_004M,B19081_004EA,B19081_004MA,B19081_005M,B19081_005EA,B19081_005MA,B19081_006M,B19081_006EA,B19081_006MA,state
14480,316,42130,571,75535,750,119142,937,258269,3118,451246,10168,316,null,null,571,null,null,750,null,null,937,null,null,3118,null,null,10168,null,null,25
12030,178,31693,275,53027,378,83299,452,182855,1889,324714,6450,178,null,null,275,null,null,378,null,null,452,null,null,1889,null,null,6450,null,null,26
15847,267,40023,465,65768,574,100059,777,210378,3071,366152,10137,267,null,null,465,null,null,574,null,null,777,null,null,3071,null,null,10137,null,null,27
8794,278,23919,505,42247,713,68924,1111,150987,3918,262439,12978,278,null,null,505,null,null,713,null,null,1111,null,null,3918,null,null,12978,null,null,28
12383,252,31710,395,52026,470,80800,680,177438,3082,319831,10365,252,null,null,395,null,null,470,null,null,680,null,null,3082,null,null,10365,null,null,29
12371,493,30923,759,50251,1064,78242,1595,174752,7131,318997,25350,493,null,null,759,null,null,1064,null,null,1595,null,null,7131,null,null,25350,null,null,30
13650,477,34607,613,57047,794,87122,1075,180502,4346,311622,14047,477,null,null,613,null,null,794,null,null,1075,null,null,4346,null,null,14047,null,null,31
12973,516,33486,672,55059,849,84043,1125,181354,4508,322350,14610,516,null,null,672,null,null,849,null,null,1125,null,null,4508,null,null,14610,null,null,32
18304,775,44422,1137,71131,1475,105933,1943,214763,6558,353606,21502,775,null,null,1137,null,null,1475,null,null,1943,null,null,6558,null,null,21502,null,null,33
15477,309,43352,464,76183,712,121560,884,269355,2766,470732,8135,309,null,null,464,null,null,712,null,null,884,null,null,2766,null,null,8135,null,null,34
9972,419,26746,708,46890,994,75379,1390,163587,4902,285896,15041,419,null,null,708,null,null,994,null,null,1390,null,null,4902,null,null,15041,null,null,35
12038,171,35028,321,63390,470,103586,585,252825,2358,478413,7837,171,null,null,321,null,null,470,null,null,585,null,null,2358,null,null,7837,null,null,36
11448,192,30253,322,50579,370,79628,558,180812,2952,328927,9491,192,null,null,322,null,null,370,null,null,558,null,null,2952,null,null,9491,null,null,37
13811,779,36890,1179,60576,1512,91760,1976,192888,9790,349871,32776,779,null,null,1179,null,null,1512,null,null,1976,null,null,9790,null,null,32776,null,null,38
11707,170,31436,262,52747,328,82081,508,179311,2341,319476,7718,170,null,null,262,null,null,328,null,null,508,null,null,2341,null,null,7718,null,null,39
11104,270,29296,392,49223,449,77320,644,165790,2854,288723,9295,270,null,null,392,null,null,449,null,null,644,null,null,2854,null,null,9295,null,null,40
13788,350,34699,559,57722,712,89494,962,191599,2978,332142,10816,350,null,null,559,null,null,712,null,null,962,null,null,2978,null,null,10816,null,null,41
12946,190,33899,291,57220,355,89856,452,196346,1760,346518,5846,190,null,null,291,null,null,355,null,null,452,null,null,1760,null,null,5846,null,null,42
11913,643,33587,1221,60075,1834,95469,2012,205029,7951,368540,27024,643,null,null,1221,null,null,1834,null,null,2012,null,null,7951,null,null,27024,null,null,44
10724,282,29491,423,49483,506,77842,739,171903,3619,307548,12316,282,null,null,423,null,null,506,null,null,739,null,null,3619,null,null,12316,null,null,45
12993,628,33953,885,54584,1143,81753,1407,173642,8978,316839,29624,628,null,null,885,null,null,1143,null,null,1407,null,null,8978,null,null,29624,null,null,46
11175,243,29172,383,48607,543,76490,671,175078,2678,321129,8938,243,null,null,383,null,null,543,null,null,671,null,null,2678,null,null,8938,null,null,47
12990,149,33899,230,57007,285,90991,444,206844,1662,369694,5303,149,null,null,230,null,null,285,null,null,444,null,null,1662,null,null,5303,null,null,48
17654,520,42817,806,66046,897,96507,1137,197559,5444,347186,17498,520,null,null,806,null,null,897,null,null,1137,null,null,5444,null,null,17498,null,null,49
13383,697,33915,1297,57774,1618,88913,2066,185283,6786,321194,20555,697,null,null,1297,null,null,1618,null,null,2066,null,null,6786,null,null,20555,null,null,50
15078,320,40746,485,68506,589,108009,628,237356,3080,407579,10383,320,null,null,485,null,null,589,null,null,628,null,null,3080,null,null,10383,null,null,51
15667,309,41135,505,67430,652,103433,839,223908,4010,393825,13373,309,null,null,505,null,null,652,null,null,839,null,null,4010,null,null,13373,null,null,53
9727,384,25548,650,43929,812,70378,1105,151240,5063,263434,16071,384,null,null,650,null,null,812,null,null,1105,null,null,5063,null,null,16071,null,null,54
13970,239,34916,345,57104,539,86866,552,182707,2644,326474,9339,239,null,null,345,null,null,539,null,null,552,null,null,2644,null,null,9339,null,null,55
14424,754,35669,1346,59567,1954,90239,2343,177973,9076,303152,28637,754,null,null,1346,null,null,1954,null,null,2343,null,null,9076,null,null,28637,null,null,56
2525,105,10724,206,20212,323,34857,620,87995,2866,163172,9622,105,null,null,206,null,null,323,null,null,620,null,null,2866,null,null,9622,null,null,72
9508,247,26422,389,46196,568,74857,777,166178,3189,294861,10817,247,null,null,389,null,null,568,null,null,777,null,null,3189,null,null,10817,null,null,01
19349,1099,48817,1542,76333,1940,112497,2376,209564,8835,330720,26448,1099,null,null,1542,null,null,1940,null,null,2376,null,null,8835,null,null,26448,null,null,02
11972,263,32628,361,53917,517,84262,703,187485,3627,333819,12701,263,null,null,361,null,null,517,null,null,703,null,null,3627,null,null,12701,null,null,04
10031,338,26391,533,44430,668,69969,885,155015,3640,272200,12107,338,null,null,533,null,null,668,null,null,885,null,null,3640,null,null,12107,null,null,05
14305,125,39309,209,68154,276,109744,434,253291,1677,452692,4971,125,null,null,209,null,null,276,null,null,434,null,null,1677,null,null,4971,null,null,06
15499,341,40172,487,65818,644,100905,803,218835,3667,383866,11803,341,null,null,487,null,null,644,null,null,803,null,null,3667,null,null,11803,null,null,08
15741,410,42703,699,73760,889,116405,1193,277666,5370,522947,16478,410,null,null,699,null,null,889,null,null,1193,null,null,5370,null,null,16478,null,null,09
14451,973,37565,1347,61994,1650,94054,2084,198683,7356,346872,22740,973,null,null,1347,null,null,1650,null,null,2084,null,null,7356,null,null,22740,null,null,10
8923,892,36899,2075,76079,3052,130353,4107,319906,17358,588187,51208,892,null,null,2075,null,null,3052,null,null,4107,null,null,17358,null,null,51208,null,null,11
