B08105G_001E,B08105G_001M,B08105G_002E,B08105G_002M,B08105G_003E,B08105G_003M,B08105G_004E,B08105G_004M,B08105G_005E,B08105G_005M,B08105G_006E,B08105G_006M,B08105G_007E,B08105G_007M,B08105G_001M,B08105G_001EA,B08105G_001MA,B08105G_002M,B08105G_002EA,B08105G_002MA,B08105G_003M,B08105G_003EA,B08105G_003MA,B08105G_004M,B08105G_004EA,B08105G_004MA,B08105G_005M,B08105G_005EA,B08105G_005MA,B08105G_006M,B08105G_006EA,B08105G_006MA,B08105G_007M,B08105G_007EA,B08105G_007MA,state
10222,1868,6457,1456,1335,617,565,355,658,436,575,487,632,322,1868,null,null,1456,null,null,617,null,null,355,null,null,436,null,null,487,null,null,322,null,null,44
31406,3823,25900,3624,2643,1520,173,206,1734,751,339,214,617,427,3823,null,null,3624,null,null,1520,null,null,206,null,null,751,null,null,214,null,null,427,null,null,45
6555,1385,4790,1244,706,457,0,157,649,342,99,165,311,315,1385,null,null,1244,null,null,457,null,null,157,null,null,342,null,null,165,null,null,315,null,null,46
39712,3658,31161,3452,4286,1155,161,143,1306,645,647,357,2151,755,3658,null,null,3452,null,null,1155,null,null,143,null,null,645,null,null,357,null,null,755,null,null,47
248370,11138,189424,9300,30411,3637,5297,1283,5583,1468,5646,1444,12009,1759,11138,null,null,9300,null,null,3637,null,null,1283,null,null,1468,null,null,1444,null,null,1759,null,null,48
32800,3361,25135,2873,4207,1085,1157,604,419,304,839,565,1043,511,3361,null,null,2873,null,null,1085,null,null,604,null,null,304,null,null,565,null,null,511,null,null,49
4179,914,2513,634,235,173,323,292,433,244,469,478,206,192,914,null,null,634,null,null,173,null,null,292,null,null,244,null,null,478,null,null,192,null,null,50
103965,5375,75129,4580,12996,2293,6152,1619,3109,793,2060,717,4519,960,5375,null,null,4580,null,null,2293,null,null,1619,null,null,793,null,null,717,null,null,960,null,null,51
148812,6848,103051,5470,13781,2043,13511,2350,7775,1236,3610,1135,7084,1284,6848,null,null,5470,null,null,2043,null,null,2350,null,null,1236,null,null,1135,null,null,1284,null,null,53
7478,1442,5082,1148,1297,617,268,234,219,206,141,115,471,375,1442,null,null,1148,null,null,617,null,null,234,null,null,206,null,null,115,null,null,375,null,null,54
42286,3503,30390,2713,4660,1052,1407,584,2239,633,1375,727,2215,735,3503,null,null,2713,null,null,1052,null,null,584,null,null,633,null,null,727,null,null,735,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
46379,4295,35973,3467,5058,1296,1373,618,1522,710,549,294,1904,888,4295,null,null,3467,null,null,1296,null,null,618,null,null,710,null,null,294,null,null,888,null,null,72
25251,2720,21404,2701,1852,610,82,88,906,456,93,82,914,548,2720,null,null,2701,null,null,610,null,null,88,null,null,456,null,null,82,null,null,548,null,null,01
21512,2449,14825,1853,3033,1020,417,321,1638,468,1141,472,458,270,2449,null,null,1853,null,null,1020,null,null,321,null,null,468,null,null,472,null,null,270,null,null,02
81841,5806,59415,4984,11270,2125,1946,765,1586,575,2911,943,4713,1300,5806,null,null,4984,null,null,2125,null,null,765,null,null,575,null,null,943,null,null,1300,null,null,04
23057,2651,18465,2512,2624,733,0,197,1305,628,190,161,473,321,2651,null,null,2512,null,null,733,null,null,197,null,null,628,null,null,161,null,null,321,null,null,05
673054,14770,488264,12809,72717,4069,35775,3039,22042,1885,18977,2659,35279,3671,14770,null,null,12809,null,null,4069,null,null,3039,null,null,1885,null,null,2659,null,null,3671,null,null,06
69197,4416,50079,3559,8040,1724,2588,731,3122,976,1494,613,3874,1317,4416,null,null,3559,null,null,1724,null,null,731,null,null,976,null,null,613,null,null,1317,null,null,08
36975,4037,26978,3454,3452,1032,2908,1178,1607,509,629,373,1401,555,4037,null,null,3454,null,null,1032,null,null,1178,null,null,509,null,null,373,null,null,555,null,null,09
7329,1630,6051,1587,509,293,238,226,239,226,53,86,239,272,1630,null,null,1587,null,null,293,null,null,226,null,null,226,null,null,86,null,null,272,null,null,10
8205,1386,2521,804,592,433,2965,837,1254,460,594,324,279,207,1386,null,null,804,null,null,433,null,null,837,null,null,460,null,null,324,null,null,207,null,null,11
