B13002H_001E,B13002H_001M,B13002H_002E,B13002H_002M,B13002H_003E,B13002H_003M,B13002H_004E,B13002H_004M,B13002H_005E,B13002H_005M,B13002H_006E,B13002H_006M,B13002H_007E,B13002H_007M,B13002H_001M,B13002H_001EA,B13002H_001MA,B13002H_002M,B13002H_002EA,B13002H_002MA,B13002H_003M,B13002H_003EA,B13002H_003MA,B13002H_004M,B13002H_004EA,B13002H_004MA,B13002H_005M,B13002H_005EA,B13002H_005MA,B13002H_006M,B13002H_006EA,B13002H_006MA,B13002H_007M,B13002H_007EA,B13002H_007MA,state
263290,1477,12418,1802,7849,1257,4569,1292,250872,2362,106441,3984,144431,4044,1477,null,null,1802,null,null,1257,null,null,1292,null,null,2362,null,null,3984,null,null,4044,null,null,23
678198,2118,33651,2482,26266,2249,7385,1328,644547,3370,297639,6625,346908,6648,2118,null,null,2482,null,null,2249,null,null,1328,null,null,3370,null,null,6625,null,null,6648,null,null,24
1122165,3507,44348,3291,33838,2467,10510,2018,1077817,4969,431642,6354,646175,6398,3507,null,null,3291,null,null,2467,null,null,2018,null,null,4969,null,null,6354,null,null,6398,null,null,25
1627883,3031,82939,4844,58972,4059,23967,2707,1544944,5776,685005,9303,859939,10133,3031,null,null,4844,null,null,4059,null,null,2707,null,null,5776,null,null,9303,null,null,10133,null,null,26
976240,2525,50831,2886,39283,2499,11548,1179,925409,3700,432471,6226,492938,6513,2525,null,null,2886,null,null,2499,null,null,1179,null,null,3700,null,null,6226,null,null,6513,null,null,27
371018,2704,17933,2281,12346,1873,5587,1191,353085,3191,179543,5312,173542,5760,2704,null,null,2281,null,null,1873,null,null,1191,null,null,3191,null,null,5312,null,null,5760,null,null,28
1081152,2483,57887,4300,40502,3141,17385,2326,1023265,4969,486434,8696,536831,8336,2483,null,null,4300,null,null,3141,null,null,2326,null,null,4969,null,null,8696,null,null,8336,null,null,29
187601,1077,9092,1593,7396,1453,1696,662,178509,1693,83820,3701,94689,4044,1077,null,null,1593,null,null,1453,null,null,662,null,null,1693,null,null,3701,null,null,4044,null,null,30
334182,1338,19728,1749,15371,1382,4357,971,314454,2371,146585,3919,167869,4195,1338,null,null,1749,null,null,1382,null,null,971,null,null,2371,null,null,3919,null,null,4195,null,null,31
300656,1960,14496,1918,9357,1415,5139,1300,286160,2792,125552,4527,160608,4822,1960,null,null,1918,null,null,1415,null,null,1300,null,null,2792,null,null,4527,null,null,4822,null,null,32
266035,1377,12856,1805,8646,1473,4210,1190,253179,2354,108451,3444,144728,4076,1377,null,null,1805,null,null,1473,null,null,1190,null,null,2354,null,null,3444,null,null,4076,null,null,33
1040270,2783,45653,3300,37842,3087,7811,1737,994617,3677,447193,6195,547424,6852,2783,null,null,3300,null,null,3087,null,null,1737,null,null,3677,null,null,6195,null,null,6852,null,null,34
145630,1735,6081,1268,4826,1041,1255,690,139549,2011,64462,3221,75087,3111,1735,null,null,1268,null,null,1041,null,null,690,null,null,2011,null,null,3221,null,null,3111,null,null,35
2446104,4745,114345,5090,87329,4582,27016,2580,2331759,6168,954571,12800,1377188,13322,4745,null,null,5090,null,null,4582,null,null,2580,null,null,6168,null,null,12800,null,null,13322,null,null,36
1444801,4114,69495,3464,52632,3102,16863,2428,1375306,5886,684538,9418,690768,10085,4114,null,null,3464,null,null,3102,null,null,2428,null,null,5886,null,null,9418,null,null,10085,null,null,37
141451,744,8867,1602,6677,1265,2190,1008,132584,1822,63614,3105,68970,3575,744,null,null,1602,null,null,1265,null,null,1008,null,null,1822,null,null,3105,null,null,3575,null,null,38
2038919,3601,105937,4185,69479,3807,36458,3204,1932982,6035,869893,11448,1063089,11166,3601,null,null,4185,null,null,3807,null,null,3204,null,null,6035,null,null,11448,null,null,11166,null,null,39
571145,1648,32037,2435,22050,2037,9987,1343,539108,2765,268480,4479,270628,4567,1648,null,null,2435,null,null,2037,null,null,1343,null,null,2765,null,null,4479,null,null,4567,null,null,40
691914,2401,30221,2862,21568,2487,8653,1695,661693,3526,291655,6054,370038,6768,2401,null,null,2862,null,null,2487,null,null,1695,null,null,3526,null,null,6054,null,null,6768,null,null,41
2117013,3448,99072,4533,70851,3517,28221,2969,2017941,5469,886679,9642,1131262,10066,3448,null,null,4533,null,null,3517,null,null,2969,null,null,5469,null,null,9642,null,null,10066,null,null,42
173117,1611,6109,1350,3109,904,3000,1074,167008,2181,60785,3113,106223,3041,1611,null,null,1350,null,null,904,null,null,1074,null,null,2181,null,null,3113,null,null,3041,null,null,44
694761,2655,34700,2830,24898,2312,9802,1965,660061,3999,320685,5962,339376,5662,2655,null,null,2830,null,null,2312,null,null,1965,null,null,3999,null,null,5962,null,null,5662,null,null,45
149874,1028,9561,1240,7670,1088,1891,679,140313,1702,68839,2688,71474,2882,1028,null,null,1240,null,null,1088,null,null,679,null,null,1702,null,null,2688,null,null,2882,null,null,46
1113829,3307,49615,3781,35778,3443,13837,2176,1064214,5050,519480,9555,544734,9832,3307,null,null,3781,null,null,3443,null,null,2176,null,null,5050,null,null,9555,null,null,9832,null,null,47
2638284,5392,136832,7626,105349,5895,31483,3654,2501452,8983,1248745,13820,1252707,13838,5392,null,null,7626,null,null,5895,null,null,3654,null,null,8983,null,null,13820,null,null,13838,null,null,48
585834,1757,40899,3496,36318,3026,4581,1255,544935,3960,283587,5984,261348,6311,1757,null,null,3496,null,null,3026,null,null,1255,null,null,3960,null,null,5984,null,null,6311,null,null,49
127631,898,5285,1060,3197,883,2088,614,122346,1501,49747,2019,72599,2182,898,null,null,1060,null,null,883,null,null,614,null,null,1501,null,null,2019,null,null,2182,null,null,50
1180298,3154,53918,3330,43166,3015,10752,1512,1126380,4912,545863,8429,580517,8051,3154,null,null,3330,null,null,3015,null,null,1512,null,null,4912,null,null,8429,null,null,8051,null,null,51
1120360,2664,55865,3950,43414,3028,12451,2033,1064495,5043,493335,8360,571160,8328,2664,null,null,3950,null,null,3028,null,null,2033,null,null,5043,null,null,8360,null,null,8328,null,null,53
366177,1895,18966,2564,11776,1931,7190,1488,347211,2896,160242,4198,186969,4284,1895,null,null,2564,null,null,1931,null,null,1488,null,null,2896,null,null,4198,null,null,4284,null,null,54
1024580,2571,52373,2935,38306,2533,14067,1714,972207,3861,441102,7856,531105,7688,2571,null,null,2935,null,null,2533,null,null,1714,null,null,3861,null,null,7856,null,null,7688,null,null,55
106788,1159,6017,1133,4317,980,1700,594,100771,1690,49078,2283,51693,2255,1159,null,null,1133,null,null,980,null,null,594,null,null,1690,null,null,2283,null,null,2255,null,null,56
8934,1775,95,145,0,222,95,145,8839,1783,3244,1026,5595,1316,1775,null,null,145,null,null,222,null,null,145,null,null,1783,null,null,1026,null,null,1316,null,null,72
706480,2175,32112,3072,22828,2477,9284,1600,674368,3670,344839,7176,329529,6349,2175,null,null,3072,null,null,2477,null,null,1600,null,null,3670,null,null,7176,null,null,6349,null,null,01
101314,1160,5883,1207,4579,951,1304,623,95431,1683,47879,2366,47552,2579,1160,null,null,1207,null,null,951,null,null,623,null,null,1683,null,null,2366,null,null,2579,null,null,02
768368,2719,34298,2913,25961,2520,8337,1693,734070,4196,321009,6934,413061,6705,2719,null,null,2913,null,null,2520,null,null,1693,null,null,4196,null,null,6934,null,null,6705,null,null,04
477183,2133,25200,2274,17105,1991,8095,1215,451983,3028,227442,5839,224541,5934,2133,null,null,2274,null,null,1991,null,null,1215,null,null,3028,null,null,5839,null,null,5934,null,null,05
3113054,5415,141583,6319,109527,4670,32056,3790,2971471,8013,1297155,14064,1674316,15358,5415,null,null,6319,null,null,4670,null,null,3790,null,null,8013,null,null,14064,null,null,15358,null,null,06
877524,2598,41999,2957,32982,2606,9017,1772,835525,4007,401311,5846,434214,6030,2598,null,null,2957,null,null,2606,null,null,1772,null,null,4007,null,null,5846,null,null,6030,null,null,08
509775,2089,18300,2228,15044,1811,3256,977,491475,3339,208015,4588,283460,4808,2089,null,null,2228,null,null,1811,null,null,977,null,null,3339,null,null,4588,null,null,4808,null,null,09
124980,878,4875,956,3379,773,1496,665,120105,1325,50752,2735,69353,2960,878,null,null,956,null,null,773,null,null,665,null,null,1325,null,null,2735,null,null,2960,null,null,10
85152,674,3163,762,2922,756,241,299,81989,1024,23285,2216,58704,2305,674,null,null,762,null,null,756,null,null,299,null,null,1024,null,null,2216,null,null,2305,null,null,11
