C05010_001E,C05010_001M,C05010_002E,C05010_002M,C05010_003E,C05010_003M,C05010_004E,C05010_004M,C05010_005E,C05010_005M,C05010_006E,C05010_006M,C05010_007E,C05010_007M,C05010_001M,C05010_001EA,C05010_001MA,C05010_002M,C05010_002EA,C05010_002MA,C05010_003M,C05010_003EA,C05010_003MA,C05010_004M,C05010_004EA,C05010_004MA,C05010_005M,C05010_005EA,C05010_005MA,C05010_006M,C05010_006EA,C05010_006MA,C05010_007M,C05010_007EA,C05010_007MA,state
1305640,7153,540030,13252,481879,12789,58151,5526,765610,13120,711199,12828,54411,4074,7153,null,null,13252,null,null,12789,null,null,5526,null,null,13120,null,null,12828,null,null,4074,null,null,29
215388,2641,83220,5717,81230,5689,1990,804,132168,5486,126706,5496,5462,1552,2641,null,null,5717,null,null,5689,null,null,804,null,null,5486,null,null,5496,null,null,1552,null,null,30
452289,2702,160540,6663,113057,5798,47483,4288,291749,6446,265521,5675,26228,3251,2702,null,null,6663,null,null,5798,null,null,4288,null,null,6446,null,null,5675,null,null,3251,null,null,31
639127,5363,291404,11199,151721,8573,139683,9147,347723,10650,236296,8756,111427,7493,5363,null,null,11199,null,null,8573,null,null,9147,null,null,10650,null,null,8756,null,null,7493,null,null,32
247573,2328,55810,4281,48210,4029,7600,2007,191763,4569,171090,5168,20673,2874,2328,null,null,4281,null,null,4029,null,null,2007,null,null,4569,null,null,5168,null,null,2874,null,null,33
1916946,5196,589933,15590,308949,13293,280984,12939,1327013,16574,860741,13915,466272,12206,5196,null,null,15590,null,null,13293,null,null,12939,null,null,16574,null,null,13915,null,null,12206,null,null,34
460974,3251,253322,7760,183404,7415,69918,5425,207652,8465,177507,8855,30145,3447,3251,null,null,7760,null,null,7415,null,null,5425,null,null,8465,null,null,8855,null,null,3447,null,null,35
3977729,10242,1567101,24280,848856,17415,718245,21639,2410628,23613,1625477,20608,785151,18091,10242,null,null,24280,null,null,17415,null,null,21639,null,null,23613,null,null,20608,null,null,18091,null,null,36
2162867,9329,970094,18553,722633,16148,247461,10464,1192773,19235,1025856,17636,166917,7472,9329,null,null,18553,null,null,16148,null,null,10464,null,null,19235,null,null,17636,null,null,7472,null,null,37
165967,2006,48487,3608,42879,3311,5608,2277,117480,3753,110859,3518,6621,1435,2006,null,null,3608,null,null,3311,null,null,2277,null,null,3753,null,null,3518,null,null,1435,null,null,38
2460203,8796,985286,20764,896658,19816,88628,9237,1474917,20264,1364452,19238,110465,6813,8796,null,null,20764,null,null,19816,null,null,9237,null,null,20264,null,null,19238,null,null,6813,null,null,39
897072,5153,426584,10032,343748,9630,82836,5401,470488,9466,430275,9236,40213,3568,5153,null,null,10032,null,null,9630,null,null,5401,null,null,9466,null,null,9236,null,null,3568,null,null,40
823483,4419,317895,11934,214626,10752,103269,7898,505588,10612,420522,10353,85066,6296,4419,null,null,11934,null,null,10752,null,null,7898,null,null,10612,null,null,10353,null,null,6296,null,null,41
2545892,6338,948761,18559,792186,17285,156575,10404,1597131,18202,1424986,17443,172145,7806,6338,null,null,18559,null,null,17285,null,null,10404,null,null,18202,null,null,17443,null,null,7806,null,null,42
199874,2213,73019,4584,47463,4962,25556,3812,126855,4935,99914,4236,26941,3156,2213,null,null,4584,null,null,4962,null,null,3812,null,null,4935,null,null,4236,null,null,3156,null,null,44
1025117,5985,471485,12597,409359,12555,62126,5901,553632,10728,505264,11196,48368,4801,5985,null,null,12597,null,null,12555,null,null,5901,null,null,10728,null,null,11196,null,null,4801,null,null,45
201932,2629,75063,4475,67747,4498,7316,2040,126869,4402,120177,4314,6692,1608,2629,null,null,4475,null,null,4498,null,null,2040,null,null,4402,null,null,4314,null,null,1608,null,null,46
1408182,7040,646384,14494,548747,13584,97637,7131,761798,14698,687866,15383,73932,5405,7040,null,null,14494,null,null,13584,null,null,7131,null,null,14698,null,null,15383,null,null,5405,null,null,47
6948492,15887,3210860,39653,1788927,28677,1421933,29930,3737632,40906,2747180,32759,990452,24127,15887,null,null,39653,null,null,28677,null,null,29930,null,null,40906,null,null,32759,null,null,24127,null,null,48
889419,4098,292433,12148,212774,11566,79659,5748,596986,12102,525315,12032,71671,5658,4098,null,null,12148,null,null,11566,null,null,5748,null,null,12102,null,null,12032,null,null,5658,null,null,49
112177,1764,34796,3465,32285,3295,2511,1226,77381,3705,70732,3449,6649,1509,1764,null,null,3465,null,null,3295,null,null,1226,null,null,3705,null,null,3449,null,null,1509,null,null,50
1769202,8102,551378,16153,400029,13903,151349,8103,1217824,16605,952243,16554,265581,8595,8102,null,null,16153,null,null,13903,null,null,8103,null,null,16605,null,null,16554,null,null,8595,null,null,51
1558716,5857,523531,17968,324266,12966,199265,12888,1035185,17370,777841,15040,257344,9975,5857,null,null,17968,null,null,12966,null,null,12888,null,null,17370,null,null,15040,null,null,9975,null,null,53
349280,3746,171108,7996,168014,7784,3094,987,178172,7517,171829,7483,6343,1559,3746,null,null,7996,null,null,7784,null,null,987,null,null,7517,null,null,7483,null,null,1559,null,null,54
1231531,4416,427488,11976,357307,10405,70181,6485,804043,11829,734458,11540,69585,4769,4416,null,null,11976,null,null,10405,null,null,6485,null,null,11829,null,null,11540,null,null,4769,null,null,55
132053,2531,42103,3892,38042,3660,4061,1619,89950,4251,83923,4357,6027,1686,2531,null,null,3892,null,null,3660,null,null,1619,null,null,4251,null,null,4357,null,null,1686,null,null,56
666351,3739,538135,9510,518423,9045,19712,3210,128216,9074,120509,8560,7707,1647,3739,null,null,9510,null,null,9045,null,null,3210,null,null,9074,null,null,8560,null,null,1647,null,null,72
1024869,5300,465678,12681,416388,12088,49290,4250,559191,13177,518782,13244,40409,4677,5300,null,null,12681,null,null,12088,null,null,4250,null,null,13177,null,null,13244,null,null,4677,null,null,01
176049,1853,56367,4975,52367,4906,4000,1351,119682,4759,103255,5065,16427,2315,1853,null,null,4975,null,null,4906,null,null,1351,null,null,4759,null,null,5065,null,null,2315,null,null,02
1536386,7193,733063,15145,459312,15792,273751,14019,803323,14388,633424,13563,169899,9100,7193,null,null,15145,null,null,15792,null,null,14019,null,null,14388,null,null,13563,null,null,9100,null,null,04
655847,5608,330139,11793,276409,11316,53730,4578,325708,11463,300434,10379,25274,3237,5608,null,null,11793,null,null,11316,null,null,4578,null,null,11463,null,null,10379,null,null,3237,null,null,05
8675154,15539,3672672,33274,1480651,29645,2192021,35569,5002482,37804,2934972,30698,2067510,27314,15539,null,null,33274,null,null,29645,null,null,35569,null,null,37804,null,null,30698,null,null,27314,null,null,06
1207545,5363,392652,13964,244860,12990,147792,9211,814893,13380,686740,13513,128153,8915,5363,null,null,13964,null,null,12990,null,null,9211,null,null,13380,null,null,13513,null,null,8915,null,null,08
726897,3422,213449,8530,146201,7707,67248,6268,513448,7945,393607,9259,119841,6257,3422,null,null,8530,null,null,7707,null,null,6268,null,null,7945,null,null,9259,null,null,6257,null,null,09
194488,1884,68707,5518,50955,4811,17752,2988,125781,5607,102472,5360,23309,3400,1884,null,null,5518,null,null,4811,null,null,2988,null,null,5607,null,null,5360,null,null,3400,null,null,10
113956,1965,47546,4099,37633,3987,9913,1955,66410,3954,49429,3785,16981,2907,1965,null,null,4099,null,null,3987,null,null,1955,null,null,3954,null,null,3785,null,null,2907,null,null,11
