C16008_001E,C16008_001M,C16008_002E,C16008_002M,C16008_003E,C16008_003M,C16008_004E,C16008_004M,C16008_005E,C16008_005M,C16008_006E,C16008_006M,C16008_007E,C16008_007M,C16008_008E,C16008_008M,C16008_009E,C16008_009M,C16008_010E,C16008_010M,C16008_011E,C16008_011M,C16008_012E,C16008_012M,C16008_013E,C16008_013M,C16008_014E,C16008_014M,C16008_015E,C16008_015M,C16008_016E,C16008_016M,C16008_017E,C16008_017M,C16008_018E,C16008_018M,C16008_019E,C16008_019M,C16008_020E,C16008_020M,C16008_021E,C16008_021M,C16008_022E,C16008_022M,C16008_023E,C16008_023M,C16008_001M,C16008_001EA,C16008_001MA,C16008_002M,C16008_002EA,C16008_002MA,C16008_003M,C16008_003EA,C16008_003MA,C16008_004M,C16008_004EA,C16008_004MA,C16008_005M,C16008_005EA,C16008_005MA,C16008_006M,C16008_006EA,C16008_006MA,C16008_007M,C16008_007EA,C16008_007MA,C16008_008M,C16008_008EA,C16008_008MA,C16008_009M,C16008_009EA,C16008_009MA,C16008_010M,C16008_010EA,C16008_010MA,C16008_011M,C16008_011EA,C16008_011MA,C16008_012M,C16008_012EA,C16008_012MA,C16008_013M,C16008_013EA,C16008_013MA,C16008_014M,C16008_014EA,C16008_014MA,C16008_015M,C16008_015EA,C16008_015MA,C16008_016M,C16008_016EA,C16008_016MA,C16008_017M,C16008_017EA,C16008_017MA,C16008_018M,C16008_018EA,C16008_018MA,C16008_019M,C16008_019EA,C16008_019MA,C16008_020M,C16008_020EA,C16008_020MA,C16008_021M,C16008_021EA,C16008_021MA,C16008_022M,C16008_022EA,C16008_022MA,C16008_023M,C16008_023EA,C16008_023MA,state
1774959,1865,1687481,5979,333024,2677,293578,2604,39446,3025,28287,3252,11159,1934,1354457,4741,1272524,4622,81933,4810,57186,3834,24747,3044,87478,5361,8904,1745,193,159,8711,1722,4013,1308,4698,1106,78574,4593,4836,1286,73738,4553,18714,2301,55024,4001,1865,null,null,5979,null,null,2677,null,null,2604,null,null,3025,null,null,3252,null,null,1934,null,null,4741,null,null,4622,null,null,4810,null,null,3834,null,null,3044,null,null,5361,null,null,1745,null,null,159,null,null,1722,null,null,1308,null,null,1106,null,null,4593,null,null,1286,null,null,4553,null,null,2301,null,null,4001,null,null,31
2756697,1011,2451273,10265,474850,2708,324176,6278,150674,5599,133471,5575,17203,2430,1976423,9842,1556499,10932,419924,11326,299776,10226,120148,6137,305424,10357,19291,2588,1763,1117,17528,2536,12502,1909,5026,1479,286133,9866,28138,3002,257995,9399,76391,5112,181604,7815,1011,null,null,10265,null,null,2708,null,null,6278,null,null,5599,null,null,5575,null,null,2430,null,null,9842,null,null,10932,null,null,11326,null,null,10226,null,null,6137,null,null,10357,null,null,2588,null,null,1117,null,null,2536,null,null,1909,null,null,1479,null,null,9866,null,null,3002,null,null,9399,null,null,5112,null,null,7815,null,null,32
1270317,1242,1235210,4263,191330,1581,180349,2216,10981,2015,10131,1891,850,353,1043880,3636,983336,4771,60544,4538,45434,3982,15110,2080,35107,3906,4033,1223,260,244,3773,1196,2004,774,1769,741,31074,3174,8213,1665,22861,3018,8467,1498,14394,2415,1242,null,null,4263,null,null,1581,null,null,2216,null,null,2015,null,null,1891,null,null,353,null,null,3636,null,null,4771,null,null,4538,null,null,3982,null,null,2080,null,null,3906,null,null,1223,null,null,244,null,null,1196,null,null,774,null,null,741,null,null,3174,null,null,1665,null,null,3018,null,null,1498,null,null,2415,null,null,33
8424299,1246,7522084,21955,1394539,5037,1010399,10232,384140,10392,335408,10285,48732,4479,6127545,19670,4641768,20607,1485777,20500,983096,20256,502681,11201,902215,21918,69730,5109,7943,1711,61787,4997,37678,4027,24109,3417,832485,19514,91770,6104,740715,18386,257792,11065,482923,15349,1246,null,null,21955,null,null,5037,null,null,10232,null,null,10392,null,null,10285,null,null,4479,null,null,19670,null,null,20607,null,null,20500,null,null,20256,null,null,11201,null,null,21918,null,null,5109,null,null,1711,null,null,4997,null,null,4027,null,null,3417,null,null,19514,null,null,6104,null,null,18386,null,null,11065,null,null,15349,null,null,34
1955889,1342,1837002,7817,355144,2507,256112,6576,99032,6367,88705,6178,10327,2025,1481858,7432,1017091,12059,464767,10980,386289,11794,78478,4776,118887,7619,9244,2041,454,341,8790,1978,4781,1266,4009,1888,109643,7170,7944,1837,101699,6431,32146,3894,69553,5633,1342,null,null,7817,null,null,2507,null,null,6576,null,null,6367,null,null,6178,null,null,2025,null,null,7432,null,null,12059,null,null,10980,null,null,11794,null,null,4776,null,null,7619,null,null,2041,null,null,341,null,null,1978,null,null,1266,null,null,1888,null,null,7170,null,null,1837,null,null,6431,null,null,3894,null,null,5633,null,null,35
18586270,2442,16581772,31473,2879312,8760,2055166,14746,824146,13694,659864,11412,164282,8143,13702460,29685,10411402,25194,3291058,31025,2055127,27143,1235931,17422,2004498,30827,141055,8373,18452,2623,122603,8294,61154,6844,61449,5900,1863443,29575,331495,11868,1531948,27821,438602,14517,1093346,24567,2442,null,null,31473,null,null,8760,null,null,14746,null,null,13694,null,null,11412,null,null,8143,null,null,29685,null,null,25194,null,null,31025,null,null,27143,null,null,17422,null,null,30827,null,null,8373,null,null,2623,null,null,8294,null,null,6844,null,null,5900,null,null,29575,null,null,11868,null,null,27821,null,null,14517,null,null,24567,null,null,36
9552195,4096,9082426,11220,1664299,6076,1435111,7651,229188,8369,193601,8502,35587,3223,7418127,10728,6960720,12306,457407,11915,331051,10745,126356,7455,469769,11011,38002,3667,4061,1262,33941,3375,20208,2517,13733,2416,431767,10129,49697,3817,382070,10123,125366,6268,256704,9278,4096,null,null,11220,null,null,6076,null,null,7651,null,null,8369,null,null,8502,null,null,3223,null,null,10728,null,null,12306,null,null,11915,null,null,10745,null,null,7455,null,null,11011,null,null,3667,null,null,1262,null,null,3375,null,null,2517,null,null,2416,null,null,10129,null,null,3817,null,null,10123,null,null,6268,null,null,9278,null,null,37
703055,1333,688775,3204,118078,1870,113727,1967,4351,1300,3512,1110,839,445,570697,2635,548546,2862,22151,2622,15224,1918,6927,1743,14280,2604,1619,909,732,526,887,557,456,365,431,340,12661,2182,3161,1120,9500,2143,4956,1422,4544,1516,1333,null,null,3204,null,null,1870,null,null,1967,null,null,1300,null,null,1110,null,null,445,null,null,2635,null,null,2862,null,null,2622,null,null,1918,null,null,1743,null,null,2604,null,null,909,null,null,526,null,null,557,null,null,365,null,null,340,null,null,2182,null,null,1120,null,null,2143,null,null,1422,null,null,1516,null,null,38
10921628,2813,10683070,11254,1897085,4355,1776954,7648,120131,6783,94913,6496,25218,3112,8785985,10414,8345448,12084,440537,10573,311930,10335,128607,6309,238558,10967,19141,2852,2702,953,16439,2815,8814,1983,7625,2007,219417,9674,35273,3411,184144,8734,76490,5148,107654,8130,2813,null,null,11254,null,null,4355,null,null,7648,null,null,6783,null,null,6496,null,null,3112,null,null,10414,null,null,12084,null,null,10573,null,null,10335,null,null,6309,null,null,10967,null,null,2852,null,null,953,null,null,2815,null,null,1983,null,null,2007,null,null,9674,null,null,3411,null,null,8734,null,null,5148,null,null,8130,null,null,39
3659465,1583,3510473,6255,688635,2149,610689,4697,77946,4092,65849,3481,12097,2370,2821838,5874,2658282,5826,163556,6191,118666,5529,44890,3648,148992,6003,9225,1405,516,320,8709,1411,5726,1151,2983,825,139767,5554,14568,1984,125199,5527,39615,3386,85584,4522,1583,null,null,6255,null,null,2149,null,null,4697,null,null,4092,null,null,3481,null,null,2370,null,null,5874,null,null,5826,null,null,6191,null,null,5529,null,null,3648,null,null,6003,null,null,1405,null,null,320,null,null,1411,null,null,1151,null,null,825,null,null,5554,null,null,1984,null,null,5527,null,null,3386,null,null,4522,null,null,40
3858883,2004,3642243,9550,620757,3983,505202,6385,115555,5637,92447,6451,23108,3521,3021486,8874,2741924,11886,279562,9307,202100,8707,77462,4802,216640,9518,12907,2514,991,495,11916,2498,6082,1505,5834,1768,203733,9125,24017,2776,179716,8596,60106,5218,119610,6545,2004,null,null,9550,null,null,3983,null,null,6385,null,null,5637,null,null,6451,null,null,3521,null,null,8874,null,null,11886,null,null,9307,null,null,8707,null,null,4802,null,null,9518,null,null,2514,null,null,495,null,null,2498,null,null,1505,null,null,1768,null,null,9125,null,null,2776,null,null,8596,null,null,5218,null,null,6545,null,null,41
12074484,2168,11666283,15130,1926162,5183,1710541,10691,215621,9107,174114,8760,41507,3729,9740121,13147,8931079,17592,809042,15332,531652,13516,277390,7905,408201,14837,38940,4540,5982,1973,32958,4265,18566,2732,14392,3153,369261,13074,64157,4557,305104,12307,113902,5986,191202,10900,2168,null,null,15130,null,null,5183,null,null,10691,null,null,9107,null,null,8760,null,null,3729,null,null,13147,null,null,17592,null,null,15332,null,null,13516,null,null,7905,null,null,14837,null,null,4540,null,null,1973,null,null,4265,null,null,2732,null,null,3153,null,null,13074,null,null,4557,null,null,12307,null,null,5986,null,null,10900,null,null,42
1002282,807,937234,5823,149289,1918,117679,2538,31610,2873,28952,2843,2658,899,787945,4931,646963,7533,140982,7582,95240,5904,45742,4465,65048,5763,5207,1615,1291,943,3916,1357,1893,772,2023,1058,59841,4861,8301,1931,51540,4628,17665,2802,33875,3964,807,null,null,5823,null,null,1918,null,null,2538,null,null,2873,null,null,2843,null,null,899,null,null,4931,null,null,7533,null,null,7582,null,null,5904,null,null,4465,null,null,5763,null,null,1615,null,null,943,null,null,1357,null,null,772,null,null,1058,null,null,4861,null,null,1931,null,null,4628,null,null,2802,null,null,3964,null,null,44
4671107,2461,4529874,9050,798543,3595,738482,5785,60061,4717,49335,4252,10726,2415,3731331,7568,3594146,7945,137185,6940,103430,5954,33755,3862,141233,8908,11409,2847,1342,664,10067,2619,6104,1757,3963,1491,129824,7564,18774,2550,111050,7060,35620,4098,75430,5766,2461,null,null,9050,null,null,3595,null,null,5785,null,null,4717,null,null,4252,null,null,2415,null,null,7568,null,null,7945,null,null,6940,null,null,5954,null,null,3862,null,null,8908,null,null,2847,null,null,664,null,null,2619,null,null,1757,null,null,1491,null,null,7564,null,null,2550,null,null,7060,null,null,4098,null,null,5766,null,null,45
804562,1176,785336,2830,149963,2073,141360,2576,8603,1617,6993,1346,1610,687,635373,2344,608592,2983,26781,2772,21521,2296,5260,1106,19226,2415,3046,1386,0,157,3046,1386,835,444,2211,1300,16180,1822,2545,975,13635,1903,4472,1056,9163,1603,1176,null,null,2830,null,null,2073,null,null,2576,null,null,1617,null,null,1346,null,null,687,null,null,2344,null,null,2983,null,null,2772,null,null,2296,null,null,1106,null,null,2415,null,null,1386,null,null,157,null,null,1386,null,null,444,null,null,1300,null,null,1822,null,null,975,null,null,1903,null,null,1056,null,null,1603,null,null,46
6247026,3349,6048142,10371,1079465,5244,996845,7278,82620,5754,67872,5225,14748,2708,4968677,8188,4788783,10361,179894,7983,130349,6724,49545,4759,198884,9142,19619,3520,1223,643,18396,3405,10151,2384,8245,2167,179265,7003,23145,2391,156120,6591,50464,4508,105656,6161,3349,null,null,10371,null,null,5244,null,null,7278,null,null,5754,null,null,5225,null,null,2708,null,null,8188,null,null,10361,null,null,7983,null,null,6724,null,null,4759,null,null,9142,null,null,3520,null,null,643,null,null,3405,null,null,2384,null,null,2167,null,null,7003,null,null,2391,null,null,6591,null,null,4508,null,null,6161,null,null,47
25855685,5763,22908845,37461,5067285,11665,3378434,22712,1688851,23950,1315155,22452,373696,14182,17841560,34383,13059172,30306,4782388,32242,3484542,34561,1297846,22026,2946840,36492,217498,9989,22234,3816,195264,10272,113413,7878,81851,6616,2729342,33445,179037,9237,2550305,33200,679456,17099,1870849,31851,5763,null,null,37461,null,null,11665,null,null,22712,null,null,23950,null,null,22452,null,null,14182,null,null,34383,null,null,30306,null,null,32242,null,null,34561,null,null,22026,null,null,36492,null,null,9989,null,null,3816,null,null,10272,null,null,7878,null,null,6616,null,null,33445,null,null,9237,null,null,33200,null,null,17099,null,null,31851,null,null,48
2797795,1649,2640735,7716,657361,2717,566099,5183,91262,5141,79704,5066,11558,2240,1983374,6778,1786748,8958,196626,7477,153349,6354,43277,3957,157060,7897,11064,2083,1460,722,9604,2045,6165,1520,3439,1256,145996,6908,16006,2061,129990,6807,50192,4508,79798,6424,1649,null,null,7716,null,null,2717,null,null,5183,null,null,5141,null,null,5066,null,null,2240,null,null,6778,null,null,8958,null,null,7477,null,null,6354,null,null,3957,null,null,7897,null,null,2083,null,null,722,null,null,2045,null,null,1520,null,null,1256,null,null,6908,null,null,2061,null,null,6807,null,null,4508,null,null,6424,null,null,49
594130,783,582486,2023,87750,1101,83372,1757,4378,1089,3838,965,540,373,494736,2099,474122,3100,20614,2209,17242,2015,3372,887,11644,1814,470,255,155,115,315,225,157,142,158,182,11174,1733,3625,761,7549,1438,4053,893,3496,887,783,null,null,2023,null,null,1101,null,null,1757,null,null,1089,null,null,965,null,null,373,null,null,2099,null,null,3100,null,null,2209,null,null,2015,null,null,887,null,null,1814,null,null,255,null,null,115,null,null,225,null,null,142,null,null,182,null,null,1733,null,null,761,null,null,1438,null,null,893,null,null,887,null,null,50
7908026,3269,7415271,14922,1321492,6207,1136995,6915,184497,7293,159819,7729,24678,2849,6093779,13424,5439464,16118,654315,15071,464798,12026,189517,6737,492755,14164,42286,4516,5196,1429,37090,4190,23317,2982,13773,2391,450469,12715,43204,3551,407265,12097,158894,7306,248371,9765,3269,null,null,14922,null,null,6207,null,null,6915,null,null,7293,null,null,7729,null,null,2849,null,null,13424,null,null,16118,null,null,15071,null,null,12026,null,null,6737,null,null,14164,null,null,4516,null,null,1429,null,null,4190,null,null,2982,null,null,2391,null,null,12715,null,null,3551,null,null,12097,null,null,7306,null,null,9765,null,null,51
6838056,1869,6306558,16395,1133043,5398,908466,9445,224577,8753,185304,8492,39273,4058,5173515,14325,4541848,18684,631667,14066,424552,11571,207115,8319,531498,16210,46074,5161,5683,1466,40391,4957,24402,4350,15989,2936,485424,14010,63249,4890,422175,13635,158345,8238,263830,10495,1869,null,null,16395,null,null,5398,null,null,9445,null,null,8753,null,null,8492,null,null,4058,null,null,14325,null,null,18684,null,null,14066,null,null,11571,null,null,8319,null,null,16210,null,null,5161,null,null,1466,null,null,4957,null,null,4350,null,null,2936,null,null,14010,null,null,4890,null,null,13635,null,null,8238,null,null,10495,null,null,53
1729434,1659,1712968,2874,274525,2025,269108,2058,5417,1311,3620,925,1797,619,1438443,2899,1413018,3832,25425,2395,19642,2220,5783,1372,16466,2378,690,420,163,211,527,361,256,251,271,281,15776,2199,3745,966,12031,2044,5927,1673,6104,1644,1659,null,null,2874,null,null,2025,null,null,2058,null,null,1311,null,null,925,null,null,619,null,null,2899,null,null,3832,null,null,2395,null,null,2220,null,null,1372,null,null,2378,null,null,420,null,null,211,null,null,361,null,null,251,null,null,281,null,null,2199,null,null,966,null,null,2044,null,null,1673,null,null,1644,null,null,54
