B19001C_001E,B19001C_001M,B19001C_002E,B19001C_002M,B19001C_003E,B19001C_003M,B19001C_004E,B19001C_004M,B19001C_005E,B19001C_005M,B19001C_006E,B19001C_006M,B19001C_007E,B19001C_007M,B19001C_008E,B19001C_008M,B19001C_009E,B19001C_009M,B19001C_010E,B19001C_010M,B19001C_011E,B19001C_011M,B19001C_012E,B19001C_012M,B19001C_013E,B19001C_013M,B19001C_014E,B19001C_014M,B19001C_015E,B19001C_015M,B19001C_016E,B19001C_016M,B19001C_017E,B19001C_017M,B19001C_001M,B19001C_001EA,B19001C_001MA,B19001C_002M,B19001C_002EA,B19001C_002MA,B19001C_003M,B19001C_003EA,B19001C_003MA,B19001C_004M,B19001C_004EA,B19001C_004MA,B19001C_005M,B19001C_005EA,B19001C_005MA,B19001C_006M,B19001C_006EA,B19001C_006MA,B19001C_007M,B19001C_007EA,B19001C_007MA,B19001C_008M,B19001C_008EA,B19001C_008MA,B19001C_009M,B19001C_009EA,B19001C_009MA,B19001C_010M,B19001C_010EA,B19001C_010MA,B19001C_011M,B19001C_011EA,B19001C_011MA,B19001C_012M,B19001C_012EA,B19001C_012MA,B19001C_013M,B19001C_013EA,B19001C_013MA,B19001C_014M,B19001C_014EA,B19001C_014MA,B19001C_015M,B19001C_015EA,B19001C_015MA,B19001C_016M,B19001C_016EA,B19001C_016MA,B19001C_017M,B19001C_017EA,B19001C_017MA,state
11169,1568,1607,608,1326,790,1104,456,705,368,755,455,547,378,325,218,336,264,418,319,599,402,1213,588,1378,627,305,270,132,145,175,181,244,253,1568,null,null,608,null,null,790,null,null,456,null,null,368,null,null,455,null,null,378,null,null,218,null,null,264,null,null,319,null,null,402,null,null,588,null,null,627,null,null,270,null,null,145,null,null,181,null,null,253,null,null,29
17212,1203,2329,569,1284,566,1500,459,933,341,1163,357,861,364,1199,382,993,423,704,325,1098,609,1418,406,1745,507,675,345,612,294,224,186,474,362,1203,null,null,569,null,null,566,null,null,459,null,null,341,null,null,357,null,null,364,null,null,382,null,null,423,null,null,325,null,null,609,null,null,406,null,null,507,null,null,345,null,null,294,null,null,186,null,null,362,null,null,30
4413,759,559,250,258,118,319,199,214,143,179,117,195,129,199,184,333,292,393,229,415,205,657,402,277,129,215,171,108,86,82,104,10,16,759,null,null,250,null,null,118,null,null,199,null,null,143,null,null,117,null,null,129,null,null,184,null,null,292,null,null,229,null,null,205,null,null,402,null,null,129,null,null,171,null,null,86,null,null,104,null,null,16,null,null,31
12621,1451,1856,645,640,267,821,345,1157,557,1008,534,787,393,829,547,504,321,547,349,1007,444,1218,429,947,438,485,243,407,246,7,12,401,228,1451,null,null,645,null,null,267,null,null,345,null,null,557,null,null,534,null,null,393,null,null,547,null,null,321,null,null,349,null,null,444,null,null,429,null,null,438,null,null,243,null,null,246,null,null,12,null,null,228,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
6866,1149,586,349,659,361,209,227,678,466,324,204,710,608,126,131,246,205,132,141,631,404,504,301,754,415,494,281,88,113,619,331,106,146,1149,null,null,349,null,null,361,null,null,227,null,null,466,null,null,204,null,null,608,null,null,131,null,null,205,null,null,141,null,null,404,null,null,301,null,null,415,null,null,281,null,null,113,null,null,331,null,null,146,null,null,34
55994,2437,7930,1059,5096,895,5165,1111,3473,818,4211,1104,2935,687,2561,533,2854,700,1576,477,4504,956,3938,687,6649,1017,2412,654,639,323,1028,389,1023,724,2437,null,null,1059,null,null,895,null,null,1111,null,null,818,null,null,1104,null,null,687,null,null,533,null,null,700,null,null,477,null,null,956,null,null,687,null,null,1017,null,null,654,null,null,323,null,null,389,null,null,724,null,null,35
25114,2414,3466,1079,2235,761,1059,390,1596,670,1286,503,1503,575,1010,606,1120,599,1555,630,1418,518,1889,628,2763,860,1640,719,1026,472,719,354,829,395,2414,null,null,1079,null,null,761,null,null,390,null,null,670,null,null,503,null,null,575,null,null,606,null,null,599,null,null,630,null,null,518,null,null,628,null,null,860,null,null,719,null,null,472,null,null,354,null,null,395,null,null,36
41117,2287,5524,912,3088,706,3255,822,3246,834,2221,596,2283,719,1930,576,2068,675,1521,566,2376,597,4984,1097,3798,885,2653,721,956,413,587,257,627,292,2287,null,null,912,null,null,706,null,null,822,null,null,834,null,null,596,null,null,719,null,null,576,null,null,675,null,null,566,null,null,597,null,null,1097,null,null,885,null,null,721,null,null,413,null,null,257,null,null,292,null,null,37
12891,1210,2024,637,1085,624,739,381,1158,551,1052,602,449,312,776,477,353,202,907,472,675,324,1085,445,1111,463,545,331,482,274,237,180,213,152,1210,null,null,637,null,null,624,null,null,381,null,null,551,null,null,602,null,null,312,null,null,477,null,null,202,null,null,472,null,null,324,null,null,445,null,null,463,null,null,331,null,null,274,null,null,180,null,null,152,null,null,38
7514,1336,1605,690,639,371,320,210,207,182,673,434,540,395,460,311,484,352,127,145,484,271,624,408,554,325,21,31,425,505,156,187,195,178,1336,null,null,690,null,null,371,null,null,210,null,null,182,null,null,434,null,null,395,null,null,311,null,null,352,null,null,145,null,null,271,null,null,408,null,null,325,null,null,31,null,null,505,null,null,187,null,null,178,null,null,39
94885,3154,10469,1149,6762,987,6825,951,5951,874,6029,1029,5903,913,4921,835,4493,814,3697,689,7686,1101,9643,1081,9240,999,6072,790,2758,572,2949,628,1487,408,3154,null,null,1149,null,null,987,null,null,951,null,null,874,null,null,1029,null,null,913,null,null,835,null,null,814,null,null,689,null,null,1101,null,null,1081,null,null,999,null,null,790,null,null,572,null,null,628,null,null,408,null,null,40
14031,1764,1458,573,1009,439,764,753,1341,600,947,566,848,462,952,475,568,309,893,389,1034,455,1077,458,1683,619,619,328,225,167,188,167,425,355,1764,null,null,573,null,null,439,null,null,753,null,null,600,null,null,566,null,null,462,null,null,475,null,null,309,null,null,389,null,null,455,null,null,458,null,null,619,null,null,328,null,null,167,null,null,167,null,null,355,null,null,41
8377,1236,1411,560,1238,682,628,461,474,274,566,377,294,301,291,183,666,517,317,274,196,188,798,435,654,350,330,283,85,110,290,245,139,130,1236,null,null,560,null,null,682,null,null,461,null,null,274,null,null,377,null,null,301,null,null,183,null,null,517,null,null,274,null,null,188,null,null,435,null,null,350,null,null,283,null,null,110,null,null,245,null,null,130,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
5612,899,449,337,675,333,165,134,135,132,489,488,492,288,203,146,437,253,343,267,279,233,362,235,988,416,117,121,256,207,114,146,108,134,899,null,null,337,null,null,333,null,null,134,null,null,132,null,null,488,null,null,288,null,null,146,null,null,253,null,null,267,null,null,233,null,null,235,null,null,416,null,null,121,null,null,207,null,null,146,null,null,134,null,null,45
19967,1736,5583,1091,1745,506,2655,997,1571,674,861,390,1273,452,480,208,767,298,484,211,1203,313,1084,350,1092,360,558,274,463,274,48,41,100,76,1736,null,null,1091,null,null,506,null,null,997,null,null,674,null,null,390,null,null,452,null,null,208,null,null,298,null,null,211,null,null,313,null,null,350,null,null,360,null,null,274,null,null,274,null,null,41,null,null,76,null,null,46
7089,1589,297,233,848,851,451,341,230,255,424,276,489,348,275,287,341,339,207,187,956,505,1244,648,504,309,404,245,0,204,96,137,323,208,1589,null,null,233,null,null,851,null,null,341,null,null,255,null,null,276,null,null,348,null,null,287,null,null,339,null,null,187,null,null,505,null,null,648,null,null,309,null,null,245,null,null,204,null,null,137,null,null,208,null,null,47
43685,3154,3423,1085,1900,722,2444,733,2025,728,2291,783,2637,679,2183,776,2051,822,2533,930,3143,839,3995,1007,6053,1288,3727,1309,1485,468,1852,606,1943,1021,3154,null,null,1085,null,null,722,null,null,733,null,null,728,null,null,783,null,null,679,null,null,776,null,null,822,null,null,930,null,null,839,null,null,1007,null,null,1288,null,null,1309,null,null,468,null,null,606,null,null,1021,null,null,48
7897,1135,1436,582,454,282,368,213,379,198,514,374,170,125,824,469,341,259,348,345,882,402,975,461,497,243,189,111,343,421,71,84,106,85,1135,null,null,582,null,null,282,null,null,213,null,null,198,null,null,374,null,null,125,null,null,469,null,null,259,null,null,345,null,null,402,null,null,461,null,null,243,null,null,111,null,null,421,null,null,84,null,null,85,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
8508,1198,1136,528,419,350,431,363,503,382,434,262,640,562,154,157,292,238,72,108,400,294,1000,507,642,307,528,327,498,400,606,463,753,362,1198,null,null,528,null,null,350,null,null,363,null,null,382,null,null,262,null,null,562,null,null,157,null,null,238,null,null,108,null,null,294,null,null,507,null,null,307,null,null,327,null,null,400,null,null,463,null,null,362,null,null,51
29118,2158,2781,675,1847,509,2257,728,1693,488,1705,572,1492,484,1220,512,1467,616,1470,495,2588,711,2501,583,3500,682,1767,500,1049,404,1265,539,516,351,2158,null,null,675,null,null,509,null,null,728,null,null,488,null,null,572,null,null,484,null,null,512,null,null,616,null,null,495,null,null,711,null,null,583,null,null,682,null,null,500,null,null,404,null,null,539,null,null,351,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
18895,1487,1795,561,1147,361,1587,595,1755,584,1067,410,924,400,1253,435,963,450,685,267,1632,447,1739,493,2197,586,896,337,338,206,642,404,275,170,1487,null,null,561,null,null,361,null,null,595,null,null,584,null,null,410,null,null,400,null,null,435,null,null,450,null,null,267,null,null,447,null,null,493,null,null,586,null,null,337,null,null,206,null,null,404,null,null,170,null,null,55
2727,479,327,162,121,85,166,122,185,170,176,123,152,109,210,218,268,162,56,52,65,62,334,120,468,283,0,197,89,54,26,31,84,171,479,null,null,162,null,null,85,null,null,122,null,null,170,null,null,123,null,null,109,null,null,218,null,null,162,null,null,52,null,null,62,null,null,120,null,null,283,null,null,197,null,null,54,null,null,31,null,null,171,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
8574,1377,558,323,423,301,1013,625,323,209,244,249,688,384,277,173,339,292,412,334,708,457,749,451,885,498,982,553,379,296,411,323,183,200,1377,null,null,323,null,null,301,null,null,625,null,null,209,null,null,249,null,null,384,null,null,173,null,null,292,null,null,334,null,null,457,null,null,451,null,null,498,null,null,553,null,null,296,null,null,323,null,null,200,null,null,01
29715,1674,2682,559,1951,548,1963,462,2021,454,1794,540,1284,361,1336,354,1223,309,1077,312,2431,612,3013,778,3491,814,2200,743,1240,410,1028,377,981,427,1674,null,null,559,null,null,548,null,null,462,null,null,454,null,null,540,null,null,361,null,null,354,null,null,309,null,null,312,null,null,612,null,null,778,null,null,814,null,null,743,null,null,410,null,null,377,null,null,427,null,null,02
80857,3503,14361,1562,5796,758,5358,1021,5300,1098,5023,953,4713,1166,4638,1039,4245,981,3511,927,4773,822,6040,1271,8860,1305,3622,799,1639,507,2041,671,937,547,3503,null,null,1562,null,null,758,null,null,1021,null,null,1098,null,null,953,null,null,1166,null,null,1039,null,null,981,null,null,927,null,null,822,null,null,1271,null,null,1305,null,null,799,null,null,507,null,null,671,null,null,547,null,null,04
6688,1084,897,453,511,356,381,316,383,325,342,254,269,271,331,209,660,423,222,242,311,251,877,416,528,288,198,221,414,372,184,195,180,220,1084,null,null,453,null,null,356,null,null,316,null,null,325,null,null,254,null,null,271,null,null,209,null,null,423,null,null,242,null,null,251,null,null,416,null,null,288,null,null,221,null,null,372,null,null,195,null,null,220,null,null,05
90862,4482,8226,1500,6749,1191,5268,1201,5858,1073,3182,712,4030,943,4722,1040,5429,1187,4197,1025,7626,1267,7681,1322,9621,1508,6728,1188,3328,1006,5351,1093,2866,662,4482,null,null,1500,null,null,1191,null,null,1201,null,null,1073,null,null,712,null,null,943,null,null,1040,null,null,1187,null,null,1025,null,null,1267,null,null,1322,null,null,1508,null,null,1188,null,null,1006,null,null,1093,null,null,662,null,null,06
18930,2005,2296,749,1200,523,2199,786,843,440,1184,563,954,388,1044,584,1154,500,744,443,1411,590,1893,630,1829,571,1032,544,416,262,415,256,316,235,2005,null,null,749,null,null,523,null,null,786,null,null,440,null,null,563,null,null,388,null,null,584,null,null,500,null,null,443,null,null,590,null,null,630,null,null,571,null,null,544,null,null,262,null,null,256,null,null,235,null,null,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
