C21001D_001E,C21001D_001M,C21001D_002E,C21001D_002M,C21001D_003E,C21001D_003M,C21001D_004E,C21001D_004M,C21001D_005E,C21001D_005M,C21001D_006E,C21001D_006M,C21001D_007E,C21001D_007M,C21001D_008E,C21001D_008M,C21001D_009E,C21001D_009M,C21001D_010E,C21001D_010M,C21001D_011E,C21001D_011M,C21001D_012E,C21001D_012M,C21001D_013E,C21001D_013M,C21001D_014E,C21001D_014M,C21001D_015E,C21001D_015M,C21001D_001M,C21001D_001EA,C21001D_001MA,C21001D_002M,C21001D_002EA,C21001D_002MA,C21001D_003M,C21001D_003EA,C21001D_003MA,C21001D_004M,C21001D_004EA,C21001D_004MA,C21001D_005M,C21001D_005EA,C21001D_005MA,C21001D_006M,C21001D_006EA,C21001D_006MA,C21001D_007M,C21001D_007EA,C21001D_007MA,C21001D_008M,C21001D_008EA,C21001D_008MA,C21001D_009M,C21001D_009EA,C21001D_009MA,C21001D_010M,C21001D_010EA,C21001D_010MA,C21001D_011M,C21001D_011EA,C21001D_011MA,C21001D_012M,C21001D_012EA,C21001D_012MA,C21001D_013M,C21001D_013EA,C21001D_013MA,C21001D_014M,C21001D_014EA,C21001D_014MA,C21001D_015M,C21001D_015EA,C21001D_015MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
299470,3115,138979,2313,118009,2296,3699,995,114310,2394,20970,843,1513,554,19457,930,160491,1925,135583,1990,1257,529,134326,2019,24908,896,176,174,24732,918,3115,null,null,2313,null,null,2296,null,null,995,null,null,2394,null,null,843,null,null,554,null,null,930,null,null,1925,null,null,1990,null,null,529,null,null,2019,null,null,896,null,null,174,null,null,918,null,null,24
347633,4230,163579,2401,145998,2519,1774,659,144224,2615,17581,618,812,460,16769,708,184054,2578,163083,2523,451,337,162632,2509,20971,863,159,158,20812,881,4230,null,null,2401,null,null,2519,null,null,659,null,null,2615,null,null,618,null,null,460,null,null,708,null,null,2578,null,null,2523,null,null,337,null,null,2509,null,null,863,null,null,158,null,null,881,null,null,25
229755,3159,112615,1891,101281,1860,1744,820,99537,1853,11334,610,548,301,10786,672,117140,2097,103241,2052,234,195,103007,2044,13899,894,170,163,13729,903,3159,null,null,1891,null,null,1860,null,null,820,null,null,1853,null,null,610,null,null,301,null,null,672,null,null,2097,null,null,2052,null,null,195,null,null,2044,null,null,894,null,null,163,null,null,903,null,null,26
185533,2931,88965,1872,82804,1734,1815,466,80989,1796,6161,713,748,333,5413,695,96568,2161,88410,2200,460,363,87950,2103,8158,574,0,149,8158,574,2931,null,null,1872,null,null,1734,null,null,466,null,null,1796,null,null,713,null,null,333,null,null,695,null,null,2161,null,null,2200,null,null,363,null,null,2103,null,null,574,null,null,149,null,null,574,null,null,27
19930,2096,7564,1617,6982,1527,292,296,6690,1475,582,379,55,94,527,376,12366,1624,10966,1464,154,277,10812,1535,1400,656,0,213,1400,656,2096,null,null,1617,null,null,1527,null,null,296,null,null,1475,null,null,379,null,null,94,null,null,376,null,null,1624,null,null,1464,null,null,277,null,null,1535,null,null,656,null,null,213,null,null,656,null,null,28
91452,2459,41392,1758,38086,1686,756,389,37330,1660,3306,553,186,126,3120,550,50060,1675,44652,1601,242,230,44410,1627,5408,903,0,187,5408,903,2459,null,null,1758,null,null,1686,null,null,389,null,null,1660,null,null,553,null,null,126,null,null,550,null,null,1675,null,null,1601,null,null,230,null,null,1627,null,null,903,null,null,187,null,null,903,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
30516,2097,14560,1093,13453,1117,233,169,13220,1111,1107,270,12,20,1095,272,15956,1262,14375,1342,98,114,14277,1345,1581,406,138,210,1443,410,2097,null,null,1093,null,null,1117,null,null,169,null,null,1111,null,null,270,null,null,20,null,null,272,null,null,1262,null,null,1342,null,null,114,null,null,1345,null,null,406,null,null,210,null,null,410,null,null,31
203541,3410,88311,1703,72774,1584,4460,1002,68314,1878,15537,519,2170,665,13367,777,115230,2669,90722,2191,790,464,89932,2281,24508,1032,199,211,24309,1044,3410,null,null,1703,null,null,1584,null,null,1002,null,null,1878,null,null,519,null,null,665,null,null,777,null,null,2669,null,null,2191,null,null,464,null,null,2281,null,null,1032,null,null,211,null,null,1044,null,null,32
24877,1462,11873,1179,10822,1105,104,119,10718,1101,1051,531,0,187,1051,531,13004,1027,11773,1111,0,187,11773,1111,1231,495,0,187,1231,495,1462,null,null,1179,null,null,1105,null,null,119,null,null,1101,null,null,531,null,null,187,null,null,531,null,null,1027,null,null,1111,null,null,187,null,null,1111,null,null,495,null,null,187,null,null,495,null,null,33
668281,4028,321113,2269,279212,2016,3298,974,275914,2079,41901,926,2048,696,39853,1168,347168,2350,297067,2204,345,275,296722,2245,50101,758,151,176,49950,797,4028,null,null,2269,null,null,2016,null,null,974,null,null,2079,null,null,926,null,null,696,null,null,1168,null,null,2350,null,null,2204,null,null,275,null,null,2245,null,null,758,null,null,176,null,null,797,null,null,34
25820,1736,11535,1409,10234,1313,308,436,9926,1183,1301,435,111,118,1190,426,14285,1071,12013,938,61,81,11952,955,2272,434,0,195,2272,434,1736,null,null,1409,null,null,1313,null,null,436,null,null,1183,null,null,435,null,null,118,null,null,426,null,null,1071,null,null,938,null,null,81,null,null,955,null,null,434,null,null,195,null,null,434,null,null,35
1352262,8584,632200,4589,542676,4481,4882,960,537794,4707,89524,1156,3359,804,86165,1451,720062,5162,615074,4700,1297,510,613777,4820,104988,1337,320,216,104668,1370,8584,null,null,4589,null,null,4481,null,null,960,null,null,4707,null,null,1156,null,null,804,null,null,1451,null,null,5162,null,null,4700,null,null,510,null,null,4820,null,null,1337,null,null,216,null,null,1370,null,null,36
207143,3242,97310,2196,88276,2215,2807,826,85469,2301,9034,808,780,397,8254,879,109833,2301,99138,2341,701,448,98437,2413,10695,939,0,203,10695,939,3242,null,null,2196,null,null,2215,null,null,826,null,null,2301,null,null,808,null,null,397,null,null,879,null,null,2301,null,null,2341,null,null,448,null,null,2413,null,null,939,null,null,203,null,null,939,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
188223,2865,90137,2370,81978,2403,1189,496,80789,2382,8159,920,919,529,7240,885,98086,2053,86683,2035,493,329,86190,2030,11403,989,127,194,11276,999,2865,null,null,2370,null,null,2403,null,null,496,null,null,2382,null,null,920,null,null,529,null,null,885,null,null,2053,null,null,2035,null,null,329,null,null,2030,null,null,989,null,null,194,null,null,999,null,null,39
60907,2053,26899,1378,24206,1366,734,366,23472,1354,2693,604,446,356,2247,545,34008,1352,30386,1375,431,385,29955,1415,3622,544,10,18,3612,546,2053,null,null,1378,null,null,1366,null,null,366,null,null,1354,null,null,604,null,null,356,null,null,545,null,null,1352,null,null,1375,null,null,385,null,null,1415,null,null,544,null,null,18,null,null,546,null,null,40
139151,3595,62418,2241,54937,2380,1690,772,53247,2208,7481,736,1898,576,5583,756,76733,2384,65606,2242,87,142,65519,2237,11127,965,143,147,10984,965,3595,null,null,2241,null,null,2380,null,null,772,null,null,2208,null,null,736,null,null,576,null,null,756,null,null,2384,null,null,2242,null,null,142,null,null,2237,null,null,965,null,null,147,null,null,965,null,null,41
332177,3235,155884,2537,138570,2277,2685,926,135885,2588,17314,1096,1067,435,16247,1084,176293,2253,154940,2235,237,218,154703,2297,21353,965,100,111,21253,979,3235,null,null,2537,null,null,2277,null,null,926,null,null,2588,null,null,1096,null,null,435,null,null,1084,null,null,2253,null,null,2235,null,null,218,null,null,2297,null,null,965,null,null,111,null,null,979,null,null,42
28934,1674,13848,957,12688,984,160,213,12528,986,1160,154,57,98,1103,181,15086,1095,13792,1141,66,112,13726,1143,1294,255,0,208,1294,255,1674,null,null,957,null,null,984,null,null,213,null,null,986,null,null,154,null,null,98,null,null,181,null,null,1095,null,null,1141,null,null,112,null,null,1143,null,null,255,null,null,208,null,null,255,null,null,44
59893,2703,25358,2064,22566,2133,1272,533,21294,1948,2792,908,491,304,2301,821,34535,1965,28916,1835,313,308,28603,1801,5619,1307,0,207,5619,1307,2703,null,null,2064,null,null,2133,null,null,533,null,null,1948,null,null,908,null,null,304,null,null,821,null,null,1965,null,null,1835,null,null,308,null,null,1801,null,null,1307,null,null,207,null,null,1307,null,null,45
8610,987,3871,648,3709,619,262,181,3447,629,162,146,0,157,162,146,4739,892,4141,598,39,77,4102,616,598,617,0,157,598,617,987,null,null,648,null,null,619,null,null,181,null,null,629,null,null,146,null,null,157,null,null,146,null,null,892,null,null,598,null,null,77,null,null,616,null,null,617,null,null,157,null,null,617,null,null,46
88250,2863,38466,1701,34481,1706,843,454,33638,1721,3985,729,370,305,3615,790,49784,2049,44074,1938,418,351,43656,1993,5710,912,62,100,5648,913,2863,null,null,1701,null,null,1706,null,null,454,null,null,1721,null,null,729,null,null,305,null,null,790,null,null,2049,null,null,1938,null,null,351,null,null,1993,null,null,912,null,null,100,null,null,913,null,null,47
994707,8028,474475,4838,421379,4891,10340,1664,411039,5140,53096,1483,4336,987,48760,1669,520232,4785,453940,4843,1949,559,451991,4795,66292,1529,266,208,66026,1528,8028,null,null,4838,null,null,4891,null,null,1664,null,null,5140,null,null,1483,null,null,987,null,null,1669,null,null,4785,null,null,4843,null,null,559,null,null,4795,null,null,1529,null,null,208,null,null,1528,null,null,48
55500,1939,26620,1256,24299,1264,425,279,23874,1356,2321,325,460,296,1861,381,28880,1457,25116,1273,64,106,25052,1268,3764,885,460,727,3304,434,1939,null,null,1256,null,null,1264,null,null,279,null,null,1356,null,null,325,null,null,296,null,null,381,null,null,1457,null,null,1273,null,null,106,null,null,1268,null,null,885,null,null,727,null,null,434,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
412979,5120,187352,3411,163499,3196,8867,1378,154632,3305,23853,1010,2994,716,20859,1068,225627,2918,194347,2637,2445,872,191902,2828,31280,1277,234,318,31046,1278,5120,null,null,3411,null,null,3196,null,null,1378,null,null,3305,null,null,1010,null,null,716,null,null,1068,null,null,2918,null,null,2637,null,null,872,null,null,2828,null,null,1277,null,null,318,null,null,1278,null,null,51
484017,5400,217929,3313,189691,3312,8258,1500,181433,3678,28238,780,5029,954,23209,1055,266088,3553,223157,3330,993,408,222164,3442,42931,1316,457,335,42474,1280,5400,null,null,3313,null,null,3312,null,null,1500,null,null,3678,null,null,780,null,null,954,null,null,1055,null,null,3553,null,null,3330,null,null,408,null,null,3442,null,null,1316,null,null,335,null,null,1280,null,null,53
11445,1389,4700,1065,4130,1004,96,115,4034,990,570,264,21,37,549,263,6745,1075,5873,1078,0,193,5873,1078,872,341,0,193,872,341,1389,null,null,1065,null,null,1004,null,null,115,null,null,990,null,null,264,null,null,37,null,null,263,null,null,1075,null,null,1078,null,null,193,null,null,1078,null,null,341,null,null,193,null,null,341,null,null,54
112657,2036,54470,1670,50253,1726,767,324,49486,1682,4217,706,443,333,3774,722,58187,1419,53314,1594,286,200,53028,1571,4873,778,0,147,4873,778,2036,null,null,1670,null,null,1726,null,null,324,null,null,1682,null,null,706,null,null,333,null,null,722,null,null,1419,null,null,1594,null,null,200,null,null,1571,null,null,778,null,null,147,null,null,778,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
48016,2638,21536,1646,19389,1580,1214,762,18175,1710,2147,601,152,154,1995,560,26480,2051,22892,1977,400,432,22492,1908,3588,712,0,195,3588,712,2638,null,null,1646,null,null,1580,null,null,762,null,null,1710,null,null,601,null,null,154,null,null,560,null,null,2051,null,null,1977,null,null,432,null,null,1908,null,null,712,null,null,195,null,null,712,null,null,01
34985,1653,15758,1165,13611,1163,807,406,12804,1112,2147,360,307,197,1840,386,19227,1008,16969,1022,65,79,16904,1044,2258,391,0,155,2258,391,1653,null,null,1165,null,null,1163,null,null,406,null,null,1112,null,null,360,null,null,197,null,null,386,null,null,1008,null,null,1022,null,null,79,null,null,1044,null,null,391,null,null,155,null,null,391,null,null,02
176186,3143,80273,2137,70706,2176,3117,776,67589,2107,9567,434,1681,586,7886,672,95913,1910,81292,1720,923,587,80369,1746,14621,835,0,204,14621,835,3143,null,null,2137,null,null,2176,null,null,776,null,null,2107,null,null,434,null,null,586,null,null,672,null,null,1910,null,null,1720,null,null,587,null,null,1746,null,null,835,null,null,204,null,null,835,null,null,04
33083,1818,15070,1239,13735,1289,134,161,13601,1296,1335,564,311,265,1024,470,18013,1438,15900,1481,249,304,15651,1505,2113,564,102,168,2011,529,1818,null,null,1239,null,null,1289,null,null,161,null,null,1296,null,null,564,null,null,265,null,null,470,null,null,1438,null,null,1481,null,null,304,null,null,1505,null,null,564,null,null,168,null,null,529,null,null,05
4563609,11708,2115236,7625,1764674,7111,48625,4188,1716049,7456,350562,1953,43217,2943,307345,3640,2448373,6918,1981849,6026,8758,1628,1973091,6053,466524,3054,1635,487,464889,3190,11708,null,null,7625,null,null,7111,null,null,4188,null,null,7456,null,null,1953,null,null,2943,null,null,3640,null,null,6918,null,null,6026,null,null,1628,null,null,6053,null,null,3054,null,null,487,null,null,3190,null,null,06
136056,2995,59742,1860,52886,1838,3033,798,49853,1943,6856,505,895,311,5961,497,76314,1965,66426,2044,886,508,65540,2069,9888,702,29,56,9859,704,2995,null,null,1860,null,null,1838,null,null,798,null,null,1943,null,null,505,null,null,311,null,null,497,null,null,1965,null,null,2044,null,null,508,null,null,2069,null,null,702,null,null,56,null,null,704,null,null,08
124938,2258,58145,1525,52332,1497,1002,445,51330,1466,5813,413,265,238,5548,376,66793,1583,59572,1706,182,163,59390,1724,7221,520,0,200,7221,520,2258,null,null,1525,null,null,1497,null,null,445,null,null,1466,null,null,413,null,null,238,null,null,376,null,null,1583,null,null,1706,null,null,163,null,null,1724,null,null,520,null,null,200,null,null,520,null,null,09
28545,1107,13951,620,12398,630,167,136,12231,630,1553,146,147,140,1406,219,14594,734,12073,716,0,193,12073,716,2521,256,29,51,2492,262,1107,null,null,620,null,null,630,null,null,136,null,null,630,null,null,146,null,null,140,null,null,219,null,null,734,null,null,716,null,null,193,null,null,716,null,null,256,null,null,51,null,null,262,null,null,10
24394,898,9703,697,8990,748,188,147,8802,740,713,305,0,203,713,305,14691,560,13505,528,97,102,13408,529,1186,177,0,203,1186,177,898,null,null,697,null,null,748,null,null,147,null,null,740,null,null,305,null,null,203,null,null,305,null,null,560,null,null,528,null,null,102,null,null,529,null,null,177,null,null,203,null,null,177,null,null,11
