B25006_001E,B25006_001M,B25006_002E,B25006_002M,B25006_003E,B25006_003M,B25006_004E,B25006_004M,B25006_005E,B25006_005M,B25006_006E,B25006_006M,B25006_007E,B25006_007M,B25006_008E,B25006_008M,B25006_009E,B25006_009M,B25006_010E,B25006_010M,B25006_001M,B25006_001EA,B25006_001MA,B25006_002M,B25006_002EA,B25006_002MA,B25006_003M,B25006_003EA,B25006_003MA,B25006_004M,B25006_004EA,B25006_004MA,B25006_005M,B25006_005EA,B25006_005MA,B25006_006M,B25006_006EA,B25006_006MA,B25006_007M,B25006_007EA,B25006_007MA,B25006_008M,B25006_008EA,B25006_008MA,B25006_009M,B25006_009EA,B25006_009MA,B25006_010M,B25006_010EA,B25006_010MA,state
520643,5191,494822,5417,4845,901,559,309,10532,1216,32,60,2583,830,7270,1286,1022,588,6248,1068,5191,null,null,5417,null,null,901,null,null,309,null,null,1216,null,null,60,null,null,830,null,null,1286,null,null,588,null,null,1068,null,null,33
3194519,10274,2297551,10325,416520,7331,6866,1149,268445,3933,1051,680,151413,6087,52673,3655,13120,1661,39553,3112,10274,null,null,10325,null,null,7331,null,null,1149,null,null,3933,null,null,680,null,null,6087,null,null,3655,null,null,1661,null,null,3112,null,null,34
758364,6296,593418,6735,12913,1579,55994,2437,9512,1372,789,537,68705,3889,17033,2405,5672,1365,11361,1731,6296,null,null,6735,null,null,1579,null,null,2437,null,null,1372,null,null,537,null,null,3889,null,null,2405,null,null,1365,null,null,1731,null,null,35
7209054,17665,4956279,18921,1060267,11543,25114,2414,516925,6826,2506,796,502697,10946,145266,6836,32985,3703,112281,6118,17665,null,null,18921,null,null,11543,null,null,2414,null,null,6826,null,null,796,null,null,10946,null,null,6836,null,null,3703,null,null,6118,null,null,36
3882423,16063,2809542,11929,810599,9749,41117,2287,83236,2989,2239,788,77260,4385,58430,4204,6225,1543,52205,3981,16063,null,null,11929,null,null,9749,null,null,2287,null,null,2989,null,null,788,null,null,4385,null,null,4204,null,null,1543,null,null,3981,null,null,37
315134,3356,283770,3572,7848,1765,12891,1210,3003,785,0,155,1015,641,6607,1293,419,362,6188,1276,3356,null,null,3572,null,null,1765,null,null,1210,null,null,785,null,null,155,null,null,641,null,null,1293,null,null,362,null,null,1276,null,null,38
4624669,14929,3858462,12411,578481,7025,7514,1336,76712,2830,860,396,32459,2878,70181,4263,5805,1012,64376,4124,14929,null,null,12411,null,null,7025,null,null,1336,null,null,2830,null,null,396,null,null,2878,null,null,4263,null,null,1012,null,null,4124,null,null,39
1469342,7193,1125088,6379,111051,3089,94885,3154,24783,1563,1387,426,28291,2039,83857,3418,2485,682,81372,3333,7193,null,null,6379,null,null,3089,null,null,3154,null,null,1563,null,null,426,null,null,2039,null,null,3418,null,null,682,null,null,3333,null,null,40
1571678,6691,1389874,8073,26034,1900,14031,1764,55741,2637,3268,743,28528,2619,54202,3624,3971,1298,50231,3324,6691,null,null,8073,null,null,1900,null,null,1764,null,null,2637,null,null,743,null,null,2619,null,null,3624,null,null,1298,null,null,3324,null,null,41
4937771,13721,4159826,13998,498490,6465,8377,1236,128726,3903,977,468,73961,4091,67414,4429,8077,1449,59337,4069,13721,null,null,13998,null,null,6465,null,null,1236,null,null,3903,null,null,468,null,null,4091,null,null,4429,null,null,1449,null,null,4069,null,null,42
408239,4139,346708,4029,23423,1673,2093,758,11671,1408,440,387,16782,1905,7122,1425,1622,802,5500,1258,4139,null,null,4029,null,null,1673,null,null,758,null,null,1408,null,null,387,null,null,1905,null,null,1425,null,null,802,null,null,1258,null,null,44
1877887,10574,1318703,8952,488550,7816,5612,899,23506,2143,504,338,21295,2668,19717,2342,1506,599,18211,2291,10574,null,null,8952,null,null,7816,null,null,899,null,null,2143,null,null,338,null,null,2668,null,null,2342,null,null,599,null,null,2291,null,null,45
334003,3659,300663,3187,4018,715,19967,1736,3523,734,137,228,1515,502,4180,1061,274,204,3906,1043,3659,null,null,3187,null,null,715,null,null,1736,null,null,734,null,null,228,null,null,502,null,null,1061,null,null,204,null,null,1043,null,null,46
2556332,11690,2043788,10769,419691,6475,7089,1589,34409,2118,799,434,16998,1933,33558,2914,2613,849,30945,2736,11690,null,null,10769,null,null,6475,null,null,1589,null,null,2118,null,null,434,null,null,1933,null,null,2914,null,null,849,null,null,2736,null,null,47
9535612,20125,7233853,20166,1211530,13537,43685,3154,409370,6909,7118,1258,453839,10991,176217,7266,35068,3444,141149,5989,20125,null,null,20166,null,null,13537,null,null,3154,null,null,6909,null,null,1258,null,null,10991,null,null,7266,null,null,3444,null,null,5989,null,null,48
943147,4975,842075,5483,8821,1180,7897,1135,20999,1435,5672,1085,40813,2991,16870,2009,2824,945,14046,1906,4975,null,null,5483,null,null,1180,null,null,1135,null,null,1435,null,null,1085,null,null,2991,null,null,2009,null,null,945,null,null,1906,null,null,49
254851,2815,244601,2941,2036,830,1300,564,2945,570,89,122,568,335,3312,789,203,234,3109,755,2815,null,null,2941,null,null,830,null,null,564,null,null,570,null,null,122,null,null,335,null,null,789,null,null,234,null,null,755,null,null,50
3120692,13161,2234168,11942,590052,7295,8508,1198,160874,4344,2383,699,56514,3408,68193,4023,7064,1311,61129,4057,13161,null,null,11942,null,null,7295,null,null,1198,null,null,4344,null,null,699,null,null,3408,null,null,4023,null,null,1311,null,null,4057,null,null,51
2768076,8506,2239654,8996,95671,4110,29118,2158,202803,4739,13079,1220,88533,3712,99218,4566,6561,1290,92657,4637,8506,null,null,8996,null,null,4110,null,null,2158,null,null,4739,null,null,1220,null,null,3712,null,null,4566,null,null,1290,null,null,4637,null,null,53
722125,5656,681842,5677,24566,2217,1355,546,5366,937,5,8,2177,696,6814,1340,167,174,6647,1294,5656,null,null,5677,null,null,2217,null,null,546,null,null,937,null,null,8,null,null,696,null,null,1340,null,null,174,null,null,1294,null,null,54
2326998,7745,2070534,6865,130082,3478,18895,1487,44661,1987,695,441,34775,2687,27356,2257,2853,727,24503,2202,7745,null,null,6865,null,null,3478,null,null,1487,null,null,1987,null,null,441,null,null,2687,null,null,2257,null,null,727,null,null,2202,null,null,55
223619,4088,210590,4107,2283,883,2727,479,1603,581,0,197,1650,800,4766,1176,453,286,4313,1182,4088,null,null,4107,null,null,883,null,null,479,null,null,581,null,null,197,null,null,800,null,null,1176,null,null,286,null,null,1182,null,null,56
1208438,9900,807577,10204,145759,4829,3125,927,2113,739,0,222,200125,6763,49739,3093,6461,1014,43278,3049,9900,null,null,10204,null,null,4829,null,null,927,null,null,739,null,null,222,null,null,6763,null,null,3093,null,null,1014,null,null,3049,null,null,72
1852518,12189,1296744,9457,488782,6629,8574,1377,20199,1614,477,351,16541,2001,21201,2198,1017,542,20184,2156,12189,null,null,9457,null,null,6629,null,null,1377,null,null,1614,null,null,351,null,null,2001,null,null,2198,null,null,542,null,null,2156,null,null,01
248468,2841,182223,3018,7107,1232,29715,1674,11635,1220,2169,330,2547,719,13072,1589,853,591,12219,1598,2841,null,null,3018,null,null,1232,null,null,1674,null,null,1220,null,null,330,null,null,719,null,null,1589,null,null,591,null,null,1598,null,null,02
2519052,11479,2043877,10588,102444,3599,80857,3503,74314,2725,3704,778,156519,5734,57337,4091,9252,1659,48085,4091,11479,null,null,10588,null,null,3599,null,null,3503,null,null,2725,null,null,778,null,null,5734,null,null,4091,null,null,1659,null,null,4091,null,null,04
1142718,7341,904072,6385,175091,3768,6688,1084,12581,1451,1908,507,22001,1837,20377,2340,1567,676,18810,2211,7341,null,null,6385,null,null,3768,null,null,1084,null,null,1451,null,null,507,null,null,1837,null,null,2340,null,null,676,null,null,2211,null,null,05
12944178,15703,8446438,24941,815815,9129,90862,4482,1759596,11572,36943,2579,1364663,15288,429861,9383,75375,4120,354486,9345,15703,null,null,24941,null,null,9129,null,null,4482,null,null,11572,null,null,2579,null,null,15288,null,null,9383,null,null,4120,null,null,9345,null,null,06
2108992,7767,1839125,8478,78695,3125,18930,2005,55831,2263,2768,803,67693,4228,45950,3191,7388,1256,38562,3003,7767,null,null,8478,null,null,3125,null,null,2005,null,null,2263,null,null,803,null,null,4228,null,null,3191,null,null,1256,null,null,3003,null,null,08
1357269,7141,1088211,6867,134273,3996,3338,1001,50370,2063,292,200,54843,4171,25942,2761,4333,1093,21609,2296,7141,null,null,6867,null,null,3996,null,null,1001,null,null,2063,null,null,200,null,null,4171,null,null,2761,null,null,1093,null,null,2296,null,null,09
351085,3936,256511,3418,70973,2423,1537,487,12126,822,279,299,3737,1136,5922,1267,435,311,5487,1181,3936,null,null,3418,null,null,2423,null,null,487,null,null,822,null,null,299,null,null,1136,null,null,1267,null,null,311,null,null,1181,null,null,10
281241,3152,125684,2559,125034,3067,980,499,11775,1052,0,203,11190,1387,6578,1162,983,449,5595,1111,3152,null,null,2559,null,null,3067,null,null,499,null,null,1052,null,null,203,null,null,1387,null,null,1162,null,null,449,null,null,1111,null,null,11
