B17020C_001E,B17020C_001M,B17020C_002E,B17020C_002M,B17020C_003E,B17020C_003M,B17020C_004E,B17020C_004M,B17020C_005E,B17020C_005M,B17020C_006E,B17020C_006M,B17020C_007E,B17020C_007M,B17020C_008E,B17020C_008M,B17020C_009E,B17020C_009M,B17020C_010E,B17020C_010M,B17020C_011E,B17020C_011M,B17020C_012E,B17020C_012M,B17020C_013E,B17020C_013M,B17020C_014E,B17020C_014M,B17020C_015E,B17020C_015M,B17020C_016E,B17020C_016M,B17020C_017E,B17020C_017M,B17020C_001M,B17020C_001EA,B17020C_001MA,B17020C_002M,B17020C_002EA,B17020C_002MA,B17020C_003M,B17020C_003EA,B17020C_003MA,B17020C_004M,B17020C_004EA,B17020C_004MA,B17020C_005M,B17020C_005EA,B17020C_005MA,B17020C_006M,B17020C_006EA,B17020C_006MA,B17020C_007M,B17020C_007EA,B17020C_007MA,B17020C_008M,B17020C_008EA,B17020C_008MA,B17020C_009M,B17020C_009EA,B17020C_009MA,B17020C_010M,B17020C_010EA,B17020C_010MA,B17020C_011M,B17020C_011EA,B17020C_011MA,B17020C_012M,B17020C_012EA,B17020C_012MA,B17020C_013M,B17020C_013EA,B17020C_013MA,B17020C_014M,B17020C_014EA,B17020C_014MA,B17020C_015M,B17020C_015EA,B17020C_015MA,B17020C_016M,B17020C_016EA,B17020C_016MA,B17020C_017M,B17020C_017EA,B17020C_017MA,state
7780,1202,2610,838,209,85,299,274,131,122,1642,570,153,161,148,123,28,51,5170,887,528,233,589,327,418,261,2849,612,663,299,123,93,0,172,1202,null,null,838,null,null,85,null,null,274,null,null,122,null,null,570,null,null,161,null,null,123,null,null,51,null,null,887,null,null,233,null,null,327,null,null,261,null,null,612,null,null,299,null,null,93,null,null,172,null,null,23
14878,2475,1620,640,36,62,15,34,27,48,1006,499,522,386,14,31,0,198,13258,2535,658,487,733,430,1154,641,8141,1828,2155,655,108,132,309,278,2475,null,null,640,null,null,62,null,null,34,null,null,48,null,null,499,null,null,386,null,null,31,null,null,198,null,null,2535,null,null,487,null,null,430,null,null,641,null,null,1828,null,null,655,null,null,132,null,null,278,null,null,24
12101,2137,2393,1073,223,194,98,116,58,98,1474,712,288,213,47,81,205,326,9708,1869,171,184,943,553,1031,444,6269,1592,1008,511,183,224,103,151,2137,null,null,1073,null,null,194,null,null,116,null,null,98,null,null,712,null,null,213,null,null,81,null,null,326,null,null,1869,null,null,184,null,null,553,null,null,444,null,null,1592,null,null,511,null,null,224,null,null,151,null,null,25
48841,3497,10415,1682,939,399,911,351,1078,427,6201,989,1153,557,133,99,0,168,38426,3199,1360,533,3509,923,3141,828,22912,1871,5916,971,1044,383,544,283,3497,null,null,1682,null,null,399,null,null,351,null,null,427,null,null,989,null,null,557,null,null,99,null,null,168,null,null,3199,null,null,533,null,null,923,null,null,828,null,null,1871,null,null,971,null,null,383,null,null,283,null,null,26
58269,2985,18408,2029,2674,623,2208,451,1849,422,9872,1444,1315,442,403,263,87,96,39861,3045,3699,837,4415,900,3883,723,22708,1889,4424,596,548,262,184,148,2985,null,null,2029,null,null,623,null,null,451,null,null,422,null,null,1444,null,null,442,null,null,263,null,null,96,null,null,3045,null,null,837,null,null,900,null,null,723,null,null,1889,null,null,596,null,null,262,null,null,148,null,null,27
12951,1501,4948,1748,501,201,880,599,483,395,2758,1032,263,223,56,103,7,13,8003,1920,432,295,674,453,1018,615,5096,1072,635,311,148,210,0,213,1501,null,null,1748,null,null,201,null,null,599,null,null,395,null,null,1032,null,null,223,null,null,103,null,null,13,null,null,1920,null,null,295,null,null,453,null,null,615,null,null,1072,null,null,311,null,null,210,null,null,213,null,null,28
29993,3393,7364,1705,909,390,824,394,485,324,4611,1209,370,343,133,165,32,57,22629,3013,734,325,1960,863,3272,953,12970,1919,2633,731,800,314,260,243,3393,null,null,1705,null,null,390,null,null,394,null,null,324,null,null,1209,null,null,343,null,null,165,null,null,57,null,null,3013,null,null,325,null,null,863,null,null,953,null,null,1919,null,null,731,null,null,314,null,null,243,null,null,29
63813,2513,16652,2424,2312,681,2713,685,1725,485,8451,1308,1057,393,309,158,85,150,47161,3237,5469,976,6119,1113,5790,955,23874,1952,4881,763,633,226,395,227,2513,null,null,2424,null,null,681,null,null,685,null,null,485,null,null,1308,null,null,393,null,null,158,null,null,150,null,null,3237,null,null,976,null,null,1113,null,null,955,null,null,1952,null,null,763,null,null,226,null,null,227,null,null,30
14927,1366,3654,760,562,251,539,232,374,139,1830,395,271,168,42,38,36,61,11273,1413,1073,352,1164,395,1668,434,6190,922,945,351,228,180,5,10,1366,null,null,760,null,null,251,null,null,232,null,null,139,null,null,395,null,null,168,null,null,38,null,null,61,null,null,1413,null,null,352,null,null,395,null,null,434,null,null,922,null,null,351,null,null,180,null,null,10,null,null,31
33023,3494,9814,2157,1226,646,905,347,1768,842,4886,1359,781,319,214,153,34,48,23209,2662,1492,608,2098,764,996,399,14166,1871,3367,618,888,366,202,106,3494,null,null,2157,null,null,646,null,null,347,null,null,842,null,null,1359,null,null,319,null,null,153,null,null,48,null,null,2662,null,null,608,null,null,764,null,null,399,null,null,1871,null,null,618,null,null,366,null,null,106,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
19787,3348,3772,1275,908,463,198,158,93,148,1954,766,515,389,85,100,19,33,16015,2960,813,439,2044,829,1364,801,8853,2006,2521,826,347,245,73,82,3348,null,null,1275,null,null,463,null,null,158,null,null,148,null,null,766,null,null,389,null,null,100,null,null,33,null,null,2960,null,null,439,null,null,829,null,null,801,null,null,2006,null,null,826,null,null,245,null,null,82,null,null,34
191072,4645,60902,5875,9152,1348,6719,1387,7614,1381,30580,3239,4522,730,1538,360,777,463,130170,6284,7437,1209,10428,1689,13282,1683,77392,3881,15743,1502,4448,606,1440,344,4645,null,null,5875,null,null,1348,null,null,1387,null,null,1381,null,null,3239,null,null,730,null,null,360,null,null,463,null,null,6284,null,null,1209,null,null,1689,null,null,1683,null,null,3881,null,null,1502,null,null,606,null,null,344,null,null,35
70755,6338,16519,3184,1921,1034,1317,683,974,512,9323,2013,2204,813,748,477,32,58,54236,5677,3880,1209,4137,1131,4690,991,31372,3800,7429,1452,1862,589,866,431,6338,null,null,3184,null,null,1034,null,null,683,null,null,512,null,null,2013,null,null,813,null,null,477,null,null,58,null,null,5677,null,null,1209,null,null,1131,null,null,991,null,null,3800,null,null,1452,null,null,589,null,null,431,null,null,36
117341,4935,29977,3992,3337,881,2942,875,3467,935,16464,2467,2848,827,684,372,235,191,87364,4497,5898,1119,6324,1064,7254,966,51270,3308,12478,1121,3588,968,552,319,4935,null,null,3992,null,null,881,null,null,875,null,null,935,null,null,2467,null,null,827,null,null,372,null,null,191,null,null,4497,null,null,1119,null,null,1064,null,null,966,null,null,3308,null,null,1121,null,null,968,null,null,319,null,null,37
39745,2353,13923,2172,2016,451,2410,858,2320,585,6200,1195,837,338,140,111,0,155,25822,2635,2309,630,2917,700,2570,731,14986,1590,2117,476,821,403,102,107,2353,null,null,2172,null,null,451,null,null,858,null,null,585,null,null,1195,null,null,338,null,null,111,null,null,155,null,null,2635,null,null,630,null,null,700,null,null,731,null,null,1590,null,null,476,null,null,403,null,null,107,null,null,38
17026,2334,4514,1087,58,82,366,345,560,539,3024,836,414,248,0,189,92,123,12512,1914,283,266,687,420,797,409,8397,1654,1572,533,452,338,324,264,2334,null,null,1087,null,null,82,null,null,345,null,null,539,null,null,836,null,null,248,null,null,189,null,null,123,null,null,1914,null,null,266,null,null,420,null,null,409,null,null,1654,null,null,533,null,null,338,null,null,264,null,null,39
288662,7009,64172,4367,8596,1194,8915,1610,7065,1207,33424,2488,4832,717,864,257,476,253,224490,6973,17708,1454,23120,2052,21779,1786,126782,3841,27993,1554,5499,632,1609,383,7009,null,null,4367,null,null,1194,null,null,1610,null,null,1207,null,null,2488,null,null,717,null,null,257,null,null,253,null,null,6973,null,null,1454,null,null,2052,null,null,1786,null,null,3841,null,null,1554,null,null,632,null,null,383,null,null,40
43676,4248,9638,1999,606,415,561,399,1080,459,6179,1322,778,320,71,83,363,361,34038,3854,2187,704,2903,1078,3031,810,19923,2405,4755,1118,983,500,256,230,4248,null,null,1999,null,null,415,null,null,399,null,null,459,null,null,1322,null,null,320,null,null,83,null,null,361,null,null,3854,null,null,704,null,null,1078,null,null,810,null,null,2405,null,null,1118,null,null,500,null,null,230,null,null,41
22395,3741,7282,2324,645,561,687,599,609,441,4581,1449,571,386,57,96,132,124,15113,2755,742,397,897,449,994,549,10169,1974,1973,649,178,129,160,167,3741,null,null,2324,null,null,561,null,null,599,null,null,441,null,null,1449,null,null,386,null,null,96,null,null,124,null,null,2755,null,null,397,null,null,449,null,null,549,null,null,1974,null,null,649,null,null,129,null,null,167,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
15646,2751,2640,974,102,149,128,227,408,417,1575,610,427,211,0,207,0,207,13006,2580,311,247,806,690,2287,996,6541,1484,2602,873,459,267,0,207,2751,null,null,974,null,null,149,null,null,227,null,null,417,null,null,610,null,null,211,null,null,207,null,null,207,null,null,2580,null,null,247,null,null,690,null,null,996,null,null,1484,null,null,873,null,null,267,null,null,207,null,null,45
73541,3639,36271,3438,6336,1043,5051,1210,4237,995,17951,1787,2183,517,447,306,66,48,37270,3568,4077,741,4160,790,4838,1044,19446,1995,3785,651,915,298,49,51,3639,null,null,3438,null,null,1043,null,null,1210,null,null,995,null,null,1787,null,null,517,null,null,306,null,null,48,null,null,3568,null,null,741,null,null,790,null,null,1044,null,null,1995,null,null,651,null,null,298,null,null,51,null,null,46
18496,2796,3579,1465,450,234,97,123,487,566,2393,1148,142,180,0,204,10,18,14917,2356,837,562,1249,682,510,317,9730,1880,2318,707,273,227,0,204,2796,null,null,1465,null,null,234,null,null,123,null,null,566,null,null,1148,null,null,180,null,null,204,null,null,18,null,null,2356,null,null,562,null,null,682,null,null,317,null,null,1880,null,null,707,null,null,227,null,null,204,null,null,47
131640,9397,24691,5354,1805,790,2837,1143,3274,1051,14403,3197,1788,645,256,259,328,293,106949,7615,7052,1849,8924,1499,10238,1824,63041,5825,13948,1999,2694,816,1052,662,9397,null,null,5354,null,null,790,null,null,1143,null,null,1051,null,null,3197,null,null,645,null,null,259,null,null,293,null,null,7615,null,null,1849,null,null,1499,null,null,1824,null,null,5825,null,null,1999,null,null,816,null,null,662,null,null,48
31010,2923,9690,1642,1618,645,1581,659,928,360,4838,885,476,188,164,66,85,77,21320,2847,1552,622,1857,771,2318,803,12912,1806,1994,578,576,441,111,143,2923,null,null,1642,null,null,645,null,null,659,null,null,360,null,null,885,null,null,188,null,null,66,null,null,77,null,null,2847,null,null,622,null,null,771,null,null,803,null,null,1806,null,null,578,null,null,441,null,null,143,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
22216,3503,2605,824,0,201,135,159,141,157,1611,586,651,402,67,87,0,201,19611,3425,787,553,1223,681,1320,643,12248,2458,3101,833,826,435,106,108,3503,null,null,824,null,null,201,null,null,159,null,null,157,null,null,586,null,null,402,null,null,87,null,null,201,null,null,3425,null,null,553,null,null,681,null,null,643,null,null,2458,null,null,833,null,null,435,null,null,108,null,null,51
90528,6310,24273,4290,2849,957,2839,965,1959,744,14016,2387,1992,540,538,287,80,104,66255,4897,4670,950,6550,1029,7060,1557,36833,3181,9127,1413,1519,525,496,348,6310,null,null,4290,null,null,957,null,null,965,null,null,744,null,null,2387,null,null,540,null,null,287,null,null,104,null,null,4897,null,null,950,null,null,1029,null,null,1557,null,null,3181,null,null,1413,null,null,525,null,null,348,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
50042,2745,13040,2037,2554,778,1205,410,1622,556,6747,1090,871,321,41,50,0,147,37002,2472,1887,536,3488,700,3153,729,22283,1842,5006,652,973,389,212,130,2745,null,null,2037,null,null,778,null,null,410,null,null,556,null,null,1090,null,null,321,null,null,50,null,null,147,null,null,2472,null,null,536,null,null,700,null,null,729,null,null,1842,null,null,652,null,null,389,null,null,130,null,null,55
12372,1406,3142,926,347,199,543,333,339,175,1341,438,375,171,197,124,0,197,9230,1599,1105,418,1002,411,1028,378,4908,1056,1105,409,65,67,17,32,1406,null,null,926,null,null,199,null,null,333,null,null,175,null,null,438,null,null,171,null,null,124,null,null,197,null,null,1599,null,null,418,null,null,411,null,null,378,null,null,1056,null,null,409,null,null,67,null,null,32,null,null,56
8082,2395,4022,1803,139,172,297,253,434,348,2585,1357,496,334,0,222,71,119,4060,1611,212,284,410,320,203,253,2190,956,907,536,138,125,0,222,2395,null,null,1803,null,null,172,null,null,253,null,null,348,null,null,1357,null,null,334,null,null,222,null,null,119,null,null,1611,null,null,284,null,null,320,null,null,253,null,null,956,null,null,536,null,null,125,null,null,222,null,null,72
24163,3182,4139,1453,11,20,217,313,841,599,2494,810,501,289,75,104,0,195,20024,2791,763,385,1476,479,1833,718,12048,1958,2861,1002,810,360,233,235,3182,null,null,1453,null,null,20,null,null,313,null,null,599,null,null,810,null,null,289,null,null,104,null,null,195,null,null,2791,null,null,385,null,null,479,null,null,718,null,null,1958,null,null,1002,null,null,360,null,null,235,null,null,01
104333,3644,26097,2981,4530,959,3474,690,2799,810,13558,1494,1410,401,222,106,104,110,78236,3813,6345,847,8316,1496,7442,905,44905,2438,8574,982,2155,482,499,141,3644,null,null,2981,null,null,959,null,null,690,null,null,810,null,null,1494,null,null,401,null,null,106,null,null,110,null,null,3813,null,null,847,null,null,1496,null,null,905,null,null,2438,null,null,982,null,null,482,null,null,141,null,null,02
299242,7011,99615,6900,12604,1678,14138,1984,11805,1614,51140,3933,7475,829,1833,438,620,186,199627,7036,19432,2236,16650,1757,18531,1846,117161,4726,21418,1436,4888,604,1547,345,7011,null,null,6900,null,null,1678,null,null,1984,null,null,1614,null,null,3933,null,null,829,null,null,438,null,null,186,null,null,7036,null,null,2236,null,null,1757,null,null,1846,null,null,4726,null,null,1436,null,null,604,null,null,345,null,null,04
18296,2053,4608,1234,411,232,338,353,959,555,2431,843,315,287,15,47,139,245,13688,2061,927,406,1093,497,1262,673,8006,1705,2057,706,299,211,44,69,2053,null,null,1234,null,null,232,null,null,353,null,null,555,null,null,843,null,null,287,null,null,47,null,null,245,null,null,2061,null,null,406,null,null,497,null,null,673,null,null,1705,null,null,706,null,null,211,null,null,69,null,null,05
282725,15467,66780,7071,8001,2044,8912,2304,8273,2328,34517,3457,5125,918,1645,710,307,235,215945,12491,11669,1834,15373,2485,15699,2154,131273,8313,31408,2679,6980,1284,3543,771,15467,null,null,7071,null,null,2044,null,null,2304,null,null,2328,null,null,3457,null,null,918,null,null,710,null,null,235,null,null,12491,null,null,1834,null,null,2485,null,null,2154,null,null,8313,null,null,2679,null,null,1284,null,null,771,null,null,06
52638,4434,12318,2669,478,257,1414,744,1176,663,7190,1657,1811,610,117,129,132,178,40320,3825,3107,1170,2725,753,2541,808,25667,2921,5264,1227,970,437,46,88,4434,null,null,2669,null,null,257,null,null,744,null,null,663,null,null,1657,null,null,610,null,null,129,null,null,178,null,null,3825,null,null,1170,null,null,753,null,null,808,null,null,2921,null,null,1227,null,null,437,null,null,88,null,null,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
