C17026_001E,C17026_001M,C17026_002E,C17026_002M,C17026_003E,C17026_003M,C17026_004E,C17026_004M,C17026_005E,C17026_005M,C17026_006E,C17026_006M,C17026_007E,C17026_007M,C17026_008E,C17026_008M,C17026_001M,C17026_001EA,C17026_001MA,C17026_002M,C17026_002EA,C17026_002MA,C17026_003M,C17026_003EA,C17026_003MA,C17026_004M,C17026_004EA,C17026_004MA,C17026_005M,C17026_005EA,C17026_005MA,C17026_006M,C17026_006EA,C17026_006MA,C17026_007M,C17026_007EA,C17026_007MA,C17026_008M,C17026_008EA,C17026_008MA,state
2476595,14487,101902,4387,149849,5669,88561,3953,85736,3866,135372,4919,55720,3042,1859455,13144,14487,null,null,4387,null,null,5669,null,null,3953,null,null,3866,null,null,4919,null,null,3042,null,null,13144,null,null,26
1367104,9317,32816,2211,47284,2621,37581,3753,38080,2751,55048,3572,24445,1903,1131850,10182,9317,null,null,2211,null,null,2621,null,null,3753,null,null,2751,null,null,3572,null,null,1903,null,null,10182,null,null,27
730719,10889,50253,3883,70083,4930,34219,3178,33810,3020,52413,3937,20622,2315,469319,9119,10889,null,null,3883,null,null,4930,null,null,3178,null,null,3020,null,null,3937,null,null,2315,null,null,9119,null,null,28
1527349,11298,59089,4353,90269,4311,56250,4164,61044,4143,90343,4876,38848,2947,1131506,12205,11298,null,null,4353,null,null,4311,null,null,4164,null,null,4143,null,null,4876,null,null,2947,null,null,12205,null,null,29
257449,5388,7721,1321,12913,1654,9501,1633,11170,1748,14749,1543,6313,1161,195082,4604,5388,null,null,1321,null,null,1654,null,null,1633,null,null,1748,null,null,1543,null,null,1161,null,null,4604,null,null,30
476436,5393,13769,1660,21510,2473,14724,1805,14856,1616,25160,2147,12182,1525,374235,4564,5393,null,null,1660,null,null,2473,null,null,1805,null,null,1616,null,null,2147,null,null,1525,null,null,4564,null,null,31
670968,8716,27883,2892,40549,3206,28067,2918,28677,3034,39766,3233,20510,2486,485516,8066,8716,null,null,2892,null,null,3206,null,null,2918,null,null,3034,null,null,3233,null,null,2486,null,null,8066,null,null,32
342912,5731,4773,1139,9023,1681,6533,1464,8016,1522,12081,1708,6690,1250,295796,5646,5731,null,null,1139,null,null,1681,null,null,1464,null,null,1522,null,null,1708,null,null,1250,null,null,5646,null,null,33
2197150,15175,64267,4274,101890,5573,62200,4909,59445,4639,92507,5019,36456,3351,1780385,15824,15175,null,null,4274,null,null,5573,null,null,4909,null,null,4639,null,null,5019,null,null,3351,null,null,15824,null,null,34
481127,7528,29648,3173,43971,3454,23441,2732,25883,2538,28581,2505,13014,1715,316589,7041,7528,null,null,3173,null,null,3454,null,null,2732,null,null,2538,null,null,2505,null,null,1715,null,null,7041,null,null,35
4541583,22755,203277,7847,292163,9511,161752,6583,159462,7695,230560,8122,97963,6010,3396406,20908,22755,null,null,7847,null,null,9511,null,null,6583,null,null,7695,null,null,8122,null,null,6010,null,null,20908,null,null,36
2542663,18509,110510,6079,175207,8358,102443,4940,111720,6434,162412,6914,64396,3594,1815975,15957,18509,null,null,6079,null,null,8358,null,null,4940,null,null,6434,null,null,6914,null,null,3594,null,null,15957,null,null,37
184904,4823,5616,1475,6186,1385,4767,1188,4897,1102,8786,1549,3666,858,150986,4020,4823,null,null,1475,null,null,1385,null,null,1188,null,null,1102,null,null,1549,null,null,858,null,null,4020,null,null,38
2929661,16417,132082,6287,174794,7162,101392,5185,96763,4583,154756,5614,67957,4097,2201917,15758,16417,null,null,6287,null,null,7162,null,null,5185,null,null,4583,null,null,5614,null,null,4097,null,null,15758,null,null,39
961731,8307,46799,2711,63896,3342,43275,2903,43487,2761,62224,3058,22932,2007,679118,7740,8307,null,null,2711,null,null,3342,null,null,2903,null,null,2761,null,null,3058,null,null,2007,null,null,7740,null,null,40
995749,11239,33400,3618,51274,4495,34709,3497,37961,3519,52434,3574,27488,2793,758483,9602,11239,null,null,3618,null,null,4495,null,null,3497,null,null,3519,null,null,3574,null,null,2793,null,null,9602,null,null,41
3150563,15900,107813,5463,163676,6596,92991,4153,100665,4316,162901,5853,67852,3562,2454665,16420,15900,null,null,5463,null,null,6596,null,null,4153,null,null,4316,null,null,5853,null,null,3562,null,null,16420,null,null,42
247448,5295,8739,1731,14038,2040,7591,1320,7361,1452,14140,2123,3238,987,192341,5631,5295,null,null,1731,null,null,2040,null,null,1320,null,null,1452,null,null,2123,null,null,987,null,null,5631,null,null,44
1224695,13377,58945,4441,73519,4932,47947,3863,51615,4300,80879,4441,36037,2965,875753,9769,13377,null,null,4441,null,null,4932,null,null,3863,null,null,4300,null,null,4441,null,null,2965,null,null,9769,null,null,45
209986,3966,9019,1427,8292,1083,5370,990,7383,1182,10221,1549,5053,974,164648,4054,3966,null,null,1427,null,null,1083,null,null,990,null,null,1182,null,null,1549,null,null,974,null,null,4054,null,null,46
1670605,13670,80569,4918,112845,4991,68834,4312,72349,4423,110662,5459,46723,3704,1178623,12826,13670,null,null,4918,null,null,4991,null,null,4312,null,null,4423,null,null,5459,null,null,3704,null,null,12826,null,null,47
6602215,26303,306342,9150,488860,11700,283712,12278,298626,9757,414453,10235,169094,7780,4641128,25162,26303,null,null,9150,null,null,11700,null,null,12278,null,null,9757,null,null,10235,null,null,7780,null,null,25162,null,null,48
711124,7895,21417,2208,29753,2704,24164,2681,25026,2627,38035,2771,17605,2025,555124,8844,7895,null,null,2208,null,null,2704,null,null,2681,null,null,2627,null,null,2771,null,null,2025,null,null,8844,null,null,49
154421,3800,5049,1133,6777,1158,4176,943,4424,914,7340,1181,2668,550,123987,3743,3800,null,null,1133,null,null,1158,null,null,943,null,null,914,null,null,1181,null,null,550,null,null,3743,null,null,50
2063049,16402,67532,4342,89028,5353,58742,3801,60773,4523,89408,5014,41446,3529,1656120,15139,16402,null,null,4342,null,null,5353,null,null,3801,null,null,4523,null,null,5014,null,null,3529,null,null,15139,null,null,51
1784043,12484,52620,3314,74862,4671,50716,3656,54149,4764,78592,3426,36637,3325,1436467,12415,12484,null,null,3314,null,null,4671,null,null,3656,null,null,4764,null,null,3426,null,null,3325,null,null,12415,null,null,53
467396,6711,25721,3008,34466,2822,21720,2305,20182,2038,31541,2600,13004,2042,320762,6034,6711,null,null,3008,null,null,2822,null,null,2305,null,null,2038,null,null,2600,null,null,2042,null,null,6034,null,null,54
1460922,9966,42033,2863,70206,4455,43415,3310,42786,3193,69439,3408,32596,2505,1160447,10451,9966,null,null,2863,null,null,4455,null,null,3310,null,null,3193,null,null,3408,null,null,2505,null,null,10451,null,null,55
145524,4006,3078,721,6076,1282,4019,973,5285,1200,7484,1255,3270,807,116312,3815,4006,null,null,721,null,null,1282,null,null,973,null,null,1200,null,null,1255,null,null,807,null,null,3815,null,null,56
836332,9750,179913,6226,149434,5204,73804,5035,65280,3593,82719,4600,29237,2863,255945,7289,9750,null,null,6226,null,null,5204,null,null,5035,null,null,3593,null,null,4600,null,null,2863,null,null,7289,null,null,72
1208362,12930,63676,3999,89857,5114,51416,3472,54483,3992,79383,4549,29573,3049,839974,11315,12930,null,null,3999,null,null,5114,null,null,3472,null,null,3992,null,null,4549,null,null,3049,null,null,11315,null,null,01
164102,4083,4624,874,6407,1154,4044,862,4166,746,6669,1117,3290,721,134902,3508,4083,null,null,874,null,null,1154,null,null,862,null,null,746,null,null,1117,null,null,721,null,null,3508,null,null,02
1648739,12489,85129,4459,111407,5004,67855,3993,63181,4054,106101,5313,45485,3341,1169581,11832,12489,null,null,4459,null,null,5004,null,null,3993,null,null,4054,null,null,5313,null,null,3341,null,null,11832,null,null,04
747917,9249,37336,3087,55178,3673,36767,2700,38679,3449,52942,3724,23301,2874,503714,8389,9249,null,null,3087,null,null,3673,null,null,2700,null,null,3449,null,null,3724,null,null,2874,null,null,8389,null,null,05
8887761,26268,358667,9637,570586,13226,366349,8116,358453,9934,501531,11343,210517,7805,6521658,25459,26268,null,null,9637,null,null,13226,null,null,8116,null,null,9934,null,null,11343,null,null,7805,null,null,25459,null,null,06
1347936,10110,34131,3401,60294,4078,39946,2987,40445,3230,61338,3359,28680,2891,1083102,10073,10110,null,null,3401,null,null,4078,null,null,2987,null,null,3230,null,null,3359,null,null,2891,null,null,10073,null,null,08
880600,11466,26523,2578,33777,3471,20095,2529,23640,2652,34749,3181,13749,1790,728067,9484,11466,null,null,2578,null,null,3471,null,null,2529,null,null,2652,null,null,3181,null,null,1790,null,null,9484,null,null,09
232433,5605,7647,1379,11121,1659,6179,1194,6736,1424,11821,2161,5367,936,183562,5063,5605,null,null,1379,null,null,1659,null,null,1194,null,null,1424,null,null,2161,null,null,936,null,null,5063,null,null,10
122732,3407,9361,1568,7473,1495,4066,926,3031,953,5035,1297,1241,690,92525,3402,3407,null,null,1568,null,null,1495,null,null,926,null,null,953,null,null,1297,null,null,690,null,null,3402,null,null,11
