C14003_001E,C14003_001M,C14003_002E,C14003_002M,C14003_003E,C14003_003M,C14003_004E,C14003_004M,C14003_005E,C14003_005M,C14003_006E,C14003_006M,C14003_007E,C14003_007M,C14003_008E,C14003_008M,C14003_009E,C14003_009M,C14003_010E,C14003_010M,C14003_011E,C14003_011M,C14003_012E,C14003_012M,C14003_013E,C14003_013M,C14003_014E,C14003_014M,C14003_015E,C14003_015M,C14003_016E,C14003_016M,C14003_017E,C14003_017M,C14003_018E,C14003_018M,C14003_019E,C14003_019M,C14003_020E,C14003_020M,C14003_021E,C14003_021M,C14003_022E,C14003_022M,C14003_023E,C14003_023M,C14003_024E,C14003_024M,C14003_025E,C14003_025M,C14003_026E,C14003_026M,C14003_027E,C14003_027M,C14003_028E,C14003_028M,C14003_001M,C14003_001EA,C14003_001MA,C14003_002M,C14003_002EA,C14003_002MA,C14003_003M,C14003_003EA,C14003_003MA,C14003_004M,C14003_004EA,C14003_004MA,C14003_005M,C14003_005EA,C14003_005MA,C14003_006M,C14003_006EA,C14003_006MA,C14003_007M,C14003_007EA,C14003_007MA,C14003_008M,C14003_008EA,C14003_008MA,C14003_009M,C14003_009EA,C14003_009MA,C14003_010M,C14003_010EA,C14003_010MA,C14003_011M,C14003_011EA,C14003_011MA,C14003_012M,C14003_012EA,C14003_012MA,C14003_013M,C14003_013EA,C14003_013MA,C14003_014M,C14003_014EA,C14003_014MA,C14003_015M,C14003_015EA,C14003_015MA,C14003_016M,C14003_016EA,C14003_016MA,C14003_017M,C14003_017EA,C14003_017MA,C14003_018M,C14003_018EA,C14003_018MA,C14003_019M,C14003_019EA,C14003_019MA,C14003_020M,C14003_020EA,C14003_020MA,C14003_021M,C14003_021EA,C14003_021MA,C14003_022M,C14003_022EA,C14003_022MA,C14003_023M,C14003_023EA,C14003_023MA,C14003_024M,C14003_024EA,C14003_024MA,C14003_025M,C14003_025EA,C14003_025MA,C14003_026M,C14003_026EA,C14003_026MA,C14003_027M,C14003_027EA,C14003_027MA,C14003_028M,C14003_028EA,C14003_028MA,state
828912,2084,190224,4491,5917,1066,49600,2478,51312,2568,29311,1334,16733,1735,21821,1918,9995,1406,5535,1031,28015,3470,3108,881,7579,1342,5061,1348,2881,764,2699,855,3913,1275,1125,515,1649,670,610673,3607,15325,1714,4533,979,1756,823,976,416,6775,1400,33718,2162,100416,2533,447174,2329,2084,null,null,4491,null,null,1066,null,null,2478,null,null,2568,null,null,1334,null,null,1735,null,null,1918,null,null,1406,null,null,1031,null,null,3470,null,null,881,null,null,1342,null,null,1348,null,null,764,null,null,855,null,null,1275,null,null,515,null,null,670,null,null,3607,null,null,1714,null,null,979,null,null,823,null,null,416,null,null,1400,null,null,2162,null,null,2533,null,null,2329,null,null,46
6412680,5735,1310481,13748,38791,3878,342152,8859,369418,9167,217962,3232,101079,4765,119549,6590,67526,4122,54004,3876,267828,9617,27705,2503,48519,3482,49195,4271,32270,2708,23661,2544,40738,3880,24537,2694,21203,2130,4834371,11120,99158,4873,23503,3009,8549,1711,7516,1420,47719,3882,287998,7635,793966,6668,3565962,6759,5735,null,null,13748,null,null,3878,null,null,8859,null,null,9167,null,null,3232,null,null,4765,null,null,6590,null,null,4122,null,null,3876,null,null,9617,null,null,2503,null,null,3482,null,null,4271,null,null,2708,null,null,2544,null,null,3880,null,null,2694,null,null,2130,null,null,11120,null,null,4873,null,null,3009,null,null,1711,null,null,1420,null,null,3882,null,null,7635,null,null,6668,null,null,6759,null,null,47
26661365,12220,6776340,25464,218970,9362,1784889,19363,1877517,17132,1085513,6372,509696,10589,633445,14645,397804,12503,268506,9501,826830,17630,123927,5843,161134,7593,131781,7112,72905,4614,62657,4082,114318,6555,79378,6352,80730,4469,19058195,29622,462783,11935,85225,6116,42195,4784,43624,3907,231340,8957,1244166,15865,3584408,17400,13364454,12727,12220,null,null,25464,null,null,9362,null,null,19363,null,null,17132,null,null,6372,null,null,10589,null,null,14645,null,null,12503,null,null,9501,null,null,17630,null,null,5843,null,null,7593,null,null,7112,null,null,4614,null,null,4082,null,null,6555,null,null,6352,null,null,4469,null,null,29622,null,null,11935,null,null,6116,null,null,4784,null,null,3907,null,null,8957,null,null,15865,null,null,17400,null,null,12727,null,null,48
2900413,3242,838932,9633,23055,2321,234664,5764,233673,6255,135315,2252,51706,3321,75142,4025,54180,3513,31197,2911,134711,6222,19801,2021,23061,2655,14341,1957,7910,1371,7128,1957,36550,3376,14909,2190,11011,1710,1926770,8592,59762,3276,10930,1284,4366,1103,4165,1349,33508,2776,142092,5153,378945,4974,1293002,3843,3242,null,null,9633,null,null,2321,null,null,5764,null,null,6255,null,null,2252,null,null,3321,null,null,4025,null,null,3513,null,null,2911,null,null,6222,null,null,2021,null,null,2655,null,null,1957,null,null,1371,null,null,1957,null,null,3376,null,null,2190,null,null,1710,null,null,8592,null,null,3276,null,null,1284,null,null,1103,null,null,1349,null,null,2776,null,null,5153,null,null,4974,null,null,3843,null,null,49
607520,1269,113879,3163,4690,768,28464,1723,30546,1737,18005,786,9753,1476,12047,1908,4766,1097,5608,1034,29507,2620,3037,714,3354,712,2983,661,2338,566,5680,1189,8383,1426,1540,492,2192,621,464134,2837,5663,1076,1262,485,447,367,821,363,5173,1153,25311,1746,65579,1513,359878,1706,1269,null,null,3163,null,null,768,null,null,1723,null,null,1737,null,null,786,null,null,1476,null,null,1908,null,null,1097,null,null,1034,null,null,2620,null,null,714,null,null,712,null,null,661,null,null,566,null,null,1189,null,null,1426,null,null,492,null,null,621,null,null,2837,null,null,1076,null,null,485,null,null,367,null,null,363,null,null,1153,null,null,1746,null,null,1513,null,null,1706,null,null,50
8116753,6349,1778883,14654,40167,3467,434606,8323,464619,8645,279775,4742,163927,6080,185095,7387,117705,6148,92989,5356,367354,9162,62677,3755,65143,3956,53416,3924,27224,2108,29269,2661,47522,3766,38047,3098,44056,4197,5970516,13830,105883,4085,23763,2566,5638,1186,9594,1483,52868,3051,344394,7660,996574,8883,4431802,8570,6349,null,null,14654,null,null,3467,null,null,8323,null,null,8645,null,null,4742,null,null,6080,null,null,7387,null,null,6148,null,null,5356,null,null,9162,null,null,3755,null,null,3956,null,null,3924,null,null,2108,null,null,2661,null,null,3766,null,null,3098,null,null,4197,null,null,13830,null,null,4085,null,null,2566,null,null,1186,null,null,1483,null,null,3051,null,null,7660,null,null,8883,null,null,8570,null,null,51
7024743,4987,1485858,11817,35863,2566,378127,7570,392916,6952,244365,3282,112237,4436,144356,6314,100498,4942,77496,4227,258948,9396,43640,3383,59721,3661,42684,3453,18194,1942,18566,2189,25598,3118,25755,2962,24790,2532,5279937,12741,107184,4283,28327,2599,7006,1306,7777,1465,49638,3220,311989,6928,948550,7601,3819466,6161,4987,null,null,11817,null,null,2566,null,null,7570,null,null,6952,null,null,3282,null,null,4436,null,null,6314,null,null,4942,null,null,4227,null,null,9396,null,null,3383,null,null,3661,null,null,3453,null,null,1942,null,null,2189,null,null,3118,null,null,2962,null,null,2532,null,null,12741,null,null,4283,null,null,2599,null,null,1306,null,null,1465,null,null,3220,null,null,6928,null,null,7601,null,null,6161,null,null,53
1769689,2850,355236,6675,10697,1545,90380,3844,96999,4102,59120,1840,28814,2281,37871,2836,16710,2702,14645,2256,39645,3390,3450,900,6836,1523,7395,1434,3912,1010,4879,1092,5505,1360,3634,987,4034,880,1374808,6659,26108,2075,5614,1097,2350,768,2609,905,13608,2043,71785,4048,195760,3534,1056974,3388,2850,null,null,6675,null,null,1545,null,null,3844,null,null,4102,null,null,1840,null,null,2281,null,null,2836,null,null,2702,null,null,2256,null,null,3390,null,null,900,null,null,1523,null,null,1434,null,null,1010,null,null,1092,null,null,1360,null,null,987,null,null,880,null,null,6659,null,null,2075,null,null,1097,null,null,768,null,null,905,null,null,2043,null,null,4048,null,null,3534,null,null,3388,null,null,54
5576816,4295,1185140,10789,39665,2759,291998,6308,304994,6140,197192,3039,98886,3520,139665,5389,59888,3598,52852,3176,242901,8575,20115,1857,54541,3191,52448,3472,20098,2193,22389,2197,30631,3431,20040,2270,22639,2692,4148775,9670,72418,3359,13590,1770,8241,1260,7798,1118,34328,2727,234490,5867,650094,5290,3127816,5672,4295,null,null,10789,null,null,2759,null,null,6308,null,null,6140,null,null,3039,null,null,3520,null,null,5389,null,null,3598,null,null,3176,null,null,8575,null,null,1857,null,null,3191,null,null,3472,null,null,2193,null,null,2197,null,null,3431,null,null,2270,null,null,2692,null,null,9670,null,null,3359,null,null,1770,null,null,1260,null,null,1118,null,null,2727,null,null,5867,null,null,5290,null,null,5672,null,null,55
562405,1703,140141,4173,4201,1030,38840,2851,34416,2646,20503,1420,11570,1547,13635,1859,9122,1725,7854,1403,11063,1765,2146,768,2464,691,2204,793,944,651,312,181,748,469,488,297,1757,789,411201,4321,8430,1665,2670,760,633,445,313,225,3823,1057,23759,2586,71364,2820,300209,2725,1703,null,null,4173,null,null,1030,null,null,2851,null,null,2646,null,null,1420,null,null,1547,null,null,1859,null,null,1725,null,null,1403,null,null,1765,null,null,768,null,null,691,null,null,793,null,null,651,null,null,181,null,null,469,null,null,297,null,null,789,null,null,4321,null,null,1665,null,null,760,null,null,445,null,null,225,null,null,1057,null,null,2586,null,null,2820,null,null,2725,null,null,56
3320331,3186,541819,9043,31750,2515,137321,6324,158050,6326,99610,3422,39213,3535,50210,3645,15388,2036,10277,1768,305055,10188,14574,2123,43116,4125,49225,4054,33953,2871,35507,2772,70355,4623,36054,3734,22271,2733,2473457,8128,22453,2193,5034,1419,3994,1248,5820,1608,24122,2612,123827,5355,361687,5871,1926520,5268,3186,null,null,9043,null,null,2515,null,null,6324,null,null,6326,null,null,3422,null,null,3535,null,null,3645,null,null,2036,null,null,1768,null,null,10188,null,null,2123,null,null,4125,null,null,4054,null,null,2871,null,null,2772,null,null,4623,null,null,3734,null,null,2733,null,null,8128,null,null,2193,null,null,1419,null,null,1248,null,null,1608,null,null,2612,null,null,5355,null,null,5871,null,null,5268,null,null,72
4691088,4738,1010942,12255,26553,2861,255587,6287,261617,6152,170566,3543,83636,3810,116861,5480,54226,4225,41896,3698,175134,7597,22640,2373,41071,3808,34906,2891,21923,2047,14995,2075,16604,2353,12929,1924,10066,1685,3505012,10307,65238,4376,16130,2525,5224,1319,5850,1170,38717,2952,192257,6049,562410,8262,2619186,6446,4738,null,null,12255,null,null,2861,null,null,6287,null,null,6152,null,null,3543,null,null,3810,null,null,5480,null,null,4225,null,null,3698,null,null,7597,null,null,2373,null,null,3808,null,null,2891,null,null,2047,null,null,2075,null,null,2353,null,null,1924,null,null,1685,null,null,10307,null,null,4376,null,null,2525,null,null,1319,null,null,1170,null,null,2952,null,null,6049,null,null,8262,null,null,6446,null,null,01
709834,1695,166613,4315,4969,907,44752,2356,45698,2757,26850,1629,9594,1198,11132,1605,12782,2298,10836,1798,20746,3231,2344,733,5162,1397,4050,1125,2217,979,623,364,2371,890,1856,534,2123,669,522475,4470,13122,1762,3747,1014,1320,639,1005,347,8540,1082,43387,2409,106991,3403,344363,3002,1695,null,null,4315,null,null,907,null,null,2356,null,null,2757,null,null,1629,null,null,1198,null,null,1605,null,null,2298,null,null,1798,null,null,3231,null,null,733,null,null,1397,null,null,1125,null,null,979,null,null,364,null,null,890,null,null,534,null,null,669,null,null,4470,null,null,1762,null,null,1014,null,null,639,null,null,347,null,null,1082,null,null,2409,null,null,3403,null,null,3002,null,null,02
6680106,6328,1563623,12550,45583,3119,400023,8855,415495,8531,247807,3201,126484,3560,159720,6147,95491,4828,73020,4163,197911,8517,27801,2525,34903,3387,32192,3541,17734,2131,10942,1706,22665,3654,24817,2786,26857,2581,4918572,12580,111973,5288,24966,2967,7864,1527,14116,2259,57930,3532,295499,7392,809179,6074,3597045,6091,6328,null,null,12550,null,null,3119,null,null,8855,null,null,8531,null,null,3201,null,null,3560,null,null,6147,null,null,4828,null,null,4163,null,null,8517,null,null,2525,null,null,3387,null,null,3541,null,null,2131,null,null,1706,null,null,3654,null,null,2786,null,null,2581,null,null,12580,null,null,5288,null,null,2967,null,null,1527,null,null,2259,null,null,3532,null,null,7392,null,null,6074,null,null,6091,null,null,04
2873456,3400,652383,9559,26841,2314,169959,7316,176194,6275,105601,3302,59483,3052,57650,4132,31515,3606,25140,2838,87107,5108,10841,1814,18959,2305,15473,2031,9533,1509,7123,1732,12158,2103,6280,1631,6740,1188,2133966,8136,36242,3445,12373,2206,5666,1502,4886,1361,28425,2899,125601,5168,344783,5571,1575990,5144,3400,null,null,9559,null,null,2314,null,null,7316,null,null,6275,null,null,3302,null,null,3052,null,null,4132,null,null,3606,null,null,2838,null,null,5108,null,null,1814,null,null,2305,null,null,2031,null,null,1509,null,null,1732,null,null,2103,null,null,1631,null,null,1188,null,null,8136,null,null,3445,null,null,2206,null,null,1502,null,null,1361,null,null,2899,null,null,5168,null,null,5571,null,null,5144,null,null,05
37793454,14152,9072319,35211,292122,8926,2201774,21724,2312948,20763,1389077,6547,700917,8109,1098475,19176,647401,13873,429605,9951,1417960,25984,205863,7271,227563,8853,196615,8267,113024,4904,103244,5956,209234,8551,201873,8013,160544,5865,27303175,35639,527874,12846,95449,6061,36731,3863,37646,3391,241246,7999,1499411,17238,5052890,15584,19811928,12058,14152,null,null,35211,null,null,8926,null,null,21724,null,null,20763,null,null,6547,null,null,8109,null,null,19176,null,null,13873,null,null,9951,null,null,25984,null,null,7271,null,null,8853,null,null,8267,null,null,4904,null,null,5956,null,null,8551,null,null,8013,null,null,5865,null,null,35639,null,null,12846,null,null,6061,null,null,3863,null,null,3391,null,null,7999,null,null,17238,null,null,15584,null,null,12058,null,null,06
5339884,5125,1218023,10651,41927,3591,311430,6556,323841,6840,189680,2430,95898,4344,124284,5406,76836,4816,54127,3652,164084,7925,23860,2156,32867,3101,22763,2544,13350,1625,9303,1682,20063,2927,20250,2106,21628,2264,3957777,11757,68623,3799,16822,2017,7177,1296,7511,1533,38915,3316,246064,6240,740474,6491,2832191,5200,5125,null,null,10651,null,null,3591,null,null,6556,null,null,6840,null,null,2430,null,null,4344,null,null,5406,null,null,4816,null,null,3652,null,null,7925,null,null,2156,null,null,3101,null,null,2544,null,null,1625,null,null,1682,null,null,2927,null,null,2106,null,null,2264,null,null,11757,null,null,3799,null,null,2017,null,null,1296,null,null,1533,null,null,3316,null,null,6240,null,null,6491,null,null,5200,null,null,08
3469051,3357,724184,9135,26425,2623,174677,5415,200129,6166,123536,2123,59692,3403,74134,4480,35922,3214,29669,2877,190571,7461,24659,2540,20568,2405,21081,2295,15567,1689,25843,2636,45601,3640,20924,1981,16328,1881,2554296,8700,26544,2818,5643,1439,2800,760,3132,1051,21545,2379,129738,4110,379750,4569,1985144,4397,3357,null,null,9135,null,null,2623,null,null,5415,null,null,6166,null,null,2123,null,null,3403,null,null,4480,null,null,3214,null,null,2877,null,null,7461,null,null,2540,null,null,2405,null,null,2295,null,null,1689,null,null,2636,null,null,3640,null,null,1981,null,null,1881,null,null,8700,null,null,2818,null,null,1439,null,null,760,null,null,1051,null,null,2379,null,null,4110,null,null,4569,null,null,4397,null,null,09
919219,2013,191216,5929,7247,1505,44805,3031,51459,3018,29872,1292,16898,1792,20830,2271,10463,1639,9642,2188,36008,3426,4071,1019,8049,1753,6824,1106,3162,798,3440,847,4423,1064,3405,1046,2634,695,691995,5441,11077,1920,1862,697,992,576,1971,777,5491,1514,34199,2219,114701,2517,521702,2354,2013,null,null,5929,null,null,1505,null,null,3031,null,null,3018,null,null,1292,null,null,1792,null,null,2271,null,null,1639,null,null,2188,null,null,3426,null,null,1019,null,null,1753,null,null,1106,null,null,798,null,null,847,null,null,1064,null,null,1046,null,null,695,null,null,5441,null,null,1920,null,null,697,null,null,576,null,null,777,null,null,1514,null,null,2219,null,null,2517,null,null,2354,null,null,10
654704,1876,100599,3829,10922,1558,30671,2475,23647,2148,12612,804,4507,1157,4945,1097,8652,1602,4643,1230,67831,3964,2351,575,3151,997,2882,904,2344,547,13519,1815,22002,2875,15323,2273,6259,1522,486274,4650,3807,1114,887,573,346,532,696,500,3913,972,31344,2181,130687,2453,314594,2185,1876,null,null,3829,null,null,1558,null,null,2475,null,null,2148,null,null,804,null,null,1157,null,null,1097,null,null,1602,null,null,1230,null,null,3964,null,null,575,null,null,997,null,null,904,null,null,547,null,null,1815,null,null,2875,null,null,2273,null,null,1522,null,null,4650,null,null,1114,null,null,573,null,null,532,null,null,500,null,null,972,null,null,2181,null,null,2453,null,null,2185,null,null,11
