C25122_001E,C25122_001M,C25122_002E,C25122_002M,C25122_003E,C25122_003M,C25122_004E,C25122_004M,C25122_005E,C25122_005M,C25122_006E,C25122_006M,C25122_007E,C25122_007M,C25122_008E,C25122_008M,C25122_009E,C25122_009M,C25122_010E,C25122_010M,C25122_011E,C25122_011M,C25122_012E,C25122_012M,C25122_013E,C25122_013M,C25122_014E,C25122_014M,C25122_015E,C25122_015M,C25122_016E,C25122_016M,C25122_017E,C25122_017M,C25122_018E,C25122_018M,C25122_019E,C25122_019M,C25122_020E,C25122_020M,C25122_021E,C25122_021M,C25122_022E,C25122_022M,C25122_023E,C25122_023M,C25122_024E,C25122_024M,C25122_025E,C25122_025M,C25122_026E,C25122_026M,C25122_027E,C25122_027M,C25122_028E,C25122_028M,C25122_029E,C25122_029M,C25122_030E,C25122_030M,C25122_031E,C25122_031M,C25122_001M,C25122_001EA,C25122_001MA,C25122_002M,C25122_002EA,C25122_002MA,C25122_003M,C25122_003EA,C25122_003MA,C25122_004M,C25122_004EA,C25122_004MA,C25122_005M,C25122_005EA,C25122_005MA,C25122_006M,C25122_006EA,C25122_006MA,C25122_007M,C25122_007EA,C25122_007MA,C25122_008M,C25122_008EA,C25122_008MA,C25122_009M,C25122_009EA,C25122_009MA,C25122_010M,C25122_010EA,C25122_010MA,C25122_011M,C25122_011EA,C25122_011MA,C25122_012M,C25122_012EA,C25122_012MA,C25122_013M,C25122_013EA,C25122_013MA,C25122_014M,C25122_014EA,C25122_014MA,C25122_015M,C25122_015EA,C25122_015MA,C25122_016M,C25122_016EA,C25122_016MA,C25122_017M,C25122_017EA,C25122_017MA,C25122_018M,C25122_018EA,C25122_018MA,C25122_019M,C25122_019EA,C25122_019MA,C25122_020M,C25122_020EA,C25122_020MA,C25122_021M,C25122_021EA,C25122_021MA,C25122_022M,C25122_022EA,C25122_022MA,C25122_023M,C25122_023EA,C25122_023MA,C25122_024M,C25122_024EA,C25122_024MA,C25122_025M,C25122_025EA,C25122_025MA,C25122_026M,C25122_026EA,C25122_026MA,C25122_027M,C25122_027EA,C25122_027MA,C25122_028M,C25122_028EA,C25122_028MA,C25122_029M,C25122_029EA,C25122_029MA,C25122_030M,C25122_030EA,C25122_030MA,C25122_031M,C25122_031EA,C25122_031MA,state
1555257,14774,205007,8000,62900,4218,89421,4745,40736,3455,11950,1560,262877,7949,75993,3875,122791,5617,47056,3782,17037,1829,318967,8902,33379,2607,181426,6524,85469,4678,18693,2119,241483,8410,13887,1676,134212,5734,80275,4982,13109,1794,262790,6790,9071,1728,117413,5350,122634,5505,13672,1762,264133,7144,5141,1134,68667,4105,177978,6510,12347,1311,14774,null,null,8000,null,null,4218,null,null,4745,null,null,3455,null,null,1560,null,null,7949,null,null,3875,null,null,5617,null,null,3782,null,null,1829,null,null,8902,null,null,2607,null,null,6524,null,null,4678,null,null,2119,null,null,8410,null,null,1676,null,null,5734,null,null,4982,null,null,1794,null,null,6790,null,null,1728,null,null,5350,null,null,5505,null,null,1762,null,null,7144,null,null,1134,null,null,4105,null,null,6510,null,null,1311,null,null,42
171357,5796,24673,2900,10690,1670,9072,1784,4538,1352,373,229,29135,3033,11416,1774,10425,1805,6060,1137,1234,622,33665,3000,3012,1038,18263,2345,11680,2053,710,321,25316,2776,756,397,12542,1870,11274,1983,744,392,26648,2332,670,457,8707,1424,15672,1841,1599,653,31920,3146,514,295,6483,1531,24079,2787,844,493,5796,null,null,2900,null,null,1670,null,null,1784,null,null,1352,null,null,229,null,null,3033,null,null,1774,null,null,1805,null,null,1137,null,null,622,null,null,3000,null,null,1038,null,null,2345,null,null,2053,null,null,321,null,null,2776,null,null,397,null,null,1870,null,null,1983,null,null,392,null,null,2332,null,null,457,null,null,1424,null,null,1841,null,null,653,null,null,3146,null,null,295,null,null,1531,null,null,2787,null,null,493,null,null,44
589016,11203,91060,5542,22781,2730,40443,3684,15287,2681,12549,1979,98128,5011,24476,2557,50674,3790,11710,2242,11268,1563,129351,5749,11341,1882,86260,5199,22501,2448,9249,1511,94658,5127,3937,1280,55440,3742,28345,2912,6936,1412,92784,5943,1961,618,47712,3736,37745,3740,5366,1333,83035,4730,1780,686,20552,2587,55163,3624,5540,1393,11203,null,null,5542,null,null,2730,null,null,3684,null,null,2681,null,null,1979,null,null,5011,null,null,2557,null,null,3790,null,null,2242,null,null,1563,null,null,5749,null,null,1882,null,null,5199,null,null,2448,null,null,1511,null,null,5127,null,null,1280,null,null,3742,null,null,2912,null,null,1412,null,null,5943,null,null,618,null,null,3736,null,null,3740,null,null,1333,null,null,4730,null,null,686,null,null,2587,null,null,3624,null,null,1393,null,null,45
109544,3813,15025,1981,5993,1062,6348,1351,1454,620,1230,558,19618,1996,7624,1250,9120,1545,1764,793,1110,359,24761,2127,6234,967,15177,1781,1941,615,1409,475,19530,2132,3092,857,12501,1722,2743,776,1194,569,18614,2033,1755,572,10628,1462,4669,1095,1562,392,11996,1598,519,178,5943,1077,4464,1125,1070,375,3813,null,null,1981,null,null,1062,null,null,1351,null,null,620,null,null,558,null,null,1996,null,null,1250,null,null,1545,null,null,793,null,null,359,null,null,2127,null,null,967,null,null,1781,null,null,615,null,null,475,null,null,2132,null,null,857,null,null,1722,null,null,776,null,null,569,null,null,2033,null,null,572,null,null,1462,null,null,1095,null,null,392,null,null,1598,null,null,178,null,null,1077,null,null,1125,null,null,375,null,null,46
892314,14411,130969,6513,46065,3273,52935,4274,16117,2226,15852,2448,153120,6960,39011,2981,80047,4644,19496,2949,14566,2115,197004,7265,20378,2237,126548,6880,35337,3480,14741,2209,149447,8650,9193,1629,88621,6764,41758,3922,9875,1488,140952,5635,6848,1266,68464,3961,56044,4002,9596,1512,120822,5978,2908,978,36000,3301,76686,5210,5228,1259,14411,null,null,6513,null,null,3273,null,null,4274,null,null,2226,null,null,2448,null,null,6960,null,null,2981,null,null,4644,null,null,2949,null,null,2115,null,null,7265,null,null,2237,null,null,6880,null,null,3480,null,null,2209,null,null,8650,null,null,1629,null,null,6764,null,null,3922,null,null,1488,null,null,5635,null,null,1266,null,null,3961,null,null,4002,null,null,1512,null,null,5978,null,null,978,null,null,3301,null,null,5210,null,null,1259,null,null,47
3710141,23471,399284,11792,100803,5822,181090,7641,80336,5197,37055,3485,522320,14533,88169,4634,304274,11167,95696,5450,34181,2915,762696,13430,47171,4228,457037,12084,219454,8840,39034,3349,594041,14029,17736,2256,310021,10466,239894,9337,26390,2990,674680,14430,13135,2223,251723,9538,383410,10202,26412,2733,757120,15352,9191,1996,146837,6664,573346,13164,27746,3023,23471,null,null,11792,null,null,5822,null,null,7641,null,null,5197,null,null,3485,null,null,14533,null,null,4634,null,null,11167,null,null,5450,null,null,2915,null,null,13430,null,null,4228,null,null,12084,null,null,8840,null,null,3349,null,null,14029,null,null,2256,null,null,10466,null,null,9337,null,null,2990,null,null,14430,null,null,2223,null,null,9538,null,null,10202,null,null,2733,null,null,15352,null,null,1996,null,null,6664,null,null,13164,null,null,3023,null,null,48
283881,7719,24528,2300,6451,1057,10399,1450,5030,1110,2648,811,36970,3252,6594,1453,21538,2389,7015,1403,1823,581,57796,4169,4377,806,33030,3213,17896,2310,2493,848,49823,3886,1567,526,26912,3050,19870,2319,1474,568,58138,4238,1761,587,24252,2764,30257,2917,1868,727,56626,3888,701,340,11823,1880,41968,3547,2134,732,7719,null,null,2300,null,null,1057,null,null,1450,null,null,1110,null,null,811,null,null,3252,null,null,1453,null,null,2389,null,null,1403,null,null,581,null,null,4169,null,null,806,null,null,3213,null,null,2310,null,null,848,null,null,3886,null,null,526,null,null,3050,null,null,2319,null,null,568,null,null,4238,null,null,587,null,null,2764,null,null,2917,null,null,727,null,null,3888,null,null,340,null,null,1880,null,null,3547,null,null,732,null,null,49
77079,3456,9058,1438,2804,918,3263,868,1540,631,1451,578,15583,1815,4517,1091,6932,1323,3054,742,1080,422,16608,2070,1860,577,8972,1463,4985,1121,791,407,10089,1648,340,231,5097,925,3982,1225,670,297,12020,1363,38,41,5009,925,6512,1153,461,298,13721,1623,57,55,2768,575,10079,1377,817,383,3456,null,null,1438,null,null,918,null,null,868,null,null,631,null,null,578,null,null,1815,null,null,1091,null,null,1323,null,null,742,null,null,422,null,null,2070,null,null,577,null,null,1463,null,null,1121,null,null,407,null,null,1648,null,null,231,null,null,925,null,null,1225,null,null,297,null,null,1363,null,null,41,null,null,925,null,null,1153,null,null,298,null,null,1623,null,null,55,null,null,575,null,null,1377,null,null,383,null,null,50
1083051,12975,115975,6036,32403,3315,36320,2838,36149,3895,11103,1958,135451,6004,29406,3458,56818,3634,38472,3914,10755,1839,184455,7427,12277,1935,84805,5446,77282,4465,10091,1444,158673,7025,5890,1318,61691,5250,82512,4880,8580,1370,194364,6926,4916,1220,47029,3323,133328,6077,9091,1842,294133,8634,3984,1245,32581,3171,248684,8144,8884,1311,12975,null,null,6036,null,null,3315,null,null,2838,null,null,3895,null,null,1958,null,null,6004,null,null,3458,null,null,3634,null,null,3914,null,null,1839,null,null,7427,null,null,1935,null,null,5446,null,null,4465,null,null,1444,null,null,7025,null,null,1318,null,null,5250,null,null,4880,null,null,1370,null,null,6926,null,null,1220,null,null,3323,null,null,6077,null,null,1842,null,null,8634,null,null,1245,null,null,3171,null,null,8144,null,null,1311,null,null,51
1038756,12363,98523,4984,25451,2705,36993,3295,28189,3177,7890,1397,126570,6031,26358,2540,58901,4371,35574,3184,5737,1294,173668,6798,12773,2156,83591,4946,70246,4099,7058,1787,169092,6478,4794,1283,63927,4185,94274,4431,6097,1417,190763,7156,3292,953,52488,3917,129211,5855,5772,1055,280140,9115,2172,752,32800,3011,238499,8439,6669,1290,12363,null,null,4984,null,null,2705,null,null,3295,null,null,3177,null,null,1397,null,null,6031,null,null,2540,null,null,4371,null,null,3184,null,null,1294,null,null,6798,null,null,2156,null,null,4946,null,null,4099,null,null,1787,null,null,6478,null,null,1283,null,null,4185,null,null,4431,null,null,1417,null,null,7156,null,null,953,null,null,3917,null,null,5855,null,null,1055,null,null,9115,null,null,752,null,null,3011,null,null,8439,null,null,1290,null,null,53
199047,6237,38932,2924,14038,1608,15763,1941,3360,1128,5771,1267,41305,3229,13715,1721,18488,2121,3101,940,6001,1313,44929,2916,8526,1552,27576,2645,2982,835,5845,1130,27035,2917,3100,896,15488,2340,3776,1196,4671,1162,25308,2627,1996,674,13883,1964,5819,1256,3610,1102,21538,2518,1140,519,9000,1635,8063,1496,3335,975,6237,null,null,2924,null,null,1608,null,null,1941,null,null,1128,null,null,1267,null,null,3229,null,null,1721,null,null,2121,null,null,940,null,null,1313,null,null,2916,null,null,1552,null,null,2645,null,null,835,null,null,1130,null,null,2917,null,null,896,null,null,2340,null,null,1196,null,null,1162,null,null,2627,null,null,674,null,null,1964,null,null,1256,null,null,1102,null,null,2518,null,null,519,null,null,1635,null,null,1496,null,null,975,null,null,54
775766,10523,85747,4434,22554,2473,46747,3427,11778,1611,4668,955,137228,6142,34652,3240,79492,4034,17477,2437,5607,826,174065,5634,18008,1626,120730,5067,28195,2333,7132,993,129339,5464,7703,1236,89028,4906,26939,2193,5669,807,130768,5390,4113,731,77275,4146,44059,3094,5321,826,118619,5120,2106,705,49082,3260,63099,4182,4332,798,10523,null,null,4434,null,null,2473,null,null,3427,null,null,1611,null,null,955,null,null,6142,null,null,3240,null,null,4034,null,null,2437,null,null,826,null,null,5634,null,null,1626,null,null,5067,null,null,2333,null,null,993,null,null,5464,null,null,1236,null,null,4906,null,null,2193,null,null,807,null,null,5390,null,null,731,null,null,4146,null,null,3094,null,null,826,null,null,5120,null,null,705,null,null,3260,null,null,4182,null,null,798,null,null,55
69725,4085,6105,1226,1130,463,3737,1065,970,668,268,227,11543,1890,2696,920,5729,1317,1582,826,1536,651,14183,2126,1642,731,9151,1828,2223,841,1167,507,11521,2277,910,408,6113,1609,3573,1264,925,426,12035,2105,243,158,5984,1211,5253,1427,555,282,14338,2317,554,280,3707,921,8832,1888,1245,647,4085,null,null,1226,null,null,463,null,null,1065,null,null,668,null,null,227,null,null,1890,null,null,920,null,null,1317,null,null,826,null,null,651,null,null,2126,null,null,731,null,null,1828,null,null,841,null,null,507,null,null,2277,null,null,408,null,null,1609,null,null,1264,null,null,426,null,null,2105,null,null,158,null,null,1211,null,null,1427,null,null,282,null,null,2317,null,null,280,null,null,921,null,null,1888,null,null,647,null,null,56
386766,8157,179778,6426,71326,4150,23645,2399,1907,656,82900,4009,86077,4672,32112,2984,18112,1919,1387,712,34466,2988,64566,4263,17490,2306,23160,2633,2315,841,21601,2654,28809,2581,5082,1131,13411,1982,2153,712,8163,1357,18030,2219,2179,724,7991,1574,3906,1238,3954,944,9506,1656,721,391,3755,1168,3422,896,1608,533,8157,null,null,6426,null,null,4150,null,null,2399,null,null,656,null,null,4009,null,null,4672,null,null,2984,null,null,1919,null,null,712,null,null,2988,null,null,4263,null,null,2306,null,null,2633,null,null,841,null,null,2654,null,null,2581,null,null,1131,null,null,1982,null,null,712,null,null,1357,null,null,2219,null,null,724,null,null,1574,null,null,1238,null,null,944,null,null,1656,null,null,391,null,null,1168,null,null,896,null,null,533,null,null,72
584380,11458,106582,5280,38614,3099,43324,3947,9097,1521,15547,1973,118987,6035,34635,2835,54526,4208,14165,2251,15661,2179,125216,5456,16790,2014,78599,4499,15115,2139,14712,2353,81480,5127,6742,1458,48516,3580,19063,2718,7159,1484,83609,5400,4018,924,45116,4181,26485,3011,7990,1431,68506,4761,1588,504,25644,2683,35786,3766,5488,1196,11458,null,null,5280,null,null,3099,null,null,3947,null,null,1521,null,null,1973,null,null,6035,null,null,2835,null,null,4208,null,null,2251,null,null,2179,null,null,5456,null,null,2014,null,null,4499,null,null,2139,null,null,2353,null,null,5127,null,null,1458,null,null,3580,null,null,2718,null,null,1484,null,null,5400,null,null,924,null,null,4181,null,null,3011,null,null,1431,null,null,4761,null,null,504,null,null,2683,null,null,3766,null,null,1196,null,null,01
88253,3611,4475,874,766,444,1202,426,1285,534,1222,450,9257,1339,1922,442,3346,922,2814,961,1175,413,13225,1735,888,392,5272,1091,5704,1249,1361,377,13041,1527,450,271,4178,1032,7564,1268,849,275,19254,2052,481,465,4380,996,13135,1814,1258,443,29001,2523,206,112,3858,857,23212,2549,1725,558,3611,null,null,874,null,null,444,null,null,426,null,null,534,null,null,450,null,null,1339,null,null,442,null,null,922,null,null,961,null,null,413,null,null,1735,null,null,392,null,null,1091,null,null,1249,null,null,377,null,null,1527,null,null,271,null,null,1032,null,null,1268,null,null,275,null,null,2052,null,null,465,null,null,996,null,null,1814,null,null,443,null,null,2523,null,null,112,null,null,857,null,null,2549,null,null,558,null,null,02
926038,13205,110404,5630,21574,2632,50556,3689,26084,2619,12190,1754,128267,6328,20867,2650,73154,4216,25754,2873,8492,1472,183556,6220,11882,1992,105220,4966,56710,3490,9744,1559,149288,6296,5193,1280,71116,4338,66826,5232,6153,991,168113,5391,5193,1227,56571,3503,100506,5182,5843,1202,186410,8041,3481,932,36606,3088,141333,6697,4990,1138,13205,null,null,5630,null,null,2632,null,null,3689,null,null,2619,null,null,1754,null,null,6328,null,null,2650,null,null,4216,null,null,2873,null,null,1472,null,null,6220,null,null,1992,null,null,4966,null,null,3490,null,null,1559,null,null,6296,null,null,1280,null,null,4338,null,null,5232,null,null,991,null,null,5391,null,null,1227,null,null,3503,null,null,5182,null,null,1202,null,null,8041,null,null,932,null,null,3088,null,null,6697,null,null,1138,null,null,04
405086,8913,66092,4838,25050,2761,29605,2986,4556,1390,6881,1075,77088,4320,22581,2275,39358,3008,5349,1237,9800,1845,95134,5400,14734,2130,62230,4616,8751,1616,9419,1447,64951,4684,5068,1128,47591,4330,7569,1606,4723,1005,60448,4266,4376,1281,36523,3042,14256,2788,5293,1062,41373,3548,2776,1000,18777,2015,17146,2271,2674,638,8913,null,null,4838,null,null,2761,null,null,2986,null,null,1390,null,null,1075,null,null,4320,null,null,2275,null,null,3008,null,null,1237,null,null,1845,null,null,5400,null,null,2130,null,null,4616,null,null,1616,null,null,1447,null,null,4684,null,null,1128,null,null,4330,null,null,1606,null,null,1005,null,null,4266,null,null,1281,null,null,3042,null,null,2788,null,null,1062,null,null,3548,null,null,1000,null,null,2015,null,null,2271,null,null,638,null,null,05
6000750,23585,491711,9906,81454,5466,142126,5918,236893,7120,31238,3304,787307,12812,153816,6284,284516,9624,318820,8347,30155,3021,1009577,17663,42146,3202,342346,9275,593726,13136,31359,2599,835449,15432,16871,2152,192285,6921,602014,13696,24279,2494,1038013,15489,8731,1327,154364,6280,848105,14070,26813,3178,1838693,19994,11240,1606,103057,5202,1682200,19725,42196,3020,23585,null,null,9906,null,null,5466,null,null,5918,null,null,7120,null,null,3304,null,null,12812,null,null,6284,null,null,9624,null,null,8347,null,null,3021,null,null,17663,null,null,3202,null,null,9275,null,null,13136,null,null,2599,null,null,15432,null,null,2152,null,null,6921,null,null,13696,null,null,2494,null,null,15489,null,null,1327,null,null,6280,null,null,14070,null,null,3178,null,null,19994,null,null,1606,null,null,5202,null,null,19725,null,null,3020,null,null,06
743160,11239,70587,3941,17567,2141,26076,2725,23445,2580,3499,786,98114,5305,18644,2061,42127,3809,32367,3499,4976,982,136094,6063,6952,1244,55951,3831,67068,4096,6123,1137,120092,6239,3204,1023,39207,3548,72856,4521,4825,1226,148241,7293,2937,841,32696,3198,109760,5965,2848,706,170032,6600,1408,559,15481,1933,149381,6103,3762,990,11239,null,null,3941,null,null,2141,null,null,2725,null,null,2580,null,null,786,null,null,5305,null,null,2061,null,null,3809,null,null,3499,null,null,982,null,null,6063,null,null,1244,null,null,3831,null,null,4096,null,null,1137,null,null,6239,null,null,1023,null,null,3548,null,null,4521,null,null,1226,null,null,7293,null,null,841,null,null,3198,null,null,5965,null,null,706,null,null,6600,null,null,559,null,null,1933,null,null,6103,null,null,990,null,null,08
478196,9202,53327,3436,15161,1855,15299,1859,19905,1923,2962,1007,70274,4526,21056,2472,23507,2506,22549,2941,3162,1003,88397,5280,7265,1335,36746,3245,40631,4069,3755,938,75356,3987,1835,716,25266,2746,46041,3627,2214,776,80718,4637,776,382,18423,2127,58083,3882,3436,840,110124,5652,804,390,13875,1702,90233,5060,5212,1153,9202,null,null,3436,null,null,1855,null,null,1859,null,null,1923,null,null,1007,null,null,4526,null,null,2472,null,null,2506,null,null,2941,null,null,1003,null,null,5280,null,null,1335,null,null,3245,null,null,4069,null,null,938,null,null,3987,null,null,716,null,null,2746,null,null,3627,null,null,776,null,null,4637,null,null,382,null,null,2127,null,null,3882,null,null,840,null,null,5652,null,null,390,null,null,1702,null,null,5060,null,null,1153,null,null,09
106080,4864,11367,1622,2074,596,4357,1146,4532,1145,404,238,13553,1994,3188,914,5459,1414,3677,1048,1229,590,23554,2540,1567,530,12205,1971,8934,1607,848,412,16331,2341,235,192,6724,1598,8603,1665,769,495,19430,2447,340,295,5611,1487,12794,1885,685,318,21845,2512,241,321,3926,1059,16882,2230,796,389,4864,null,null,1622,null,null,596,null,null,1146,null,null,1145,null,null,238,null,null,1994,null,null,914,null,null,1414,null,null,1048,null,null,590,null,null,2540,null,null,530,null,null,1971,null,null,1607,null,null,412,null,null,2341,null,null,192,null,null,1598,null,null,1665,null,null,495,null,null,2447,null,null,295,null,null,1487,null,null,1885,null,null,318,null,null,2512,null,null,321,null,null,1059,null,null,2230,null,null,389,null,null,10
170865,4218,26053,2772,8961,1842,4289,1114,11486,1819,1317,702,20425,2202,5727,1018,6050,1117,8099,1691,549,415,21977,2729,3234,1007,6232,1050,11676,1960,835,552,15540,2126,584,385,4349,1160,10241,1788,366,223,24998,2562,1038,733,3472,1002,19901,2431,587,475,61872,3443,1010,502,4257,1026,55141,3177,1464,561,4218,null,null,2772,null,null,1842,null,null,1114,null,null,1819,null,null,702,null,null,2202,null,null,1018,null,null,1117,null,null,1691,null,null,415,null,null,2729,null,null,1007,null,null,1050,null,null,1960,null,null,552,null,null,2126,null,null,385,null,null,1160,null,null,1788,null,null,223,null,null,2562,null,null,733,null,null,1002,null,null,2431,null,null,475,null,null,3443,null,null,502,null,null,1026,null,null,3177,null,null,561,null,null,11
