B10051C_001E,B10051C_001M,B10051C_002E,B10051C_002M,B10051C_003E,B10051C_003M,B10051C_004E,B10051C_004M,B10051C_005E,B10051C_005M,B10051C_006E,B10051C_006M,B10051C_007E,B10051C_007M,B10051C_001M,B10051C_001EA,B10051C_001MA,B10051C_002M,B10051C_002EA,B10051C_002MA,B10051C_003M,B10051C_003EA,B10051C_003MA,B10051C_004M,B10051C_004EA,B10051C_004MA,B10051C_005M,B10051C_005EA,B10051C_005MA,B10051C_006M,B10051C_006EA,B10051C_006MA,B10051C_007M,B10051C_007EA,B10051C_007MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
1328,539,343,199,237,168,106,79,985,481,503,322,482,357,539,null,null,199,null,null,168,null,null,79,null,null,481,null,null,322,null,null,357,null,null,26
2240,471,1567,422,832,370,735,208,673,265,299,159,374,232,471,null,null,422,null,null,370,null,null,208,null,null,265,null,null,159,null,null,232,null,null,27
821,440,714,462,571,426,143,136,107,84,107,84,0,213,440,null,null,462,null,null,426,null,null,136,null,null,84,null,null,84,null,null,213,null,null,28
816,401,563,326,252,167,311,272,253,212,81,100,172,180,401,null,null,326,null,null,167,null,null,272,null,null,212,null,null,100,null,null,180,null,null,29
3669,587,2527,498,1546,446,981,277,1142,414,708,370,434,197,587,null,null,498,null,null,446,null,null,277,null,null,414,null,null,370,null,null,197,null,null,30
577,182,446,160,285,124,161,96,131,83,68,73,63,56,182,null,null,160,null,null,124,null,null,96,null,null,83,null,null,73,null,null,56,null,null,31
887,349,449,202,362,192,87,66,438,288,267,246,171,155,349,null,null,202,null,null,192,null,null,66,null,null,288,null,null,246,null,null,155,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
372,245,157,140,76,47,81,132,215,185,76,47,139,173,245,null,null,140,null,null,47,null,null,132,null,null,185,null,null,47,null,null,173,null,null,34
10069,1224,4225,675,2114,538,2111,461,5844,1112,2589,702,3255,820,1224,null,null,675,null,null,538,null,null,461,null,null,1112,null,null,702,null,null,820,null,null,35
2226,878,715,546,569,426,146,165,1511,645,691,418,820,420,878,null,null,546,null,null,426,null,null,165,null,null,645,null,null,418,null,null,420,null,null,36
4230,1229,2215,773,1456,608,759,512,2015,755,1329,735,686,352,1229,null,null,773,null,null,608,null,null,512,null,null,755,null,null,735,null,null,352,null,null,37
1414,523,1018,474,677,381,341,198,396,202,203,156,193,116,523,null,null,474,null,null,381,null,null,198,null,null,202,null,null,156,null,null,116,null,null,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
9177,1229,5878,1022,3248,800,2630,516,3299,714,2129,633,1170,325,1229,null,null,1022,null,null,800,null,null,516,null,null,714,null,null,633,null,null,325,null,null,40
1539,516,720,258,495,248,225,192,819,449,477,370,342,261,516,null,null,258,null,null,248,null,null,192,null,null,449,null,null,370,null,null,261,null,null,41
968,562,342,233,292,220,50,81,626,499,510,489,116,107,562,null,null,233,null,null,220,null,null,81,null,null,499,null,null,489,null,null,107,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
4217,716,2179,532,1253,355,926,368,2038,561,944,360,1094,397,716,null,null,532,null,null,355,null,null,368,null,null,561,null,null,360,null,null,397,null,null,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
3518,1034,1282,558,1084,526,198,172,2236,816,1231,603,1005,533,1034,null,null,558,null,null,526,null,null,172,null,null,816,null,null,603,null,null,533,null,null,48
874,284,626,261,432,231,194,131,248,156,61,56,187,147,284,null,null,261,null,null,231,null,null,131,null,null,156,null,null,56,null,null,147,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
3195,690,1663,452,805,346,858,356,1532,502,843,386,689,319,690,null,null,452,null,null,346,null,null,356,null,null,502,null,null,386,null,null,319,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
1242,380,660,275,445,237,215,134,582,274,238,178,344,218,380,null,null,275,null,null,237,null,null,134,null,null,274,null,null,178,null,null,218,null,null,55
584,178,399,167,209,118,190,109,185,112,66,68,119,97,178,null,null,167,null,null,118,null,null,109,null,null,112,null,null,68,null,null,97,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
5984,1158,3396,821,2005,737,1391,365,2588,742,1055,378,1533,494,1158,null,null,821,null,null,737,null,null,365,null,null,742,null,null,378,null,null,494,null,null,02
15976,1878,9636,1626,5936,1349,3700,752,6340,1086,2751,651,3589,771,1878,null,null,1626,null,null,1349,null,null,752,null,null,1086,null,null,651,null,null,771,null,null,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
10998,2093,4424,1052,2619,840,1805,553,6574,1688,3061,1018,3513,1309,2093,null,null,1052,null,null,840,null,null,553,null,null,1688,null,null,1018,null,null,1309,null,null,06
2289,799,1045,517,508,419,537,290,1244,644,772,582,472,278,799,null,null,517,null,null,419,null,null,290,null,null,644,null,null,582,null,null,278,null,null,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
