B17020H_001E,B17020H_001M,B17020H_002E,B17020H_002M,B17020H_003E,B17020H_003M,B17020H_004E,B17020H_004M,B17020H_005E,B17020H_005M,B17020H_006E,B17020H_006M,B17020H_007E,B17020H_007M,B17020H_008E,B17020H_008M,B17020H_009E,B17020H_009M,B17020H_010E,B17020H_010M,B17020H_011E,B17020H_011M,B17020H_012E,B17020H_012M,B17020H_013E,B17020H_013M,B17020H_014E,B17020H_014M,B17020H_015E,B17020H_015M,B17020H_016E,B17020H_016M,B17020H_017E,B17020H_017M,B17020H_001M,B17020H_001EA,B17020H_001MA,B17020H_002M,B17020H_002EA,B17020H_002MA,B17020H_003M,B17020H_003EA,B17020H_003MA,B17020H_004M,B17020H_004EA,B17020H_004MA,B17020H_005M,B17020H_005EA,B17020H_005MA,B17020H_006M,B17020H_006EA,B17020H_006MA,B17020H_007M,B17020H_007EA,B17020H_007MA,B17020H_008M,B17020H_008EA,B17020H_008MA,B17020H_009M,B17020H_009EA,B17020H_009MA,B17020H_010M,B17020H_010EA,B17020H_010MA,B17020H_011M,B17020H_011EA,B17020H_011MA,B17020H_012M,B17020H_012EA,B17020H_012MA,B17020H_013M,B17020H_013EA,B17020H_013MA,B17020H_014M,B17020H_014EA,B17020H_014MA,B17020H_015M,B17020H_015EA,B17020H_015MA,B17020H_016M,B17020H_016EA,B17020H_016MA,B17020H_017M,B17020H_017EA,B17020H_017MA,state
623959,1306,48350,4551,3044,1087,2704,1089,2016,747,30459,3134,6014,1232,2175,581,1938,886,575609,4706,45907,1616,40738,2197,38122,1868,319654,3592,91392,2079,27942,1554,11854,1336,1306,null,null,4551,null,null,1087,null,null,1089,null,null,747,null,null,3134,null,null,1232,null,null,581,null,null,886,null,null,4706,null,null,1616,null,null,2197,null,null,1868,null,null,3592,null,null,2079,null,null,1554,null,null,1336,null,null,38
8982067,6814,1007341,23378,91644,5834,92323,6369,78530,5669,571255,13466,117397,4671,38641,2859,17551,1817,7974726,23515,477015,6981,506546,9338,595596,8989,4315338,16332,1464884,10394,431814,6123,183533,5870,6814,null,null,23378,null,null,5834,null,null,6369,null,null,5669,null,null,13466,null,null,4671,null,null,2859,null,null,1817,null,null,23515,null,null,6981,null,null,9338,null,null,8989,null,null,16332,null,null,10394,null,null,6123,null,null,5870,null,null,39
2525937,2748,311288,9549,26714,2601,28585,2648,23075,2020,181814,5704,35003,2591,10512,1211,5585,918,2214649,9523,137130,3312,141903,3969,150171,3667,1179683,6662,422006,5161,137093,3170,46663,2663,2748,null,null,9549,null,null,2601,null,null,2648,null,null,2020,null,null,5704,null,null,2591,null,null,1211,null,null,918,null,null,9523,null,null,3312,null,null,3969,null,null,3667,null,null,6662,null,null,5161,null,null,3170,null,null,2663,null,null,40
3068447,2737,340119,12815,21089,3184,20630,2936,22882,2765,206225,8250,51928,3649,9822,1430,7543,1454,2728328,13302,152985,3815,161092,4637,167358,5080,1451961,10082,567263,6252,155975,3843,71694,3679,2737,null,null,12815,null,null,3184,null,null,2936,null,null,2765,null,null,8250,null,null,3649,null,null,1430,null,null,1454,null,null,13302,null,null,3815,null,null,4637,null,null,5080,null,null,10082,null,null,6252,null,null,3843,null,null,3679,null,null,41
9556954,5717,879712,22120,69001,5307,73691,4518,67362,4590,492467,13203,111043,4744,42279,3213,23869,1957,8677242,23116,480406,6927,511950,7680,572736,7332,4657349,16631,1692990,10534,517987,8239,243824,7771,5717,null,null,22120,null,null,5307,null,null,4518,null,null,4590,null,null,13203,null,null,4744,null,null,3213,null,null,1957,null,null,23116,null,null,6927,null,null,7680,null,null,7332,null,null,16631,null,null,10534,null,null,8239,null,null,7771,null,null,42
739080,2612,71279,6720,4390,1595,4168,1378,4759,1340,42092,4387,11104,1745,3005,875,1761,765,667801,7342,30417,2206,32744,2007,44127,2488,369203,5690,132271,2933,38726,1845,20313,1722,2612,null,null,6720,null,null,1595,null,null,1378,null,null,1340,null,null,4387,null,null,1745,null,null,875,null,null,765,null,null,7342,null,null,2206,null,null,2007,null,null,2488,null,null,5690,null,null,2933,null,null,1845,null,null,1722,null,null,44
3085329,3881,312171,12757,27746,3153,25133,3172,21805,3023,182005,7533,39204,3234,11553,1704,4725,1033,2773158,12922,157499,4417,171476,5233,186851,5218,1461597,10482,574912,6760,162172,3750,58651,3395,3881,null,null,12757,null,null,3153,null,null,3172,null,null,3023,null,null,7533,null,null,3234,null,null,1704,null,null,1033,null,null,12922,null,null,4417,null,null,5233,null,null,5218,null,null,10482,null,null,6760,null,null,3750,null,null,3395,null,null,45
692751,1199,58418,4335,4270,1147,3926,1001,2945,999,31354,2943,9024,1635,3712,1052,3187,831,634333,4362,47157,1525,47059,1898,46743,2133,334143,4295,113298,3200,32797,1870,13136,1682,1199,null,null,4335,null,null,1147,null,null,1001,null,null,999,null,null,2943,null,null,1635,null,null,1052,null,null,831,null,null,4362,null,null,1525,null,null,1898,null,null,2133,null,null,4295,null,null,3200,null,null,1870,null,null,1682,null,null,46
4825527,4310,605193,19242,52355,4570,51339,4825,47626,4957,347167,11207,76006,4517,21614,2240,9086,1439,4220334,19258,250499,5989,263730,6123,302132,6226,2290284,12302,795388,8084,241375,4188,76926,3732,4310,null,null,19242,null,null,4570,null,null,4825,null,null,4957,null,null,11207,null,null,4517,null,null,2240,null,null,1439,null,null,19258,null,null,5989,null,null,6123,null,null,6226,null,null,12302,null,null,8084,null,null,4188,null,null,3732,null,null,47
11590203,8795,1026860,27003,77715,5218,76665,6624,75684,5850,601469,16347,132583,6125,42504,3404,20240,2201,10563343,28130,660075,8402,690272,9906,718597,10861,5792268,20851,1918032,11319,572483,6772,211616,6413,8795,null,null,27003,null,null,5218,null,null,6624,null,null,5850,null,null,16347,null,null,6125,null,null,3404,null,null,2201,null,null,28130,null,null,8402,null,null,9906,null,null,10861,null,null,20851,null,null,11319,null,null,6772,null,null,6413,null,null,48
2366462,2913,192602,11840,20585,3078,18131,3312,13830,2026,115996,6901,15084,1669,6543,1235,2433,648,2173860,12823,197151,4192,218693,4974,206401,5887,1167888,8058,275384,3932,78026,2314,30317,2278,2913,null,null,11840,null,null,3078,null,null,3312,null,null,2026,null,null,6901,null,null,1669,null,null,1235,null,null,648,null,null,12823,null,null,4192,null,null,4974,null,null,5887,null,null,8058,null,null,3932,null,null,2314,null,null,2278,null,null,49
560261,1325,63845,5395,5847,1429,4823,1213,4632,1394,35935,3145,8665,1460,2315,684,1628,623,496416,5569,26073,1580,29707,1926,32351,1919,268983,3572,101414,2029,27126,1262,10762,1028,1325,null,null,5395,null,null,1429,null,null,1213,null,null,1394,null,null,3145,null,null,1460,null,null,684,null,null,623,null,null,5569,null,null,1580,null,null,1926,null,null,1919,null,null,3572,null,null,2029,null,null,1262,null,null,1028,null,null,50
5089373,5525,423762,15587,25023,2797,31124,3347,30252,3257,256203,9296,53225,3806,19008,2137,8927,1595,4665611,16256,287417,4060,302389,6308,315285,6137,2565863,10897,856038,6879,246804,4582,91815,4595,5525,null,null,15587,null,null,2797,null,null,3347,null,null,3257,null,null,9296,null,null,3806,null,null,2137,null,null,1595,null,null,16256,null,null,4060,null,null,6308,null,null,6137,null,null,10897,null,null,6879,null,null,4582,null,null,4595,null,null,51
4972388,3604,447541,15607,28435,3456,26732,3337,24782,3068,275711,9890,64619,4373,17763,2036,9499,1490,4524847,16257,269501,4566,279785,6491,286920,6040,2492940,11772,866224,8014,231384,5046,98093,4606,3604,null,null,15607,null,null,3456,null,null,3337,null,null,3068,null,null,9890,null,null,4373,null,null,2036,null,null,1490,null,null,16257,null,null,4566,null,null,6491,null,null,6040,null,null,11772,null,null,8014,null,null,5046,null,null,4606,null,null,53
1646078,2983,285990,12195,27068,2640,25977,3288,21469,2910,167149,7770,31281,2863,8153,1556,4893,1209,1360088,12514,74971,3278,84623,3937,91536,3468,711335,7694,283391,4943,83803,2437,30429,2094,2983,null,null,12195,null,null,2640,null,null,3288,null,null,2910,null,null,7770,null,null,2863,null,null,1556,null,null,1209,null,null,12514,null,null,3278,null,null,3937,null,null,3468,null,null,7694,null,null,4943,null,null,2437,null,null,2094,null,null,54
4608604,3024,402290,12604,31494,3272,26639,2949,27131,2499,235059,7834,52162,2825,18422,1930,11383,1348,4206314,12881,245236,3395,273941,5264,295313,4959,2289815,9769,776379,5524,228692,3812,96938,3909,3024,null,null,12604,null,null,3272,null,null,2949,null,null,2499,null,null,7834,null,null,2825,null,null,1930,null,null,1348,null,null,12881,null,null,3395,null,null,5264,null,null,4959,null,null,9769,null,null,5524,null,null,3812,null,null,3909,null,null,55
483609,1226,48678,4598,3245,923,3637,1460,2220,820,29721,2874,7361,1710,1767,674,727,421,434931,4788,31615,1828,34001,2401,31689,2006,231157,3395,79629,2844,19656,1171,7184,1174,1226,null,null,4598,null,null,923,null,null,1460,null,null,820,null,null,2874,null,null,1710,null,null,674,null,null,421,null,null,4788,null,null,1828,null,null,2401,null,null,2006,null,null,3395,null,null,2844,null,null,1171,null,null,1174,null,null,56
35145,4804,13722,3215,658,513,1503,867,1973,1203,7717,1936,1585,545,218,193,68,92,21423,3710,290,247,1434,960,1398,771,13626,2597,3383,960,837,435,455,348,4804,null,null,3215,null,null,513,null,null,867,null,null,1203,null,null,1936,null,null,545,null,null,193,null,null,92,null,null,3710,null,null,247,null,null,960,null,null,771,null,null,2597,null,null,960,null,null,435,null,null,348,null,null,72
3131653,3664,380592,15724,30847,3484,29810,3334,31009,3928,215077,9563,51015,3901,16619,2129,6215,1109,2751061,16011,164145,4613,178463,5004,194146,5404,1473024,12073,520857,6658,163215,4171,57211,3896,3664,null,null,15724,null,null,3484,null,null,3334,null,null,3928,null,null,9563,null,null,3901,null,null,2129,null,null,1109,null,null,16011,null,null,4613,null,null,5004,null,null,5404,null,null,12073,null,null,6658,null,null,4171,null,null,3896,null,null,01
444541,1043,28004,3899,2214,918,3130,1619,1923,813,17761,2385,2501,697,361,270,114,142,416537,3980,28663,1188,28351,2230,27343,1641,247688,2953,68232,1867,11921,792,4339,705,1043,null,null,3899,null,null,918,null,null,1619,null,null,813,null,null,2385,null,null,697,null,null,270,null,null,142,null,null,3980,null,null,1188,null,null,2230,null,null,1641,null,null,2953,null,null,1867,null,null,792,null,null,705,null,null,02
3760807,4276,411527,15298,25917,3329,28685,3980,26143,3302,229070,9346,69130,4391,22697,2079,9885,1561,3349280,15789,171507,4278,181651,4952,199589,5768,1663042,10189,768900,6959,270174,4766,94417,4404,4276,null,null,15298,null,null,3329,null,null,3980,null,null,3302,null,null,9346,null,null,4391,null,null,2079,null,null,1561,null,null,15789,null,null,4278,null,null,4952,null,null,5768,null,null,10189,null,null,6959,null,null,4766,null,null,4404,null,null,04
2116846,3008,290474,13581,28887,3463,24724,2906,22998,2794,158198,7564,38180,4032,11978,1804,5509,971,1826372,13342,108804,4060,123299,4951,130766,4673,965498,8563,345968,5180,112657,3421,39380,3052,3008,null,null,13581,null,null,3463,null,null,2906,null,null,2794,null,null,7564,null,null,4032,null,null,1804,null,null,971,null,null,13342,null,null,4060,null,null,4951,null,null,4673,null,null,8563,null,null,5180,null,null,3421,null,null,3052,null,null,05
14458448,11184,1373044,29713,80528,5596,72671,6139,68423,4846,812413,19550,223999,8528,71787,4244,43223,3433,13085404,31625,671046,8532,675920,11373,743170,9455,7167087,22644,2642910,13919,805587,8631,379684,8735,11184,null,null,29713,null,null,5596,null,null,6139,null,null,4846,null,null,19550,null,null,8528,null,null,4244,null,null,3433,null,null,31625,null,null,8532,null,null,11373,null,null,9455,null,null,22644,null,null,13919,null,null,8631,null,null,8735,null,null,06
3723317,3080,308975,12545,17504,2347,19154,2534,16603,2441,197308,8827,41309,3131,11791,1604,5306,1006,3414342,13055,206125,4053,224070,5331,221114,4698,1950450,11025,599760,6535,154633,3495,58190,3130,3080,null,null,12545,null,null,2347,null,null,2534,null,null,2441,null,null,8827,null,null,3131,null,null,1604,null,null,1006,null,null,13055,null,null,4053,null,null,5331,null,null,4698,null,null,11025,null,null,6535,null,null,3495,null,null,3130,null,null,08
2346115,3742,139184,8686,7646,1544,6500,1558,8866,1870,81317,5993,20463,2215,7579,1128,6813,1368,2206931,8942,107410,2628,126023,4004,160719,3650,1184436,8557,437629,4929,127191,3309,63523,3319,3742,null,null,8686,null,null,1544,null,null,1558,null,null,1870,null,null,5993,null,null,2215,null,null,1128,null,null,1368,null,null,8942,null,null,2628,null,null,4004,null,null,3650,null,null,8557,null,null,4929,null,null,3309,null,null,3319,null,null,09
583853,1460,44166,4044,3290,1581,2749,1216,2147,908,24835,2558,7639,1475,2492,902,1014,484,539687,4387,28458,2026,29650,2081,33680,1960,282234,3700,116582,2672,35384,1685,13699,1615,1460,null,null,4044,null,null,1581,null,null,1216,null,null,908,null,null,2558,null,null,1475,null,null,902,null,null,484,null,null,4387,null,null,2026,null,null,2081,null,null,1960,null,null,3700,null,null,2672,null,null,1685,null,null,1615,null,null,10
232752,2032,16853,2883,0,203,263,293,45,75,15015,2624,977,495,363,339,190,315,215899,3290,13451,591,7654,755,4593,714,156285,2690,24519,1222,7125,912,2272,842,2032,null,null,2883,null,null,203,null,null,293,null,null,75,null,null,2624,null,null,495,null,null,339,null,null,315,null,null,3290,null,null,591,null,null,755,null,null,714,null,null,2690,null,null,1222,null,null,912,null,null,842,null,null,11
