B16005F_001E,B16005F_001M,B16005F_002E,B16005F_002M,B16005F_003E,B16005F_003M,B16005F_004E,B16005F_004M,B16005F_005E,B16005F_005M,B16005F_006E,B16005F_006M,B16005F_007E,B16005F_007M,B16005F_008E,B16005F_008M,B16005F_009E,B16005F_009M,B16005F_010E,B16005F_010M,B16005F_011E,B16005F_011M,B16005F_001M,B16005F_001EA,B16005F_001MA,B16005F_002M,B16005F_002EA,B16005F_002MA,B16005F_003M,B16005F_003EA,B16005F_003MA,B16005F_004M,B16005F_004EA,B16005F_004MA,B16005F_005M,B16005F_005EA,B16005F_005MA,B16005F_006M,B16005F_006EA,B16005F_006MA,B16005F_007M,B16005F_007EA,B16005F_007MA,B16005F_008M,B16005F_008EA,B16005F_008MA,B16005F_009M,B16005F_009EA,B16005F_009MA,B16005F_010M,B16005F_010EA,B16005F_010MA,B16005F_011M,B16005F_011EA,B16005F_011MA,state
2231,747,1538,593,1027,509,511,280,492,270,19,37,693,427,257,341,436,254,219,187,217,187,747,null,null,593,null,null,509,null,null,280,null,null,270,null,null,37,null,null,427,null,null,341,null,null,254,null,null,187,null,null,187,null,null,23
207265,11211,72606,6234,16926,2978,55680,5549,46510,5135,9170,2058,134659,8807,4171,1199,130488,8613,39412,5034,91076,7149,11211,null,null,6234,null,null,2978,null,null,5549,null,null,5135,null,null,2058,null,null,8807,null,null,1199,null,null,8613,null,null,5034,null,null,7149,null,null,24
265444,15167,147072,10604,42936,4520,104136,8103,79457,7284,24679,3231,118372,8339,6274,1305,112098,8174,41426,4619,70672,7231,15167,null,null,10604,null,null,4520,null,null,8103,null,null,7284,null,null,3231,null,null,8339,null,null,1305,null,null,8174,null,null,4619,null,null,7231,null,null,25
107797,8078,67306,5539,29464,3440,37842,4883,31385,4359,6457,1560,40491,4298,3248,937,37243,4359,11971,2065,25272,3700,8078,null,null,5539,null,null,3440,null,null,4883,null,null,4359,null,null,1560,null,null,4298,null,null,937,null,null,4359,null,null,2065,null,null,3700,null,null,26
101437,6235,47377,4206,13776,2320,33601,3785,29748,3727,3853,1026,54060,4385,4387,1034,49673,4483,14580,2285,35093,3752,6235,null,null,4206,null,null,2320,null,null,3785,null,null,3727,null,null,1026,null,null,4385,null,null,1034,null,null,4483,null,null,2285,null,null,3752,null,null,27
27983,4008,16844,2728,3390,1240,13454,2650,8952,2056,4502,1561,11139,2442,367,341,10772,2403,4408,1504,6364,1797,4008,null,null,2728,null,null,1240,null,null,2650,null,null,2056,null,null,1561,null,null,2442,null,null,341,null,null,2403,null,null,1504,null,null,1797,null,null,28
63117,5755,38493,4095,17383,2865,21110,3444,18690,3422,2420,1093,24624,3035,2568,888,22056,2786,11576,2069,10480,1994,5755,null,null,4095,null,null,2865,null,null,3444,null,null,3422,null,null,1093,null,null,3035,null,null,888,null,null,2786,null,null,2069,null,null,1994,null,null,29
3505,1139,2926,1003,1766,805,1160,575,1106,568,54,94,579,367,178,273,401,255,295,209,106,124,1139,null,null,1003,null,null,805,null,null,575,null,null,568,null,null,94,null,null,367,null,null,273,null,null,255,null,null,209,null,null,124,null,null,30
33224,4752,17737,2922,6635,1787,11102,2265,9302,2066,1800,785,15487,2854,331,217,15156,2843,3945,970,11211,2457,4752,null,null,2922,null,null,1787,null,null,2265,null,null,2066,null,null,785,null,null,2854,null,null,217,null,null,2843,null,null,970,null,null,2457,null,null,31
254073,13098,128494,7408,32063,4063,96431,6660,86433,6163,9998,1869,125579,8541,3965,1172,121614,8279,36440,3608,85174,6561,13098,null,null,7408,null,null,4063,null,null,6660,null,null,6163,null,null,1869,null,null,8541,null,null,1172,null,null,8279,null,null,3608,null,null,6561,null,null,32
6828,1839,4547,1497,1987,983,2560,1067,1952,912,608,464,2281,864,313,266,1968,884,777,482,1191,646,1839,null,null,1497,null,null,983,null,null,1067,null,null,912,null,null,464,null,null,864,null,null,266,null,null,884,null,null,482,null,null,646,null,null,33
499346,19018,242712,11194,49722,4376,192990,10607,157383,9556,35607,4402,256634,13814,13250,2742,243384,13573,71423,5410,171961,10668,19018,null,null,11194,null,null,4376,null,null,10607,null,null,9556,null,null,4402,null,null,13814,null,null,2742,null,null,13573,null,null,5410,null,null,10668,null,null,34
193301,10446,158332,9125,69739,7497,88593,5870,76854,5740,11739,2513,34969,4394,1200,547,33769,4392,13667,2536,20102,3494,10446,null,null,9125,null,null,7497,null,null,5870,null,null,5740,null,null,2513,null,null,4394,null,null,547,null,null,4392,null,null,2536,null,null,3494,null,null,35
1626750,32724,824925,23567,195345,11000,629580,21548,509692,19113,119888,8683,801825,23439,66494,6010,735331,23815,188231,9771,547100,20229,32724,null,null,23567,null,null,11000,null,null,21548,null,null,19113,null,null,8683,null,null,23439,null,null,6010,null,null,23815,null,null,9771,null,null,20229,null,null,36
275428,13059,126673,7946,32664,3993,94009,7463,77667,6725,16342,2871,148755,8748,7884,1976,140871,8563,52579,5733,88292,6142,13059,null,null,7946,null,null,3993,null,null,7463,null,null,6725,null,null,2871,null,null,8748,null,null,1976,null,null,8563,null,null,5733,null,null,6142,null,null,37
4411,1583,3074,956,1129,579,1945,941,1261,612,684,538,1337,1003,49,51,1288,1001,499,334,789,848,1583,null,null,956,null,null,579,null,null,941,null,null,612,null,null,538,null,null,1003,null,null,51,null,null,1001,null,null,334,null,null,848,null,null,38
97608,7996,68010,5478,36690,4403,31320,3656,22980,2576,8340,1879,29598,4364,3578,1009,26020,4261,9349,2031,16671,3177,7996,null,null,5478,null,null,4403,null,null,3656,null,null,2576,null,null,1879,null,null,4364,null,null,1009,null,null,4261,null,null,2031,null,null,3177,null,null,39
96882,6742,51894,4761,17015,2446,34879,3866,29452,3464,5427,1195,44988,3786,3121,1312,41867,3683,12028,1656,29839,3003,6742,null,null,4761,null,null,2446,null,null,3866,null,null,3464,null,null,1195,null,null,3786,null,null,1312,null,null,3683,null,null,1656,null,null,3003,null,null,40
112662,9605,62576,6054,19887,3409,42689,5414,35652,4623,7037,2182,50086,5624,2767,1152,47319,5612,14589,2675,32730,4401,9605,null,null,6054,null,null,3409,null,null,5414,null,null,4623,null,null,2182,null,null,5624,null,null,1152,null,null,5612,null,null,2675,null,null,4401,null,null,41
238921,12470,173969,10379,57543,5599,116426,8528,87408,7934,29018,3598,64952,6979,6013,1689,58939,6826,19325,2899,39614,5564,12470,null,null,10379,null,null,5599,null,null,8528,null,null,7934,null,null,3598,null,null,6979,null,null,1689,null,null,6826,null,null,2899,null,null,5564,null,null,42
55626,5561,30346,4193,5384,1283,24962,4146,20765,4048,4197,1234,25280,3501,1164,665,24116,3511,6950,1580,17166,2913,5561,null,null,4193,null,null,1283,null,null,4146,null,null,4048,null,null,1234,null,null,3501,null,null,665,null,null,3511,null,null,1580,null,null,2913,null,null,44
70995,9044,37101,5631,15149,3502,21952,3947,18269,3482,3683,1183,33894,5743,2644,1206,31250,5553,11416,2494,19834,4095,9044,null,null,5631,null,null,3502,null,null,3947,null,null,3482,null,null,1183,null,null,5743,null,null,1206,null,null,5553,null,null,2494,null,null,4095,null,null,45
5127,1649,2357,1041,958,590,1399,700,1264,684,135,162,2770,929,523,394,2247,873,355,259,1892,824,1649,null,null,1041,null,null,590,null,null,700,null,null,684,null,null,162,null,null,929,null,null,394,null,null,873,null,null,259,null,null,824,null,null,46
69387,6300,33468,3760,13786,2653,19682,2735,17662,2572,2020,706,35919,3738,3293,1114,32626,3677,9521,1656,23105,2910,6300,null,null,3760,null,null,2653,null,null,2735,null,null,2572,null,null,706,null,null,3738,null,null,1114,null,null,3677,null,null,1656,null,null,2910,null,null,47
1492841,36322,868002,25711,246614,13262,621388,19826,479788,19467,141600,9900,624839,20226,20469,2537,604370,20768,162874,9089,441496,17299,36322,null,null,25711,null,null,13262,null,null,19826,null,null,19467,null,null,9900,null,null,20226,null,null,2537,null,null,20768,null,null,9089,null,null,17299,null,null,48
150512,8943,78006,6363,22041,3486,55965,6042,50510,5498,5455,1581,72506,5688,1749,692,70757,5626,24901,3870,45856,4971,8943,null,null,6363,null,null,3486,null,null,6042,null,null,5498,null,null,1581,null,null,5688,null,null,692,null,null,5626,null,null,3870,null,null,4971,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
210082,10539,83365,5559,29170,3330,54195,5264,47083,4874,7112,1600,126717,9233,8429,1983,118288,9390,38154,5375,80134,7531,10539,null,null,5559,null,null,3330,null,null,5264,null,null,4874,null,null,1600,null,null,9233,null,null,1983,null,null,9390,null,null,5375,null,null,7531,null,null,51
318848,12493,157584,8300,47110,4904,110474,8141,94226,7786,16248,3016,161264,8287,6174,1316,155090,8337,44633,4932,110457,7270,12493,null,null,8300,null,null,4904,null,null,8141,null,null,7786,null,null,3016,null,null,8287,null,null,1316,null,null,8337,null,null,4932,null,null,7270,null,null,53
6872,1632,4169,1456,2959,1273,1210,538,749,353,461,318,2703,880,444,256,2259,851,996,458,1263,693,1632,null,null,1456,null,null,1273,null,null,538,null,null,353,null,null,318,null,null,880,null,null,256,null,null,851,null,null,458,null,null,693,null,null,54
113363,7035,68722,5079,23054,3107,45668,4249,36534,3452,9134,2214,44641,4284,3303,769,41338,4215,14612,2184,26726,3423,7035,null,null,5079,null,null,3107,null,null,4249,null,null,3452,null,null,2214,null,null,4284,null,null,769,null,null,4215,null,null,2184,null,null,3423,null,null,55
5574,1954,3528,1098,2251,829,1277,677,1225,663,52,109,2046,1219,43,61,2003,1206,529,423,1474,1042,1954,null,null,1098,null,null,829,null,null,677,null,null,663,null,null,109,null,null,1219,null,null,61,null,null,1206,null,null,423,null,null,1042,null,null,56
546839,18113,526523,18113,7276,2216,519247,17923,80571,6429,438676,15494,20316,3127,294,277,20022,3088,1453,616,18569,2992,18113,null,null,18113,null,null,2216,null,null,17923,null,null,6429,null,null,15494,null,null,3127,null,null,277,null,null,3088,null,null,616,null,null,2992,null,null,72
62460,6448,31844,4271,9606,2315,22238,3457,16602,2778,5636,1665,30616,3945,2009,877,28607,3666,10743,2111,17864,2935,6448,null,null,4271,null,null,2315,null,null,3457,null,null,2778,null,null,1665,null,null,3945,null,null,877,null,null,3666,null,null,2111,null,null,2935,null,null,01
12001,2832,6315,1480,2691,1254,3624,1204,3544,1197,80,102,5686,2333,461,471,5225,2305,984,607,4241,2264,2832,null,null,1480,null,null,1254,null,null,1204,null,null,1197,null,null,102,null,null,2333,null,null,471,null,null,2305,null,null,607,null,null,2264,null,null,02
538560,18354,341982,14073,118037,9564,223945,11064,198386,10866,25559,2754,196578,10686,7708,1378,188870,10543,62476,5798,126394,7533,18354,null,null,14073,null,null,9564,null,null,11064,null,null,10866,null,null,2754,null,null,10686,null,null,1378,null,null,10543,null,null,5798,null,null,7533,null,null,04
77193,5520,39677,4097,9016,2029,30661,3746,24595,3294,6066,1768,37516,3831,1841,743,35675,3841,9093,2213,26582,3636,5520,null,null,4097,null,null,2029,null,null,3746,null,null,3294,null,null,1768,null,null,3831,null,null,743,null,null,3841,null,null,2213,null,null,3636,null,null,05
5201146,60140,2914179,41523,823713,25352,2090466,37228,1780528,33624,309938,10169,2286967,35001,85344,5626,2201623,34466,591198,15244,1610425,27751,60140,null,null,41523,null,null,25352,null,null,37228,null,null,33624,null,null,10169,null,null,35001,null,null,5626,null,null,34466,null,null,15244,null,null,27751,null,null,06
212466,11947,138247,9326,63558,6454,74689,6256,65393,5847,9296,2104,74219,5809,3884,1289,70335,5592,22067,3130,48268,4342,11947,null,null,9326,null,null,6454,null,null,6256,null,null,5847,null,null,2104,null,null,5809,null,null,1289,null,null,5592,null,null,3130,null,null,4342,null,null,08
158942,10376,111566,8644,23883,3359,87683,7576,65649,6720,22034,3390,47376,5919,2039,776,45337,5855,13949,3014,31388,4649,10376,null,null,8644,null,null,3359,null,null,7576,null,null,6720,null,null,3390,null,null,5919,null,null,776,null,null,5855,null,null,3014,null,null,4649,null,null,09
14040,4148,8075,2600,3440,1469,4635,1932,4049,1715,586,469,5965,2939,409,369,5556,2882,2575,1709,2981,2364,4148,null,null,2600,null,null,1469,null,null,1932,null,null,1715,null,null,469,null,null,2939,null,null,369,null,null,2882,null,null,1709,null,null,2364,null,null,10
32770,3829,13643,2083,1832,751,11811,1970,8043,1786,3768,1128,19127,3263,692,444,18435,3278,4217,1653,14218,2978,3829,null,null,2083,null,null,751,null,null,1970,null,null,1786,null,null,1128,null,null,3263,null,null,444,null,null,3278,null,null,1653,null,null,2978,null,null,11
