B19101F_001E,B19101F_001M,B19101F_002E,B19101F_002M,B19101F_003E,B19101F_003M,B19101F_004E,B19101F_004M,B19101F_005E,B19101F_005M,B19101F_006E,B19101F_006M,B19101F_007E,B19101F_007M,B19101F_008E,B19101F_008M,B19101F_009E,B19101F_009M,B19101F_010E,B19101F_010M,B19101F_011E,B19101F_011M,B19101F_012E,B19101F_012M,B19101F_013E,B19101F_013M,B19101F_014E,B19101F_014M,B19101F_015E,B19101F_015M,B19101F_016E,B19101F_016M,B19101F_017E,B19101F_017M,B19101F_001M,B19101F_001EA,B19101F_001MA,B19101F_002M,B19101F_002EA,B19101F_002MA,B19101F_003M,B19101F_003EA,B19101F_003MA,B19101F_004M,B19101F_004EA,B19101F_004MA,B19101F_005M,B19101F_005EA,B19101F_005MA,B19101F_006M,B19101F_006EA,B19101F_006MA,B19101F_007M,B19101F_007EA,B19101F_007MA,B19101F_008M,B19101F_008EA,B19101F_008MA,B19101F_009M,B19101F_009EA,B19101F_009MA,B19101F_010M,B19101F_010EA,B19101F_010MA,B19101F_011M,B19101F_011EA,B19101F_011MA,B19101F_012M,B19101F_012EA,B19101F_012MA,B19101F_013M,B19101F_013EA,B19101F_013MA,B19101F_014M,B19101F_014EA,B19101F_014MA,B19101F_015M,B19101F_015EA,B19101F_015MA,B19101F_016M,B19101F_016EA,B19101F_016MA,B19101F_017M,B19101F_017EA,B19101F_017MA,state
24824,2391,1883,658,685,396,2608,894,1633,611,1873,686,1795,670,1681,565,1647,707,1040,524,2027,701,2289,780,2359,769,1191,482,1415,754,542,333,156,158,2391,null,null,658,null,null,396,null,null,894,null,null,611,null,null,686,null,null,670,null,null,565,null,null,707,null,null,524,null,null,701,null,null,780,null,null,769,null,null,482,null,null,754,null,null,333,null,null,158,null,null,26
22705,1807,1015,550,856,476,2039,823,1977,705,964,589,1504,640,1854,752,1480,649,760,444,1951,798,2848,913,2665,903,1298,660,776,402,459,298,259,201,1807,null,null,550,null,null,476,null,null,823,null,null,705,null,null,589,null,null,640,null,null,752,null,null,649,null,null,444,null,null,798,null,null,913,null,null,903,null,null,660,null,null,402,null,null,298,null,null,201,null,null,27
6195,1273,185,146,1119,685,368,349,237,283,281,222,464,408,260,225,466,404,681,494,435,342,396,330,619,544,184,416,368,402,21,39,111,175,1273,null,null,146,null,null,685,null,null,349,null,null,283,null,null,222,null,null,408,null,null,225,null,null,404,null,null,494,null,null,342,null,null,330,null,null,544,null,null,416,null,null,402,null,null,39,null,null,175,null,null,28
13545,1711,1192,795,615,403,1314,678,1248,698,1007,519,1283,736,1086,596,326,276,601,446,1392,598,310,222,1352,759,535,306,871,460,267,246,146,134,1711,null,null,795,null,null,403,null,null,678,null,null,698,null,null,519,null,null,736,null,null,596,null,null,276,null,null,446,null,null,598,null,null,222,null,null,759,null,null,306,null,null,460,null,null,246,null,null,134,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
8109,1467,447,347,395,292,302,247,220,161,1159,860,420,320,544,336,437,241,412,257,805,535,987,397,900,554,612,421,231,261,215,177,23,41,1467,null,null,347,null,null,292,null,null,247,null,null,161,null,null,860,null,null,320,null,null,336,null,null,241,null,null,257,null,null,535,null,null,397,null,null,554,null,null,421,null,null,261,null,null,177,null,null,41,null,null,31
54467,3623,2920,772,1934,720,3865,1068,3251,979,3873,1011,4236,971,4291,1236,3544,957,3705,1175,5389,1327,6690,1351,6404,1328,2630,898,1134,631,283,226,318,198,3623,null,null,772,null,null,720,null,null,1068,null,null,979,null,null,1011,null,null,971,null,null,1236,null,null,957,null,null,1175,null,null,1327,null,null,1351,null,null,1328,null,null,898,null,null,631,null,null,226,null,null,198,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
117639,5320,6800,1364,5535,1284,7356,1687,6659,1287,9008,1783,7738,1424,6036,1210,7250,1425,6331,1299,11412,1812,11311,1851,13180,1793,8933,1742,3928,1000,3254,870,2908,849,5320,null,null,1364,null,null,1284,null,null,1687,null,null,1287,null,null,1783,null,null,1424,null,null,1210,null,null,1425,null,null,1299,null,null,1812,null,null,1851,null,null,1793,null,null,1742,null,null,1000,null,null,870,null,null,849,null,null,34
45249,3382,3303,1123,2289,874,3527,1129,2902,896,4989,1396,2888,1043,3008,926,1804,785,2937,1007,3636,1019,4015,986,4397,1002,2800,1089,1282,534,576,327,896,521,3382,null,null,1123,null,null,874,null,null,1129,null,null,896,null,null,1396,null,null,1043,null,null,926,null,null,785,null,null,1007,null,null,1019,null,null,986,null,null,1002,null,null,1089,null,null,534,null,null,327,null,null,521,null,null,35
373197,9496,30536,2859,26005,3075,27839,3159,24178,2450,23003,2308,27424,3537,24118,2600,20351,2795,14622,2051,27649,3005,32959,3504,35688,3088,24970,3001,14443,1955,12489,1812,6923,1410,9496,null,null,2859,null,null,3075,null,null,3159,null,null,2450,null,null,2308,null,null,3537,null,null,2600,null,null,2795,null,null,2051,null,null,3005,null,null,3504,null,null,3088,null,null,3001,null,null,1955,null,null,1812,null,null,1410,null,null,36
59783,3892,3876,1218,2560,1241,4075,1086,4774,1141,5802,1301,5724,1405,5238,1505,4423,1253,3408,1112,4875,1379,5961,1476,4814,1396,2830,1169,835,556,484,423,104,101,3892,null,null,1218,null,null,1241,null,null,1086,null,null,1141,null,null,1301,null,null,1405,null,null,1505,null,null,1253,null,null,1112,null,null,1379,null,null,1476,null,null,1396,null,null,1169,null,null,556,null,null,423,null,null,101,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
21641,2381,2941,929,1376,759,1364,563,1788,730,1518,622,1746,807,943,420,1084,454,691,386,1366,538,2303,910,2087,774,974,407,220,176,575,483,665,472,2381,null,null,929,null,null,759,null,null,563,null,null,730,null,null,622,null,null,807,null,null,420,null,null,454,null,null,386,null,null,538,null,null,910,null,null,774,null,null,407,null,null,176,null,null,483,null,null,472,null,null,39
20543,1902,1486,476,810,365,1779,764,1696,576,1213,461,1195,512,1698,601,1772,522,1295,499,2177,631,2403,720,1826,563,646,379,122,131,165,162,260,176,1902,null,null,476,null,null,365,null,null,764,null,null,576,null,null,461,null,null,512,null,null,601,null,null,522,null,null,499,null,null,631,null,null,720,null,null,563,null,null,379,null,null,131,null,null,162,null,null,176,null,null,40
23309,2557,971,520,1205,614,580,441,1571,865,812,391,1951,833,1521,786,1376,714,1442,920,2723,1130,3864,1043,2884,872,1312,589,325,302,575,468,197,144,2557,null,null,520,null,null,614,null,null,441,null,null,865,null,null,391,null,null,833,null,null,786,null,null,714,null,null,920,null,null,1130,null,null,1043,null,null,872,null,null,589,null,null,302,null,null,468,null,null,144,null,null,41
53573,3873,5715,1413,4179,1176,5244,1234,4288,963,3127,986,4982,1297,2931,874,1918,702,2182,804,4151,1319,4219,1040,4935,1323,2849,1053,1788,738,722,498,343,383,3873,null,null,1413,null,null,1176,null,null,1234,null,null,963,null,null,986,null,null,1297,null,null,874,null,null,702,null,null,804,null,null,1319,null,null,1040,null,null,1323,null,null,1053,null,null,738,null,null,498,null,null,383,null,null,42
12579,1635,1558,719,902,493,554,428,760,383,953,736,1267,584,496,400,635,478,1054,552,1071,563,766,424,1253,674,751,483,395,269,121,151,43,72,1635,null,null,719,null,null,493,null,null,428,null,null,383,null,null,736,null,null,584,null,null,400,null,null,478,null,null,552,null,null,563,null,null,424,null,null,674,null,null,483,null,null,269,null,null,151,null,null,72,null,null,44
16349,2409,564,311,1225,763,1231,725,965,695,1409,698,902,581,1338,652,1143,816,968,585,1527,753,1760,1032,2138,877,493,449,44,81,125,158,517,649,2409,null,null,311,null,null,763,null,null,725,null,null,695,null,null,698,null,null,581,null,null,652,null,null,816,null,null,585,null,null,753,null,null,1032,null,null,877,null,null,449,null,null,81,null,null,158,null,null,649,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
13840,1910,1173,569,450,337,1525,836,1470,649,1090,451,816,422,734,546,1149,588,784,480,1136,519,1507,522,1131,460,145,175,243,228,182,184,305,269,1910,null,null,569,null,null,337,null,null,836,null,null,649,null,null,451,null,null,422,null,null,546,null,null,588,null,null,480,null,null,519,null,null,522,null,null,460,null,null,175,null,null,228,null,null,184,null,null,269,null,null,47
343491,9049,21163,2809,18934,2396,19811,2602,23615,2685,23808,2720,22471,2717,21331,2754,20447,2661,18219,2895,33627,4018,37126,3138,35868,3180,25072,3171,8835,1665,7700,1786,5464,1292,9049,null,null,2809,null,null,2396,null,null,2602,null,null,2685,null,null,2720,null,null,2717,null,null,2754,null,null,2661,null,null,2895,null,null,4018,null,null,3138,null,null,3180,null,null,3171,null,null,1665,null,null,1786,null,null,1292,null,null,48
33980,2737,1656,767,1788,836,1886,803,2242,1032,1759,670,1923,960,2416,859,2700,929,1474,713,3991,1071,5134,1452,4139,1080,1344,684,704,538,604,440,220,189,2737,null,null,767,null,null,836,null,null,803,null,null,1032,null,null,670,null,null,960,null,null,859,null,null,929,null,null,713,null,null,1071,null,null,1452,null,null,1080,null,null,684,null,null,538,null,null,440,null,null,189,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
44917,3558,2809,1017,1952,1029,2045,906,2515,988,1617,959,3785,1324,2210,863,2379,875,2587,991,4755,1435,3424,994,6955,1581,2779,876,1738,792,1990,793,1377,750,3558,null,null,1017,null,null,1029,null,null,906,null,null,988,null,null,959,null,null,1324,null,null,863,null,null,875,null,null,991,null,null,1435,null,null,994,null,null,1581,null,null,876,null,null,792,null,null,793,null,null,750,null,null,51
69121,4084,4344,1273,3704,943,3957,1450,2045,743,4522,1444,4501,1206,3323,1119,5192,1338,2903,1040,6907,1524,9190,1900,8377,1544,5068,1297,2335,1004,1810,899,943,700,4084,null,null,1273,null,null,943,null,null,1450,null,null,743,null,null,1444,null,null,1206,null,null,1119,null,null,1338,null,null,1040,null,null,1524,null,null,1900,null,null,1544,null,null,1297,null,null,1004,null,null,899,null,null,700,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
25868,2246,1582,564,954,627,1782,702,1807,809,1300,498,3277,1163,1509,534,474,285,1475,584,2636,820,3129,1079,3413,921,1593,621,608,303,35,45,294,264,2246,null,null,564,null,null,627,null,null,702,null,null,809,null,null,498,null,null,1163,null,null,534,null,null,285,null,null,584,null,null,820,null,null,1079,null,null,921,null,null,621,null,null,303,null,null,45,null,null,264,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
136973,6166,36760,3187,15508,2114,15263,1967,9602,1828,12359,1936,9048,1741,6736,1391,5304,1054,4677,774,6709,1509,8025,1421,3589,987,1965,749,377,316,917,583,134,151,6166,null,null,3187,null,null,2114,null,null,1967,null,null,1828,null,null,1936,null,null,1741,null,null,1391,null,null,1054,null,null,774,null,null,1509,null,null,1421,null,null,987,null,null,749,null,null,316,null,null,583,null,null,151,null,null,72
12060,1685,636,431,932,509,982,610,1166,636,893,576,655,514,816,419,461,310,548,400,688,398,1413,711,1594,687,929,503,69,120,170,205,108,162,1685,null,null,431,null,null,509,null,null,610,null,null,636,null,null,576,null,null,514,null,null,419,null,null,310,null,null,400,null,null,398,null,null,711,null,null,687,null,null,503,null,null,120,null,null,205,null,null,162,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
121395,5269,8939,1769,6824,1325,7697,1603,8539,1457,8603,1626,8429,1542,7169,1747,10117,1915,6738,1542,12319,1693,12339,1783,13396,2082,4934,1231,2048,698,1943,689,1361,545,5269,null,null,1769,null,null,1325,null,null,1603,null,null,1457,null,null,1626,null,null,1542,null,null,1747,null,null,1915,null,null,1542,null,null,1693,null,null,1783,null,null,2082,null,null,1231,null,null,698,null,null,689,null,null,545,null,null,04
17706,1943,499,342,885,565,2178,939,2326,950,1107,468,1339,569,900,476,1823,737,1505,804,1958,749,1252,638,972,771,442,413,68,130,403,403,49,82,1943,null,null,342,null,null,565,null,null,939,null,null,950,null,null,468,null,null,569,null,null,476,null,null,737,null,null,804,null,null,749,null,null,638,null,null,771,null,null,413,null,null,130,null,null,403,null,null,82,null,null,05
1127465,13131,58907,4318,45897,3497,60770,4331,74134,4807,68975,4773,68134,4578,66599,3909,62166,3767,58347,3880,99787,5210,133831,5425,139083,6010,83922,5364,47952,4047,39294,3326,19667,2235,13131,null,null,4318,null,null,3497,null,null,4331,null,null,4807,null,null,4773,null,null,4578,null,null,3909,null,null,3767,null,null,3880,null,null,5210,null,null,5425,null,null,6010,null,null,5364,null,null,4047,null,null,3326,null,null,2235,null,null,06
48056,3387,2214,718,1055,520,2441,851,2769,995,2300,758,2752,1028,2607,840,3471,1170,2360,958,5153,1536,6174,1513,7413,1602,3839,1214,910,380,1509,662,1089,638,3387,null,null,718,null,null,520,null,null,851,null,null,995,null,null,758,null,null,1028,null,null,840,null,null,1170,null,null,958,null,null,1536,null,null,1513,null,null,1602,null,null,1214,null,null,380,null,null,662,null,null,638,null,null,08
37518,3185,2062,700,1645,582,2092,830,2184,858,3035,862,2803,908,2439,988,2065,865,2214,807,4191,1172,3613,1316,4540,1160,2613,948,1523,670,327,261,172,166,3185,null,null,700,null,null,582,null,null,830,null,null,858,null,null,862,null,null,908,null,null,988,null,null,865,null,null,807,null,null,1172,null,null,1316,null,null,1160,null,null,948,null,null,670,null,null,261,null,null,166,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
6891,1228,273,315,960,685,483,382,191,282,300,341,554,356,298,276,135,219,740,605,530,458,1145,711,404,381,545,477,118,150,148,153,67,80,1228,null,null,315,null,null,685,null,null,382,null,null,282,null,null,341,null,null,356,null,null,276,null,null,219,null,null,605,null,null,458,null,null,711,null,null,381,null,null,477,null,null,150,null,null,153,null,null,80,null,null,11
