B05003G_001E,B05003G_001M,B05003G_002E,B05003G_002M,B05003G_003E,B05003G_003M,B05003G_004E,B05003G_004M,B05003G_005E,B05003G_005M,B05003G_006E,B05003G_006M,B05003G_007E,B05003G_007M,B05003G_008E,B05003G_008M,B05003G_009E,B05003G_009M,B05003G_010E,B05003G_010M,B05003G_011E,B05003G_011M,B05003G_012E,B05003G_012M,B05003G_013E,B05003G_013M,B05003G_014E,B05003G_014M,B05003G_015E,B05003G_015M,B05003G_016E,B05003G_016M,B05003G_017E,B05003G_017M,B05003G_018E,B05003G_018M,B05003G_019E,B05003G_019M,B05003G_020E,B05003G_020M,B05003G_021E,B05003G_021M,B05003G_022E,B05003G_022M,B05003G_023E,B05003G_023M,B05003G_001M,B05003G_001EA,B05003G_001MA,B05003G_002M,B05003G_002EA,B05003G_002MA,B05003G_003M,B05003G_003EA,B05003G_003MA,B05003G_004M,B05003G_004EA,B05003G_004MA,B05003G_005M,B05003G_005EA,B05003G_005MA,B05003G_006M,B05003G_006EA,B05003G_006MA,B05003G_007M,B05003G_007EA,B05003G_007MA,B05003G_008M,B05003G_008EA,B05003G_008MA,B05003G_009M,B05003G_009EA,B05003G_009MA,B05003G_010M,B05003G_010EA,B05003G_010MA,B05003G_011M,B05003G_011EA,B05003G_011MA,B05003G_012M,B05003G_012EA,B05003G_012MA,B05003G_013M,B05003G_013EA,B05003G_013MA,B05003G_014M,B05003G_014EA,B05003G_014MA,B05003G_015M,B05003G_015EA,B05003G_015MA,B05003G_016M,B05003G_016EA,B05003G_016MA,B05003G_017M,B05003G_017EA,B05003G_017MA,B05003G_018M,B05003G_018EA,B05003G_018MA,B05003G_019M,B05003G_019EA,B05003G_019MA,B05003G_020M,B05003G_020EA,B05003G_020MA,B05003G_021M,B05003G_021EA,B05003G_021MA,B05003G_022M,B05003G_022EA,B05003G_022MA,B05003G_023M,B05003G_023EA,B05003G_023MA,state
26340,2599,13542,1658,6348,1062,6259,1074,89,157,89,157,0,172,7194,1168,6637,1092,557,316,167,177,390,263,12798,1814,4964,1192,4964,1192,0,172,0,172,0,172,7834,1273,7059,1246,775,540,679,461,96,124,2599,null,null,1658,null,null,1062,null,null,1074,null,null,157,null,null,157,null,null,172,null,null,1168,null,null,1092,null,null,316,null,null,177,null,null,263,null,null,1814,null,null,1192,null,null,1192,null,null,172,null,null,172,null,null,172,null,null,1273,null,null,1246,null,null,540,null,null,461,null,null,124,null,null,23
201041,10942,98886,6633,51906,4615,50728,4567,1178,534,640,418,538,354,46980,4308,37272,3579,9708,2416,4234,1092,5474,2150,102155,6503,47017,3961,46028,4006,989,519,361,286,628,402,55138,4256,45684,4053,9454,1555,5918,1291,3536,1094,10942,null,null,6633,null,null,4615,null,null,4567,null,null,534,null,null,418,null,null,354,null,null,4308,null,null,3579,null,null,2416,null,null,1092,null,null,2150,null,null,6503,null,null,3961,null,null,4006,null,null,519,null,null,286,null,null,402,null,null,4256,null,null,4053,null,null,1555,null,null,1291,null,null,1094,null,null,24
212365,11429,104890,6489,44379,3847,42468,3757,1911,776,305,260,1606,729,60511,4878,35884,3784,24627,3303,6910,1434,17717,3221,107475,7335,45670,3847,44237,3884,1433,620,171,218,1262,580,61805,4844,40633,3654,21172,2604,8244,1499,12928,2283,11429,null,null,6489,null,null,3847,null,null,3757,null,null,776,null,null,260,null,null,729,null,null,4878,null,null,3784,null,null,3303,null,null,1434,null,null,3221,null,null,7335,null,null,3847,null,null,3884,null,null,620,null,null,218,null,null,580,null,null,4844,null,null,3654,null,null,2604,null,null,1499,null,null,2283,null,null,25
306220,11961,154402,6454,75386,4278,74498,4317,888,468,423,289,465,383,79016,4048,71248,3916,7768,1359,4643,1073,3125,863,151818,7371,69492,4649,68486,4527,1006,566,408,298,598,475,82326,4571,74725,4489,7601,1595,4888,1364,2713,768,11961,null,null,6454,null,null,4278,null,null,4317,null,null,468,null,null,289,null,null,383,null,null,4048,null,null,3916,null,null,1359,null,null,1073,null,null,863,null,null,7371,null,null,4649,null,null,4527,null,null,566,null,null,298,null,null,475,null,null,4571,null,null,4489,null,null,1595,null,null,1364,null,null,768,null,null,26
156646,7970,78770,5076,42554,3617,41966,3579,588,364,225,212,363,292,36216,3036,32102,2891,4114,906,2336,627,1778,642,77876,4853,39535,3270,39120,3288,415,254,115,123,300,210,38341,3082,33524,2971,4817,1077,2966,800,1851,690,7970,null,null,5076,null,null,3617,null,null,3579,null,null,364,null,null,212,null,null,292,null,null,3036,null,null,2891,null,null,906,null,null,627,null,null,642,null,null,4853,null,null,3270,null,null,3288,null,null,254,null,null,123,null,null,210,null,null,3082,null,null,2971,null,null,1077,null,null,800,null,null,690,null,null,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
150100,8621,76767,5833,38535,3872,38097,3850,438,281,236,234,202,225,38232,3414,35336,3322,2896,944,1680,706,1216,589,73333,4945,36051,3538,35886,3566,165,153,76,125,89,99,37282,2992,34976,2966,2306,692,1393,521,913,516,8621,null,null,5833,null,null,3872,null,null,3850,null,null,281,null,null,234,null,null,225,null,null,3414,null,null,3322,null,null,944,null,null,706,null,null,589,null,null,4945,null,null,3538,null,null,3566,null,null,153,null,null,125,null,null,99,null,null,2992,null,null,2966,null,null,692,null,null,521,null,null,516,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
45386,4417,23897,2763,12431,1984,11651,1715,780,842,119,142,661,833,11466,1734,10023,1400,1443,709,296,196,1147,673,21489,2513,11096,1668,10630,1595,466,462,0,159,466,462,10393,1617,8271,1251,2122,1114,531,336,1591,1026,4417,null,null,2763,null,null,1984,null,null,1715,null,null,842,null,null,142,null,null,833,null,null,1734,null,null,1400,null,null,709,null,null,196,null,null,673,null,null,2513,null,null,1668,null,null,1595,null,null,462,null,null,159,null,null,462,null,null,1617,null,null,1251,null,null,1114,null,null,336,null,null,1026,null,null,31
139202,9741,69895,5809,32213,3937,32080,3918,133,161,47,79,86,139,37682,3436,32304,2974,5378,1274,3203,880,2175,1101,69307,5582,30333,3486,29630,3324,703,1089,0,210,703,1089,38974,3286,33698,3227,5276,1605,2911,916,2365,966,9741,null,null,5809,null,null,3937,null,null,3918,null,null,161,null,null,79,null,null,139,null,null,3436,null,null,2974,null,null,1274,null,null,880,null,null,1101,null,null,5582,null,null,3486,null,null,3324,null,null,1089,null,null,210,null,null,1089,null,null,3286,null,null,3227,null,null,1605,null,null,916,null,null,966,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
237326,12507,116608,7340,56475,4327,55329,4322,1146,581,450,320,696,450,60133,4346,41922,3900,18211,2296,12044,1838,6167,1261,120718,7055,53332,3832,51724,3803,1608,825,444,368,1164,770,67386,5178,46268,4858,21118,2745,14144,2356,6974,1129,12507,null,null,7340,null,null,4327,null,null,4322,null,null,581,null,null,320,null,null,450,null,null,4346,null,null,3900,null,null,2296,null,null,1838,null,null,1261,null,null,7055,null,null,3832,null,null,3803,null,null,825,null,null,368,null,null,770,null,null,5178,null,null,4858,null,null,2745,null,null,2356,null,null,1129,null,null,34
65905,6313,34520,4004,13593,2076,13593,2076,0,195,0,195,0,195,20927,3050,19610,2915,1317,683,970,575,347,315,31385,3472,12092,2111,12092,2111,0,195,0,195,0,195,19293,2578,18231,2431,1062,566,634,391,428,317,6313,null,null,4004,null,null,2076,null,null,2076,null,null,195,null,null,195,null,null,195,null,null,3050,null,null,2915,null,null,683,null,null,575,null,null,315,null,null,3472,null,null,2111,null,null,2111,null,null,195,null,null,195,null,null,195,null,null,2578,null,null,2431,null,null,566,null,null,391,null,null,317,null,null,35
616861,22455,301380,13743,130796,7467,124713,7322,6083,1307,2055,805,4028,1114,170584,9906,109343,7469,61241,5880,33770,3521,27471,4190,315481,11496,126819,6828,121637,6715,5182,1308,1938,722,3244,932,188662,7943,123965,5224,64697,5982,36899,3894,27798,3310,22455,null,null,13743,null,null,7467,null,null,7322,null,null,1307,null,null,805,null,null,1114,null,null,9906,null,null,7469,null,null,5880,null,null,3521,null,null,4190,null,null,11496,null,null,6828,null,null,6715,null,null,1308,null,null,722,null,null,932,null,null,7943,null,null,5224,null,null,5982,null,null,3894,null,null,3310,null,null,36
268866,12841,128695,7637,70470,5543,70177,5570,293,313,118,151,175,177,58225,4615,51957,4221,6268,1394,3709,974,2559,919,140171,7580,66964,5042,66775,5026,189,157,23,40,166,151,73207,4801,66095,4422,7112,1531,4536,1199,2576,866,12841,null,null,7637,null,null,5543,null,null,5570,null,null,313,null,null,151,null,null,177,null,null,4615,null,null,4221,null,null,1394,null,null,974,null,null,919,null,null,7580,null,null,5042,null,null,5026,null,null,157,null,null,40,null,null,151,null,null,4801,null,null,4422,null,null,1531,null,null,1199,null,null,866,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
324432,12837,159412,7605,81220,4997,80625,4999,595,395,348,313,247,256,78192,4483,69643,4502,8549,1856,4071,1187,4478,1374,165020,7761,84165,5057,83837,5115,328,291,155,185,173,216,80855,4975,75941,4806,4914,1204,2906,909,2008,639,12837,null,null,7605,null,null,4997,null,null,4999,null,null,395,null,null,313,null,null,256,null,null,4483,null,null,4502,null,null,1856,null,null,1187,null,null,1374,null,null,7761,null,null,5057,null,null,5115,null,null,291,null,null,185,null,null,216,null,null,4975,null,null,4806,null,null,1204,null,null,909,null,null,639,null,null,39
303606,7998,153670,4930,68375,3715,68308,3712,67,93,0,159,67,93,85295,3512,81474,3293,3821,1018,1275,496,2546,837,149936,4707,59273,3547,59175,3551,98,117,87,116,11,13,90663,3495,87507,3372,3156,852,1291,561,1865,712,7998,null,null,4930,null,null,3715,null,null,3712,null,null,93,null,null,159,null,null,93,null,null,3512,null,null,3293,null,null,1018,null,null,496,null,null,837,null,null,4707,null,null,3547,null,null,3551,null,null,117,null,null,116,null,null,13,null,null,3495,null,null,3372,null,null,852,null,null,561,null,null,712,null,null,40
207593,10682,104239,7179,44849,4538,44090,4313,759,705,44,75,715,705,59390,4262,53067,4011,6323,1358,2364,923,3959,1144,103354,6019,41189,3404,40942,3325,247,329,0,201,247,329,62165,4095,56412,4167,5753,1516,2364,801,3389,1186,10682,null,null,7179,null,null,4538,null,null,4313,null,null,705,null,null,75,null,null,705,null,null,4262,null,null,4011,null,null,1358,null,null,923,null,null,1144,null,null,6019,null,null,3404,null,null,3325,null,null,329,null,null,201,null,null,329,null,null,4095,null,null,4167,null,null,1516,null,null,801,null,null,1186,null,null,41
323754,13735,162059,7112,82832,4776,80644,4727,2188,1038,367,281,1821,1054,79227,4328,66079,3754,13148,2240,5844,1518,7304,1999,161695,8883,80682,5788,78976,5682,1706,938,645,562,1061,715,81013,4741,69251,4590,11762,1842,5495,1213,6267,1577,13735,null,null,7112,null,null,4776,null,null,4727,null,null,1038,null,null,281,null,null,1054,null,null,4328,null,null,3754,null,null,2240,null,null,1518,null,null,1999,null,null,8883,null,null,5788,null,null,5682,null,null,938,null,null,562,null,null,715,null,null,4741,null,null,4590,null,null,1842,null,null,1213,null,null,1577,null,null,42
32887,4436,15315,2659,7276,1614,7276,1614,0,208,0,208,0,208,8039,1690,6781,1400,1258,770,1014,723,244,176,17572,2832,7592,1695,7535,1689,57,103,0,208,57,103,9980,1973,8204,1630,1776,900,1204,572,572,487,4436,null,null,2659,null,null,1614,null,null,1614,null,null,208,null,null,208,null,null,208,null,null,1690,null,null,1400,null,null,770,null,null,723,null,null,176,null,null,2832,null,null,1695,null,null,1689,null,null,103,null,null,208,null,null,103,null,null,1973,null,null,1630,null,null,900,null,null,572,null,null,487,null,null,44
108096,9006,55140,5622,31397,4595,31263,4581,134,201,0,207,134,201,23743,2772,22543,2649,1200,491,531,309,669,364,52956,5104,26509,3471,26164,3473,345,310,68,121,277,282,26447,2993,24589,2919,1858,626,1027,533,831,418,9006,null,null,5622,null,null,4595,null,null,4581,null,null,201,null,null,207,null,null,201,null,null,2772,null,null,2649,null,null,491,null,null,309,null,null,364,null,null,5104,null,null,3471,null,null,3473,null,null,310,null,null,121,null,null,282,null,null,2993,null,null,2919,null,null,626,null,null,533,null,null,418,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
139850,9818,69222,5758,36579,4659,36373,4642,206,208,26,42,180,192,32643,2875,29894,2788,2749,897,1174,589,1575,667,70628,5623,33517,3935,33256,3944,261,225,86,133,175,175,37111,3180,34909,3142,2202,853,1144,670,1058,511,9818,null,null,5758,null,null,4659,null,null,4642,null,null,208,null,null,42,null,null,192,null,null,2875,null,null,2788,null,null,897,null,null,589,null,null,667,null,null,5623,null,null,3935,null,null,3944,null,null,225,null,null,133,null,null,175,null,null,3180,null,null,3142,null,null,853,null,null,670,null,null,511,null,null,47
714714,21781,360146,14145,171960,8625,169621,8608,2339,805,245,307,2094,764,188186,9185,157768,7818,30418,3583,13569,2054,16849,2621,354568,11383,157173,7636,154304,7707,2869,1017,510,382,2359,908,197395,7827,166740,6866,30655,3032,14699,2058,15956,2267,21781,null,null,14145,null,null,8625,null,null,8608,null,null,805,null,null,307,null,null,764,null,null,9185,null,null,7818,null,null,3583,null,null,2054,null,null,2621,null,null,11383,null,null,7636,null,null,7707,null,null,1017,null,null,382,null,null,908,null,null,7827,null,null,6866,null,null,3032,null,null,2058,null,null,2267,null,null,48
89044,6578,44978,3953,22540,2636,22250,2617,290,302,0,190,290,302,22438,2216,20232,2123,2206,611,877,483,1329,441,44066,4099,21615,2768,21244,2726,371,301,0,190,371,301,22451,2328,20855,2334,1596,490,760,386,836,397,6578,null,null,3953,null,null,2636,null,null,2617,null,null,302,null,null,190,null,null,302,null,null,2216,null,null,2123,null,null,611,null,null,483,null,null,441,null,null,4099,null,null,2768,null,null,2726,null,null,301,null,null,190,null,null,301,null,null,2328,null,null,2334,null,null,490,null,null,386,null,null,397,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
310423,12755,157674,8238,78445,5458,77160,5495,1285,538,242,220,1043,493,79229,4974,64836,3814,14393,2440,7997,1591,6396,1569,152749,7507,70511,5210,69471,5179,1040,509,346,256,694,395,82238,4790,67058,4759,15180,2115,9243,1606,5937,1377,12755,null,null,8238,null,null,5458,null,null,5495,null,null,538,null,null,220,null,null,493,null,null,4974,null,null,3814,null,null,2440,null,null,1591,null,null,1569,null,null,7507,null,null,5210,null,null,5179,null,null,509,null,null,256,null,null,395,null,null,4790,null,null,4759,null,null,2115,null,null,1606,null,null,1377,null,null,51
414136,15502,208896,9014,94853,5961,92524,5872,2329,1494,371,368,1958,1459,114043,5363,102603,5028,11440,1938,5595,1332,5845,1485,205240,9079,90522,5807,89351,5699,1171,981,390,444,781,851,114718,5863,103329,5497,11389,1766,6964,1242,4425,1245,15502,null,null,9014,null,null,5961,null,null,5872,null,null,1494,null,null,368,null,null,1459,null,null,5363,null,null,5028,null,null,1938,null,null,1332,null,null,1485,null,null,9079,null,null,5807,null,null,5699,null,null,981,null,null,444,null,null,851,null,null,5863,null,null,5497,null,null,1766,null,null,1242,null,null,1245,null,null,53
31304,3390,15338,2348,8795,1441,8772,1444,23,41,23,41,0,193,6543,1528,6035,1513,508,334,173,153,335,348,15966,2248,8161,1620,8161,1620,0,193,0,193,0,193,7805,1299,6862,1412,943,556,258,284,685,451,3390,null,null,2348,null,null,1441,null,null,1444,null,null,41,null,null,41,null,null,193,null,null,1528,null,null,1513,null,null,334,null,null,153,null,null,348,null,null,2248,null,null,1620,null,null,1620,null,null,193,null,null,193,null,null,193,null,null,1299,null,null,1412,null,null,556,null,null,284,null,null,451,null,null,54
140330,7902,71333,4947,39954,3658,39504,3629,450,424,350,377,100,178,31379,2854,28955,2705,2424,668,1035,405,1389,583,68997,4492,37255,3023,37055,3028,200,161,75,69,125,157,31742,2652,29570,2514,2172,636,1143,499,1029,442,7902,null,null,4947,null,null,3658,null,null,3629,null,null,424,null,null,377,null,null,178,null,null,2854,null,null,2705,null,null,668,null,null,405,null,null,583,null,null,4492,null,null,3023,null,null,3028,null,null,161,null,null,69,null,null,157,null,null,2652,null,null,2514,null,null,636,null,null,499,null,null,442,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
147855,10164,72178,5478,14698,2160,14698,2160,0,222,0,222,0,222,57480,4574,56000,4570,1480,558,657,341,823,452,75677,6159,19411,3028,19140,2992,271,311,0,222,271,311,56266,4256,54179,4195,2087,721,955,464,1132,580,10164,null,null,5478,null,null,2160,null,null,2160,null,null,222,null,null,222,null,null,222,null,null,4574,null,null,4570,null,null,558,null,null,341,null,null,452,null,null,6159,null,null,3028,null,null,2992,null,null,311,null,null,222,null,null,311,null,null,4256,null,null,4195,null,null,721,null,null,464,null,null,580,null,null,72
83858,7172,43447,4144,20845,2953,20711,2918,134,139,14,26,120,118,22602,2278,21062,2250,1540,503,766,373,774,360,40411,4264,17737,2864,17617,2877,120,118,0,195,120,118,22674,2492,20392,2407,2282,924,1131,596,1151,775,7172,null,null,4144,null,null,2953,null,null,2918,null,null,139,null,null,26,null,null,118,null,null,2278,null,null,2250,null,null,503,null,null,373,null,null,360,null,null,4264,null,null,2864,null,null,2877,null,null,118,null,null,195,null,null,118,null,null,2492,null,null,2407,null,null,924,null,null,596,null,null,775,null,null,01
