B24081_001E,B24081_001M,B24081_002E,B24081_002M,B24081_003E,B24081_003M,B24081_004E,B24081_004M,B24081_005E,B24081_005M,B24081_006E,B24081_006M,B24081_007E,B24081_007M,B24081_008E,B24081_008M,B24081_009E,B24081_009M,B24081_001M,B24081_001EA,B24081_001MA,B24081_002M,B24081_002EA,B24081_002MA,B24081_003M,B24081_003EA,B24081_003MA,B24081_004M,B24081_004EA,B24081_004MA,B24081_005M,B24081_005EA,B24081_005MA,B24081_006M,B24081_006EA,B24081_006MA,B24081_007M,B24081_007EA,B24081_007MA,B24081_008M,B24081_008EA,B24081_008MA,B24081_009M,B24081_009EA,B24081_009MA,state
43733,967,42010,285,41603,285,62381,6490,45967,911,51996,637,57016,1651,65006,3292,31138,780,967,null,null,285,null,null,285,null,null,6490,null,null,911,null,null,637,null,null,1651,null,null,3292,null,null,780,null,null,25
32587,402,31917,153,31636,158,45803,2129,36709,671,40397,644,46270,1019,58839,2443,21634,501,402,null,null,153,null,null,158,null,null,2129,null,null,671,null,null,644,null,null,1019,null,null,2443,null,null,501,null,null,26
39508,509,38400,707,37489,523,51104,937,40266,653,45727,780,47937,1470,56787,1967,25629,743,509,null,null,707,null,null,523,null,null,937,null,null,653,null,null,780,null,null,1470,null,null,1967,null,null,743,null,null,27
30591,310,29879,795,28757,1099,49110,5516,31760,1335,31288,1211,35452,1458,52994,3500,21965,2139,310,null,null,795,null,null,1099,null,null,5516,null,null,1335,null,null,1211,null,null,1458,null,null,3500,null,null,2139,null,null,28
32559,437,32052,237,31706,238,49049,3612,34116,1601,38389,1129,35832,743,53882,3153,23654,1297,437,null,null,237,null,null,238,null,null,3612,null,null,1601,null,null,1129,null,null,743,null,null,3153,null,null,1297,null,null,29
30777,435,29142,1347,27414,1001,42043,4984,30797,1859,34908,1738,40478,1330,45551,6705,22055,1756,435,null,null,1347,null,null,1001,null,null,4984,null,null,1859,null,null,1738,null,null,1330,null,null,6705,null,null,1756,null,null,30
33928,775,32461,541,32149,318,46978,3815,35648,1177,40184,2266,39674,2241,52254,2525,25963,1217,775,null,null,541,null,null,318,null,null,3815,null,null,1177,null,null,2266,null,null,2241,null,null,2525,null,null,1217,null,null,31
32329,260,31484,294,31248,293,51027,4301,33366,3718,49035,2605,47067,2316,58653,4468,22742,2621,260,null,null,294,null,null,293,null,null,4301,null,null,3718,null,null,2605,null,null,2316,null,null,4468,null,null,2621,null,null,32
38898,1160,38027,1391,37358,845,60341,12576,37386,2337,45580,3081,44253,4144,60961,5737,28948,4658,1160,null,null,1391,null,null,845,null,null,12576,null,null,2337,null,null,3081,null,null,4144,null,null,5737,null,null,4658,null,null,33
44321,1041,41531,294,41057,310,61460,1119,45364,1922,54487,1257,61496,730,66722,2863,30838,635,1041,null,null,294,null,null,310,null,null,1119,null,null,1922,null,null,1257,null,null,730,null,null,2863,null,null,635,null,null,34
30294,375,26758,668,26227,681,42271,7820,32882,2915,34798,2055,35901,2127,56323,4462,20312,2439,375,null,null,668,null,null,681,null,null,7820,null,null,2915,null,null,2055,null,null,2127,null,null,4462,null,null,2439,null,null,35
40114,159,36877,238,36347,256,53625,3332,41027,427,52430,747,56509,984,57472,1913,25118,754,159,null,null,238,null,null,256,null,null,3332,null,null,427,null,null,747,null,null,984,null,null,1913,null,null,754,null,null,36
32047,170,31143,201,30760,209,47132,2588,37249,895,36904,568,40021,688,54259,2199,21637,538,170,null,null,201,null,null,209,null,null,2588,null,null,895,null,null,568,null,null,688,null,null,2199,null,null,538,null,null,37
37428,894,36660,842,36191,835,54409,10916,32470,3690,40224,1390,42306,3006,52217,3409,36381,3186,894,null,null,842,null,null,835,null,null,10916,null,null,3690,null,null,1390,null,null,3006,null,null,3409,null,null,3186,null,null,38
34549,439,32346,178,32119,179,48111,3347,36353,564,41860,478,45382,1341,60940,1276,22803,1294,439,null,null,178,null,null,179,null,null,3347,null,null,564,null,null,478,null,null,1341,null,null,1276,null,null,1294,null,null,39
31880,186,31287,232,30837,247,51013,1698,30832,928,33659,1314,36646,558,51758,1583,24083,1560,186,null,null,232,null,null,247,null,null,1698,null,null,928,null,null,1314,null,null,558,null,null,1583,null,null,1560,null,null,40
33906,794,32308,299,31894,282,49314,3821,36530,912,45519,2413,41734,1280,56328,2677,23804,2794,794,null,null,299,null,null,282,null,null,3821,null,null,912,null,null,2413,null,null,1280,null,null,2677,null,null,2794,null,null,41
36681,176,35475,227,35065,282,50884,765,38428,917,45989,785,49535,1375,61133,1003,25945,815,176,null,null,227,null,null,282,null,null,765,null,null,917,null,null,785,null,null,1375,null,null,1003,null,null,815,null,null,42
38414,1574,36094,725,35399,840,57708,11048,39193,3408,58538,4559,55809,5413,67037,12850,26438,3509,1574,null,null,725,null,null,840,null,null,11048,null,null,3408,null,null,4559,null,null,5413,null,null,12850,null,null,3509,null,null,44
31495,210,30914,284,30610,302,44289,4861,31670,810,35309,1064,37002,973,52038,3382,21515,998,210,null,null,284,null,null,302,null,null,4861,null,null,810,null,null,1064,null,null,973,null,null,3382,null,null,998,null,null,45
32847,1166,32012,468,31616,479,48678,5211,34687,2168,34734,2995,36348,1854,48098,4696,31975,4145,1166,null,null,468,null,null,479,null,null,5211,null,null,2168,null,null,2995,null,null,1854,null,null,4696,null,null,4145,null,null,46
31612,191,30829,220,30573,221,52272,5309,32918,2294,36696,802,39992,1568,60005,3898,25092,1030,191,null,null,220,null,null,221,null,null,5309,null,null,2294,null,null,802,null,null,1568,null,null,3898,null,null,1030,null,null,47
33709,379,32201,127,31846,130,53985,3781,35788,693,41909,555,41869,520,59533,2232,23833,878,379,null,null,127,null,null,130,null,null,3781,null,null,693,null,null,555,null,null,520,null,null,2232,null,null,878,null,null,48
31799,270,31090,295,30664,299,52360,4168,36707,1419,34317,2345,40775,1457,56664,2178,20157,1537,270,null,null,295,null,null,299,null,null,4168,null,null,1419,null,null,2345,null,null,1457,null,null,2178,null,null,1537,null,null,49
35822,678,33775,1491,32668,1266,47852,7327,39780,1917,40567,1386,46517,3437,63870,14533,24838,2372,678,null,null,1491,null,null,1266,null,null,7327,null,null,1917,null,null,1386,null,null,3437,null,null,14533,null,null,2372,null,null,50
40101,241,36154,344,35691,352,51221,989,42446,1151,42325,598,41932,750,88114,2654,24031,2004,241,null,null,344,null,null,352,null,null,989,null,null,1151,null,null,598,null,null,750,null,null,2654,null,null,2004,null,null,51
40537,226,38875,640,37819,625,52310,3158,42029,732,50588,862,47679,1320,60198,1578,25399,1109,226,null,null,640,null,null,625,null,null,3158,null,null,732,null,null,862,null,null,1320,null,null,1578,null,null,1109,null,null,53
31304,439,29460,1399,28848,1502,41062,4440,33416,2545,36580,1530,33879,1793,61793,2683,19809,2868,439,null,null,1399,null,null,1502,null,null,4440,null,null,2545,null,null,1530,null,null,1793,null,null,2683,null,null,2868,null,null,54
35610,212,34813,572,33994,646,45847,2906,36734,679,42591,945,42041,926,51877,2616,22920,1594,212,null,null,572,null,null,646,null,null,2906,null,null,679,null,null,945,null,null,926,null,null,2616,null,null,1594,null,null,55
35710,1004,35031,2436,34399,2796,40154,6379,33133,5223,41221,1551,44326,3382,52463,9823,19854,2236,1004,null,null,2436,null,null,2796,null,null,6379,null,null,5223,null,null,1551,null,null,3382,null,null,9823,null,null,2236,null,null,56
17486,273,16593,199,16459,191,27458,5068,18901,1005,17344,553,27817,894,36183,4071,10649,599,273,null,null,199,null,null,191,null,null,5068,null,null,1005,null,null,553,null,null,894,null,null,4071,null,null,599,null,null,72
31365,265,30324,301,29736,723,50727,1318,30377,1133,37106,1409,44942,1664,66484,3656,21595,1101,265,null,null,301,null,null,723,null,null,1318,null,null,1133,null,null,1409,null,null,1664,null,null,3656,null,null,1101,null,null,01
41597,879,36510,1165,35932,1157,65201,8450,42268,2891,46766,4171,56472,4178,55984,9522,32033,5672,879,null,null,1165,null,null,1157,null,null,8450,null,null,2891,null,null,4171,null,null,4178,null,null,9522,null,null,5672,null,null,02
32328,197,31787,252,31430,264,50538,1170,36555,1018,39628,1429,38311,1382,54703,3536,20730,648,197,null,null,252,null,null,264,null,null,1170,null,null,1018,null,null,1429,null,null,1382,null,null,3536,null,null,648,null,null,04
30537,270,29308,721,28603,754,47429,6051,32390,2391,32238,1024,36836,1394,51704,3172,22483,2029,270,null,null,721,null,null,754,null,null,6051,null,null,2391,null,null,1024,null,null,1394,null,null,3172,null,null,2029,null,null,05
36378,119,35219,161,33956,439,58933,3900,42007,480,49783,821,50923,607,60426,678,25614,370,119,null,null,161,null,null,439,null,null,3900,null,null,480,null,null,821,null,null,607,null,null,678,null,null,370,null,null,06
37534,531,36701,312,36097,324,51016,993,41469,841,41881,740,43121,2172,61679,3163,26633,1128,531,null,null,312,null,null,324,null,null,993,null,null,841,null,null,740,null,null,2172,null,null,3163,null,null,1128,null,null,08
44030,1041,41999,396,41354,397,66233,8095,46386,1252,53080,2108,60853,2329,60674,2471,31413,1002,1041,null,null,396,null,null,397,null,null,8095,null,null,1252,null,null,2108,null,null,2329,null,null,2471,null,null,1002,null,null,09
37312,768,35864,716,35490,758,46793,9498,40929,2117,50097,6775,45636,1881,66536,6398,25269,5859,768,null,null,716,null,null,758,null,null,9498,null,null,2117,null,null,6775,null,null,1881,null,null,6398,null,null,5859,null,null,10
55969,1579,42243,1606,41907,1028,71205,25711,60067,3615,59640,7460,55391,5561,92562,2489,35035,5258,1579,null,null,1606,null,null,1028,null,null,25711,null,null,3615,null,null,7460,null,null,5561,null,null,2489,null,null,5258,null,null,11
