B14007B_001E,B14007B_001M,B14007B_002E,B14007B_002M,B14007B_003E,B14007B_003M,B14007B_004E,B14007B_004M,B14007B_005E,B14007B_005M,B14007B_006E,B14007B_006M,B14007B_007E,B14007B_007M,B14007B_008E,B14007B_008M,B14007B_009E,B14007B_009M,B14007B_010E,B14007B_010M,B14007B_011E,B14007B_011M,B14007B_012E,B14007B_012M,B14007B_013E,B14007B_013M,B14007B_014E,B14007B_014M,B14007B_015E,B14007B_015M,B14007B_016E,B14007B_016M,B14007B_017E,B14007B_017M,B14007B_018E,B14007B_018M,B14007B_019E,B14007B_019M,B14007B_001M,B14007B_001EA,B14007B_001MA,B14007B_002M,B14007B_002EA,B14007B_002MA,B14007B_003M,B14007B_003EA,B14007B_003MA,B14007B_004M,B14007B_004EA,B14007B_004MA,B14007B_005M,B14007B_005EA,B14007B_005MA,B14007B_006M,B14007B_006EA,B14007B_006MA,B14007B_007M,B14007B_007EA,B14007B_007MA,B14007B_008M,B14007B_008EA,B14007B_008MA,B14007B_009M,B14007B_009EA,B14007B_009MA,B14007B_010M,B14007B_010EA,B14007B_010MA,B14007B_011M,B14007B_011EA,B14007B_011MA,B14007B_012M,B14007B_012EA,B14007B_012MA,B14007B_013M,B14007B_013EA,B14007B_013MA,B14007B_014M,B14007B_014EA,B14007B_014MA,B14007B_015M,B14007B_015EA,B14007B_015MA,B14007B_016M,B14007B_016EA,B14007B_016MA,B14007B_017M,B14007B_017EA,B14007B_017MA,B14007B_018M,B14007B_018EA,B14007B_018MA,B14007B_019M,B14007B_019EA,B14007B_019MA,state
19117,1992,10220,1653,777,398,565,322,443,227,392,286,1133,652,291,301,105,88,506,343,421,356,466,305,496,374,502,378,686,468,465,325,2872,1035,100,140,8897,1322,1992,null,null,1653,null,null,398,null,null,322,null,null,227,null,null,286,null,null,652,null,null,301,null,null,88,null,null,343,null,null,356,null,null,305,null,null,374,null,null,378,null,null,468,null,null,325,null,null,1035,null,null,140,null,null,1322,null,null,23
1731818,8282,506163,8639,26557,2313,24289,2612,23290,2717,25012,2601,25973,3225,21931,2175,25359,2887,23018,2564,22818,2550,24544,2789,26635,2870,24501,1959,23392,2175,29865,3370,121735,6246,37244,3168,1225655,9072,8282,null,null,8639,null,null,2313,null,null,2612,null,null,2717,null,null,2601,null,null,3225,null,null,2175,null,null,2887,null,null,2564,null,null,2550,null,null,2789,null,null,2870,null,null,1959,null,null,2175,null,null,3370,null,null,6246,null,null,3168,null,null,9072,null,null,24
486302,7720,166762,5323,8568,1668,8034,1705,6364,1331,6723,1124,8446,1350,8433,1738,7780,1468,7903,1768,6816,1333,7875,1432,7327,1275,7307,1294,8922,1641,9688,1625,48468,4114,8108,1609,319540,6563,7720,null,null,5323,null,null,1668,null,null,1705,null,null,1331,null,null,1124,null,null,1350,null,null,1738,null,null,1468,null,null,1768,null,null,1333,null,null,1432,null,null,1275,null,null,1294,null,null,1641,null,null,1625,null,null,4114,null,null,1609,null,null,6563,null,null,25
1307133,8437,378021,7587,20987,2233,16937,2376,20377,2365,18693,2390,21126,2385,17834,2205,19401,2513,20844,2781,16703,2138,20652,2001,19498,2359,22747,2079,20579,1714,22215,2682,87562,4917,11866,1523,929112,6581,8437,null,null,7587,null,null,2233,null,null,2376,null,null,2365,null,null,2390,null,null,2385,null,null,2205,null,null,2513,null,null,2781,null,null,2138,null,null,2001,null,null,2359,null,null,2079,null,null,1714,null,null,2682,null,null,4917,null,null,1523,null,null,6581,null,null,26
311703,5451,125146,4721,7438,1542,6007,1234,6701,1427,6493,1390,6780,1190,6724,1326,6643,1423,5738,1117,6206,1349,6848,1565,6036,1255,5226,1288,6407,1203,7268,1402,28743,2864,5888,1387,186557,4380,5451,null,null,4721,null,null,1542,null,null,1234,null,null,1427,null,null,1390,null,null,1190,null,null,1326,null,null,1423,null,null,1117,null,null,1349,null,null,1565,null,null,1255,null,null,1288,null,null,1203,null,null,1402,null,null,2864,null,null,1387,null,null,4380,null,null,27
1084908,6615,338341,7032,23522,2506,17193,2404,15391,2142,21101,2453,20406,2938,19191,2505,14780,1934,19196,2677,16480,2299,16249,2615,18732,2835,20287,2130,14934,2056,21061,2468,69511,4648,10307,1877,746567,7418,6615,null,null,7032,null,null,2506,null,null,2404,null,null,2142,null,null,2453,null,null,2938,null,null,2505,null,null,1934,null,null,2677,null,null,2299,null,null,2615,null,null,2835,null,null,2130,null,null,2056,null,null,2468,null,null,4648,null,null,1877,null,null,7418,null,null,28
674460,6733,198009,6289,12003,2085,11081,1919,9776,1693,9681,1586,9295,1845,10505,1876,10928,1611,10273,1876,8995,1649,9411,1639,9526,1412,12078,1660,10788,1860,14710,2443,42957,3439,6002,1409,476451,6125,6733,null,null,6289,null,null,2085,null,null,1919,null,null,1693,null,null,1586,null,null,1845,null,null,1876,null,null,1611,null,null,1876,null,null,1649,null,null,1639,null,null,1412,null,null,1660,null,null,1860,null,null,2443,null,null,3439,null,null,1409,null,null,6125,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
85045,2796,28536,2474,898,513,2362,812,1039,547,2025,646,1204,546,1528,559,1696,742,1673,732,1529,638,1328,570,1334,507,1970,714,1362,518,1110,507,6165,1338,1313,712,56509,2273,2796,null,null,2474,null,null,513,null,null,812,null,null,547,null,null,646,null,null,546,null,null,559,null,null,742,null,null,732,null,null,638,null,null,570,null,null,507,null,null,714,null,null,518,null,null,507,null,null,1338,null,null,712,null,null,2273,null,null,31
249648,5196,68228,4281,3726,1370,3306,1094,3817,1232,3518,1223,4808,1625,3426,958,2980,1164,4379,1271,2687,893,2525,742,4264,1078,4560,1094,3499,1006,4146,999,13625,2156,2962,1060,181420,4120,5196,null,null,4281,null,null,1370,null,null,1094,null,null,1232,null,null,1223,null,null,1625,null,null,958,null,null,1164,null,null,1271,null,null,893,null,null,742,null,null,1078,null,null,1094,null,null,1006,null,null,999,null,null,2156,null,null,1060,null,null,4120,null,null,32
15986,1655,4965,1112,342,289,332,302,178,175,312,237,181,171,226,176,178,153,215,169,136,189,143,140,168,196,263,292,106,167,116,126,1687,570,382,349,11021,1368,1655,null,null,1112,null,null,289,null,null,302,null,null,175,null,null,237,null,null,171,null,null,176,null,null,153,null,null,169,null,null,189,null,null,140,null,null,196,null,null,292,null,null,167,null,null,126,null,null,570,null,null,349,null,null,1368,null,null,33
1153550,10202,332774,8179,26280,2469,14579,2306,15432,2513,15576,1936,15896,2327,13130,2005,15036,2401,14009,2289,18325,2178,16280,1877,16369,2366,16205,2002,18619,2202,23204,2426,76335,5592,17499,2446,820776,9017,10202,null,null,8179,null,null,2469,null,null,2306,null,null,2513,null,null,1936,null,null,2327,null,null,2005,null,null,2401,null,null,2289,null,null,2178,null,null,1877,null,null,2366,null,null,2002,null,null,2202,null,null,2426,null,null,5592,null,null,2446,null,null,9017,null,null,34
40187,2714,14496,2107,509,449,143,180,475,337,461,278,505,354,624,491,726,362,422,258,47,77,883,406,748,496,619,581,786,414,844,538,4834,1104,1870,826,25691,2169,2714,null,null,2107,null,null,449,null,null,180,null,null,337,null,null,278,null,null,354,null,null,491,null,null,362,null,null,258,null,null,77,null,null,406,null,null,496,null,null,581,null,null,414,null,null,538,null,null,1104,null,null,826,null,null,2169,null,null,35
2970297,18040,843834,11844,50001,4521,40228,3245,37383,3399,39609,3650,42140,3544,37692,3151,38200,3525,35987,2952,38562,2731,41547,3351,40824,3057,43178,3839,42498,3700,52836,4119,220078,5362,43071,3797,2126463,13492,18040,null,null,11844,null,null,4521,null,null,3245,null,null,3399,null,null,3650,null,null,3544,null,null,3151,null,null,3525,null,null,2952,null,null,2731,null,null,3351,null,null,3057,null,null,3839,null,null,3700,null,null,4119,null,null,5362,null,null,3797,null,null,13492,null,null,36
2103683,12288,610632,11370,30698,3106,27566,2544,30960,3981,34876,3519,31876,2556,30606,3399,30079,3338,26668,2472,23433,2409,33231,3113,30092,2729,35965,3375,34598,3526,36988,3985,142133,6636,30863,3696,1493051,10359,12288,null,null,11370,null,null,3106,null,null,2544,null,null,3981,null,null,3519,null,null,2556,null,null,3399,null,null,3338,null,null,2472,null,null,2409,null,null,3113,null,null,2729,null,null,3375,null,null,3526,null,null,3985,null,null,6636,null,null,3696,null,null,10359,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
1383963,9570,408331,9793,19445,2287,26324,2396,20012,2503,20539,2410,22950,2596,24325,2311,18960,2518,18734,2533,21004,2624,20133,2492,22599,2649,23392,2204,24085,2414,25203,2794,87710,5559,12916,2171,975632,8521,9570,null,null,9793,null,null,2287,null,null,2396,null,null,2503,null,null,2410,null,null,2596,null,null,2311,null,null,2518,null,null,2533,null,null,2624,null,null,2492,null,null,2649,null,null,2204,null,null,2414,null,null,2794,null,null,5559,null,null,2171,null,null,8521,null,null,39
274010,4464,83140,3623,4581,1113,3996,955,4807,1111,5000,1032,4665,1205,4513,885,3877,859,4422,1250,4826,1223,4947,988,3065,883,4329,814,3800,724,4969,1001,18260,1987,3083,921,190870,3523,4464,null,null,3623,null,null,1113,null,null,955,null,null,1111,null,null,1032,null,null,1205,null,null,885,null,null,859,null,null,1250,null,null,1223,null,null,988,null,null,883,null,null,814,null,null,724,null,null,1001,null,null,1987,null,null,921,null,null,3523,null,null,40
76580,3967,21189,2952,614,363,1726,743,853,496,944,545,1307,646,687,438,1228,589,492,313,1175,679,1012,428,935,524,797,579,1273,603,940,556,6269,1982,937,514,55391,3257,3967,null,null,2952,null,null,363,null,null,743,null,null,496,null,null,545,null,null,646,null,null,438,null,null,589,null,null,313,null,null,679,null,null,428,null,null,524,null,null,579,null,null,603,null,null,556,null,null,1982,null,null,514,null,null,3257,null,null,41
1348946,10793,401112,10386,23788,2975,19228,2551,19147,2667,19305,2590,20736,2620,17759,2478,22259,3037,19596,2741,17537,2272,19576,2293,17835,2352,22848,2447,20919,2553,27083,2913,94786,6024,18710,2692,947834,9484,10793,null,null,10386,null,null,2975,null,null,2551,null,null,2667,null,null,2590,null,null,2620,null,null,2478,null,null,3037,null,null,2741,null,null,2272,null,null,2293,null,null,2352,null,null,2447,null,null,2553,null,null,2913,null,null,6024,null,null,2692,null,null,9484,null,null,42
64991,3882,23685,2552,976,567,702,449,965,526,752,427,883,620,2248,846,849,649,860,428,1195,675,790,543,1360,682,1311,637,1039,503,1142,577,7463,1457,1150,556,41306,2695,3882,null,null,2552,null,null,567,null,null,449,null,null,526,null,null,427,null,null,620,null,null,846,null,null,649,null,null,428,null,null,675,null,null,543,null,null,682,null,null,637,null,null,503,null,null,577,null,null,1457,null,null,556,null,null,2695,null,null,44
1288047,8337,369712,8337,15608,2416,22505,3313,22627,2985,19637,2716,20329,3470,18757,2510,18159,2165,20058,2577,18733,2759,16971,2432,18392,2698,18019,2374,20753,2474,24028,3336,80860,4964,14276,2299,918335,7205,8337,null,null,8337,null,null,2416,null,null,3313,null,null,2985,null,null,2716,null,null,3470,null,null,2510,null,null,2165,null,null,2577,null,null,2759,null,null,2432,null,null,2698,null,null,2374,null,null,2474,null,null,3336,null,null,4964,null,null,2299,null,null,7205,null,null,45
13543,1223,4957,1186,395,316,521,352,123,168,98,99,101,102,393,334,261,382,0,157,109,125,491,292,159,134,365,367,232,233,440,349,1213,440,56,115,8586,1218,1223,null,null,1186,null,null,316,null,null,352,null,null,168,null,null,99,null,null,102,null,null,334,null,null,382,null,null,157,null,null,125,null,null,292,null,null,134,null,null,367,null,null,233,null,null,349,null,null,440,null,null,115,null,null,1218,null,null,46
1067837,9450,315460,8540,16196,2590,17770,2412,15115,2319,14290,2248,15375,2163,15454,2058,15887,2329,17169,2177,17632,2056,16769,2206,16225,2448,15875,1856,13705,1856,19650,2222,73059,5371,15289,2477,752377,8623,9450,null,null,8540,null,null,2590,null,null,2412,null,null,2319,null,null,2248,null,null,2163,null,null,2058,null,null,2329,null,null,2177,null,null,2056,null,null,2206,null,null,2448,null,null,1856,null,null,1856,null,null,2222,null,null,5371,null,null,2477,null,null,8623,null,null,47
3213192,16213,990931,15382,53544,4133,49262,4448,52389,5062,52910,4325,49136,4670,49853,3690,49651,3876,52045,4507,49012,4936,43469,4273,49630,4244,47852,3577,47294,3983,59278,4926,234594,9507,51012,5816,2222261,16072,16213,null,null,15382,null,null,4133,null,null,4448,null,null,5062,null,null,4325,null,null,4670,null,null,3690,null,null,3876,null,null,4507,null,null,4936,null,null,4273,null,null,4244,null,null,3577,null,null,3983,null,null,4926,null,null,9507,null,null,5816,null,null,16072,null,null,48
30945,2610,12777,1694,881,676,509,352,963,484,836,373,640,377,619,381,1198,599,531,344,570,357,333,276,419,291,1014,486,710,361,362,327,2363,776,829,573,18168,1649,2610,null,null,1694,null,null,676,null,null,352,null,null,484,null,null,373,null,null,377,null,null,381,null,null,599,null,null,344,null,null,357,null,null,276,null,null,291,null,null,486,null,null,361,null,null,327,null,null,776,null,null,573,null,null,1649,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
1548288,10562,449294,9114,21894,2875,17938,2524,19558,2188,21280,2613,21320,2573,24891,2776,19535,2277,18937,1989,23310,3122,22196,2764,23639,2952,22142,2372,23126,2188,26896,2675,116894,5405,25738,3031,1098994,8162,10562,null,null,9114,null,null,2875,null,null,2524,null,null,2188,null,null,2613,null,null,2573,null,null,2776,null,null,2277,null,null,1989,null,null,3122,null,null,2764,null,null,2952,null,null,2372,null,null,2188,null,null,2675,null,null,5405,null,null,3031,null,null,8162,null,null,51
255774,8148,74915,5318,4473,1266,2721,913,4425,1454,3428,882,4654,1131,3764,1314,3086,1008,2125,851,3924,1272,3438,1167,3281,1019,5215,1080,3449,1123,4692,1282,17848,2347,4392,1180,180859,6355,8148,null,null,5318,null,null,1266,null,null,913,null,null,1454,null,null,882,null,null,1131,null,null,1314,null,null,1008,null,null,851,null,null,1272,null,null,1167,null,null,1019,null,null,1080,null,null,1123,null,null,1282,null,null,2347,null,null,1180,null,null,6355,null,null,53
67224,3205,18199,1997,775,459,1078,734,353,307,1193,461,480,264,966,402,832,515,473,319,971,478,819,454,1146,617,655,493,475,342,1487,693,5514,1062,982,479,49025,2465,3205,null,null,1997,null,null,459,null,null,734,null,null,307,null,null,461,null,null,264,null,null,402,null,null,515,null,null,319,null,null,478,null,null,454,null,null,617,null,null,493,null,null,342,null,null,693,null,null,1062,null,null,479,null,null,2465,null,null,54
343898,4779,118205,4984,2857,793,9301,1546,7360,1280,5586,1349,7630,1545,6923,1245,5930,1174,5672,1267,6532,1247,6319,1167,4903,1043,6579,1131,6596,1174,7842,1382,24165,2254,4010,1267,225693,4446,4779,null,null,4984,null,null,793,null,null,1546,null,null,1280,null,null,1349,null,null,1545,null,null,1245,null,null,1174,null,null,1267,null,null,1247,null,null,1167,null,null,1043,null,null,1131,null,null,1174,null,null,1382,null,null,2254,null,null,1267,null,null,4446,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
386275,12111,94373,5469,4392,1023,4821,1385,3442,1096,3871,1157,5398,1162,3945,1111,3320,955,3602,987,4209,946,6127,1358,3396,1094,5923,1262,5956,1393,4662,1183,28130,3167,3179,1012,291902,9730,12111,null,null,5469,null,null,1023,null,null,1385,null,null,1096,null,null,1157,null,null,1162,null,null,1111,null,null,955,null,null,987,null,null,946,null,null,1358,null,null,1094,null,null,1262,null,null,1393,null,null,1183,null,null,3167,null,null,1012,null,null,9730,null,null,72
1248866,8083,354601,7512,19158,2664,18777,2575,21749,2498,17782,2284,17847,2519,21858,2243,16944,2490,16296,2730,16908,2618,16018,2417,18398,2656,19213,2205,20834,2278,20845,2655,79553,5303,12421,2194,894265,7744,8083,null,null,7512,null,null,2664,null,null,2575,null,null,2498,null,null,2284,null,null,2519,null,null,2243,null,null,2490,null,null,2730,null,null,2618,null,null,2417,null,null,2656,null,null,2205,null,null,2278,null,null,2655,null,null,5303,null,null,2194,null,null,7744,null,null,01
23187,1826,7173,1263,155,182,323,319,0,155,740,665,384,317,244,277,482,330,263,231,339,261,108,92,217,311,13,29,1013,197,404,407,2253,894,235,262,16014,1708,1826,null,null,1263,null,null,182,null,null,319,null,null,155,null,null,665,null,null,317,null,null,277,null,null,330,null,null,231,null,null,261,null,null,92,null,null,311,null,null,29,null,null,197,null,null,407,null,null,894,null,null,262,null,null,1708,null,null,02
285785,6272,92217,4601,3256,894,4523,988,3164,1085,5432,1276,3642,942,5636,1591,5788,1284,4788,1098,2501,759,4653,1157,4529,1049,5645,1244,3856,942,4348,1109,25303,2582,5153,1375,193568,4590,6272,null,null,4601,null,null,894,null,null,988,null,null,1085,null,null,1276,null,null,942,null,null,1591,null,null,1284,null,null,1098,null,null,759,null,null,1157,null,null,1049,null,null,1244,null,null,942,null,null,1109,null,null,2582,null,null,1375,null,null,4590,null,null,04
446318,5195,140442,5641,9328,1545,10157,1970,6935,1311,7572,1523,7859,1503,7254,1495,6675,1511,5879,1382,6699,1559,7388,1402,6212,1355,8025,1434,5420,1447,10688,1777,28331,2975,6020,1571,305876,4928,5195,null,null,5641,null,null,1545,null,null,1970,null,null,1311,null,null,1523,null,null,1503,null,null,1495,null,null,1511,null,null,1382,null,null,1559,null,null,1402,null,null,1355,null,null,1434,null,null,1447,null,null,1777,null,null,2975,null,null,1571,null,null,4928,null,null,05
2188767,14855,617179,12582,33927,3445,26329,2464,24907,2923,26817,2891,25670,2926,26925,2870,25156,2618,27402,3190,26563,3385,29943,3553,24563,3021,30599,2638,32396,2681,39953,3268,184231,8113,31798,2746,1571588,12391,14855,null,null,12582,null,null,3445,null,null,2464,null,null,2923,null,null,2891,null,null,2926,null,null,2870,null,null,2618,null,null,3190,null,null,3385,null,null,3553,null,null,3021,null,null,2638,null,null,2681,null,null,3268,null,null,8113,null,null,2746,null,null,12391,null,null,06
225530,5405,70169,3971,3764,926,5125,1392,3358,1010,3211,1017,3767,1292,4460,1402,3405,1005,3377,1046,3203,1046,2775,841,3103,936,3634,1069,2612,736,4409,1121,16840,1981,3126,956,155361,4145,5405,null,null,3971,null,null,926,null,null,1392,null,null,1010,null,null,1017,null,null,1292,null,null,1402,null,null,1005,null,null,1046,null,null,1046,null,null,841,null,null,936,null,null,1069,null,null,736,null,null,1121,null,null,1981,null,null,956,null,null,4145,null,null,08
366562,7458,114654,4647,6662,1342,4866,1158,5682,1512,6013,1470,5149,1187,5671,1170,4437,1010,4376,1273,5018,1164,6466,1359,3957,1027,5450,1150,6948,1174,7226,1633,31384,3382,5349,1432,251908,5764,7458,null,null,4647,null,null,1342,null,null,1158,null,null,1512,null,null,1470,null,null,1187,null,null,1170,null,null,1010,null,null,1273,null,null,1164,null,null,1359,null,null,1027,null,null,1150,null,null,1174,null,null,1633,null,null,3382,null,null,1432,null,null,5764,null,null,09
201189,3458,59598,3379,3602,1109,2816,805,2988,1005,3907,1131,3602,1136,2364,1058,3652,1195,3617,1120,2675,831,2953,982,2581,857,3569,792,2697,960,4131,1122,12596,2066,1848,690,141591,2889,3458,null,null,3379,null,null,1109,null,null,805,null,null,1005,null,null,1131,null,null,1136,null,null,1058,null,null,1195,null,null,1120,null,null,831,null,null,982,null,null,857,null,null,792,null,null,960,null,null,1122,null,null,2066,null,null,690,null,null,2889,null,null,10
309756,2852,82668,3638,8189,1340,5161,1274,4046,1131,3694,1087,4113,1051,3275,912,3042,785,3142,1017,3153,987,3292,872,4846,1208,4319,1052,3318,867,4615,1096,17604,2138,6859,2247,227088,3701,2852,null,null,3638,null,null,1340,null,null,1274,null,null,1131,null,null,1087,null,null,1051,null,null,912,null,null,785,null,null,1017,null,null,987,null,null,872,null,null,1208,null,null,1052,null,null,867,null,null,1096,null,null,2138,null,null,2247,null,null,3701,null,null,11
