C17001H_001E,C17001H_001M,C17001H_002E,C17001H_002M,C17001H_003E,C17001H_003M,C17001H_004E,C17001H_004M,C17001H_005E,C17001H_005M,C17001H_006E,C17001H_006M,C17001H_007E,C17001H_007M,C17001H_008E,C17001H_008M,C17001H_009E,C17001H_009M,C17001H_010E,C17001H_010M,C17001H_011E,C17001H_011M,C17001H_012E,C17001H_012M,C17001H_013E,C17001H_013M,C17001H_014E,C17001H_014M,C17001H_015E,C17001H_015M,C17001H_016E,C17001H_016M,C17001H_017E,C17001H_017M,C17001H_018E,C17001H_018M,C17001H_019E,C17001H_019M,C17001H_001M,C17001H_001EA,C17001H_001MA,C17001H_002M,C17001H_002EA,C17001H_002MA,C17001H_003M,C17001H_003EA,C17001H_003MA,C17001H_004M,C17001H_004EA,C17001H_004MA,C17001H_005M,C17001H_005EA,C17001H_005MA,C17001H_006M,C17001H_006EA,C17001H_006MA,C17001H_007M,C17001H_007EA,C17001H_007MA,C17001H_008M,C17001H_008EA,C17001H_008MA,C17001H_009M,C17001H_009EA,C17001H_009MA,C17001H_010M,C17001H_010EA,C17001H_010MA,C17001H_011M,C17001H_011EA,C17001H_011MA,C17001H_012M,C17001H_012EA,C17001H_012MA,C17001H_013M,C17001H_013EA,C17001H_013MA,C17001H_014M,C17001H_014EA,C17001H_014MA,C17001H_015M,C17001H_015EA,C17001H_015MA,C17001H_016M,C17001H_016EA,C17001H_016MA,C17001H_017M,C17001H_017EA,C17001H_017MA,C17001H_018M,C17001H_018EA,C17001H_018MA,C17001H_019M,C17001H_019EA,C17001H_019MA,state
4716918,4344,544056,17096,239419,8362,71662,4138,146267,5631,21490,2163,304637,11186,70280,5927,193312,7339,41045,2620,4172862,18046,2076713,9173,435179,4940,1289383,5720,352151,2491,2096149,11978,411753,6495,1266325,7713,418071,2963,4344,null,null,17096,null,null,8362,null,null,4138,null,null,5631,null,null,2163,null,null,11186,null,null,5927,null,null,7339,null,null,2620,null,null,18046,null,null,9173,null,null,4940,null,null,5720,null,null,2491,null,null,11978,null,null,6495,null,null,7713,null,null,2963,null,null,29
881556,1268,105745,7550,51609,4397,13274,2319,32806,3170,5529,1016,54136,4217,10318,1688,35166,3189,8652,1138,775811,7561,392964,4355,77252,2257,238465,3242,77247,1047,382847,4315,74254,1833,229435,3188,79158,1233,1268,null,null,7550,null,null,4397,null,null,2319,null,null,3170,null,null,1016,null,null,4217,null,null,1688,null,null,3189,null,null,1138,null,null,7561,null,null,4355,null,null,2257,null,null,3242,null,null,1047,null,null,4315,null,null,1833,null,null,3188,null,null,1233,null,null,30
1478726,2227,126255,6177,55574,3854,14500,2276,35176,2744,5898,1012,70681,4071,12507,2084,45254,2862,12920,1107,1352471,6625,676179,4458,151604,2289,415601,3144,108974,1404,676292,4486,145452,2520,402900,2902,127940,1346,2227,null,null,6177,null,null,3854,null,null,2276,null,null,2744,null,null,1012,null,null,4071,null,null,2084,null,null,2862,null,null,1107,null,null,6625,null,null,4458,null,null,2289,null,null,3144,null,null,1404,null,null,4486,null,null,2520,null,null,2902,null,null,1346,null,null,31
1444671,2387,140728,8921,66363,4805,12606,2032,44106,3821,9651,1402,74365,5503,10749,2248,50562,3901,13054,1617,1303943,8929,666233,4963,108928,2417,413985,3907,143320,1424,637710,5764,104097,2772,385270,4071,148343,1669,2387,null,null,8921,null,null,4805,null,null,2032,null,null,3821,null,null,1402,null,null,5503,null,null,2248,null,null,3901,null,null,1617,null,null,8929,null,null,4963,null,null,2417,null,null,3907,null,null,1424,null,null,5764,null,null,2772,null,null,4071,null,null,1669,null,null,32
1176388,1868,78880,6974,33362,3803,7943,1798,22489,2731,2930,775,45518,4363,7701,1702,31547,3088,6270,1310,1097508,7067,548623,4342,104315,1869,349792,3239,94516,1003,548885,4332,99112,1774,342913,3227,106860,1495,1868,null,null,6974,null,null,3803,null,null,1798,null,null,2731,null,null,775,null,null,4363,null,null,1702,null,null,3088,null,null,1310,null,null,7067,null,null,4342,null,null,1869,null,null,3239,null,null,1003,null,null,4332,null,null,1774,null,null,3227,null,null,1495,null,null,33
4883990,5633,314582,14646,137384,7939,35666,4035,80686,5647,21032,2200,177198,8749,36163,4265,102095,5928,38940,2634,4569408,14799,2241942,8206,436589,4339,1404790,5960,400563,2471,2327466,8939,412946,4440,1406234,6100,508286,2736,5633,null,null,14646,null,null,7939,null,null,4035,null,null,5647,null,null,2200,null,null,8749,null,null,4265,null,null,5928,null,null,2634,null,null,14799,null,null,8206,null,null,4339,null,null,5960,null,null,2471,null,null,8939,null,null,4440,null,null,6100,null,null,2736,null,null,34
774810,2409,92112,7046,41871,4105,8847,1715,27238,2928,5786,1268,50241,4118,8070,1547,33643,3292,8528,1338,682698,7694,340269,4581,51740,2035,201848,3184,86681,1414,342429,4522,48960,2035,195722,3404,97747,1432,2409,null,null,7046,null,null,4105,null,null,1715,null,null,2928,null,null,1268,null,null,4118,null,null,1547,null,null,3292,null,null,1338,null,null,7694,null,null,4581,null,null,2035,null,null,3184,null,null,1414,null,null,4522,null,null,2035,null,null,3404,null,null,1432,null,null,35
10694320,8237,1030955,21592,462867,12424,135812,7273,275839,8298,51216,2981,568088,12973,125838,5613,335936,8890,106314,4830,9663365,22413,4773761,12577,875749,7344,3044676,8955,853336,3209,4889604,13717,833035,6052,3018882,9643,1037687,5608,8237,null,null,21592,null,null,12424,null,null,7273,null,null,8298,null,null,2981,null,null,12973,null,null,5613,null,null,8890,null,null,4830,null,null,22413,null,null,12577,null,null,7344,null,null,8955,null,null,3209,null,null,13717,null,null,6052,null,null,9643,null,null,5608,null,null,36
6292410,5052,681245,21012,297080,11848,73542,5582,191172,8809,32366,2635,384165,11864,73914,5574,252293,8497,57958,3044,5611165,21496,2769005,12144,537815,6356,1724994,9175,506196,2927,2842160,12565,504121,6155,1730171,8157,607868,3346,5052,null,null,21012,null,null,11848,null,null,5582,null,null,8809,null,null,2635,null,null,11864,null,null,5574,null,null,8497,null,null,3044,null,null,21496,null,null,12144,null,null,6356,null,null,9175,null,null,2927,null,null,12565,null,null,6155,null,null,8157,null,null,3346,null,null,37
623959,1306,48350,4551,24444,2758,4357,1206,17703,2213,2384,634,23906,2514,3407,1034,15318,1884,5181,980,575609,4706,293957,3071,63795,1388,186371,2373,43791,745,281652,2755,60972,1352,172408,1915,48272,1083,1306,null,null,4551,null,null,2758,null,null,1206,null,null,2213,null,null,634,null,null,2514,null,null,1034,null,null,1884,null,null,980,null,null,4706,null,null,3071,null,null,1388,null,null,2373,null,null,745,null,null,2755,null,null,1352,null,null,1915,null,null,1083,null,null,38
8982067,6814,1007341,23378,438857,12449,133012,7476,266711,8330,39134,2717,568484,15577,129485,7428,361631,10348,77368,4006,7974726,23515,3968815,12435,813879,8019,2480190,8275,674746,3104,4005911,15809,765278,7768,2428477,10760,812156,4539,6814,null,null,23378,null,null,12449,null,null,7476,null,null,8330,null,null,2717,null,null,15577,null,null,7428,null,null,10348,null,null,4006,null,null,23515,null,null,12435,null,null,8019,null,null,8275,null,null,3104,null,null,15809,null,null,7768,null,null,10760,null,null,4539,null,null,39
2525937,2748,311288,9549,140264,5406,40474,3171,87615,3672,12175,1327,171024,6246,37900,2826,111326,4218,21798,1608,2214649,9523,1098335,5421,221157,3467,676049,3582,201129,1742,1116314,6956,208047,3180,667780,4815,240487,1905,2748,null,null,9549,null,null,5406,null,null,3171,null,null,3672,null,null,1327,null,null,6246,null,null,2826,null,null,4218,null,null,1608,null,null,9523,null,null,5421,null,null,3467,null,null,3582,null,null,1742,null,null,6956,null,null,3180,null,null,4815,null,null,1905,null,null,40
3068447,2737,340119,12815,150756,8261,33658,4015,101160,5857,15938,1959,189363,7331,30943,3666,131007,4974,27413,2338,2728328,13302,1354678,9121,245698,4340,841595,6421,267385,2168,1373650,7279,235737,3828,830577,4786,307336,2452,2737,null,null,12815,null,null,8261,null,null,4015,null,null,5857,null,null,1959,null,null,7331,null,null,3666,null,null,4974,null,null,2338,null,null,13302,null,null,9121,null,null,4340,null,null,6421,null,null,2168,null,null,7279,null,null,3828,null,null,4786,null,null,2452,null,null,41
9556954,5717,879712,22120,385487,10576,109051,6347,233484,7433,42952,2708,494225,14114,101003,6265,309502,9242,83720,4489,8677242,23116,4295208,11306,801833,6576,2698197,7956,795178,3318,4382034,15101,763259,6876,2643589,9286,975186,4938,5717,null,null,22120,null,null,10576,null,null,6347,null,null,7433,null,null,2708,null,null,14114,null,null,6265,null,null,9242,null,null,4489,null,null,23116,null,null,11306,null,null,6576,null,null,7956,null,null,3318,null,null,15101,null,null,6876,null,null,9286,null,null,4938,null,null,42
739080,2612,71279,6720,30880,3781,6825,1404,20408,3119,3647,1036,40399,4659,6492,1698,26409,3735,7498,1514,667801,7342,325991,4549,54441,1823,210244,3445,61306,1291,341810,4845,52847,1738,212960,3898,76003,1678,2612,null,null,6720,null,null,3781,null,null,1404,null,null,3119,null,null,1036,null,null,4659,null,null,1698,null,null,3735,null,null,1514,null,null,7342,null,null,4549,null,null,1823,null,null,3445,null,null,1291,null,null,4845,null,null,1738,null,null,3898,null,null,1678,null,null,44
3085329,3881,312171,12757,137396,7146,37980,4196,84765,5190,14651,1544,174775,8209,36704,3504,113532,5563,24539,2077,2773158,12922,1366243,7655,262865,4746,832540,5789,270838,1725,1406915,8241,252961,4043,840414,5413,313540,2113,3881,null,null,12757,null,null,7146,null,null,4196,null,null,5190,null,null,1544,null,null,8209,null,null,3504,null,null,5563,null,null,2077,null,null,12922,null,null,7655,null,null,4746,null,null,5789,null,null,1725,null,null,8241,null,null,4043,null,null,5413,null,null,2113,null,null,45
692751,1199,58418,4335,25223,2636,5922,1338,15754,1869,3547,1040,33195,2724,5219,1158,19204,2057,8772,1384,634333,4362,322602,2871,72427,1656,196073,1991,54102,1134,311731,3037,68532,1369,185482,2117,57717,1454,1199,null,null,4335,null,null,2636,null,null,1338,null,null,1869,null,null,1040,null,null,2724,null,null,1158,null,null,2057,null,null,1384,null,null,4362,null,null,2871,null,null,1656,null,null,1991,null,null,1134,null,null,3037,null,null,1369,null,null,2117,null,null,1454,null,null,46
4825527,4310,605193,19242,264974,9666,77611,4845,164455,6542,22908,2377,340219,11809,73709,5905,220420,7729,46090,2791,4220334,19258,2089793,10130,421010,5195,1296432,6943,372351,2537,2130541,11960,395351,5649,1298534,8182,436656,3118,4310,null,null,19242,null,null,9666,null,null,4845,null,null,6542,null,null,2377,null,null,11809,null,null,5905,null,null,7729,null,null,2791,null,null,19258,null,null,10130,null,null,5195,null,null,6943,null,null,2537,null,null,11960,null,null,5649,null,null,8182,null,null,3118,null,null,47
11590203,8795,1026860,27003,448157,15009,118421,8187,287838,9686,41898,2882,578703,15942,111643,7022,380418,11561,86642,5013,10563343,28130,5270021,16267,1062571,9088,3303311,10920,904139,3324,5293322,17498,1006373,8860,3238877,11332,1048072,5962,8795,null,null,27003,null,null,15009,null,null,8187,null,null,9686,null,null,2882,null,null,15942,null,null,7022,null,null,11561,null,null,5013,null,null,28130,null,null,16267,null,null,9088,null,null,10920,null,null,3324,null,null,17498,null,null,8860,null,null,11332,null,null,5962,null,null,48
2366462,2913,192602,11840,87601,6727,27538,3668,54298,4718,5765,1083,105001,6681,25008,3924,68339,4339,11654,1476,2173860,12823,1096728,7217,319555,3851,649418,5077,127755,1204,1077132,7140,302690,4090,631484,4469,142958,1687,2913,null,null,11840,null,null,6727,null,null,3668,null,null,4718,null,null,1083,null,null,6681,null,null,3924,null,null,4339,null,null,1476,null,null,12823,null,null,7217,null,null,3851,null,null,5077,null,null,1204,null,null,7140,null,null,4090,null,null,4469,null,null,1687,null,null,49
560261,1325,63845,5395,29506,3188,8166,2119,18417,2100,2923,641,34339,3146,7136,1469,21353,2281,5850,1039,496416,5569,246613,3293,45185,2129,154991,2256,46437,684,249803,3424,42946,1521,155054,2357,51803,1142,1325,null,null,5395,null,null,3188,null,null,2119,null,null,2100,null,null,641,null,null,3146,null,null,1469,null,null,2281,null,null,1039,null,null,5569,null,null,3293,null,null,2129,null,null,2256,null,null,684,null,null,3424,null,null,1521,null,null,2357,null,null,1142,null,null,50
5089373,5525,423762,15587,186818,8988,42581,4290,123185,6081,21052,1930,236944,9119,43818,3611,157765,6749,35361,2391,4665611,16256,2317073,9589,465990,5178,1456783,6288,394300,1969,2348538,9925,439101,4021,1442696,7408,466741,2510,5525,null,null,15587,null,null,8988,null,null,4290,null,null,6081,null,null,1930,null,null,9119,null,null,3611,null,null,6749,null,null,2391,null,null,16256,null,null,9589,null,null,5178,null,null,6288,null,null,1969,null,null,9925,null,null,4021,null,null,7408,null,null,2510,null,null,51
4972388,3604,447541,15607,201011,9693,42834,4052,137073,7272,21104,2293,246530,9930,37115,4003,168467,6994,40948,2838,4524847,16257,2271554,10245,427390,4430,1445755,7504,398409,2376,2253293,9906,408816,4242,1393593,7119,450884,2872,3604,null,null,15607,null,null,9693,null,null,4052,null,null,7272,null,null,2293,null,null,9930,null,null,4003,null,null,6994,null,null,2838,null,null,16257,null,null,10245,null,null,4430,null,null,7504,null,null,2376,null,null,9906,null,null,4242,null,null,7119,null,null,2872,null,null,53
1646078,2983,285990,12195,128117,6491,37850,3617,79684,4434,10583,1555,157873,8006,36664,3214,102215,5403,18994,2262,1360088,12514,680266,6728,128176,3980,415854,4617,136236,1636,679822,8349,122954,3502,402643,5411,154225,2422,2983,null,null,12195,null,null,6491,null,null,3617,null,null,4434,null,null,1555,null,null,8006,null,null,3214,null,null,5403,null,null,2262,null,null,12514,null,null,6728,null,null,3980,null,null,4617,null,null,1636,null,null,8349,null,null,3502,null,null,5411,null,null,2422,null,null,54
4608604,3024,402290,12604,178709,7513,41881,3834,115260,5554,21568,1703,223581,7882,43383,3738,143066,5230,37132,2059,4206314,12881,2109020,7998,419715,3848,1327115,5622,362190,1953,2097294,7674,394775,3855,1281480,5271,421039,2406,3024,null,null,12604,null,null,7513,null,null,3834,null,null,5554,null,null,1703,null,null,7882,null,null,3738,null,null,5230,null,null,2059,null,null,12881,null,null,7998,null,null,3848,null,null,5622,null,null,1953,null,null,7674,null,null,3855,null,null,5271,null,null,2406,null,null,55
483609,1226,48678,4598,23431,2909,4978,1414,16600,2160,1853,674,25247,2631,4124,1125,16752,1825,4371,1063,434931,4788,222698,3541,49970,1999,136723,2155,36005,727,212233,3001,47335,1824,128435,1885,36463,1116,1226,null,null,4598,null,null,2909,null,null,1414,null,null,2160,null,null,674,null,null,2631,null,null,1125,null,null,1825,null,null,1063,null,null,4788,null,null,3541,null,null,1999,null,null,2155,null,null,727,null,null,3001,null,null,1824,null,null,1885,null,null,1116,null,null,56
35145,4804,13722,3215,6238,1845,2728,1276,3018,1006,492,337,7484,1879,1406,1002,5521,1402,557,369,21423,3710,12421,2769,2067,1266,8387,2041,1967,719,9002,1627,1055,627,6381,1428,1566,592,4804,null,null,3215,null,null,1845,null,null,1276,null,null,1006,null,null,337,null,null,1879,null,null,1002,null,null,1402,null,null,369,null,null,3710,null,null,2769,null,null,1266,null,null,2041,null,null,719,null,null,1627,null,null,627,null,null,1428,null,null,592,null,null,72
3131653,3664,380592,15724,165170,7402,43178,4035,105666,4976,16326,1885,215422,10433,48488,4689,135110,6850,31824,3003,2751061,16011,1365506,8561,280828,4795,834526,5933,250152,2167,1385555,10023,255926,4842,829056,6822,300573,2955,3664,null,null,15724,null,null,7402,null,null,4035,null,null,4976,null,null,1885,null,null,10433,null,null,4689,null,null,6850,null,null,3003,null,null,16011,null,null,8561,null,null,4795,null,null,5933,null,null,2167,null,null,10023,null,null,4842,null,null,6822,null,null,2955,null,null,01
444541,1043,28004,3899,13357,2226,3645,1295,9264,1634,448,235,14647,2648,3622,1364,9882,1666,1143,533,416537,3980,222522,2603,44595,1497,149164,2074,28763,317,194015,2746,39762,1431,128432,1842,25821,557,1043,null,null,3899,null,null,2226,null,null,1295,null,null,1634,null,null,235,null,null,2648,null,null,1364,null,null,1666,null,null,533,null,null,3980,null,null,2603,null,null,1497,null,null,2074,null,null,317,null,null,2746,null,null,1431,null,null,1842,null,null,557,null,null,02
3760807,4276,411527,15298,193066,8139,41268,4581,123558,5692,28240,2106,218461,9719,39477,4309,138215,6321,40769,2846,3349280,15789,1655143,8504,282756,4816,964137,6327,408250,2267,1694137,9858,269991,4944,965818,6397,458328,2913,4276,null,null,15298,null,null,8139,null,null,4581,null,null,5692,null,null,2106,null,null,9719,null,null,4309,null,null,6321,null,null,2846,null,null,15789,null,null,8504,null,null,4816,null,null,6327,null,null,2267,null,null,9858,null,null,4944,null,null,6397,null,null,2913,null,null,04
2116846,3008,290474,13581,127632,7395,38374,3568,75681,5165,13577,1820,162842,7854,38235,3394,100730,4950,23877,2170,1826372,13342,910168,7678,189395,4027,549979,5257,170794,1947,916204,8031,173474,3947,542640,4983,200090,2448,3008,null,null,13581,null,null,7395,null,null,3568,null,null,5165,null,null,1820,null,null,7854,null,null,3394,null,null,4950,null,null,2170,null,null,13342,null,null,7678,null,null,4027,null,null,5257,null,null,1947,null,null,8031,null,null,3947,null,null,4983,null,null,2448,null,null,05
14458448,11184,1373044,29713,636179,17559,115877,7827,437134,12437,83168,4082,736865,18051,105745,6815,481828,12383,149292,6106,13085404,31625,6562723,18991,1069775,8709,4191513,13539,1301435,4481,6522681,19342,1020361,7637,3992236,13118,1510084,6621,11184,null,null,29713,null,null,17559,null,null,7827,null,null,12437,null,null,4082,null,null,18051,null,null,6815,null,null,12383,null,null,6106,null,null,31625,null,null,18991,null,null,8709,null,null,13539,null,null,4481,null,null,19342,null,null,7637,null,null,13118,null,null,6621,null,null,06
3723317,3080,308975,12545,142827,7930,29259,3609,98539,5584,15029,1955,166148,7521,24002,2654,119118,5861,23028,1763,3414342,13055,1716073,7970,333555,3727,1117349,5536,265169,2044,1698269,7861,317754,3026,1075144,6098,305371,2037,3080,null,null,12545,null,null,7930,null,null,3609,null,null,5584,null,null,1955,null,null,7521,null,null,2654,null,null,5861,null,null,1763,null,null,13055,null,null,7970,null,null,3727,null,null,5536,null,null,2044,null,null,7861,null,null,3026,null,null,6098,null,null,2037,null,null,08
