B16005G_001E,B16005G_001M,B16005G_002E,B16005G_002M,B16005G_003E,B16005G_003M,B16005G_004E,B16005G_004M,B16005G_005E,B16005G_005M,B16005G_006E,B16005G_006M,B16005G_007E,B16005G_007M,B16005G_008E,B16005G_008M,B16005G_009E,B16005G_009M,B16005G_010E,B16005G_010M,B16005G_011E,B16005G_011M,B16005G_001M,B16005G_001EA,B16005G_001MA,B16005G_002M,B16005G_002EA,B16005G_002MA,B16005G_003M,B16005G_003EA,B16005G_003MA,B16005G_004M,B16005G_004EA,B16005G_004MA,B16005G_005M,B16005G_005EA,B16005G_005MA,B16005G_006M,B16005G_006EA,B16005G_006MA,B16005G_007M,B16005G_007EA,B16005G_007MA,B16005G_008M,B16005G_008EA,B16005G_008MA,B16005G_009M,B16005G_009EA,B16005G_009MA,B16005G_010M,B16005G_010EA,B16005G_010MA,B16005G_011M,B16005G_011EA,B16005G_011MA,state
128666,7267,122964,6991,117978,7072,4986,1318,4459,1276,527,266,5702,1569,1409,479,4293,1467,2475,990,1818,774,7267,null,null,6991,null,null,7072,null,null,1318,null,null,1276,null,null,266,null,null,1569,null,null,479,null,null,1467,null,null,990,null,null,774,null,null,29
28661,2621,28031,2640,27154,2564,877,426,845,428,32,66,630,356,34,33,596,351,429,316,167,177,2621,null,null,2640,null,null,2564,null,null,426,null,null,428,null,null,66,null,null,356,null,null,33,null,null,351,null,null,316,null,null,177,null,null,30
37437,3795,32662,2640,30066,2479,2596,701,1981,739,615,345,4775,2586,205,177,4570,2595,1920,1083,2650,1609,3795,null,null,2640,null,null,2479,null,null,701,null,null,739,null,null,345,null,null,2586,null,null,177,null,null,2595,null,null,1083,null,null,1609,null,null,31
117704,8544,106442,7799,95552,6621,10890,2488,9531,2303,1359,680,11262,2474,2905,1151,8357,2226,4533,1480,3824,1434,8544,null,null,7799,null,null,6621,null,null,2488,null,null,2303,null,null,680,null,null,2474,null,null,1151,null,null,2226,null,null,1480,null,null,1434,null,null,32
25186,3100,23618,2912,22008,2763,1610,655,1421,603,189,197,1568,883,396,289,1172,835,767,626,405,443,3100,null,null,2912,null,null,2763,null,null,655,null,null,603,null,null,197,null,null,883,null,null,289,null,null,835,null,null,626,null,null,443,null,null,33
200316,11054,158626,10132,125111,7543,33515,4247,28586,3501,4929,1623,41690,4759,8889,1835,32801,4115,14537,2361,18264,3170,11054,null,null,10132,null,null,7543,null,null,4247,null,null,3501,null,null,1623,null,null,4759,null,null,1835,null,null,4115,null,null,2361,null,null,3170,null,null,34
58972,5750,56593,5593,44701,4793,11892,1878,10683,1677,1209,672,2379,919,607,417,1772,801,809,502,963,553,5750,null,null,5593,null,null,4793,null,null,1878,null,null,1677,null,null,672,null,null,919,null,null,417,null,null,801,null,null,502,null,null,553,null,null,35
524734,19906,388711,14310,301122,12993,87589,6516,73112,5843,14477,2440,136023,11257,33579,3378,102444,10868,36706,4597,65738,8346,19906,null,null,14310,null,null,12993,null,null,6516,null,null,5843,null,null,2440,null,null,11257,null,null,3378,null,null,10868,null,null,4597,null,null,8346,null,null,36
222871,10969,209090,10263,191175,10131,17915,2922,15735,2798,2180,819,13781,2495,3440,1032,10341,2478,4796,1556,5545,1382,10969,null,null,10263,null,null,10131,null,null,2922,null,null,2798,null,null,819,null,null,2495,null,null,1032,null,null,2478,null,null,1556,null,null,1382,null,null,37
17435,2408,16548,2446,14935,2348,1613,1092,1185,862,428,361,887,584,406,372,481,472,399,402,82,127,2408,null,null,2446,null,null,2348,null,null,1092,null,null,862,null,null,361,null,null,584,null,null,372,null,null,472,null,null,402,null,null,127,null,null,38
272262,11247,258256,11433,242246,10842,16010,2807,12841,2361,3169,1287,14006,2590,3535,1162,10471,2171,4920,1412,5551,1387,11247,null,null,11433,null,null,10842,null,null,2807,null,null,2361,null,null,1287,null,null,2590,null,null,1162,null,null,2171,null,null,1412,null,null,1387,null,null,39
265849,7144,258707,7018,248418,6809,10289,1726,9177,1528,1112,539,7142,1580,1098,565,6044,1662,2712,893,3332,1309,7144,null,null,7018,null,null,6809,null,null,1726,null,null,1528,null,null,539,null,null,1580,null,null,565,null,null,1662,null,null,893,null,null,1309,null,null,40
180799,9571,168080,9144,144282,8064,23798,4122,20244,3592,3554,1368,12719,2504,1872,770,10847,2297,4044,1193,6803,1867,9571,null,null,9144,null,null,8064,null,null,4122,null,null,3592,null,null,1368,null,null,2504,null,null,770,null,null,2297,null,null,1193,null,null,1867,null,null,41
275129,12190,246396,10890,207881,9591,38515,4554,28241,3899,10274,2338,28733,4370,5731,2238,23002,4317,8847,1770,14155,3552,12190,null,null,10890,null,null,9591,null,null,4554,null,null,3899,null,null,2338,null,null,4370,null,null,2238,null,null,4317,null,null,1770,null,null,3552,null,null,42
28178,4155,25087,3698,21254,3567,3833,1041,3131,909,702,501,3091,1332,435,377,2656,1220,1308,687,1348,773,4155,null,null,3698,null,null,3567,null,null,1041,null,null,909,null,null,501,null,null,1332,null,null,377,null,null,1220,null,null,687,null,null,773,null,null,44
85945,6836,82542,6668,76630,6296,5912,1635,5039,1445,873,590,3403,895,741,497,2662,871,1614,703,1048,400,6836,null,null,6668,null,null,6296,null,null,1635,null,null,1445,null,null,590,null,null,895,null,null,497,null,null,871,null,null,703,null,null,400,null,null,45
18226,2411,17599,2413,16456,2321,1143,460,999,427,144,117,627,387,142,190,485,325,158,157,327,246,2411,null,null,2413,null,null,2321,null,null,460,null,null,427,null,null,117,null,null,387,null,null,190,null,null,325,null,null,157,null,null,246,null,null,46
116656,8468,111339,8454,101818,7850,9521,1991,9121,1907,400,339,5317,1457,1771,743,3546,1103,1810,793,1736,856,8468,null,null,8454,null,null,7850,null,null,1991,null,null,1907,null,null,339,null,null,1457,null,null,743,null,null,1103,null,null,793,null,null,856,null,null,47
612685,20072,547449,18816,448337,16201,99112,9267,81905,7607,17207,2811,65236,5886,9832,1554,55404,5384,26561,3871,28843,3325,20072,null,null,18816,null,null,16201,null,null,9267,null,null,7607,null,null,2811,null,null,5886,null,null,1554,null,null,5384,null,null,3871,null,null,3325,null,null,48
74636,5835,70300,5710,61596,5078,8704,1953,7568,1856,1136,563,4336,920,1571,661,2765,779,2015,677,750,344,5835,null,null,5710,null,null,5078,null,null,1953,null,null,1856,null,null,563,null,null,920,null,null,661,null,null,779,null,null,677,null,null,344,null,null,49
10813,1696,10150,1577,9655,1523,495,297,459,296,36,49,663,361,369,307,294,201,245,190,49,67,1696,null,null,1577,null,null,1523,null,null,297,null,null,296,null,null,49,null,null,361,null,null,307,null,null,201,null,null,190,null,null,67,null,null,50
260175,10585,228683,9249,204118,9167,24565,2940,21723,2804,2842,803,31492,4230,5294,1350,26198,3731,13595,2281,12603,2603,10585,null,null,9249,null,null,9167,null,null,2940,null,null,2804,null,null,803,null,null,4230,null,null,1350,null,null,3731,null,null,2281,null,null,2603,null,null,51
359941,13482,333722,12435,306046,11986,27676,3086,23577,2875,4099,1069,26219,4348,6986,1453,19233,4060,11449,3650,7784,1529,13482,null,null,12435,null,null,11986,null,null,3086,null,null,2875,null,null,1069,null,null,4348,null,null,1453,null,null,4060,null,null,3650,null,null,1529,null,null,53
26582,2996,25108,3018,24286,3058,822,397,704,365,118,128,1474,609,629,399,845,436,558,356,287,251,2996,null,null,3018,null,null,3058,null,null,397,null,null,365,null,null,128,null,null,609,null,null,399,null,null,436,null,null,356,null,null,251,null,null,54
116720,7744,111750,7608,103213,7401,8537,1801,7292,1687,1245,558,4970,1074,701,307,4269,1097,2323,880,1946,611,7744,null,null,7608,null,null,7401,null,null,1801,null,null,1687,null,null,558,null,null,1074,null,null,307,null,null,1097,null,null,880,null,null,611,null,null,55
13388,1916,12868,1925,11700,1884,1168,521,703,334,465,353,520,560,15,33,505,558,437,552,68,82,1916,null,null,1925,null,null,1884,null,null,521,null,null,334,null,null,353,null,null,560,null,null,33,null,null,558,null,null,552,null,null,82,null,null,56
140315,9412,136477,9340,3907,1262,132570,9348,23326,3432,109244,8097,3838,1078,140,140,3698,1066,593,474,3105,921,9412,null,null,9340,null,null,1262,null,null,9348,null,null,3432,null,null,8097,null,null,1078,null,null,140,null,null,1066,null,null,474,null,null,921,null,null,72
71847,6098,67771,5914,62895,5410,4876,1657,4142,1433,734,453,4076,1214,737,363,3339,1078,1286,530,2053,936,6098,null,null,5914,null,null,5410,null,null,1657,null,null,1433,null,null,453,null,null,1214,null,null,363,null,null,1078,null,null,530,null,null,936,null,null,01
54854,4882,53656,4858,49398,4947,4258,1261,4083,1236,175,173,1198,447,182,239,1016,516,192,258,824,467,4882,null,null,4858,null,null,4947,null,null,1261,null,null,1236,null,null,173,null,null,447,null,null,239,null,null,516,null,null,258,null,null,467,null,null,02
213913,11958,197580,11632,170642,9518,26938,4076,23995,3771,2943,989,16333,2650,3637,930,12696,2436,6257,1632,6439,1784,11958,null,null,11632,null,null,9518,null,null,4076,null,null,3771,null,null,989,null,null,2650,null,null,930,null,null,2436,null,null,1632,null,null,1784,null,null,04
65030,5040,60848,4444,56360,4189,4488,1376,3666,1134,822,690,4182,1744,683,421,3499,1633,1012,486,2487,1518,5040,null,null,4444,null,null,4189,null,null,1376,null,null,1134,null,null,690,null,null,1744,null,null,421,null,null,1633,null,null,486,null,null,1518,null,null,05
1624557,26214,1419088,23476,1191109,21009,227979,11004,200724,10034,27255,2997,205469,9675,34465,3280,171004,9114,79016,6082,91988,6247,26214,null,null,23476,null,null,21009,null,null,11004,null,null,10034,null,null,2997,null,null,9675,null,null,3280,null,null,9114,null,null,6082,null,null,6247,null,null,06
158699,8512,151275,8260,135374,7658,15901,2622,14611,2398,1290,629,7424,1585,1609,550,5815,1494,3049,883,2766,1059,8512,null,null,8260,null,null,7658,null,null,2622,null,null,2398,null,null,629,null,null,1585,null,null,550,null,null,1494,null,null,883,null,null,1059,null,null,08
94444,7110,82584,6435,66444,5411,16140,2846,12043,2564,4097,1265,11860,2339,3080,932,8780,2146,4576,1513,4204,1500,7110,null,null,6435,null,null,5411,null,null,2846,null,null,2564,null,null,1265,null,null,2339,null,null,932,null,null,2146,null,null,1513,null,null,1500,null,null,09
20897,2821,19196,2656,17739,2482,1457,683,1207,631,250,261,1701,943,192,140,1509,945,492,329,1017,841,2821,null,null,2656,null,null,2482,null,null,683,null,null,631,null,null,261,null,null,943,null,null,140,null,null,945,null,null,329,null,null,841,null,null,10
14305,2319,11779,2061,9881,1874,1898,772,1573,715,325,260,2526,840,573,344,1953,785,892,496,1061,646,2319,null,null,2061,null,null,1874,null,null,772,null,null,715,null,null,260,null,null,840,null,null,344,null,null,785,null,null,496,null,null,646,null,null,11
