B20017B_001E,B20017B_001M,B20017B_002E,B20017B_002M,B20017B_003E,B20017B_003M,B20017B_004E,B20017B_004M,B20017B_005E,B20017B_005M,B20017B_006E,B20017B_006M,B20017B_007E,B20017B_007M,B20017B_001M,B20017B_001EA,B20017B_001MA,B20017B_002M,B20017B_002EA,B20017B_002MA,B20017B_003M,B20017B_003EA,B20017B_003MA,B20017B_004M,B20017B_004EA,B20017B_004MA,B20017B_005M,B20017B_005EA,B20017B_005MA,B20017B_006M,B20017B_006EA,B20017B_006MA,B20017B_007M,B20017B_007EA,B20017B_007MA,state
17333,6259,22410,6335,30000,11530,12131,11436,15411,4785,35000,8493,10130,7550,6259,null,null,6335,null,null,11530,null,null,11436,null,null,4785,null,null,8493,null,null,7550,null,null,23
37406,810,39422,1644,51691,528,11298,583,36624,690,47310,1351,11391,554,810,null,null,1644,null,null,528,null,null,583,null,null,690,null,null,1351,null,null,554,null,null,24
30777,545,32053,948,44103,3908,12222,871,28210,2587,40425,1455,11537,889,545,null,null,948,null,null,3908,null,null,871,null,null,2587,null,null,1455,null,null,889,null,null,25
22373,489,22911,1140,35446,833,8536,1068,22099,472,34600,1549,10137,501,489,null,null,1140,null,null,833,null,null,1068,null,null,472,null,null,1549,null,null,501,null,null,26
24595,1582,26969,1575,37235,1934,10972,1218,21797,1524,33373,2540,10988,1027,1582,null,null,1575,null,null,1934,null,null,1218,null,null,1524,null,null,2540,null,null,1027,null,null,27
21700,504,25087,1178,31659,581,9845,1033,20189,661,26713,728,8573,612,504,null,null,1178,null,null,581,null,null,1033,null,null,661,null,null,728,null,null,612,null,null,28
23759,1009,24492,1523,36598,1367,9940,1163,23236,1102,33075,2717,10541,560,1009,null,null,1523,null,null,1367,null,null,1163,null,null,1102,null,null,2717,null,null,560,null,null,29
27672,8892,28070,9916,40893,28125,20855,17056,24419,13681,28871,12150,13333,7152,8892,null,null,9916,null,null,28125,null,null,17056,null,null,13681,null,null,12150,null,null,7152,null,null,30
25239,1753,27203,2331,40230,7165,7986,2308,22922,2791,32150,5783,9375,4397,1753,null,null,2331,null,null,7165,null,null,2308,null,null,2791,null,null,5783,null,null,4397,null,null,31
26324,905,27106,1983,37596,4197,11822,1388,25740,1095,32785,2610,10058,1876,905,null,null,1983,null,null,4197,null,null,1388,null,null,1095,null,null,2610,null,null,1876,null,null,32
30436,4804,40106,11345,52416,7317,7181,2277,20754,8369,31132,17042,9984,2897,4804,null,null,11345,null,null,7317,null,null,2277,null,null,8369,null,null,17042,null,null,2897,null,null,33
31193,464,32304,1110,47382,1761,10557,865,30039,1149,41668,1019,11614,619,464,null,null,1110,null,null,1761,null,null,865,null,null,1149,null,null,1019,null,null,619,null,null,34
22163,2021,21335,2431,36077,8339,6910,2173,23612,5216,37876,9167,13824,2213,2021,null,null,2431,null,null,8339,null,null,2173,null,null,5216,null,null,9167,null,null,2213,null,null,35
31441,277,31920,426,42337,825,11377,358,31049,422,41660,437,11396,348,277,null,null,426,null,null,825,null,null,358,null,null,422,null,null,437,null,null,348,null,null,36
24715,693,26308,668,35367,692,8210,749,22798,806,31699,431,9868,567,693,null,null,668,null,null,692,null,null,749,null,null,806,null,null,431,null,null,567,null,null,37
22015,3456,24819,8710,40331,11236,15482,9244,16425,4878,26604,3706,9777,8479,3456,null,null,8710,null,null,11236,null,null,9244,null,null,4878,null,null,3706,null,null,8479,null,null,38
22524,746,24403,1209,36467,836,8292,621,21709,499,31995,550,8696,649,746,null,null,1209,null,null,836,null,null,621,null,null,499,null,null,550,null,null,649,null,null,39
22159,848,26008,1397,35603,1044,9260,1109,20228,1125,28298,1848,7871,1067,848,null,null,1397,null,null,1044,null,null,1109,null,null,1125,null,null,1848,null,null,1067,null,null,40
21965,2592,24821,4710,36998,3786,6909,1964,18855,3354,29618,4172,7214,1625,2592,null,null,4710,null,null,3786,null,null,1964,null,null,3354,null,null,4172,null,null,1625,null,null,41
26571,559,26326,879,37371,2336,9508,918,26745,631,36780,833,9478,513,559,null,null,879,null,null,2336,null,null,918,null,null,631,null,null,833,null,null,513,null,null,42
30978,2289,35511,6486,50240,6678,12882,4978,27956,6326,35504,6778,11095,2238,2289,null,null,6486,null,null,6678,null,null,4978,null,null,6326,null,null,6778,null,null,2238,null,null,44
22224,397,25106,995,33176,2333,8384,824,21373,428,29721,1033,9087,462,397,null,null,995,null,null,2333,null,null,824,null,null,428,null,null,1033,null,null,462,null,null,45
25539,4202,29129,4517,32122,4594,10736,9892,20815,2122,30401,7589,11630,4366,4202,null,null,4517,null,null,4594,null,null,9892,null,null,2122,null,null,7589,null,null,4366,null,null,46
25879,449,27762,1312,36102,820,10348,646,24114,1086,31895,535,10302,430,449,null,null,1312,null,null,820,null,null,646,null,null,1086,null,null,535,null,null,430,null,null,47
28467,777,30595,450,40376,553,10459,411,26761,437,36127,564,10524,343,777,null,null,450,null,null,553,null,null,411,null,null,437,null,null,564,null,null,343,null,null,48
21965,4349,27403,8435,39043,14357,6540,3039,19278,3989,27039,5954,6573,4869,4349,null,null,8435,null,null,14357,null,null,3039,null,null,3989,null,null,5954,null,null,4869,null,null,49
16175,4745,16475,17033,32427,11929,7712,8844,15860,7046,41703,28294,12560,14664,4745,null,null,17033,null,null,11929,null,null,8844,null,null,7046,null,null,28294,null,null,14664,null,null,50
29634,1070,31963,612,42276,864,9007,803,26376,593,36631,602,10535,519,1070,null,null,612,null,null,864,null,null,803,null,null,593,null,null,602,null,null,519,null,null,51
27941,2184,30526,2280,45627,2563,12292,1925,26111,1793,38339,2459,11165,936,2184,null,null,2280,null,null,2563,null,null,1925,null,null,1793,null,null,2459,null,null,936,null,null,53
21595,2873,20999,4480,38025,4711,6108,1946,22082,4042,30242,6389,7292,1859,2873,null,null,4480,null,null,4711,null,null,1946,null,null,4042,null,null,6389,null,null,1859,null,null,54
21316,558,22681,2254,35801,1098,7752,1149,20162,1041,30614,1007,10209,685,558,null,null,2254,null,null,1098,null,null,1149,null,null,1041,null,null,1007,null,null,685,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
15913,426,16300,505,21512,1142,6513,629,15220,1008,22086,1428,7153,975,426,null,null,505,null,null,1142,null,null,629,null,null,1008,null,null,1428,null,null,975,null,null,72
22910,625,25431,590,35298,1188,8691,1004,21649,404,30444,618,8887,466,625,null,null,590,null,null,1188,null,null,1004,null,null,404,null,null,618,null,null,466,null,null,01
33912,4294,34775,6489,41251,2154,12813,7408,33174,5889,41717,6660,15503,7810,4294,null,null,6489,null,null,2154,null,null,7408,null,null,5889,null,null,6660,null,null,7810,null,null,02
25960,1084,26850,1785,38915,4040,11395,875,25072,1898,34488,1917,9280,1569,1084,null,null,1785,null,null,4040,null,null,875,null,null,1898,null,null,1917,null,null,1569,null,null,04
22640,1218,25254,1524,31532,752,9619,1623,21541,905,28410,2041,8766,1326,1218,null,null,1524,null,null,752,null,null,1623,null,null,905,null,null,2041,null,null,1326,null,null,05
31235,347,33474,1711,47998,1934,11435,433,29695,1455,43257,1906,11039,298,347,null,null,1711,null,null,1934,null,null,433,null,null,1455,null,null,1906,null,null,298,null,null,06
26937,1308,29765,2438,37748,3077,10809,2165,23947,1914,38501,3834,9516,2371,1308,null,null,2438,null,null,3077,null,null,2165,null,null,1914,null,null,3834,null,null,2371,null,null,08
28277,1736,30376,2109,45090,3651,9405,1413,27167,1758,39227,3197,11768,878,1736,null,null,2109,null,null,3651,null,null,1413,null,null,1758,null,null,3197,null,null,878,null,null,09
29317,3127,31962,2803,41406,1477,10681,2132,26459,1215,35824,1656,10996,1223,3127,null,null,2803,null,null,1477,null,null,2132,null,null,1215,null,null,1656,null,null,1223,null,null,10
32448,3229,35156,4936,48315,4451,10076,1793,31919,2397,46448,4441,12261,2225,3229,null,null,4936,null,null,4451,null,null,1793,null,null,2397,null,null,4441,null,null,2225,null,null,11
