C08513_001E,C08513_001M,C08513_002E,C08513_002M,C08513_003E,C08513_003M,C08513_004E,C08513_004M,C08513_005E,C08513_005M,C08513_006E,C08513_006M,C08513_007E,C08513_007M,C08513_008E,C08513_008M,C08513_009E,C08513_009M,C08513_010E,C08513_010M,C08513_011E,C08513_011M,C08513_012E,C08513_012M,C08513_013E,C08513_013M,C08513_014E,C08513_014M,C08513_015E,C08513_015M,C08513_016E,C08513_016M,C08513_017E,C08513_017M,C08513_018E,C08513_018M,C08513_019E,C08513_019M,C08513_020E,C08513_020M,C08513_021E,C08513_021M,C08513_022E,C08513_022M,C08513_023E,C08513_023M,C08513_024E,C08513_024M,C08513_025E,C08513_025M,C08513_026E,C08513_026M,C08513_027E,C08513_027M,C08513_028E,C08513_028M,C08513_029E,C08513_029M,C08513_030E,C08513_030M,C08513_001M,C08513_001EA,C08513_001MA,C08513_002M,C08513_002EA,C08513_002MA,C08513_003M,C08513_003EA,C08513_003MA,C08513_004M,C08513_004EA,C08513_004MA,C08513_005M,C08513_005EA,C08513_005MA,C08513_006M,C08513_006EA,C08513_006MA,C08513_007M,C08513_007EA,C08513_007MA,C08513_008M,C08513_008EA,C08513_008MA,C08513_009M,C08513_009EA,C08513_009MA,C08513_010M,C08513_010EA,C08513_010MA,C08513_011M,C08513_011EA,C08513_011MA,C08513_012M,C08513_012EA,C08513_012MA,C08513_013M,C08513_013EA,C08513_013MA,C08513_014M,C08513_014EA,C08513_014MA,C08513_015M,C08513_015EA,C08513_015MA,C08513_016M,C08513_016EA,C08513_016MA,C08513_017M,C08513_017EA,C08513_017MA,C08513_018M,C08513_018EA,C08513_018MA,C08513_019M,C08513_019EA,C08513_019MA,C08513_020M,C08513_020EA,C08513_020MA,C08513_021M,C08513_021EA,C08513_021MA,C08513_022M,C08513_022EA,C08513_022MA,C08513_023M,C08513_023EA,C08513_023MA,C08513_024M,C08513_024EA,C08513_024MA,C08513_025M,C08513_025EA,C08513_025MA,C08513_026M,C08513_026EA,C08513_026MA,C08513_027M,C08513_027EA,C08513_027MA,C08513_028M,C08513_028EA,C08513_028MA,C08513_029M,C08513_029EA,C08513_029MA,C08513_030M,C08513_030EA,C08513_030MA,state
494821,8291,391687,8686,103134,6115,68096,5316,35038,3138,399861,8146,323989,8507,75872,5832,51268,5207,24604,2666,39125,3846,23574,2777,15551,2543,8495,1509,7056,2034,9693,1825,5935,1092,3758,1326,2000,831,1758,983,24388,2722,19120,2143,5268,1327,4237,1207,1031,526,21754,2431,19069,2384,2685,622,2096,619,589,304,8291,null,null,8686,null,null,6115,null,null,5316,null,null,3138,null,null,8146,null,null,8507,null,null,5832,null,null,5207,null,null,2666,null,null,3846,null,null,2777,null,null,2543,null,null,1509,null,null,2034,null,null,1825,null,null,1092,null,null,1326,null,null,831,null,null,983,null,null,2722,null,null,2143,null,null,1327,null,null,1207,null,null,526,null,null,2431,null,null,2384,null,null,622,null,null,619,null,null,304,null,null,44
2177582,19314,2013915,19025,163667,7172,97780,6164,65887,4679,1797596,20200,1677417,19096,120179,6770,76884,5017,43295,4068,201825,8991,172527,8768,29298,4110,13360,2879,15938,3080,11801,1961,9499,1953,2302,762,207,184,2095,732,75921,5310,67507,4985,8414,1951,4604,1100,3810,1298,90439,6284,86965,6160,3474,810,2725,721,749,335,19314,null,null,19025,null,null,7172,null,null,6164,null,null,4679,null,null,20200,null,null,19096,null,null,6770,null,null,5017,null,null,4068,null,null,8991,null,null,8768,null,null,4110,null,null,2879,null,null,3080,null,null,1961,null,null,1953,null,null,762,null,null,184,null,null,732,null,null,5310,null,null,4985,null,null,1951,null,null,1100,null,null,1298,null,null,6284,null,null,6160,null,null,810,null,null,721,null,null,335,null,null,45
431413,5550,408229,5488,23184,2137,14845,1969,8339,1467,345191,6330,330116,6403,15075,1825,10288,1425,4787,1131,38447,3111,33346,3058,5101,1079,2020,763,3081,1019,1824,774,1731,768,93,109,50,67,43,89,22174,2386,20063,2259,2111,724,1701,733,410,247,23777,2311,22973,2182,804,464,786,455,18,41,5550,null,null,5488,null,null,2137,null,null,1969,null,null,1467,null,null,6330,null,null,6403,null,null,1825,null,null,1425,null,null,1131,null,null,3111,null,null,3058,null,null,1079,null,null,763,null,null,1019,null,null,774,null,null,768,null,null,109,null,null,67,null,null,89,null,null,2386,null,null,2259,null,null,724,null,null,733,null,null,247,null,null,2311,null,null,2182,null,null,464,null,null,455,null,null,41,null,null,46
3023253,19825,2802870,21155,220383,8138,119732,6869,100651,6275,2529812,20011,2368766,20846,161046,7802,93345,6091,67701,5357,259675,9542,218644,9318,41031,4062,15534,2153,25497,3368,20528,2770,18268,2631,2260,725,1350,602,910,432,74186,5035,65122,4933,9064,1631,4683,1171,4381,1262,139052,7691,132070,7477,6982,1577,4820,1340,2162,897,19825,null,null,21155,null,null,8138,null,null,6869,null,null,6275,null,null,20011,null,null,20846,null,null,7802,null,null,6091,null,null,5357,null,null,9542,null,null,9318,null,null,4062,null,null,2153,null,null,3368,null,null,2770,null,null,2631,null,null,725,null,null,602,null,null,432,null,null,5035,null,null,4933,null,null,1631,null,null,1171,null,null,1262,null,null,7691,null,null,7477,null,null,1577,null,null,1340,null,null,897,null,null,47
12782913,41081,8185346,37747,4597567,26147,2767372,30942,1830195,27094,10296239,39884,6694898,33302,3601341,30473,2239805,31085,1361536,21572,1289832,23950,669043,15416,620789,19578,309471,11566,311318,14034,182248,7463,112740,5812,69508,5629,39436,4431,30072,3700,396447,11756,239723,8780,156724,7863,82624,4958,74100,5915,618147,14332,468942,11875,149205,6487,96036,5590,53169,4504,41081,null,null,37747,null,null,26147,null,null,30942,null,null,27094,null,null,39884,null,null,33302,null,null,30473,null,null,31085,null,null,21572,null,null,23950,null,null,15416,null,null,19578,null,null,11566,null,null,14034,null,null,7463,null,null,5812,null,null,5629,null,null,4431,null,null,3700,null,null,11756,null,null,8780,null,null,7863,null,null,4958,null,null,5915,null,null,14332,null,null,11875,null,null,6487,null,null,5590,null,null,4504,null,null,48
1437401,10476,1203368,10816,234033,7868,150879,6643,83154,5905,1090309,12056,924575,10966,165734,6908,107940,5490,57794,4804,158716,8278,120812,6645,37904,4593,22232,3152,15672,2999,38717,4449,27386,2956,11331,3352,6953,1912,4378,2083,62523,4161,52515,3749,10008,2018,6704,1557,3304,1120,87136,4559,78080,4115,9056,1948,7050,1760,2006,821,10476,null,null,10816,null,null,7868,null,null,6643,null,null,5905,null,null,12056,null,null,10966,null,null,6908,null,null,5490,null,null,4804,null,null,8278,null,null,6645,null,null,4593,null,null,3152,null,null,2999,null,null,4449,null,null,2956,null,null,3352,null,null,1912,null,null,2083,null,null,4161,null,null,3749,null,null,2018,null,null,1557,null,null,1120,null,null,4559,null,null,4115,null,null,1948,null,null,1760,null,null,821,null,null,49
314140,5150,297779,5384,16361,2195,13190,1776,3171,859,237725,4849,226522,4880,11203,1665,9379,1581,1824,689,25242,2514,23988,2368,1254,519,909,388,345,338,4382,1144,3895,1029,487,572,454,572,33,47,24594,2325,22080,2178,2514,949,1624,636,890,540,22197,1660,21294,1587,903,388,824,368,79,91,5150,null,null,5384,null,null,2195,null,null,1776,null,null,859,null,null,4849,null,null,4880,null,null,1665,null,null,1581,null,null,689,null,null,2514,null,null,2368,null,null,519,null,null,388,null,null,338,null,null,1144,null,null,1029,null,null,572,null,null,572,null,null,47,null,null,2325,null,null,2178,null,null,949,null,null,636,null,null,540,null,null,1660,null,null,1587,null,null,388,null,null,368,null,null,91,null,null,50
4054176,19907,3370584,20834,683592,11621,420123,10184,263469,8520,3181733,19969,2703402,20507,478331,10431,310714,8617,167617,7152,374854,11999,274089,9612,100765,6873,46357,4517,54408,5443,113674,5615,80169,4523,33505,3544,18525,2501,14980,2339,175066,7090,138217,6663,36849,3497,20959,2463,15890,2907,208849,7168,174707,6092,34142,3216,23568,2473,10574,1830,19907,null,null,20834,null,null,11621,null,null,10184,null,null,8520,null,null,19969,null,null,20507,null,null,10431,null,null,8617,null,null,7152,null,null,11999,null,null,9612,null,null,6873,null,null,4517,null,null,5443,null,null,5615,null,null,4523,null,null,3544,null,null,2501,null,null,2339,null,null,7090,null,null,6663,null,null,3497,null,null,2463,null,null,2907,null,null,7168,null,null,6092,null,null,3216,null,null,2473,null,null,1830,null,null,51
3409782,22097,2741438,22885,668344,12877,396360,10474,271984,9201,2456594,18103,2019718,18673,436876,10931,266346,9308,170530,7109,337551,10763,233932,8523,103619,6095,52473,4052,51146,4193,217749,8009,164186,7243,53563,4436,34070,3329,19493,2794,194793,9032,153665,7297,41128,4333,23963,2998,17165,2884,203095,7849,169937,6885,33158,3529,19508,2183,13650,2554,22097,null,null,22885,null,null,12877,null,null,10474,null,null,9201,null,null,18103,null,null,18673,null,null,10931,null,null,9308,null,null,7109,null,null,10763,null,null,8523,null,null,6095,null,null,4052,null,null,4193,null,null,8009,null,null,7243,null,null,4436,null,null,3329,null,null,2794,null,null,9032,null,null,7297,null,null,4333,null,null,2998,null,null,2884,null,null,7849,null,null,6885,null,null,3529,null,null,2183,null,null,2554,null,null,53
707699,10766,689033,10765,18666,2347,13108,1839,5558,1455,582152,10441,569442,10375,12710,1567,9443,1411,3267,1045,60743,4179,57868,4218,2875,1041,1473,542,1402,810,6670,1428,6279,1427,391,272,249,273,142,172,29223,3072,27726,2855,1497,792,1215,710,282,260,28911,3151,27718,3254,1193,660,728,421,465,520,10766,null,null,10765,null,null,2347,null,null,1839,null,null,1455,null,null,10441,null,null,10375,null,null,1567,null,null,1411,null,null,1045,null,null,4179,null,null,4218,null,null,1041,null,null,542,null,null,810,null,null,1428,null,null,1427,null,null,272,null,null,273,null,null,172,null,null,3072,null,null,2855,null,null,792,null,null,710,null,null,260,null,null,3151,null,null,3254,null,null,660,null,null,421,null,null,520,null,null,54
2875765,14278,2622232,13920,253533,8744,159337,7314,94196,4595,2315209,15123,2139272,14671,175937,6804,114219,5973,61718,3630,237987,6951,194908,6065,43079,3280,22513,2331,20566,2299,49757,3325,41257,2781,8500,1650,4436,1116,4064,1441,135300,5660,118272,5164,17028,2142,11373,1674,5655,1115,137512,5466,128523,5272,8989,1146,6796,1089,2193,485,14278,null,null,13920,null,null,8744,null,null,7314,null,null,4595,null,null,15123,null,null,14671,null,null,6804,null,null,5973,null,null,3630,null,null,6951,null,null,6065,null,null,3280,null,null,2331,null,null,2299,null,null,3325,null,null,2781,null,null,1650,null,null,1116,null,null,1441,null,null,5660,null,null,5164,null,null,2142,null,null,1674,null,null,1115,null,null,5466,null,null,5272,null,null,1146,null,null,1089,null,null,485,null,null,55
286956,5098,263560,5622,23396,2878,15348,2366,8048,1664,221827,5639,206182,5474,15645,2475,11001,2258,4644,1163,26539,2680,23505,2477,3034,982,2175,803,859,594,4497,1612,3902,1449,595,359,549,355,46,74,17615,2247,14085,2000,3530,1270,1032,517,2498,1140,16478,2466,15886,2539,592,350,591,350,1,2,5098,null,null,5622,null,null,2878,null,null,2366,null,null,1664,null,null,5639,null,null,5474,null,null,2475,null,null,2258,null,null,1163,null,null,2680,null,null,2477,null,null,982,null,null,803,null,null,594,null,null,1612,null,null,1449,null,null,359,null,null,355,null,null,74,null,null,2247,null,null,2000,null,null,1270,null,null,517,null,null,1140,null,null,2466,null,null,2539,null,null,350,null,null,350,null,null,2,null,null,56
1025593,12860,53967,4295,971626,13306,237295,10010,734331,12707,845312,13413,40093,3422,805219,13844,201300,9043,603919,12747,86869,5695,7448,1540,79421,5376,18019,2209,61402,4763,18841,2224,1388,697,17453,2038,2671,733,14782,1917,49887,3714,3712,926,46175,3583,9618,1613,36557,3401,24684,2593,1326,612,23358,2506,5687,1218,17671,2300,12860,null,null,4295,null,null,13306,null,null,10010,null,null,12707,null,null,13413,null,null,3422,null,null,13844,null,null,9043,null,null,12747,null,null,5695,null,null,1540,null,null,5376,null,null,2209,null,null,4763,null,null,2224,null,null,697,null,null,2038,null,null,733,null,null,1917,null,null,3714,null,null,926,null,null,3583,null,null,1613,null,null,3401,null,null,2593,null,null,612,null,null,2506,null,null,1218,null,null,2300,null,null,72
1999339,15885,1887365,16527,111974,5485,63060,4718,48914,3708,1719588,16931,1629152,17163,90436,4797,52562,3980,37874,3081,160608,6865,145898,6715,14710,2191,6531,1456,8179,1857,6992,1605,6252,1494,740,683,158,149,582,651,43570,3350,40648,3055,2922,1247,1511,773,1411,942,68581,5449,65415,5304,3166,1300,2298,1192,868,556,15885,null,null,16527,null,null,5485,null,null,4718,null,null,3708,null,null,16931,null,null,17163,null,null,4797,null,null,3980,null,null,3081,null,null,6865,null,null,6715,null,null,2191,null,null,1456,null,null,1857,null,null,1605,null,null,1494,null,null,683,null,null,149,null,null,651,null,null,3350,null,null,3055,null,null,1247,null,null,773,null,null,942,null,null,5449,null,null,5304,null,null,1300,null,null,1192,null,null,556,null,null,01
369426,6108,307205,6320,62221,4155,41545,3389,20676,2512,251986,6142,216519,6170,35467,2939,25075,2649,10392,1814,45008,4255,35370,3755,9638,1895,5732,1389,3906,1234,4569,1222,3883,1188,686,333,466,302,220,222,49091,2948,35377,2596,13714,1447,8283,910,5431,982,18772,2415,16056,1958,2716,1026,1989,810,727,462,6108,null,null,6320,null,null,4155,null,null,3389,null,null,2512,null,null,6142,null,null,6170,null,null,2939,null,null,2649,null,null,1814,null,null,4255,null,null,3755,null,null,1895,null,null,1389,null,null,1234,null,null,1222,null,null,1188,null,null,333,null,null,302,null,null,222,null,null,2948,null,null,2596,null,null,1447,null,null,910,null,null,982,null,null,2415,null,null,1958,null,null,1026,null,null,810,null,null,462,null,null,02
2960395,17400,2130921,19681,829474,16678,555766,14653,273708,8462,2265892,20456,1652408,20004,613484,13858,423424,11598,190060,7113,323559,11458,196040,8970,127519,7937,74047,5824,53472,4091,54144,4314,35996,3259,18148,2826,11097,2454,7051,1410,126918,6588,92500,5723,34418,3380,21771,2927,12647,2028,189882,7571,153977,6694,35905,3486,25427,3041,10478,2025,17400,null,null,19681,null,null,16678,null,null,14653,null,null,8462,null,null,20456,null,null,20004,null,null,13858,null,null,11598,null,null,7113,null,null,11458,null,null,8970,null,null,7937,null,null,5824,null,null,4091,null,null,4314,null,null,3259,null,null,2826,null,null,2454,null,null,1410,null,null,6588,null,null,5723,null,null,3380,null,null,2927,null,null,2028,null,null,7571,null,null,6694,null,null,3486,null,null,3041,null,null,2025,null,null,04
1265292,12628,1167416,12423,97876,4797,50338,4404,47538,3587,1052674,14165,981917,13598,70757,4193,39024,3806,31733,2686,127256,5544,106935,5560,20321,2684,7864,1521,12457,2445,4436,1169,4198,1136,238,274,93,145,145,236,40417,3580,36658,3346,3759,1111,2050,634,1709,877,40509,3651,37708,3420,2801,1019,1307,622,1494,798,12628,null,null,12423,null,null,4797,null,null,4404,null,null,3587,null,null,14165,null,null,13598,null,null,4193,null,null,3806,null,null,2686,null,null,5544,null,null,5560,null,null,2684,null,null,1521,null,null,2445,null,null,1169,null,null,1136,null,null,274,null,null,145,null,null,236,null,null,3580,null,null,3346,null,null,1111,null,null,634,null,null,877,null,null,3651,null,null,3420,null,null,1019,null,null,622,null,null,798,null,null,05
17938581,43552,9804288,41763,8134293,39612,4765357,34264,3368936,29489,13200224,49492,7359783,40106,5840441,42230,3569663,31835,2270778,30618,1847399,28714,777569,16870,1069830,22708,517220,15341,552610,14806,909743,16625,438773,11093,470970,13620,239543,8548,231427,10528,936665,14832,523958,12658,412707,10268,226893,8732,185814,7551,1044550,19991,704205,16502,340345,11923,212038,8729,128307,6369,43552,null,null,41763,null,null,39612,null,null,34264,null,null,29489,null,null,49492,null,null,40106,null,null,42230,null,null,31835,null,null,30618,null,null,28714,null,null,16870,null,null,22708,null,null,15341,null,null,14806,null,null,16625,null,null,11093,null,null,13620,null,null,8548,null,null,10528,null,null,14832,null,null,12658,null,null,10268,null,null,8732,null,null,7551,null,null,19991,null,null,16502,null,null,11923,null,null,8729,null,null,6369,null,null,06
2800526,15896,2342250,16446,458276,10204,281470,8059,176806,8009,2102068,16698,1769689,15757,332379,8839,205558,7238,126821,6858,250531,11082,186897,8620,63634,5398,32345,3656,31289,3642,81684,5148,61790,3957,19894,3261,12584,2484,7310,1987,142916,7082,122183,6200,20733,2612,15313,2212,5420,1367,223327,7563,201691,7090,21636,2539,15670,2207,5966,1231,15896,null,null,16446,null,null,10204,null,null,8059,null,null,8009,null,null,16698,null,null,15757,null,null,8839,null,null,7238,null,null,6858,null,null,11082,null,null,8620,null,null,5398,null,null,3656,null,null,3642,null,null,5148,null,null,3957,null,null,3261,null,null,2484,null,null,1987,null,null,7082,null,null,6200,null,null,2612,null,null,2212,null,null,1367,null,null,7563,null,null,7090,null,null,2539,null,null,2207,null,null,1231,null,null,08
1757632,13701,1359019,14934,398613,10353,261250,9657,137363,5936,1388139,15208,1105359,14020,282780,10415,194358,8708,88422,5062,147496,7108,93567,5725,53929,4148,28218,2490,25711,3469,61275,5304,36756,3897,24519,3265,13312,2287,11207,2073,67591,4794,46701,3386,20890,2797,13974,2235,6916,1510,93131,4838,76636,4603,16495,1843,11388,1708,5107,1362,13701,null,null,14934,null,null,10353,null,null,9657,null,null,5936,null,null,15208,null,null,14020,null,null,10415,null,null,8708,null,null,5062,null,null,7108,null,null,5725,null,null,4148,null,null,2490,null,null,3469,null,null,5304,null,null,3897,null,null,3265,null,null,2287,null,null,2073,null,null,4794,null,null,3386,null,null,2797,null,null,2235,null,null,1510,null,null,4838,null,null,4603,null,null,1843,null,null,1708,null,null,1362,null,null,09
443043,8653,382946,8211,60097,3945,39239,3283,20858,2164,362396,8450,318955,8131,43441,3371,29809,2824,13632,1826,37860,3419,27828,2992,10032,2031,4843,1255,5189,1450,10635,1933,9399,1792,1236,647,722,554,514,344,12490,2067,9303,1583,3187,1178,2113,961,1074,622,19662,2352,17461,2249,2201,929,1752,765,449,449,8653,null,null,8211,null,null,3945,null,null,3283,null,null,2164,null,null,8450,null,null,8131,null,null,3371,null,null,2824,null,null,1826,null,null,3419,null,null,2992,null,null,2031,null,null,1255,null,null,1450,null,null,1933,null,null,1792,null,null,647,null,null,554,null,null,344,null,null,2067,null,null,1583,null,null,1178,null,null,961,null,null,622,null,null,2352,null,null,2249,null,null,929,null,null,765,null,null,449,null,null,10
831531,14185,621268,11408,210263,8132,137009,6584,73254,5094,353042,9415,264802,8485,88240,5202,58633,4604,29607,2892,72227,4126,47361,3514,24866,2506,13891,1749,10975,2177,303582,9309,227350,7888,76232,4957,50744,3927,25488,3296,80919,4464,64552,3389,16367,2338,10924,1663,5443,1800,21761,2600,17203,2374,4558,1283,2817,887,1741,1068,14185,null,null,11408,null,null,8132,null,null,6584,null,null,5094,null,null,9415,null,null,8485,null,null,5202,null,null,4604,null,null,2892,null,null,4126,null,null,3514,null,null,2506,null,null,1749,null,null,2177,null,null,9309,null,null,7888,null,null,4957,null,null,3927,null,null,3296,null,null,4464,null,null,3389,null,null,2338,null,null,1663,null,null,1800,null,null,2600,null,null,2374,null,null,1283,null,null,887,null,null,1068,null,null,11
