C06001_001E,C06001_001M,C06001_002E,C06001_002M,C06001_003E,C06001_003M,C06001_004E,C06001_004M,C06001_005E,C06001_005M,C06001_006E,C06001_006M,C06001_007E,C06001_007M,C06001_008E,C06001_008M,C06001_009E,C06001_009M,C06001_010E,C06001_010M,C06001_011E,C06001_011M,C06001_012E,C06001_012M,C06001_013E,C06001_013M,C06001_014E,C06001_014M,C06001_015E,C06001_015M,C06001_016E,C06001_016M,C06001_017E,C06001_017M,C06001_018E,C06001_018M,C06001_019E,C06001_019M,C06001_020E,C06001_020M,C06001_021E,C06001_021M,C06001_022E,C06001_022M,C06001_023E,C06001_023M,C06001_024E,C06001_024M,C06001_025E,C06001_025M,C06001_026E,C06001_026M,C06001_027E,C06001_027M,C06001_028E,C06001_028M,C06001_029E,C06001_029M,C06001_030E,C06001_030M,C06001_031E,C06001_031M,C06001_032E,C06001_032M,C06001_033E,C06001_033M,C06001_034E,C06001_034M,C06001_035E,C06001_035M,C06001_036E,C06001_036M,C06001_037E,C06001_037M,C06001_038E,C06001_038M,C06001_039E,C06001_039M,C06001_040E,C06001_040M,C06001_041E,C06001_041M,C06001_042E,C06001_042M,C06001_043E,C06001_043M,C06001_044E,C06001_044M,C06001_045E,C06001_045M,C06001_001M,C06001_001EA,C06001_001MA,C06001_002M,C06001_002EA,C06001_002MA,C06001_003M,C06001_003EA,C06001_003MA,C06001_004M,C06001_004EA,C06001_004MA,C06001_005M,C06001_005EA,C06001_005MA,C06001_006M,C06001_006EA,C06001_006MA,C06001_007M,C06001_007EA,C06001_007MA,C06001_008M,C06001_008EA,C06001_008MA,C06001_009M,C06001_009EA,C06001_009MA,C06001_010M,C06001_010EA,C06001_010MA,C06001_011M,C06001_011EA,C06001_011MA,C06001_012M,C06001_012EA,C06001_012MA,C06001_013M,C06001_013EA,C06001_013MA,C06001_014M,C06001_014EA,C06001_014MA,C06001_015M,C06001_015EA,C06001_015MA,C06001_016M,C06001_016EA,C06001_016MA,C06001_017M,C06001_017EA,C06001_017MA,C06001_018M,C06001_018EA,C06001_018MA,C06001_019M,C06001_019EA,C06001_019MA,C06001_020M,C06001_020EA,C06001_020MA,C06001_021M,C06001_021EA,C06001_021MA,C06001_022M,C06001_022EA,C06001_022MA,C06001_023M,C06001_023EA,C06001_023MA,C06001_024M,C06001_024EA,C06001_024MA,C06001_025M,C06001_025EA,C06001_025MA,C06001_026M,C06001_026EA,C06001_026MA,C06001_027M,C06001_027EA,C06001_027MA,C06001_028M,C06001_028EA,C06001_028MA,C06001_029M,C06001_029EA,C06001_029MA,C06001_030M,C06001_030EA,C06001_030MA,C06001_031M,C06001_031EA,C06001_031MA,C06001_032M,C06001_032EA,C06001_032MA,C06001_033M,C06001_033EA,C06001_033MA,C06001_034M,C06001_034EA,C06001_034MA,C06001_035M,C06001_035EA,C06001_035MA,C06001_036M,C06001_036EA,C06001_036MA,C06001_037M,C06001_037EA,C06001_037MA,C06001_038M,C06001_038EA,C06001_038MA,C06001_039M,C06001_039EA,C06001_039MA,C06001_040M,C06001_040EA,C06001_040MA,C06001_041M,C06001_041EA,C06001_041MA,C06001_042M,C06001_042EA,C06001_042MA,C06001_043M,C06001_043EA,C06001_043MA,C06001_044M,C06001_044EA,C06001_044MA,C06001_045M,C06001_045EA,C06001_045MA,state
3051217,-555555555,253422,1649,668425,1869,346126,3116,858060,3645,312852,2682,292842,1799,190291,1383,129199,1446,1892243,18289,224291,3072,532864,7811,208239,5524,468810,7881,147817,4409,146621,4530,95218,3023,68383,2523,875270,17353,25830,2534,116442,7210,106743,5446,265639,7258,115257,4146,113801,4374,80629,2929,50929,2851,31371,3854,1548,689,4606,1248,3673,1057,13245,2137,3816,1088,3023,792,1231,656,229,193,252333,9896,1753,611,14513,2314,27471,3596,110366,4193,45962,3066,29397,2154,13213,1485,9658,1402,-555555555,null,*****,1649,null,null,1869,null,null,3116,null,null,3645,null,null,2682,null,null,1799,null,null,1383,null,null,1446,null,null,18289,null,null,3072,null,null,7811,null,null,5524,null,null,7881,null,null,4409,null,null,4530,null,null,3023,null,null,2523,null,null,17353,null,null,2534,null,null,7210,null,null,5446,null,null,7258,null,null,4146,null,null,4374,null,null,2929,null,null,2851,null,null,3854,null,null,689,null,null,1248,null,null,1057,null,null,2137,null,null,1088,null,null,792,null,null,656,null,null,193,null,null,9896,null,null,611,null,null,2314,null,null,3596,null,null,4193,null,null,3066,null,null,2154,null,null,1485,null,null,1402,null,null,49
624594,-555555555,30464,783,88220,1051,66347,1086,142404,1574,86724,1014,96835,842,68975,704,44625,287,313645,6959,25878,1134,64322,2045,30801,2242,67554,2953,37292,2033,39833,2093,27887,1833,20078,1140,276563,6959,4276,876,21356,2051,31563,2083,65011,3211,44456,1919,51165,2090,36876,1915,21860,1128,6163,1052,95,97,680,392,890,355,1875,673,927,340,1312,504,203,116,181,200,28223,2220,215,230,1862,821,3093,801,7964,1405,4049,889,4525,1007,4009,748,2506,677,-555555555,null,*****,783,null,null,1051,null,null,1086,null,null,1574,null,null,1014,null,null,842,null,null,704,null,null,287,null,null,6959,null,null,1134,null,null,2045,null,null,2242,null,null,2953,null,null,2033,null,null,2093,null,null,1833,null,null,1140,null,null,6959,null,null,876,null,null,2051,null,null,2083,null,null,3211,null,null,1919,null,null,2090,null,null,1915,null,null,1128,null,null,1052,null,null,97,null,null,392,null,null,355,null,null,673,null,null,340,null,null,504,null,null,116,null,null,200,null,null,2220,null,null,230,null,null,821,null,null,801,null,null,1405,null,null,889,null,null,1007,null,null,748,null,null,677,null,null,50
8411808,-555555555,503782,3269,1363778,4178,823075,5845,2246983,8270,1164976,5757,1081169,3942,737489,3124,490556,3003,4155700,28504,423567,5782,982652,10821,444004,8407,890443,12493,436377,9268,447451,6970,311038,6169,220168,4753,3055265,26840,65932,4428,292770,9472,279591,8413,870682,12906,505412,9206,479750,7788,341755,6179,219373,5042,169674,7754,5741,1480,29018,3289,17663,2565,57605,4119,27447,2728,21269,2382,7503,1330,3428,894,1031169,17341,8542,2148,59338,5140,81817,5096,428253,9121,195740,6037,132699,4407,77193,3570,47587,3267,-555555555,null,*****,3269,null,null,4178,null,null,5845,null,null,8270,null,null,5757,null,null,3942,null,null,3124,null,null,3003,null,null,28504,null,null,5782,null,null,10821,null,null,8407,null,null,12493,null,null,9268,null,null,6970,null,null,6169,null,null,4753,null,null,26840,null,null,4428,null,null,9472,null,null,8413,null,null,12906,null,null,9206,null,null,7788,null,null,6179,null,null,5042,null,null,7754,null,null,1480,null,null,3289,null,null,2565,null,null,4119,null,null,2728,null,null,2382,null,null,1330,null,null,894,null,null,17341,null,null,2148,null,null,5140,null,null,5096,null,null,9121,null,null,6037,null,null,4407,null,null,3570,null,null,3267,null,null,51
7288000,-555555555,449944,1869,1179117,2178,662384,3596,2018837,5513,951227,3729,947678,2471,654584,2754,424229,2186,3411198,29176,383774,4927,859825,10575,372195,8766,783449,13068,317856,7189,347376,6883,224445,5882,122278,3837,2728023,29969,54645,4075,240163,9069,197650,7151,765188,15435,429169,8125,457279,6457,344691,5947,239238,4478,128385,5494,4131,1211,18748,2678,12867,1818,44950,3329,20231,2355,17103,1804,6329,1075,4026,1150,1020394,20537,7394,1899,60381,5520,79672,5358,425250,10328,183971,5521,125920,4334,79119,3544,58687,3270,-555555555,null,*****,1869,null,null,2178,null,null,3596,null,null,5513,null,null,3729,null,null,2471,null,null,2754,null,null,2186,null,null,29176,null,null,4927,null,null,10575,null,null,8766,null,null,13068,null,null,7189,null,null,6883,null,null,5882,null,null,3837,null,null,29969,null,null,4075,null,null,9069,null,null,7151,null,null,15435,null,null,8125,null,null,6457,null,null,5947,null,null,4478,null,null,5494,null,null,1211,null,null,2678,null,null,1818,null,null,3329,null,null,2355,null,null,1804,null,null,1075,null,null,1150,null,null,20537,null,null,1899,null,null,5520,null,null,5358,null,null,10328,null,null,5521,null,null,4334,null,null,3544,null,null,3270,null,null,53
1831102,-555555555,101668,1659,275215,1967,162462,2468,438703,2963,243424,1933,265855,1436,204039,1576,139736,1045,1261313,11474,84001,2462,206716,4274,101168,3303,282002,5025,149245,3537,178878,3536,146981,3259,112322,2218,528317,10996,16985,1881,65021,4174,56512,3155,142648,4816,87850,3804,81636,3462,52322,3081,25343,1900,9702,1765,444,348,1702,724,1080,619,2944,856,1531,519,778,414,1169,596,54,84,31770,3111,238,231,1776,752,3702,1484,11109,1716,4798,1074,4563,1182,3567,1129,2017,608,-555555555,null,*****,1659,null,null,1967,null,null,2468,null,null,2963,null,null,1933,null,null,1436,null,null,1576,null,null,1045,null,null,11474,null,null,2462,null,null,4274,null,null,3303,null,null,5025,null,null,3537,null,null,3536,null,null,3259,null,null,2218,null,null,10996,null,null,1881,null,null,4174,null,null,3155,null,null,4816,null,null,3804,null,null,3462,null,null,3081,null,null,1900,null,null,1765,null,null,348,null,null,724,null,null,619,null,null,856,null,null,519,null,null,414,null,null,596,null,null,84,null,null,3111,null,null,231,null,null,752,null,null,1484,null,null,1716,null,null,1074,null,null,1182,null,null,1129,null,null,608,null,null,54
5778709,-555555555,334091,2085,950900,2167,560389,3196,1415733,4194,781660,3384,808675,2070,529223,1578,398038,1877,4131791,18103,305776,2892,793325,6877,391472,5411,927651,8459,511354,5758,559657,5430,358658,4084,283898,3914,1305598,15680,24836,2223,127199,6336,134825,4905,350295,7049,213278,5246,211384,5102,148506,3860,95275,3717,52776,4606,1196,485,8997,1713,6125,1357,16538,2330,7391,1245,6457,1170,3423,788,2649,937,288544,8305,2283,727,21379,2876,27967,2523,121249,5111,49637,3100,31177,2241,18636,1733,16216,2052,-555555555,null,*****,2085,null,null,2167,null,null,3196,null,null,4194,null,null,3384,null,null,2070,null,null,1578,null,null,1877,null,null,18103,null,null,2892,null,null,6877,null,null,5411,null,null,8459,null,null,5758,null,null,5430,null,null,4084,null,null,3914,null,null,15680,null,null,2223,null,null,6336,null,null,4905,null,null,7049,null,null,5246,null,null,5102,null,null,3860,null,null,3717,null,null,4606,null,null,485,null,null,1713,null,null,1357,null,null,2330,null,null,1245,null,null,1170,null,null,788,null,null,937,null,null,8305,null,null,727,null,null,2876,null,null,2523,null,null,5111,null,null,3100,null,null,2241,null,null,1733,null,null,2052,null,null,55
585501,-555555555,37873,1292,102987,1920,53847,2153,153106,2738,69086,1805,81019,1093,53643,988,33940,697,250041,7049,30507,1995,60596,4025,25506,2234,59596,3625,20763,1543,25615,2154,18043,1713,9415,1121,312442,7234,7040,1383,40641,3859,26402,2544,84273,3508,43131,2240,53051,2203,34173,1714,23731,1288,4162,1218,140,185,361,290,324,295,1147,511,1106,785,486,374,353,405,245,307,18856,2573,186,222,1389,673,1615,764,8090,1829,4086,1558,1867,639,1074,437,549,322,-555555555,null,*****,1292,null,null,1920,null,null,2153,null,null,2738,null,null,1805,null,null,1093,null,null,988,null,null,697,null,null,7049,null,null,1995,null,null,4025,null,null,2234,null,null,3625,null,null,1543,null,null,2154,null,null,1713,null,null,1121,null,null,7234,null,null,1383,null,null,3859,null,null,2544,null,null,3508,null,null,2240,null,null,2203,null,null,1714,null,null,1288,null,null,1218,null,null,185,null,null,290,null,null,295,null,null,511,null,null,785,null,null,374,null,null,405,null,null,307,null,null,2573,null,null,222,null,null,673,null,null,764,null,null,1829,null,null,1558,null,null,639,null,null,437,null,null,322,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
4863300,-555555555,286643,3241,812874,4114,463070,4595,1227834,6656,645623,5592,643304,2654,465669,2588,318283,2705,3380717,21708,252415,4242,650521,8576,326346,7194,782014,10753,407150,7254,424010,5961,312464,4901,225797,4443,1273889,19978,31137,3014,143447,7466,117595,5801,353674,10550,205642,6684,196939,5843,139922,4018,85533,3714,45065,4572,1710,1028,5640,1383,5872,1424,15428,2715,6749,1283,6382,1389,2317,782,967,529,163629,5744,1381,663,13266,1918,13257,2110,76718,4687,26082,2978,15973,1924,10966,1772,5986,1289,-555555555,null,*****,3241,null,null,4114,null,null,4595,null,null,6656,null,null,5592,null,null,2654,null,null,2588,null,null,2705,null,null,21708,null,null,4242,null,null,8576,null,null,7194,null,null,10753,null,null,7254,null,null,5961,null,null,4901,null,null,4443,null,null,19978,null,null,3014,null,null,7466,null,null,5801,null,null,10550,null,null,6684,null,null,5843,null,null,4018,null,null,3714,null,null,4572,null,null,1028,null,null,1383,null,null,1424,null,null,2715,null,null,1283,null,null,1389,null,null,782,null,null,529,null,null,5744,null,null,663,null,null,1918,null,null,2110,null,null,4687,null,null,2978,null,null,1924,null,null,1772,null,null,1289,null,null,01
741894,-555555555,52495,797,134801,990,75647,1700,214002,2612,93124,2090,95993,1716,52097,1100,23735,892,301971,6699,42462,1482,92756,3671,38054,2579,78181,3149,20129,1472,17939,1627,8458,1114,3992,616,362971,7072,8699,1507,34420,3208,31578,2676,108967,3722,57901,2049,65891,2079,38907,1193,16608,857,19588,2463,934,559,3342,931,2127,886,7505,1734,2896,775,1769,664,803,381,212,198,57364,4460,400,258,4283,1312,3888,1041,19349,2246,12198,1468,10394,1649,3929,794,2923,715,-555555555,null,*****,797,null,null,990,null,null,1700,null,null,2612,null,null,2090,null,null,1716,null,null,1100,null,null,892,null,null,6699,null,null,1482,null,null,3671,null,null,2579,null,null,3149,null,null,1472,null,null,1627,null,null,1114,null,null,616,null,null,7072,null,null,1507,null,null,3208,null,null,2676,null,null,3722,null,null,2049,null,null,2079,null,null,1193,null,null,857,null,null,2463,null,null,559,null,null,931,null,null,886,null,null,1734,null,null,775,null,null,664,null,null,381,null,null,198,null,null,4460,null,null,258,null,null,1312,null,null,1041,null,null,2246,null,null,1468,null,null,1649,null,null,794,null,null,715,null,null,02
6931071,-555555555,436322,1477,1195100,1916,673240,2493,1778802,4229,846513,3033,831268,1377,684376,1743,485450,1579,2734815,24679,380245,4870,895102,10412,370139,8967,638151,10515,179574,6076,148556,5317,76057,3539,46991,3321,3165430,21164,45349,4666,240514,8985,228183,7608,758081,11030,466699,6617,536866,5713,515523,4584,374215,4034,95943,6131,4162,1329,15335,2393,8700,1919,30204,3152,14642,1981,13039,1767,6331,1475,3530,996,934883,18041,6566,1475,44149,4740,66218,4623,352366,9258,185598,5695,132807,4642,86465,4140,60714,3424,-555555555,null,*****,1477,null,null,1916,null,null,2493,null,null,4229,null,null,3033,null,null,1377,null,null,1743,null,null,1579,null,null,24679,null,null,4870,null,null,10412,null,null,8967,null,null,10515,null,null,6076,null,null,5317,null,null,3539,null,null,3321,null,null,21164,null,null,4666,null,null,8985,null,null,7608,null,null,11030,null,null,6617,null,null,5713,null,null,4584,null,null,4034,null,null,6131,null,null,1329,null,null,2393,null,null,1919,null,null,3152,null,null,1981,null,null,1767,null,null,1475,null,null,996,null,null,18041,null,null,1475,null,null,4740,null,null,4623,null,null,9258,null,null,5695,null,null,4642,null,null,4140,null,null,3424,null,null,04
2988248,-555555555,188716,2976,518644,3218,290440,3981,747544,5065,379035,4111,378239,2765,284288,2342,201342,1771,1829423,18237,162306,3736,402837,7192,179531,5003,409611,7808,199021,4735,197010,4932,160339,4343,118768,3656,1001413,16977,24507,2968,105125,6324,94660,4191,265652,7961,153986,4774,164083,4748,114386,4314,79014,3617,18820,2368,511,315,2570,1158,2583,1038,5213,1247,3328,921,3586,914,722,364,307,232,138592,6168,1392,714,8112,1562,13666,2241,67068,4655,22700,2627,13560,1840,8841,1440,3253,941,-555555555,null,*****,2976,null,null,3218,null,null,3981,null,null,5065,null,null,4111,null,null,2765,null,null,2342,null,null,1771,null,null,18237,null,null,3736,null,null,7192,null,null,5003,null,null,7808,null,null,4735,null,null,4932,null,null,4343,null,null,3656,null,null,16977,null,null,2968,null,null,6324,null,null,4191,null,null,7961,null,null,4774,null,null,4748,null,null,4314,null,null,3617,null,null,2368,null,null,315,null,null,1158,null,null,1038,null,null,1247,null,null,921,null,null,914,null,null,364,null,null,232,null,null,6168,null,null,714,null,null,1562,null,null,2241,null,null,4655,null,null,2627,null,null,1840,null,null,1440,null,null,941,null,null,05
39250017,-555555555,2482422,2763,6610827,3205,3852527,4383,11070230,5819,5198221,5025,4687351,3263,3092039,3918,2256400,3816,21582633,57677,2295574,10134,5747759,16843,2876863,15435,5447973,32711,1946612,17261,1733908,15777,987149,13413,546795,8790,6452775,45873,99242,6663,384601,11822,353806,9957,1557510,22675,922592,13389,1161887,14507,1040838,11458,932299,9493,536946,13654,25655,2990,85168,5960,54030,3799,163648,7732,74421,4612,76094,4306,35296,3405,22634,2110,10677663,46799,61951,4444,393299,11247,567828,13339,3901099,30528,2254596,14762,1715462,12886,1028756,9441,754672,8973,-555555555,null,*****,2763,null,null,3205,null,null,4383,null,null,5819,null,null,5025,null,null,3263,null,null,3918,null,null,3816,null,null,57677,null,null,10134,null,null,16843,null,null,15435,null,null,32711,null,null,17261,null,null,15777,null,null,13413,null,null,8790,null,null,45873,null,null,6663,null,null,11822,null,null,9957,null,null,22675,null,null,13389,null,null,14507,null,null,11458,null,null,9493,null,null,13654,null,null,2990,null,null,5960,null,null,3799,null,null,7732,null,null,4612,null,null,4306,null,null,3405,null,null,2110,null,null,46799,null,null,4444,null,null,11247,null,null,13339,null,null,30528,null,null,14762,null,null,12886,null,null,9441,null,null,8973,null,null,06
5540545,-555555555,335071,1994,925441,2372,534527,3770,1583229,4683,719910,3756,699311,1890,460219,1900,282837,1881,2373842,22127,283188,4631,679982,8888,272919,7967,535896,10481,213965,6520,199265,5607,111342,4226,77285,2956,2541971,20685,43032,3879,202331,8285,209981,8033,777265,10878,392392,6626,427495,6337,310883,4323,178592,3478,79999,5219,2928,987,8693,1707,9636,1721,28160,2582,13326,1987,12310,1877,3422,780,1524,553,544733,14346,5923,1441,34435,3955,41991,3375,241908,8649,100227,4168,60241,3356,34572,2360,25436,2360,-555555555,null,*****,1994,null,null,2372,null,null,3770,null,null,4683,null,null,3756,null,null,1890,null,null,1900,null,null,1881,null,null,22127,null,null,4631,null,null,8888,null,null,7967,null,null,10481,null,null,6520,null,null,5607,null,null,4226,null,null,2956,null,null,20685,null,null,3879,null,null,8285,null,null,8033,null,null,10878,null,null,6626,null,null,6337,null,null,4323,null,null,3478,null,null,5219,null,null,987,null,null,1707,null,null,1721,null,null,2582,null,null,1987,null,null,1877,null,null,780,null,null,553,null,null,14346,null,null,1441,null,null,3955,null,null,3375,null,null,8649,null,null,4168,null,null,3356,null,null,2360,null,null,2360,null,null,08
3576452,-555555555,185029,950,567133,1057,356553,2070,861088,2615,524729,1878,505280,1368,323635,1246,253005,1029,1975117,17520,160805,3054,433598,6471,220758,4953,422622,9143,249811,6094,232986,6067,144107,4276,110430,3475,955568,17724,17772,2419,94163,5671,84145,4623,211885,8169,155086,5690,173704,6054,121557,4107,97256,3316,131717,6730,2122,939,12684,2395,13696,2150,41043,3556,21414,2433,18639,1479,14045,1238,8074,1321,514050,13383,4330,1322,26688,3595,37954,3193,185538,8079,98418,4168,79951,4876,43926,2859,37245,2973,-555555555,null,*****,950,null,null,1057,null,null,2070,null,null,2615,null,null,1878,null,null,1368,null,null,1246,null,null,1029,null,null,17520,null,null,3054,null,null,6471,null,null,4953,null,null,9143,null,null,6094,null,null,6067,null,null,4276,null,null,3475,null,null,17724,null,null,2419,null,null,5671,null,null,4623,null,null,8169,null,null,5690,null,null,6054,null,null,4107,null,null,3316,null,null,6730,null,null,939,null,null,2395,null,null,2150,null,null,3556,null,null,2433,null,null,1479,null,null,1238,null,null,1321,null,null,13383,null,null,1322,null,null,3595,null,null,3193,null,null,8079,null,null,4168,null,null,4876,null,null,2859,null,null,2973,null,null,09
952065,-555555555,55241,775,148996,774,85281,1211,238587,1692,125863,1107,131423,862,100290,755,66384,634,428286,8550,46608,1573,105918,3544,43191,2728,97749,4120,47440,3034,44497,2746,25575,1840,17308,1614,417285,8565,7480,1322,37896,3301,33046,2266,94377,4536,61006,2641,74783,3044,65612,1968,43085,1752,17103,2657,449,352,1596,863,1591,784,5212,1363,3404,995,2976,1100,1454,637,421,259,89391,5326,704,407,3586,1007,7453,1477,41249,3193,14013,2169,9167,1274,7649,1396,5570,1312,-555555555,null,*****,775,null,null,774,null,null,1211,null,null,1692,null,null,1107,null,null,862,null,null,755,null,null,634,null,null,8550,null,null,1573,null,null,3544,null,null,2728,null,null,4120,null,null,3034,null,null,2746,null,null,1840,null,null,1614,null,null,8565,null,null,1322,null,null,3301,null,null,2266,null,null,4536,null,null,2641,null,null,3044,null,null,1968,null,null,1752,null,null,2657,null,null,352,null,null,863,null,null,784,null,null,1363,null,null,995,null,null,1100,null,null,637,null,null,259,null,null,5326,null,null,407,null,null,1007,null,null,1477,null,null,3193,null,null,2169,null,null,1274,null,null,1396,null,null,1312,null,null,10
681170,-555555555,43546,182,77236,3,80230,349,253573,349,77605,428,69883,391,46167,565,32930,422,253314,6445,34946,1632,58553,2155,24924,2015,64374,3468,26562,1994,25424,1810,12766,1227,5765,940,323546,6827,6795,1439,13567,2227,44956,2508,142304,4358,33648,2071,32133,1829,26643,1363,23500,1182,13679,1876,682,460,1330,587,1291,513,6626,1372,2245,731,1033,535,377,267,95,158,90631,5024,1123,663,3786,1221,9059,1418,40269,3034,15150,1595,11293,1305,6381,1076,3570,847,-555555555,null,*****,182,null,null,3,null,null,349,null,null,349,null,null,428,null,null,391,null,null,565,null,null,422,null,null,6445,null,null,1632,null,null,2155,null,null,2015,null,null,3468,null,null,1994,null,null,1810,null,null,1227,null,null,940,null,null,6827,null,null,1439,null,null,2227,null,null,2508,null,null,4358,null,null,2071,null,null,1829,null,null,1363,null,null,1182,null,null,1876,null,null,460,null,null,587,null,null,513,null,null,1372,null,null,731,null,null,535,null,null,267,null,null,158,null,null,5024,null,null,663,null,null,1221,null,null,1418,null,null,3034,null,null,1595,null,null,1305,null,null,1076,null,null,847,null,null,11
