C25074_001E,C25074_001M,C25074_002E,C25074_002M,C25074_003E,C25074_003M,C25074_004E,C25074_004M,C25074_005E,C25074_005M,C25074_006E,C25074_006M,C25074_007E,C25074_007M,C25074_008E,C25074_008M,C25074_009E,C25074_009M,C25074_010E,C25074_010M,C25074_011E,C25074_011M,C25074_012E,C25074_012M,C25074_013E,C25074_013M,C25074_014E,C25074_014M,C25074_015E,C25074_015M,C25074_016E,C25074_016M,C25074_017E,C25074_017M,C25074_018E,C25074_018M,C25074_019E,C25074_019M,C25074_020E,C25074_020M,C25074_021E,C25074_021M,C25074_022E,C25074_022M,C25074_023E,C25074_023M,C25074_024E,C25074_024M,C25074_025E,C25074_025M,C25074_001M,C25074_001EA,C25074_001MA,C25074_002M,C25074_002EA,C25074_002MA,C25074_003M,C25074_003EA,C25074_003MA,C25074_004M,C25074_004EA,C25074_004MA,C25074_005M,C25074_005EA,C25074_005MA,C25074_006M,C25074_006EA,C25074_006MA,C25074_007M,C25074_007EA,C25074_007MA,C25074_008M,C25074_008EA,C25074_008MA,C25074_009M,C25074_009EA,C25074_009MA,C25074_010M,C25074_010EA,C25074_010MA,C25074_011M,C25074_011EA,C25074_011MA,C25074_012M,C25074_012EA,C25074_012MA,C25074_013M,C25074_013EA,C25074_013MA,C25074_014M,C25074_014EA,C25074_014MA,C25074_015M,C25074_015EA,C25074_015MA,C25074_016M,C25074_016EA,C25074_016MA,C25074_017M,C25074_017EA,C25074_017MA,C25074_018M,C25074_018EA,C25074_018MA,C25074_019M,C25074_019EA,C25074_019MA,C25074_020M,C25074_020EA,C25074_020MA,C25074_021M,C25074_021EA,C25074_021MA,C25074_022M,C25074_022EA,C25074_022MA,C25074_023M,C25074_023EA,C25074_023MA,C25074_024M,C25074_024EA,C25074_024MA,C25074_025M,C25074_025EA,C25074_025MA,state
149544,5077,18814,2303,2509,709,12669,2050,3636,953,30965,2923,7152,1133,21570,2652,2243,660,33665,2919,10077,1475,20357,2524,3231,824,21921,2579,14610,2189,6365,1056,946,384,23556,2558,19726,2453,2635,902,1195,511,20623,2323,19272,2243,351,281,1000,383,5077,null,null,2303,null,null,709,null,null,2050,null,null,953,null,null,2923,null,null,1133,null,null,2652,null,null,660,null,null,2919,null,null,1475,null,null,2524,null,null,824,null,null,2579,null,null,2189,null,null,1056,null,null,384,null,null,2558,null,null,2453,null,null,902,null,null,511,null,null,2323,null,null,2243,null,null,281,null,null,383,null,null,23
748704,12039,78488,4845,7953,1492,53663,3967,16872,2081,77694,4164,11120,1467,62776,3895,3798,919,113938,6381,16449,2211,93788,6088,3701,915,106078,6083,29660,2699,72322,5692,4096,999,141932,6248,88625,4896,48225,3913,5082,1074,230574,6602,208630,6226,16055,2124,5889,1092,12039,null,null,4845,null,null,1492,null,null,3967,null,null,2081,null,null,4164,null,null,1467,null,null,3895,null,null,919,null,null,6381,null,null,2211,null,null,6088,null,null,915,null,null,6083,null,null,2699,null,null,5692,null,null,999,null,null,6248,null,null,4896,null,null,3913,null,null,1074,null,null,6602,null,null,6226,null,null,2124,null,null,1092,null,null,24
980468,11621,115545,6145,10365,1870,78052,4610,27128,2630,154562,6951,32137,2541,117072,6367,5353,958,156871,7002,34040,3052,116557,6127,6274,1370,128469,6157,47318,3547,76793,4820,4358,1012,149968,6389,95065,5326,50452,4206,4451,898,275053,8563,246745,8126,19657,2094,8651,1570,11621,null,null,6145,null,null,1870,null,null,4610,null,null,2630,null,null,6951,null,null,2541,null,null,6367,null,null,958,null,null,7002,null,null,3052,null,null,6127,null,null,1370,null,null,6157,null,null,3547,null,null,4820,null,null,1012,null,null,6389,null,null,5326,null,null,4206,null,null,898,null,null,8563,null,null,8126,null,null,2094,null,null,1570,null,null,25
1152870,14709,173099,5577,11743,1564,120912,5192,40444,2847,214968,7495,28289,2466,176387,6828,10292,1563,254398,7285,72864,3402,166892,6646,14642,1879,176891,6530,122930,5391,46560,3006,7401,1118,176502,6636,156016,6545,13279,2014,7207,1038,157012,5533,147650,5488,3459,797,5903,904,14709,null,null,5577,null,null,1564,null,null,5192,null,null,2847,null,null,7495,null,null,2466,null,null,6828,null,null,1563,null,null,7285,null,null,3402,null,null,6646,null,null,1879,null,null,6530,null,null,5391,null,null,3006,null,null,1118,null,null,6636,null,null,6545,null,null,2014,null,null,1038,null,null,5533,null,null,5488,null,null,797,null,null,904,null,null,26
616694,8476,63782,3156,5598,1127,47428,3033,10756,1317,101824,4486,21771,2131,76211,3696,3842,743,126770,5620,33156,2394,88705,4920,4909,829,102727,4584,62386,3916,35958,2948,4383,734,106773,4652,85344,4376,16996,2273,4433,834,114818,5097,109219,4968,1795,520,3804,706,8476,null,null,3156,null,null,1127,null,null,3033,null,null,1317,null,null,4486,null,null,2131,null,null,3696,null,null,743,null,null,5620,null,null,2394,null,null,4920,null,null,829,null,null,4584,null,null,3916,null,null,2948,null,null,734,null,null,4652,null,null,4376,null,null,2273,null,null,834,null,null,5097,null,null,4968,null,null,520,null,null,706,null,null,27
357131,8635,65474,3942,3932,987,38746,3127,22796,2401,73684,4375,9263,1332,55133,3755,9288,1532,72161,4971,24253,2841,39004,3830,8904,1871,54231,4461,39991,4051,10293,2029,3947,904,50698,3848,43705,3554,2051,888,4942,1175,40883,4027,36073,3911,633,464,4177,932,8635,null,null,3942,null,null,987,null,null,3127,null,null,2401,null,null,4375,null,null,1332,null,null,3755,null,null,1532,null,null,4971,null,null,2841,null,null,3830,null,null,1871,null,null,4461,null,null,4051,null,null,2029,null,null,904,null,null,3848,null,null,3554,null,null,888,null,null,1175,null,null,4027,null,null,3911,null,null,464,null,null,932,null,null,28
804593,10768,107089,6450,6045,1135,77372,5512,23672,2604,140409,5515,18894,2159,110519,5009,10996,1652,179492,7402,69630,4894,98363,5515,11499,1618,130134,6092,93499,5180,28536,2988,8099,1331,134942,5718,121257,5439,7976,1877,5709,1103,112527,5693,106591,5692,462,372,5474,1057,10768,null,null,6450,null,null,1135,null,null,5512,null,null,2604,null,null,5515,null,null,2159,null,null,5009,null,null,1652,null,null,7402,null,null,4894,null,null,5515,null,null,1618,null,null,6092,null,null,5180,null,null,2988,null,null,1331,null,null,5718,null,null,5439,null,null,1877,null,null,1103,null,null,5693,null,null,5692,null,null,372,null,null,1057,null,null,29
133130,5202,15237,1671,1947,579,10585,1444,2705,786,25469,2511,4550,1181,19081,2165,1838,684,30016,2713,11830,1714,14871,1895,3315,892,23715,2799,16225,2371,5400,1345,2090,726,19543,2438,16140,2280,1861,810,1542,487,19150,2571,16596,2443,163,146,2391,592,5202,null,null,1671,null,null,579,null,null,1444,null,null,786,null,null,2511,null,null,1181,null,null,2165,null,null,684,null,null,2713,null,null,1714,null,null,1895,null,null,892,null,null,2799,null,null,2371,null,null,1345,null,null,726,null,null,2438,null,null,2280,null,null,810,null,null,487,null,null,2571,null,null,2443,null,null,146,null,null,592,null,null,30
259223,5539,33121,2724,1925,523,23343,2320,7853,1529,40072,3060,6118,916,31436,2733,2518,550,60861,4251,21731,2313,36772,3174,2358,687,43620,2962,31267,2497,9827,1394,2526,597,44037,3556,38488,3141,3699,1105,1850,432,37512,3031,34030,2946,451,328,3031,725,5539,null,null,2724,null,null,523,null,null,2320,null,null,1529,null,null,3060,null,null,916,null,null,2733,null,null,550,null,null,4251,null,null,2313,null,null,3174,null,null,687,null,null,2962,null,null,2497,null,null,1394,null,null,597,null,null,3556,null,null,3141,null,null,1105,null,null,432,null,null,3031,null,null,2946,null,null,328,null,null,725,null,null,31
476396,8145,47441,4079,1173,527,32254,3118,14014,2169,63790,4138,3441,930,57960,3887,2389,760,102119,4861,19007,1868,81200,4541,1912,638,78332,4625,37769,3236,38326,3558,2237,671,85247,4799,69817,4306,13455,2282,1975,801,99467,4514,96176,4391,1930,646,1361,483,8145,null,null,4079,null,null,527,null,null,3118,null,null,2169,null,null,4138,null,null,930,null,null,3887,null,null,760,null,null,4861,null,null,1868,null,null,4541,null,null,638,null,null,4625,null,null,3236,null,null,3558,null,null,671,null,null,4799,null,null,4306,null,null,2282,null,null,801,null,null,4514,null,null,4391,null,null,646,null,null,483,null,null,32
155622,5342,13836,2212,1169,571,9970,1988,2697,852,19793,2409,3608,1141,15276,2106,909,431,30878,2811,6687,1416,22816,2440,1375,711,24827,2739,11965,1820,11899,1823,963,539,31096,2990,25101,2716,4499,1162,1496,646,35192,3413,33116,3320,610,376,1466,573,5342,null,null,2212,null,null,571,null,null,1988,null,null,852,null,null,2409,null,null,1141,null,null,2106,null,null,431,null,null,2811,null,null,1416,null,null,2440,null,null,711,null,null,2739,null,null,1820,null,null,1823,null,null,539,null,null,2990,null,null,2716,null,null,1162,null,null,646,null,null,3413,null,null,3320,null,null,376,null,null,573,null,null,33
1174592,13481,121806,5786,10973,1580,82299,5009,28534,2604,158187,6545,24649,2320,127642,6109,5896,1164,198693,7746,21272,2230,170209,7244,7212,1368,158619,7504,45571,3636,108218,5883,4830,1066,204198,7151,131562,6106,66034,5098,6602,1105,333089,9443,301738,8305,22342,2694,9009,1418,13481,null,null,5786,null,null,1580,null,null,5009,null,null,2604,null,null,6545,null,null,2320,null,null,6109,null,null,1164,null,null,7746,null,null,2230,null,null,7244,null,null,1368,null,null,7504,null,null,3636,null,null,5883,null,null,1066,null,null,7151,null,null,6106,null,null,5098,null,null,1105,null,null,9443,null,null,8305,null,null,2694,null,null,1418,null,null,34
247265,6812,37570,3603,2565,840,23558,2962,11447,1741,47443,3685,5489,1319,36806,3183,5148,1283,54326,3616,17334,2030,32346,2554,4646,987,33795,3217,23278,2916,8501,1618,2016,628,36660,2971,32205,2838,3233,1146,1222,437,37471,3145,34872,3137,429,397,2170,700,6812,null,null,3603,null,null,840,null,null,2962,null,null,1741,null,null,3685,null,null,1319,null,null,3183,null,null,1283,null,null,3616,null,null,2030,null,null,2554,null,null,987,null,null,3217,null,null,2916,null,null,1618,null,null,628,null,null,2971,null,null,2838,null,null,1146,null,null,437,null,null,3145,null,null,3137,null,null,397,null,null,700,null,null,35
3367884,19924,428598,11217,20688,2556,313139,8647,94771,6236,489553,10239,70389,4407,398905,10396,20259,2351,571941,10925,109215,5173,438229,9630,24497,2523,432032,11054,166462,7235,249741,8300,15829,2364,517078,13013,317733,9282,183276,8300,16069,1911,928682,14569,809963,13858,92774,6172,25945,2603,19924,null,null,11217,null,null,2556,null,null,8647,null,null,6236,null,null,10239,null,null,4407,null,null,10396,null,null,2351,null,null,10925,null,null,5173,null,null,9630,null,null,2523,null,null,11054,null,null,7235,null,null,8300,null,null,2364,null,null,13013,null,null,9282,null,null,8300,null,null,1911,null,null,14569,null,null,13858,null,null,6172,null,null,2603,null,null,36
1389035,15637,180373,6677,10117,1681,114783,5042,55473,4206,240862,8255,25774,2977,196917,8009,18171,2096,303672,9891,92383,5128,192065,7348,19224,2400,223182,7475,149157,6080,63007,4355,11018,1499,228489,7972,194337,7204,21978,2538,12174,1963,212457,7309,199161,7392,3254,934,10042,1784,15637,null,null,6677,null,null,1681,null,null,5042,null,null,4206,null,null,8255,null,null,2977,null,null,8009,null,null,2096,null,null,9891,null,null,5128,null,null,7348,null,null,2400,null,null,7475,null,null,6080,null,null,4355,null,null,1499,null,null,7972,null,null,7204,null,null,2538,null,null,1963,null,null,7309,null,null,7392,null,null,934,null,null,1784,null,null,37
115926,4095,13728,2083,1014,509,9560,2001,3154,1053,17042,2120,3643,1059,12466,1704,933,290,22234,2828,6984,1411,14087,2385,1163,460,18945,2652,13910,2439,3788,1084,1247,470,22773,2442,19418,2478,1882,879,1473,477,21204,2335,19163,2211,350,286,1691,535,4095,null,null,2083,null,null,509,null,null,2001,null,null,1053,null,null,2120,null,null,1059,null,null,1704,null,null,290,null,null,2828,null,null,1411,null,null,2385,null,null,460,null,null,2652,null,null,2439,null,null,1084,null,null,470,null,null,2442,null,null,2478,null,null,879,null,null,477,null,null,2335,null,null,2211,null,null,286,null,null,535,null,null,38
1601860,14736,244923,7596,26224,2393,162748,6906,55951,3304,288386,8721,38426,3017,235625,8536,14335,2011,346916,8697,123309,5423,208689,7559,14918,1969,246208,8976,184003,7394,50831,4033,11374,1600,259871,8611,237246,8261,13132,1930,9493,1372,215556,7521,202415,7598,2165,668,10976,1639,14736,null,null,7596,null,null,2393,null,null,6906,null,null,3304,null,null,8721,null,null,3017,null,null,8536,null,null,2011,null,null,8697,null,null,5423,null,null,7559,null,null,1969,null,null,8976,null,null,7394,null,null,4033,null,null,1600,null,null,8611,null,null,8261,null,null,1930,null,null,1372,null,null,7521,null,null,7598,null,null,668,null,null,1639,null,null,39
515790,7857,73513,3713,3298,666,50035,3367,20180,1846,90605,4104,12479,1562,69022,3701,9104,1219,117831,3737,45191,2730,63798,3439,8842,1039,84102,3387,61989,3133,16054,2140,6059,991,83125,4157,72782,3783,4172,1103,6171,906,66614,3720,61835,3637,260,213,4519,887,7857,null,null,3713,null,null,666,null,null,3367,null,null,1846,null,null,4104,null,null,1562,null,null,3701,null,null,1219,null,null,3737,null,null,2730,null,null,3439,null,null,1039,null,null,3387,null,null,3133,null,null,2140,null,null,991,null,null,4157,null,null,3783,null,null,1103,null,null,906,null,null,3720,null,null,3637,null,null,213,null,null,887,null,null,40
602099,10324,65896,4168,3495,972,48109,3968,14292,2236,87641,4992,8945,1604,73437,4436,5259,1127,127544,5509,24402,2983,97431,5234,5711,1250,95983,5397,48666,3839,44914,3931,2403,768,108354,5258,81925,4744,23076,2871,3353,788,116681,5292,107956,5179,4332,1137,4393,1037,10324,null,null,4168,null,null,972,null,null,3968,null,null,2236,null,null,4992,null,null,1604,null,null,4436,null,null,1127,null,null,5509,null,null,2983,null,null,5234,null,null,1250,null,null,5397,null,null,3839,null,null,3931,null,null,768,null,null,5258,null,null,4744,null,null,2871,null,null,788,null,null,5292,null,null,5179,null,null,1137,null,null,1037,null,null,41
1555257,14774,205007,8000,14310,1886,140037,5751,50660,3856,262877,7949,45687,3374,200153,7997,17037,1829,318967,8902,86965,4349,213309,8211,18693,2119,241483,8410,150693,6006,77681,4685,13109,1794,262790,6790,216556,6239,32562,3133,13672,1762,264133,7144,244744,6902,7042,1338,12347,1311,14774,null,null,8000,null,null,1886,null,null,5751,null,null,3856,null,null,7949,null,null,3374,null,null,7997,null,null,1829,null,null,8902,null,null,4349,null,null,8211,null,null,2119,null,null,8410,null,null,6006,null,null,4685,null,null,1794,null,null,6790,null,null,6239,null,null,3133,null,null,1762,null,null,7144,null,null,6902,null,null,1338,null,null,1311,null,null,42
171357,5796,24673,2900,2385,862,17587,2519,4701,1018,29135,3033,7539,1607,20362,2300,1234,622,33665,3000,6363,1318,26592,2830,710,321,25316,2776,14201,1873,10371,1962,744,392,26648,2332,22405,2276,2644,729,1599,653,31920,3146,30287,3202,789,392,844,493,5796,null,null,2900,null,null,862,null,null,2519,null,null,1018,null,null,3033,null,null,1607,null,null,2300,null,null,622,null,null,3000,null,null,1318,null,null,2830,null,null,321,null,null,2776,null,null,1873,null,null,1962,null,null,392,null,null,2332,null,null,2276,null,null,729,null,null,653,null,null,3146,null,null,3202,null,null,392,null,null,493,null,null,44
589016,11203,91060,5542,3235,945,57860,4214,29965,3230,98128,5011,12206,1901,74654,5094,11268,1563,129351,5749,37796,2776,82306,5536,9249,1511,94658,5127,59371,3969,28351,2990,6936,1412,92784,5943,78574,5494,8844,1801,5366,1333,83035,4730,75399,4542,2096,715,5540,1393,11203,null,null,5542,null,null,945,null,null,4214,null,null,3230,null,null,5011,null,null,1901,null,null,5094,null,null,1563,null,null,5749,null,null,2776,null,null,5536,null,null,1511,null,null,5127,null,null,3969,null,null,2990,null,null,1412,null,null,5943,null,null,5494,null,null,1801,null,null,1333,null,null,4730,null,null,4542,null,null,715,null,null,1393,null,null,45
109544,3813,15025,1981,1322,550,10403,1624,3300,852,19618,1996,3999,855,14509,1816,1110,359,24761,2127,11373,1285,11979,1549,1409,475,19530,2132,15316,1917,3020,769,1194,569,18614,2033,16184,1949,868,400,1562,392,11996,1598,10926,1659,0,157,1070,375,3813,null,null,1981,null,null,550,null,null,1624,null,null,852,null,null,1996,null,null,855,null,null,1816,null,null,359,null,null,2127,null,null,1285,null,null,1549,null,null,475,null,null,2132,null,null,1917,null,null,769,null,null,569,null,null,2033,null,null,1949,null,null,400,null,null,392,null,null,1598,null,null,1659,null,null,157,null,null,375,null,null,46
892314,14411,130969,6513,9493,1738,79361,5375,42115,4158,153120,6960,18920,2194,119634,6676,14566,2115,197004,7265,58887,4288,123376,5855,14741,2209,149447,8650,100610,6845,38962,3945,9875,1488,140952,5635,119246,4972,12110,1965,9596,1512,120822,5978,112855,5885,2739,911,5228,1259,14411,null,null,6513,null,null,1738,null,null,5375,null,null,4158,null,null,6960,null,null,2194,null,null,6676,null,null,2115,null,null,7265,null,null,4288,null,null,5855,null,null,2209,null,null,8650,null,null,6845,null,null,3945,null,null,1488,null,null,5635,null,null,4972,null,null,1965,null,null,1512,null,null,5978,null,null,5885,null,null,911,null,null,1259,null,null,47
3710141,23471,399284,11792,20020,2182,262396,10115,116868,5673,522320,14533,43140,3577,444999,13488,34181,2915,762696,13430,159220,7418,564442,12546,39034,3349,594041,14029,336785,11493,230866,9808,26390,2990,674680,14430,542448,13509,105820,6320,26412,2733,757120,15352,710168,14694,19206,2664,27746,3023,23471,null,null,11792,null,null,2182,null,null,10115,null,null,5673,null,null,14533,null,null,3577,null,null,13488,null,null,2915,null,null,13430,null,null,7418,null,null,12546,null,null,3349,null,null,14029,null,null,11493,null,null,9808,null,null,2990,null,null,14430,null,null,13509,null,null,6320,null,null,2733,null,null,15352,null,null,14694,null,null,2664,null,null,3023,null,null,48
283881,7719,24528,2300,1512,540,16793,1807,6223,1289,36970,3252,3038,801,32109,3062,1823,581,57796,4169,12050,1662,43253,3564,2493,848,49823,3886,28425,3122,19924,2337,1474,568,58138,4238,49172,3771,7098,1636,1868,727,56626,3888,53102,3823,1390,647,2134,732,7719,null,null,2300,null,null,540,null,null,1807,null,null,1289,null,null,3252,null,null,801,null,null,3062,null,null,581,null,null,4169,null,null,1662,null,null,3564,null,null,848,null,null,3886,null,null,3122,null,null,2337,null,null,568,null,null,4238,null,null,3771,null,null,1636,null,null,727,null,null,3888,null,null,3823,null,null,647,null,null,732,null,null,49
77079,3456,9058,1438,697,393,6123,1231,2238,774,15583,1815,2293,660,12210,1726,1080,422,16608,2070,3777,922,12040,1651,791,407,10089,1648,5799,1017,3620,1193,670,297,12020,1363,9839,1402,1720,736,461,298,13721,1623,12603,1515,301,221,817,383,3456,null,null,1438,null,null,393,null,null,1231,null,null,774,null,null,1815,null,null,660,null,null,1726,null,null,422,null,null,2070,null,null,922,null,null,1651,null,null,407,null,null,1648,null,null,1017,null,null,1193,null,null,297,null,null,1363,null,null,1402,null,null,736,null,null,298,null,null,1623,null,null,1515,null,null,221,null,null,383,null,null,50
1083051,12975,115975,6036,7119,1542,79800,5200,29056,2778,135451,6004,16718,2423,107978,5240,10755,1839,184455,7427,31346,3407,143018,5991,10091,1444,158673,7025,68416,4999,81677,4534,8580,1370,194364,6926,123940,5065,61333,4634,9091,1842,294133,8634,265019,8487,20230,2424,8884,1311,12975,null,null,6036,null,null,1542,null,null,5200,null,null,2778,null,null,6004,null,null,2423,null,null,5240,null,null,1839,null,null,7427,null,null,3407,null,null,5991,null,null,1444,null,null,7025,null,null,4999,null,null,4534,null,null,1370,null,null,6926,null,null,5065,null,null,4634,null,null,1842,null,null,8634,null,null,8487,null,null,2424,null,null,1311,null,null,51
