B17001G_001E,B17001G_001M,B17001G_002E,B17001G_002M,B17001G_003E,B17001G_003M,B17001G_004E,B17001G_004M,B17001G_005E,B17001G_005M,B17001G_006E,B17001G_006M,B17001G_007E,B17001G_007M,B17001G_008E,B17001G_008M,B17001G_009E,B17001G_009M,B17001G_010E,B17001G_010M,B17001G_011E,B17001G_011M,B17001G_012E,B17001G_012M,B17001G_013E,B17001G_013M,B17001G_014E,B17001G_014M,B17001G_015E,B17001G_015M,B17001G_016E,B17001G_016M,B17001G_017E,B17001G_017M,B17001G_018E,B17001G_018M,B17001G_019E,B17001G_019M,B17001G_020E,B17001G_020M,B17001G_021E,B17001G_021M,B17001G_022E,B17001G_022M,B17001G_023E,B17001G_023M,B17001G_024E,B17001G_024M,B17001G_025E,B17001G_025M,B17001G_026E,B17001G_026M,B17001G_027E,B17001G_027M,B17001G_028E,B17001G_028M,B17001G_029E,B17001G_029M,B17001G_030E,B17001G_030M,B17001G_031E,B17001G_031M,B17001G_032E,B17001G_032M,B17001G_033E,B17001G_033M,B17001G_034E,B17001G_034M,B17001G_035E,B17001G_035M,B17001G_036E,B17001G_036M,B17001G_037E,B17001G_037M,B17001G_038E,B17001G_038M,B17001G_039E,B17001G_039M,B17001G_040E,B17001G_040M,B17001G_041E,B17001G_041M,B17001G_042E,B17001G_042M,B17001G_043E,B17001G_043M,B17001G_044E,B17001G_044M,B17001G_045E,B17001G_045M,B17001G_046E,B17001G_046M,B17001G_047E,B17001G_047M,B17001G_048E,B17001G_048M,B17001G_049E,B17001G_049M,B17001G_050E,B17001G_050M,B17001G_051E,B17001G_051M,B17001G_052E,B17001G_052M,B17001G_053E,B17001G_053M,B17001G_054E,B17001G_054M,B17001G_055E,B17001G_055M,B17001G_056E,B17001G_056M,B17001G_057E,B17001G_057M,B17001G_058E,B17001G_058M,B17001G_059E,B17001G_059M,B17001G_001M,B17001G_001EA,B17001G_001MA,B17001G_002M,B17001G_002EA,B17001G_002MA,B17001G_003M,B17001G_003EA,B17001G_003MA,B17001G_004M,B17001G_004EA,B17001G_004MA,B17001G_005M,B17001G_005EA,B17001G_005MA,B17001G_006M,B17001G_006EA,B17001G_006MA,B17001G_007M,B17001G_007EA,B17001G_007MA,B17001G_008M,B17001G_008EA,B17001G_008MA,B17001G_009M,B17001G_009EA,B17001G_009MA,B17001G_010M,B17001G_010EA,B17001G_010MA,B17001G_011M,B17001G_011EA,B17001G_011MA,B17001G_012M,B17001G_012EA,B17001G_012MA,B17001G_013M,B17001G_013EA,B17001G_013MA,B17001G_014M,B17001G_014EA,B17001G_014MA,B17001G_015M,B17001G_015EA,B17001G_015MA,B17001G_016M,B17001G_016EA,B17001G_016MA,B17001G_017M,B17001G_017EA,B17001G_017MA,B17001G_018M,B17001G_018EA,B17001G_018MA,B17001G_019M,B17001G_019EA,B17001G_019MA,B17001G_020M,B17001G_020EA,B17001G_020MA,B17001G_021M,B17001G_021EA,B17001G_021MA,B17001G_022M,B17001G_022EA,B17001G_022MA,B17001G_023M,B17001G_023EA,B17001G_023MA,B17001G_024M,B17001G_024EA,B17001G_024MA,B17001G_025M,B17001G_025EA,B17001G_025MA,B17001G_026M,B17001G_026EA,B17001G_026MA,B17001G_027M,B17001G_027EA,B17001G_027MA,B17001G_028M,B17001G_028EA,B17001G_028MA,B17001G_029M,B17001G_029EA,B17001G_029MA,B17001G_030M,B17001G_030EA,B17001G_030MA,B17001G_031M,B17001G_031EA,B17001G_031MA,B17001G_032M,B17001G_032EA,B17001G_032MA,B17001G_033M,B17001G_033EA,B17001G_033MA,B17001G_034M,B17001G_034EA,B17001G_034MA,B17001G_035M,B17001G_035EA,B17001G_035MA,B17001G_036M,B17001G_036EA,B17001G_036MA,B17001G_037M,B17001G_037EA,B17001G_037MA,B17001G_038M,B17001G_038EA,B17001G_038MA,B17001G_039M,B17001G_039EA,B17001G_039MA,B17001G_040M,B17001G_040EA,B17001G_040MA,B17001G_041M,B17001G_041EA,B17001G_041MA,B17001G_042M,B17001G_042EA,B17001G_042MA,B17001G_043M,B17001G_043EA,B17001G_043MA,B17001G_044M,B17001G_044EA,B17001G_044MA,B17001G_045M,B17001G_045EA,B17001G_045MA,B17001G_046M,B17001G_046EA,B17001G_046MA,B17001G_047M,B17001G_047EA,B17001G_047MA,B17001G_048M,B17001G_048EA,B17001G_048MA,B17001G_049M,B17001G_049EA,B17001G_049MA,B17001G_050M,B17001G_050EA,B17001G_050MA,B17001G_051M,B17001G_051EA,B17001G_051MA,B17001G_052M,B17001G_052EA,B17001G_052MA,B17001G_053M,B17001G_053EA,B17001G_053MA,B17001G_054M,B17001G_054EA,B17001G_054MA,B17001G_055M,B17001G_055EA,B17001G_055MA,B17001G_056M,B17001G_056EA,B17001G_056MA,B17001G_057M,B17001G_057EA,B17001G_057MA,B17001G_058M,B17001G_058EA,B17001G_058MA,B17001G_059M,B17001G_059EA,B17001G_059MA,state
24725,2429,6078,1535,2901,942,386,245,376,343,657,419,127,149,18,32,222,262,175,129,289,267,83,103,205,138,311,316,33,58,19,31,3177,918,624,375,75,92,193,181,77,97,0,172,24,49,343,282,670,351,140,157,416,459,408,299,143,169,64,95,18647,2333,9664,1561,541,277,263,181,1920,618,756,361,412,238,662,284,1155,465,880,480,721,340,1089,529,754,380,308,201,203,310,8983,1484,993,492,258,197,1551,714,488,520,58,70,167,143,538,259,1433,576,855,415,1527,630,478,383,409,257,228,197,2429,null,null,1535,null,null,942,null,null,245,null,null,343,null,null,419,null,null,149,null,null,32,null,null,262,null,null,129,null,null,267,null,null,103,null,null,138,null,null,316,null,null,58,null,null,31,null,null,918,null,null,375,null,null,92,null,null,181,null,null,97,null,null,172,null,null,49,null,null,282,null,null,351,null,null,157,null,null,459,null,null,299,null,null,169,null,null,95,null,null,2333,null,null,1561,null,null,277,null,null,181,null,null,618,null,null,361,null,null,238,null,null,284,null,null,465,null,null,480,null,null,340,null,null,529,null,null,380,null,null,201,null,null,310,null,null,1484,null,null,492,null,null,197,null,null,714,null,null,520,null,null,70,null,null,143,null,null,259,null,null,576,null,null,415,null,null,630,null,null,383,null,null,257,null,null,197,null,null,23
195218,10827,22838,3770,10118,2118,1736,794,273,305,2644,1248,1280,641,508,402,284,213,1127,649,1159,535,356,309,239,251,205,202,125,127,182,155,12720,2388,2671,1037,322,406,2385,1183,748,444,419,405,327,351,1274,590,1542,534,945,528,1152,623,158,156,534,321,243,353,172380,10523,85411,6359,14944,2085,2501,743,15445,2167,5427,1253,2112,657,3628,988,8921,1780,11002,1925,8001,1489,6070,1279,4728,1168,1918,533,714,340,86969,6005,12344,2109,2886,901,13467,2130,5223,1280,2401,717,3529,846,9205,1927,12041,1550,9149,1332,6603,1177,5238,1120,2834,759,2049,808,10827,null,null,3770,null,null,2118,null,null,794,null,null,305,null,null,1248,null,null,641,null,null,402,null,null,213,null,null,649,null,null,535,null,null,309,null,null,251,null,null,202,null,null,127,null,null,155,null,null,2388,null,null,1037,null,null,406,null,null,1183,null,null,444,null,null,405,null,null,351,null,null,590,null,null,534,null,null,528,null,null,623,null,null,156,null,null,321,null,null,353,null,null,10523,null,null,6359,null,null,2085,null,null,743,null,null,2167,null,null,1253,null,null,657,null,null,988,null,null,1780,null,null,1925,null,null,1489,null,null,1279,null,null,1168,null,null,533,null,null,340,null,null,6005,null,null,2109,null,null,901,null,null,2130,null,null,1280,null,null,717,null,null,846,null,null,1927,null,null,1550,null,null,1332,null,null,1177,null,null,1120,null,null,759,null,null,808,null,null,24
202643,11177,34149,5256,14029,2760,2478,979,211,209,3322,1095,529,362,433,280,487,319,1782,697,1356,691,918,573,1583,833,287,167,405,343,238,186,20120,3359,3002,1218,497,442,3298,1195,1190,570,912,508,647,380,2770,1274,3546,865,948,568,1320,551,1190,587,524,375,276,232,168494,10427,86571,6029,12657,2020,2657,939,10758,1787,5001,1131,1943,629,3552,919,8591,1571,14867,2202,11536,1980,7074,1430,4959,1197,1726,647,1250,510,81923,6403,11879,1776,2186,736,10438,2040,5835,1436,2020,767,2924,905,8509,1488,11615,2200,9559,1781,7256,1289,5225,1172,2334,714,2143,622,11177,null,null,5256,null,null,2760,null,null,979,null,null,209,null,null,1095,null,null,362,null,null,280,null,null,319,null,null,697,null,null,691,null,null,573,null,null,833,null,null,167,null,null,343,null,null,186,null,null,3359,null,null,1218,null,null,442,null,null,1195,null,null,570,null,null,508,null,null,380,null,null,1274,null,null,865,null,null,568,null,null,551,null,null,587,null,null,375,null,null,232,null,null,10427,null,null,6029,null,null,2020,null,null,939,null,null,1787,null,null,1131,null,null,629,null,null,919,null,null,1571,null,null,2202,null,null,1980,null,null,1430,null,null,1197,null,null,647,null,null,510,null,null,6403,null,null,1776,null,null,736,null,null,2040,null,null,1436,null,null,767,null,null,905,null,null,1488,null,null,2200,null,null,1781,null,null,1289,null,null,1172,null,null,714,null,null,622,null,null,25
295335,11899,67376,6777,32496,3687,6126,1266,664,435,7529,1698,2592,947,979,559,2263,833,4708,1422,2474,706,1321,469,1449,488,2042,664,193,159,156,128,34880,4244,4026,951,1251,599,6206,1303,3006,993,849,484,1627,626,5629,1543,4857,937,2945,854,1740,660,1651,732,569,337,524,284,227959,9476,115256,5683,15651,1679,3081,1083,19617,2539,8258,1296,2449,798,4654,852,14794,2229,14434,1681,9991,1417,9137,1451,7617,1215,4296,994,1277,356,112703,5625,14898,2017,3276,1005,15583,1910,8654,1336,2767,920,5712,1203,14047,2246,15263,1785,9545,1484,8619,1204,6812,971,4653,803,2874,842,11899,null,null,6777,null,null,3687,null,null,1266,null,null,435,null,null,1698,null,null,947,null,null,559,null,null,833,null,null,1422,null,null,706,null,null,469,null,null,488,null,null,664,null,null,159,null,null,128,null,null,4244,null,null,951,null,null,599,null,null,1303,null,null,993,null,null,484,null,null,626,null,null,1543,null,null,937,null,null,854,null,null,660,null,null,732,null,null,337,null,null,284,null,null,9476,null,null,5683,null,null,1679,null,null,1083,null,null,2539,null,null,1296,null,null,798,null,null,852,null,null,2229,null,null,1681,null,null,1417,null,null,1451,null,null,1215,null,null,994,null,null,356,null,null,5625,null,null,2017,null,null,1005,null,null,1910,null,null,1336,null,null,920,null,null,1203,null,null,2246,null,null,1785,null,null,1484,null,null,1204,null,null,971,null,null,803,null,null,842,null,null,26
151961,7706,26744,4427,13309,2730,2463,847,275,233,4077,1425,827,458,307,218,502,299,2145,722,800,510,954,540,619,361,320,189,6,13,14,21,13435,2599,2118,737,529,367,3518,1419,847,390,254,190,766,455,1497,528,1838,576,782,368,659,348,603,523,24,30,0,149,125217,6975,62568,4469,10660,1338,1412,562,11718,1629,4302,773,1958,635,3107,689,8033,1446,7455,1273,6295,1127,3506,768,2224,662,1352,489,546,286,62649,4411,10283,1392,1542,582,10367,1484,4963,972,1022,408,2591,720,8049,1770,8872,1512,5205,901,4373,907,3318,1013,1355,458,709,349,7706,null,null,4427,null,null,2730,null,null,847,null,null,233,null,null,1425,null,null,458,null,null,218,null,null,299,null,null,722,null,null,510,null,null,540,null,null,361,null,null,189,null,null,13,null,null,21,null,null,2599,null,null,737,null,null,367,null,null,1419,null,null,390,null,null,190,null,null,455,null,null,528,null,null,576,null,null,368,null,null,348,null,null,523,null,null,30,null,null,149,null,null,6975,null,null,4469,null,null,1338,null,null,562,null,null,1629,null,null,773,null,null,635,null,null,689,null,null,1446,null,null,1273,null,null,1127,null,null,768,null,null,662,null,null,489,null,null,286,null,null,4411,null,null,1392,null,null,582,null,null,1484,null,null,972,null,null,408,null,null,720,null,null,1770,null,null,1512,null,null,901,null,null,907,null,null,1013,null,null,458,null,null,349,null,null,27
33224,4776,9357,2292,4716,1489,705,519,177,267,905,473,619,413,105,193,139,119,1368,846,163,176,391,266,144,161,0,213,0,213,0,213,4641,1293,656,468,118,94,1394,678,198,138,83,78,225,211,214,242,87,107,372,339,647,455,313,295,73,95,261,218,23867,3766,11037,2548,1322,685,128,120,2179,1108,1376,871,336,465,260,288,611,500,1664,693,956,624,671,401,1014,539,309,223,211,169,12830,2214,1737,998,403,314,2092,901,1171,911,80,85,366,300,1559,776,1386,661,1036,526,850,456,1188,513,515,255,447,327,4776,null,null,2292,null,null,1489,null,null,519,null,null,267,null,null,473,null,null,413,null,null,193,null,null,119,null,null,846,null,null,176,null,null,266,null,null,161,null,null,213,null,null,213,null,null,213,null,null,1293,null,null,468,null,null,94,null,null,678,null,null,138,null,null,78,null,null,211,null,null,242,null,null,107,null,null,339,null,null,455,null,null,295,null,null,95,null,null,218,null,null,3766,null,null,2548,null,null,685,null,null,120,null,null,1108,null,null,871,null,null,465,null,null,288,null,null,500,null,null,693,null,null,624,null,null,401,null,null,539,null,null,223,null,null,169,null,null,2214,null,null,998,null,null,314,null,null,901,null,null,911,null,null,85,null,null,300,null,null,776,null,null,661,null,null,526,null,null,456,null,null,513,null,null,255,null,null,327,null,null,28
145356,8905,32485,4768,17049,3050,2944,851,721,470,3219,1162,1904,859,282,258,1435,824,2978,1083,634,383,932,461,534,295,1278,528,113,105,75,111,15436,2666,3433,1160,438,364,2890,1259,999,507,165,146,779,451,2210,725,1337,586,1737,616,309,281,696,367,319,238,124,137,112871,7599,57816,4683,7680,1321,1144,470,9415,1419,4576,1414,1685,732,3164,955,7273,1851,6793,1567,4826,1117,4488,1078,3595,844,1948,641,1229,420,55055,4565,7088,1251,1837,673,8962,2038,4387,1216,1613,692,1950,635,5381,1272,7086,1655,4020,1110,4175,914,3874,853,3235,825,1447,569,8905,null,null,4768,null,null,3050,null,null,851,null,null,470,null,null,1162,null,null,859,null,null,258,null,null,824,null,null,1083,null,null,383,null,null,461,null,null,295,null,null,528,null,null,105,null,null,111,null,null,2666,null,null,1160,null,null,364,null,null,1259,null,null,507,null,null,146,null,null,451,null,null,725,null,null,586,null,null,616,null,null,281,null,null,367,null,null,238,null,null,137,null,null,7599,null,null,4683,null,null,1321,null,null,470,null,null,1419,null,null,1414,null,null,732,null,null,955,null,null,1851,null,null,1567,null,null,1117,null,null,1078,null,null,844,null,null,641,null,null,420,null,null,4565,null,null,1251,null,null,673,null,null,2038,null,null,1216,null,null,692,null,null,635,null,null,1272,null,null,1655,null,null,1110,null,null,914,null,null,853,null,null,825,null,null,569,null,null,29
31261,2852,6054,1590,2873,1067,282,348,56,88,171,168,238,242,41,72,236,266,566,498,584,504,487,506,54,67,70,89,0,168,88,109,3181,966,254,307,60,61,270,185,0,168,0,168,86,102,1005,567,667,526,178,226,249,185,209,235,20,37,183,277,25207,2385,12640,1549,1418,595,257,236,1692,909,951,404,626,396,291,199,1296,921,1145,437,805,432,1246,547,1953,779,680,361,280,193,12567,1732,1502,709,210,211,1805,764,796,296,401,298,409,326,2088,859,1122,447,982,453,1235,483,1278,547,435,263,304,244,2852,null,null,1590,null,null,1067,null,null,348,null,null,88,null,null,168,null,null,242,null,null,72,null,null,266,null,null,498,null,null,504,null,null,506,null,null,67,null,null,89,null,null,168,null,null,109,null,null,966,null,null,307,null,null,61,null,null,185,null,null,168,null,null,168,null,null,102,null,null,567,null,null,526,null,null,226,null,null,185,null,null,235,null,null,37,null,null,277,null,null,2385,null,null,1549,null,null,595,null,null,236,null,null,909,null,null,404,null,null,396,null,null,199,null,null,921,null,null,437,null,null,432,null,null,547,null,null,779,null,null,361,null,null,193,null,null,1732,null,null,709,null,null,211,null,null,764,null,null,296,null,null,298,null,null,326,null,null,859,null,null,447,null,null,453,null,null,483,null,null,547,null,null,263,null,null,244,null,null,30
43280,4437,8566,3243,3840,1774,520,329,44,73,596,473,798,813,0,159,197,164,248,181,759,585,197,208,375,481,106,128,0,159,0,159,4726,1701,605,468,70,87,845,551,246,235,112,156,94,95,993,621,536,483,361,271,493,481,76,84,86,154,209,212,34714,3192,18825,1989,3197,806,628,372,2941,967,1177,386,662,362,1167,425,2442,835,2914,812,1602,496,1088,353,636,354,322,249,49,61,15889,2025,3308,839,443,254,2201,546,943,401,441,268,1215,434,1730,666,1948,614,1405,481,1381,453,464,246,309,197,101,107,4437,null,null,3243,null,null,1774,null,null,329,null,null,73,null,null,473,null,null,813,null,null,159,null,null,164,null,null,181,null,null,585,null,null,208,null,null,481,null,null,128,null,null,159,null,null,159,null,null,1701,null,null,468,null,null,87,null,null,551,null,null,235,null,null,156,null,null,95,null,null,621,null,null,483,null,null,271,null,null,481,null,null,84,null,null,154,null,null,212,null,null,3192,null,null,1989,null,null,806,null,null,372,null,null,967,null,null,386,null,null,362,null,null,425,null,null,835,null,null,812,null,null,496,null,null,353,null,null,354,null,null,249,null,null,61,null,null,2025,null,null,839,null,null,254,null,null,546,null,null,401,null,null,268,null,null,434,null,null,666,null,null,614,null,null,481,null,null,453,null,null,246,null,null,197,null,null,107,null,null,31
136518,9495,22822,4934,10595,2671,2364,796,162,272,2482,1180,336,341,86,109,410,271,1536,700,1916,1123,697,504,225,199,209,213,172,189,0,210,12227,2813,2857,975,341,262,1780,1025,764,464,259,254,350,306,1402,601,1969,932,727,569,486,339,675,486,392,271,225,172,113696,8098,57514,4792,8419,1601,1855,749,7745,1718,3449,916,1000,480,3581,996,6653,1190,8611,1549,5521,1353,4315,1183,3729,876,1794,528,842,348,56182,4754,7568,1489,1536,609,8120,1699,2862,847,1200,551,2179,737,6103,1254,8383,1680,6497,1281,4571,1141,3661,883,2046,726,1456,635,9495,null,null,4934,null,null,2671,null,null,796,null,null,272,null,null,1180,null,null,341,null,null,109,null,null,271,null,null,700,null,null,1123,null,null,504,null,null,199,null,null,213,null,null,189,null,null,210,null,null,2813,null,null,975,null,null,262,null,null,1025,null,null,464,null,null,254,null,null,306,null,null,601,null,null,932,null,null,569,null,null,339,null,null,486,null,null,271,null,null,172,null,null,8098,null,null,4792,null,null,1601,null,null,749,null,null,1718,null,null,916,null,null,480,null,null,996,null,null,1190,null,null,1549,null,null,1353,null,null,1183,null,null,876,null,null,528,null,null,348,null,null,4754,null,null,1489,null,null,609,null,null,1699,null,null,847,null,null,551,null,null,737,null,null,1254,null,null,1680,null,null,1281,null,null,1141,null,null,883,null,null,726,null,null,635,null,null,32
26367,2914,5012,1519,2296,828,700,482,283,395,331,277,52,89,0,187,35,71,419,516,201,193,0,187,7,14,117,124,0,187,151,231,2716,1050,242,238,0,187,356,296,0,187,14,26,36,77,872,602,511,348,333,320,32,64,264,439,0,187,56,82,21355,2815,11662,2117,1578,661,318,302,1951,726,924,474,357,270,189,161,1289,612,1939,829,455,322,1398,773,908,566,307,214,49,73,9693,1632,1011,504,403,285,1505,690,460,293,83,102,383,329,787,527,1431,771,1250,535,631,413,362,258,1210,661,177,133,2914,null,null,1519,null,null,828,null,null,482,null,null,395,null,null,277,null,null,89,null,null,187,null,null,71,null,null,516,null,null,193,null,null,187,null,null,14,null,null,124,null,null,187,null,null,231,null,null,1050,null,null,238,null,null,187,null,null,296,null,null,187,null,null,26,null,null,77,null,null,602,null,null,348,null,null,320,null,null,64,null,null,439,null,null,187,null,null,82,null,null,2815,null,null,2117,null,null,661,null,null,302,null,null,726,null,null,474,null,null,270,null,null,161,null,null,612,null,null,829,null,null,322,null,null,773,null,null,566,null,null,214,null,null,73,null,null,1632,null,null,504,null,null,285,null,null,690,null,null,293,null,null,102,null,null,329,null,null,527,null,null,771,null,null,535,null,null,413,null,null,258,null,null,661,null,null,133,null,null,33
233170,12648,33637,6405,16558,3929,3790,1321,607,490,3397,1595,1488,646,402,378,558,370,1980,915,1690,857,771,503,543,362,540,279,445,338,347,283,17079,3095,2982,922,355,292,2710,960,714,462,174,165,363,290,2133,810,2284,865,1840,747,1460,670,833,377,783,470,448,330,199533,11479,97611,6367,14667,2245,3340,1001,14426,1987,7273,1307,1858,663,4214,1005,11332,2100,12593,2110,8560,1486,7591,1368,6056,1095,4152,979,1549,589,101922,6690,15149,1915,2839,935,16148,1684,5467,1466,1807,677,3923,903,9691,2219,11145,1748,9939,1794,11507,1655,7822,1388,4367,992,2118,623,12648,null,null,6405,null,null,3929,null,null,1321,null,null,490,null,null,1595,null,null,646,null,null,378,null,null,370,null,null,915,null,null,857,null,null,503,null,null,362,null,null,279,null,null,338,null,null,283,null,null,3095,null,null,922,null,null,292,null,null,960,null,null,462,null,null,165,null,null,290,null,null,810,null,null,865,null,null,747,null,null,670,null,null,377,null,null,470,null,null,330,null,null,11479,null,null,6367,null,null,2245,null,null,1001,null,null,1987,null,null,1307,null,null,663,null,null,1005,null,null,2100,null,null,2110,null,null,1486,null,null,1368,null,null,1095,null,null,979,null,null,589,null,null,6690,null,null,1915,null,null,935,null,null,1684,null,null,1466,null,null,677,null,null,903,null,null,2219,null,null,1748,null,null,1794,null,null,1655,null,null,1388,null,null,992,null,null,623,null,null,34
64337,6253,12467,3064,6398,1927,1324,697,295,350,1141,640,403,343,42,76,87,81,1277,826,785,621,191,159,235,243,564,351,54,73,0,195,6069,1565,1197,655,0,195,1521,909,468,329,271,263,161,165,454,353,501,341,284,227,67,108,667,446,311,229,167,205,51870,5344,27212,3362,2510,786,319,208,2594,915,2132,623,908,521,1347,555,2922,1002,3413,933,3410,1187,2340,729,2689,883,1194,464,1434,638,24658,2983,1592,578,537,335,3251,1079,1449,653,306,299,935,425,2936,891,2843,793,3533,1181,2909,803,2121,919,1288,446,958,589,6253,null,null,3064,null,null,1927,null,null,697,null,null,350,null,null,640,null,null,343,null,null,76,null,null,81,null,null,826,null,null,621,null,null,159,null,null,243,null,null,351,null,null,73,null,null,195,null,null,1565,null,null,655,null,null,195,null,null,909,null,null,329,null,null,263,null,null,165,null,null,353,null,null,341,null,null,227,null,null,108,null,null,446,null,null,229,null,null,205,null,null,5344,null,null,3362,null,null,786,null,null,208,null,null,915,null,null,623,null,null,521,null,null,555,null,null,1002,null,null,933,null,null,1187,null,null,729,null,null,883,null,null,464,null,null,638,null,null,2983,null,null,578,null,null,335,null,null,1079,null,null,653,null,null,299,null,null,425,null,null,891,null,null,793,null,null,1181,null,null,803,null,null,919,null,null,446,null,null,589,null,null,35
596731,22468,123386,10209,55095,5507,10964,2342,2225,929,9931,2169,3154,970,1446,609,2385,720,6097,1359,6454,1615,3595,1124,3705,977,2937,855,1482,675,720,317,68291,6352,9611,1929,1169,458,8797,1894,4242,1299,1391,681,3619,1245,8623,2006,10044,1929,6632,1445,4891,1143,4495,1066,2418,801,2359,812,473345,20401,236268,12418,33712,2908,5998,1385,32256,3332,12703,1893,4013,902,9168,1464,28539,3451,35082,3811,26359,3208,22544,2820,13752,1565,7697,1144,4445,1007,237077,10281,36177,3542,5139,1215,30381,3472,11510,1595,3390,807,8338,1439,25871,2857,37130,2728,24939,2600,22830,2423,14637,1603,9700,1359,7035,1311,22468,null,null,10209,null,null,5507,null,null,2342,null,null,929,null,null,2169,null,null,970,null,null,609,null,null,720,null,null,1359,null,null,1615,null,null,1124,null,null,977,null,null,855,null,null,675,null,null,317,null,null,6352,null,null,1929,null,null,458,null,null,1894,null,null,1299,null,null,681,null,null,1245,null,null,2006,null,null,1929,null,null,1445,null,null,1143,null,null,1066,null,null,801,null,null,812,null,null,20401,null,null,12418,null,null,2908,null,null,1385,null,null,3332,null,null,1893,null,null,902,null,null,1464,null,null,3451,null,null,3811,null,null,3208,null,null,2820,null,null,1565,null,null,1144,null,null,1007,null,null,10281,null,null,3542,null,null,1215,null,null,3472,null,null,1595,null,null,807,null,null,1439,null,null,2857,null,null,2728,null,null,2600,null,null,2423,null,null,1603,null,null,1359,null,null,1311,null,null,36
258309,12735,54003,6933,24350,3644,5895,1611,542,364,6477,1209,2137,854,679,440,774,392,3525,1247,1306,533,1036,473,621,565,766,456,489,404,103,167,29653,4586,5486,1586,979,621,4977,1462,1678,653,775,471,1145,769,5160,1465,3958,1208,2174,849,1280,502,1405,592,289,191,347,234,204306,10785,97812,6838,17463,2767,2422,804,17399,2676,8882,1635,2704,958,3642,1073,11199,2405,10899,2174,9146,1896,5957,1306,4463,1007,2621,835,1015,470,106494,6396,16060,2255,2610,716,17966,2522,7239,1500,2375,694,4498,1084,10160,2014,13519,2058,13106,2174,7019,1449,6714,1525,3281,909,1947,665,12735,null,null,6933,null,null,3644,null,null,1611,null,null,364,null,null,1209,null,null,854,null,null,440,null,null,392,null,null,1247,null,null,533,null,null,473,null,null,565,null,null,456,null,null,404,null,null,167,null,null,4586,null,null,1586,null,null,621,null,null,1462,null,null,653,null,null,471,null,null,769,null,null,1465,null,null,1208,null,null,849,null,null,502,null,null,592,null,null,191,null,null,234,null,null,10785,null,null,6838,null,null,2767,null,null,804,null,null,2676,null,null,1635,null,null,958,null,null,1073,null,null,2405,null,null,2174,null,null,1896,null,null,1306,null,null,1007,null,null,835,null,null,470,null,null,6396,null,null,2255,null,null,716,null,null,2522,null,null,1500,null,null,694,null,null,1084,null,null,2014,null,null,2058,null,null,2174,null,null,1449,null,null,1525,null,null,909,null,null,665,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
312621,12654,85234,8079,40702,4227,8750,1409,1227,585,8362,1529,4054,1250,1065,398,1647,707,5501,1509,3378,966,2662,797,1332,517,2282,868,408,332,34,57,44532,5110,8805,1615,1189,603,8173,1598,3465,1103,1226,621,1335,593,7837,1880,4933,1104,2432,769,1648,535,2120,696,1018,597,351,280,227387,11748,111462,6738,15276,2128,3874,1111,18229,2331,8172,1361,2745,704,6270,1275,16113,2549,14616,2073,9338,1644,7069,1165,5269,1013,3052,821,1439,424,115925,7272,18623,2600,3404,868,19633,2441,7962,1350,3452,926,5137,1100,14048,2023,14088,2080,9014,1408,8515,1318,5726,1108,3762,916,2561,782,12654,null,null,8079,null,null,4227,null,null,1409,null,null,585,null,null,1529,null,null,1250,null,null,398,null,null,707,null,null,1509,null,null,966,null,null,797,null,null,517,null,null,868,null,null,332,null,null,57,null,null,5110,null,null,1615,null,null,603,null,null,1598,null,null,1103,null,null,621,null,null,593,null,null,1880,null,null,1104,null,null,769,null,null,535,null,null,696,null,null,597,null,null,280,null,null,11748,null,null,6738,null,null,2128,null,null,1111,null,null,2331,null,null,1361,null,null,704,null,null,1275,null,null,2549,null,null,2073,null,null,1644,null,null,1165,null,null,1013,null,null,821,null,null,424,null,null,7272,null,null,2600,null,null,868,null,null,2441,null,null,1350,null,null,926,null,null,1100,null,null,2023,null,null,2080,null,null,1408,null,null,1318,null,null,1108,null,null,916,null,null,782,null,null,39
